"PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB"
"Homer",154,2017-06-19,10,7,"M",44,NA,24,NA,NA,"","Private","P5",515906,0.236,2017,6,19,NA,"DuskyDrk","Pelagic"
"Homer",154,2017-06-20,11,21,"F",44,NA,26,NA,NA,"","Charter","DAZE OFF",515903,0.272,2017,6,20,NA,"DuskyDrk","Pelagic"
"Homer",154,2017-06-20,11,36,"F",43,NA,22,NA,NA,"","Charter","DIAMOND CAPE",515903,0.231,2017,6,20,NA,"DuskyDrk","Pelagic"
"Homer",154,2017-07-26,18,16,"F",46,NA,24,NA,NA,"","Charter","FRINGE BENEFIT",515903,0.276,2017,7,26,NA,"DuskyDrk","Pelagic"
"Homer",154,2017-07-26,18,36,"F",42,NA,20,NA,NA,"","Private","P3",515903,0.256,2017,7,26,NA,"DuskyDrk","Pelagic"
"Kodiak",154,2017-05-28,4,2,"M",45,1.3,31,NA,NA,"","Charter","REEL FUN",NA,0.262,2017,5,28,NA,"DuskyDrk","Pelagic"
"Kodiak",154,2017-05-28,4,7,"M",47,1.6,15,NA,NA,"","Charter","REEL FUN",NA,0.236,2017,5,28,NA,"DuskyDrk","Pelagic"
"Kodiak",154,2017-07-02,19,6,"F",47,NA,22,NA,NA,"","Private","P5",525733,0.254,2017,7,2,NA,"DuskyDrk","Pelagic"
"Kodiak",154,2017-07-02,19,11,"F",41,NA,12,NA,NA,"","Private","P5",525733,0.188,2017,7,2,NA,"DuskyDrk","Pelagic"
"Kodiak",154,2017-07-02,19,12,"M",37,NA,8,NA,NA,"","Private","P5",525733,0.146,2017,7,2,NA,"DuskyDrk","Pelagic"
"Kodiak",154,2017-07-02,19,19,"F",41,NA,18,NA,NA,"","Private","P7",525733,NA,2017,7,2,NA,"DuskyDrk","Pelagic"
"Kodiak",154,2017-07-08,23,2,"F",49,1.7,34,NA,NA,"","Private","P1",525733,0.324,2017,7,8,NA,"DuskyDrk","Pelagic"
"Kodiak",154,2017-07-16,29,1,"F",48,NA,26,NA,NA,"","Private","P2",525733,0.294,2017,7,16,NA,"DuskyDrk","Pelagic"
"Kodiak",154,2017-07-29,34,9,"F",43,NA,19,NA,NA,"","Private","P3",525733,0.231,2017,7,29,NA,"DuskyDrk","Pelagic"
"Kodiak",154,2017-08-06,38,3,"M",41,1.3,17,NA,NA,"","Private","P4",525733,0.17,2017,8,6,NA,"DuskyDrk","Pelagic"
"Kodiak",154,2017-08-12,40,14,"M",44,1.3,19,NA,NA,"","Private","P4",525733,0.272,2017,8,12,NA,"DuskyDrk","Pelagic"
"Kodiak",154,2017-08-26,44,3,"F",43,1.4,22,NA,NA,"","Private","P1",525733,0.221,2017,8,26,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-06-12,4,19,"M",33,NA,10,NA,NA,"","Charter","GRANDE SLAM",475934,0.152,2017,6,12,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-06-27,7,5,"",42,NA,24,NA,NA,"","Charter","ALASKAN SUMMER",495934,0.245,2017,6,27,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-07-13,9,3,"F",34,NA,9,NA,NA,"","Charter","LEGEND",475933,0.134,2017,7,13,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-07-20,11,2,"F",39,NA,8,NA,NA,"","Charter","ROGUE",495938,0.22,2017,7,20,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-07-20,11,11,"F",40,NA,8,NA,NA,"","Charter","BANDIT",485935,0.225,2017,7,20,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-07-20,11,17,"F",39,1.2,8,NA,NA,"","Private","P2",485935,0.223,2017,7,20,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-07-20,11,33,"",33,0.7,6,NA,NA,"","Charter","STELLAR",495938,0.113,2017,7,20,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-07-20,11,34,"",35,0.8,7,NA,NA,"","Charter","STELLAR",495938,0.1434,2017,7,20,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-07-31,15,21,"F",43,NA,34,NA,NA,"","Charter","HELL ON REELS",485935,0.287,2017,7,31,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-07-31,15,41,"F",43,NA,26,NA,NA,"","Charter","BIG IRON",495932,0.278,2017,7,31,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-07-31,15,43,"F",44,NA,23,NA,NA,"","Charter","BIG IRON",495932,0.247,2017,7,31,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-08-06,17,21,"F",47,NA,36,NA,NA,"","Charter","OFFSHORE HUNTER",485932,0.314,2017,8,6,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-08-07,18,22,"F",37,NA,18,NA,NA,"","Charter","RENEGADE",485932,0.19,2017,8,7,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-08-14,21,21,"",39,NA,36,NA,NA,"","Private","P3",485935,0.238,2017,8,14,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-08-18,23,1,"F",39,NA,28,NA,NA,"","Charter","ARCTIC ENDEAVOR",485932,0.179,2017,8,18,NA,"DuskyDrk","Pelagic"
"Seward",154,2017-08-27,26,35,"F",37,NA,16,NA,NA,"","Charter","RENEGADE",485932,0.181,2017,8,27,NA,"DuskyDrk","Pelagic"
"Valdez",154,2017-07-09,14,9,"M",42,NA,26,NA,NA,"","Charter","VALDEZ PEARL",475932,0.222,2017,7,9,NA,"DuskyDrk","Pelagic"
"Valdez",154,2017-07-13,15,10,"M",40,NA,17,NA,NA,"","Charter","DAN ORION",475932,0.199,2017,7,13,NA,"DuskyDrk","Pelagic"
"Whittier",138,2017-05-26,1,1,"M",41,NA,21,NA,NA,"","Charter","CRAZY RAY",466002,NA,2017,5,26,NA,"Copper","Demersal"
"Whittier",138,2017-05-30,2,1,"M",42,NA,16,NA,NA,"","Charter","I CRAZY II",466002,NA,2017,5,30,NA,"Copper","Demersal"
