"PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","OTOLITH_WEIGHT","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB"
"Homer",142,2012-06-10,4,2,"M",50,NA,18,NA,2,"","Charter","STORM PETREL",515907,NA,2012,6,10,NA,"Black","Pelagic"
"Homer",142,2012-06-10,4,3,"",50,NA,20,NA,1,"","Charter","STORM PETREL",515907,NA,2012,6,10,NA,"Black","Pelagic"
"Homer",142,2012-06-11,5,1,"M",50,NA,22,NA,2,"","Charter","BELLE ILE",515907,NA,2012,6,11,NA,"Black","Pelagic"
"Homer",142,2012-06-11,5,2,"M",50,2.5,40,NA,2,"","Charter","TOMAHAWK II",515907,NA,2012,6,11,NA,"Black","Pelagic"
"Homer",142,2012-06-11,5,3,"M",49,2,10,10,2,"","Charter","TOMAHAWK II",515907,NA,2012,6,11,NA,"Black","Pelagic"
"Homer",142,2012-06-11,5,4,"M",54,2.7,33,NA,2,"","Charter","TOMAHAWK II",515907,NA,2012,6,11,NA,"Black","Pelagic"
"Homer",142,2012-06-12,6,1,"F",52,NA,15,NA,2,"","Private","P1",515907,NA,2012,6,12,NA,"Black","Pelagic"
"Homer",142,2012-06-12,6,2,"F",48,NA,10,10,2,"","Private","P1",515907,NA,2012,6,12,NA,"Black","Pelagic"
"Homer",142,2012-06-12,6,3,"F",53,NA,11,NA,2,"","Private","P1",515907,NA,2012,6,12,NA,"Black","Pelagic"
"Homer",142,2012-06-12,6,4,"F",50,NA,10,NA,2,"","Private","P1",515907,NA,2012,6,12,NA,"Black","Pelagic"
"Homer",142,2012-06-12,6,5,"M",59,NA,22,NA,2,"","Private","P1",515907,NA,2012,6,12,NA,"Black","Pelagic"
"Homer",142,2012-06-12,6,6,"M",55,NA,33,NA,2,"","Private","P1",515907,NA,2012,6,12,NA,"Black","Pelagic"
"Homer",142,2012-06-12,6,7,"M",58,NA,39,NA,2,"","Private","P1",515907,NA,2012,6,12,NA,"Black","Pelagic"
"Homer",142,2012-06-12,6,8,"M",55,NA,21,NA,2,"","Private","P1",515907,NA,2012,6,12,NA,"Black","Pelagic"
"Homer",142,2012-06-12,6,9,"M",51,NA,16,NA,2,"","Private","P1",515907,NA,2012,6,12,NA,"Black","Pelagic"
"Homer",142,2012-06-12,6,10,"F",51,NA,14,NA,2,"","Charter","OPTIMIST",515907,NA,2012,6,12,NA,"Black","Pelagic"
"Homer",142,2012-06-12,6,11,"M",52,NA,21,NA,2,"","Charter","OPTIMIST",515907,NA,2012,6,12,NA,"Black","Pelagic"
"Homer",142,2012-06-12,6,12,"M",53,NA,33,NA,2,"","Charter","OPTIMIST",515907,NA,2012,6,12,NA,"Black","Pelagic"
"Homer",142,2012-06-29,7,1,"M",53,NA,21,NA,2,"","Charter","STORM PETREL",525931,NA,2012,6,29,NA,"Black","Pelagic"
"Homer",142,2012-06-29,7,2,"",46,NA,11,NA,2,"","Charter","STORM PETREL",525931,NA,2012,6,29,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,1,"F",56,NA,16,NA,2,"","Private","P4",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,2,"F",62,NA,18,NA,2,"","Private","P4",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,3,"F",51,NA,11,NA,2,"","Private","P4",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,4,"F",60,NA,14,NA,2,"","Private","P4",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,5,"F",57,NA,20,NA,2,"","Private","P4",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,6,"M",56,NA,18,NA,2,"","Private","P4",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,7,"F",55,NA,18,NA,2,"","Charter","FRINGE BENEFIT",515904,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,8,"F",48,NA,10,NA,2,"","Charter","FRINGE BENEFIT",515904,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,9,"F",54,NA,20,20,2,"","Charter","FRINGE BENEFIT",515904,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,10,"M",50,NA,13,NA,2,"","Charter","FRINGE BENEFIT",515904,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,11,"M",52,NA,32,NA,2,"","Charter","FRINGE BENEFIT",515904,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,12,"",47,NA,10,NA,2,"","Charter","FRINGE BENEFIT",515904,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,13,"F",63,NA,18,18,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,14,"F",56,NA,18,18,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,15,"F",54,NA,36,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,16,"F",46,NA,10,10,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,17,"F",48,NA,16,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,18,"F",47,NA,10,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,19,"F",49,NA,10,10,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,20,"F",52,NA,11,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,21,"F",52,NA,15,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,22,"F",52,NA,12,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,23,"F",56,NA,22,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,24,"F",53,NA,22,21,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,25,"F",58,NA,18,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,26,"F",55,NA,16,16,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,27,"F",48,NA,10,10,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,28,"F",58,NA,17,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,29,"M",49,NA,10,10,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,30,"M",53,NA,32,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,31,"M",56,NA,20,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,32,"M",43,NA,9,9,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,33,"M",57,NA,27,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,34,"M",57,NA,36,NA,1,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,35,"M",50,NA,12,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,36,"M",56,NA,27,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,37,"M",52,NA,18,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,38,"M",53,NA,15,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,39,"M",52,NA,15,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,40,"",42,NA,10,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,41,"",54,NA,33,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-01,8,42,"",52,NA,15,15,2,"","Charter","STORM PETREL",515903,NA,2012,7,1,NA,"Black","Pelagic"
"Homer",142,2012-07-07,9,1,"M",49,2,10,10,2,"","Private","P4",525931,NA,2012,7,7,NA,"Black","Pelagic"
"Homer",142,2012-07-08,10,1,"F",52,2.4,14,NA,2,"","Private","P1",515907,NA,2012,7,8,NA,"Black","Pelagic"
"Homer",142,2012-07-08,10,2,"M",52,2.5,21,NA,2,"","Private","P1",515907,NA,2012,7,8,NA,"Black","Pelagic"
"Homer",142,2012-07-08,10,3,"M",50,2.2,28,NA,2,"","Private","P1",515907,NA,2012,7,8,NA,"Black","Pelagic"
"Homer",142,2012-07-08,10,4,"M",50,2.3,19,18,2,"","Private","P1",515907,NA,2012,7,8,NA,"Black","Pelagic"
"Homer",142,2012-07-08,10,5,"M",53,2.3,22,NA,2,"","Private","P1",515907,NA,2012,7,8,NA,"Black","Pelagic"
"Homer",142,2012-07-08,10,6,"M",52,2.4,31,34,1,"","Private","P1",515907,NA,2012,7,8,NA,"Black","Pelagic"
"Homer",142,2012-07-08,10,7,"M",51,2.4,21,21,2,"","Private","P1",515907,NA,2012,7,8,NA,"Black","Pelagic"
"Homer",142,2012-07-09,11,1,"F",51,NA,10,NA,2,"","Private","P1",515907,NA,2012,7,9,NA,"Black","Pelagic"
"Homer",142,2012-07-09,11,2,"F",51,NA,11,NA,2,"","Private","P1",515907,NA,2012,7,9,NA,"Black","Pelagic"
"Homer",142,2012-07-09,11,3,"F",49,NA,11,NA,2,"","Private","P1",515907,NA,2012,7,9,NA,"Black","Pelagic"
"Homer",142,2012-07-09,11,4,"F",49,NA,15,NA,2,"","Private","P1",515907,NA,2012,7,9,NA,"Black","Pelagic"
"Homer",154,2012-07-09,1,1,"F",45,NA,26,NA,2,"","Private","P1",515907,0.28,2012,7,9,NA,"DuskyDrk","Pelagic"
"Homer",142,2012-07-09,11,6,"M",54,NA,22,NA,2,"","Private","P1",515907,NA,2012,7,9,NA,"Black","Pelagic"
"Homer",142,2012-07-09,11,7,"M",54,NA,27,27,2,"","Private","P1",515907,NA,2012,7,9,NA,"Black","Pelagic"
"Homer",142,2012-07-09,11,8,"M",54,NA,18,NA,2,"","Private","P1",515907,NA,2012,7,9,NA,"Black","Pelagic"
"Homer",142,2012-07-09,11,9,"M",52,NA,36,NA,2,"","Private","P1",515907,NA,2012,7,9,NA,"Black","Pelagic"
"Homer",142,2012-07-12,12,1,"F",54,NA,15,NA,2,"","Charter","GRANDE ALEUTIAN",525901,NA,2012,7,12,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,1,"M",55,NA,33,NA,2,"","Charter","NO PROBLEM",515906,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,2,"F",51,NA,33,NA,1,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,3,"F",48,NA,9,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,4,"F",57,NA,18,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,5,"F",51,NA,10,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,6,"F",44,NA,8,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,7,"F",52,NA,14,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,8,"F",52,NA,15,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,9,"F",48,NA,11,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,10,"F",47,NA,12,12,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,11,"F",49,NA,10,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,12,"F",50,NA,10,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,13,"M",49,NA,12,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,14,"M",52,NA,16,16,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,15,"M",51,NA,16,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,16,"M",47,NA,11,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,17,"M",47,NA,10,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,18,"M",50,NA,10,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,19,"M",50,NA,16,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,20,"M",56,NA,27,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,21,"M",54,NA,21,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,22,"M",52,NA,16,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,23,"M",43,NA,NA,NA,NA,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,24,"M",36,NA,5,NA,3,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,25,"M",49,NA,18,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-16,13,26,"M",47,NA,10,NA,2,"","Charter","STORM PETREL",515903,NA,2012,7,16,NA,"Black","Pelagic"
"Homer",142,2012-07-17,14,1,"F",59,NA,16,NA,2,"","Charter","DONNA MAE",515903,NA,2012,7,17,NA,"Black","Pelagic"
"Homer",142,2012-07-22,15,1,"F",52,NA,15,NA,2,"","Charter","BEAU SOLEIL",515906,NA,2012,7,22,NA,"Black","Pelagic"
"Homer",142,2012-07-26,16,1,"F",59,3.3,16,NA,2,"","Charter","BELLE ILE",515907,NA,2012,7,26,NA,"Black","Pelagic"
"Homer",142,2012-07-26,16,2,"F",55,2.6,16,NA,2,"","Charter","BELLE ILE",515907,NA,2012,7,26,NA,"Black","Pelagic"
"Homer",142,2012-07-26,16,3,"F",54,2.6,20,NA,2,"","Charter","BELLE ILE",515907,NA,2012,7,26,NA,"Black","Pelagic"
"Homer",142,2012-07-26,16,4,"M",49,1.7,10,NA,2,"","Charter","BELLE ILE",515907,NA,2012,7,26,NA,"Black","Pelagic"
"Homer",142,2012-07-26,16,5,"F",52,NA,NA,NA,NA,"","Charter","TOMAHAWK II",525902,NA,2012,7,26,NA,"Black","Pelagic"
"Homer",142,2012-07-26,16,6,"M",52,2.5,16,NA,2,"","Charter","TOMAHAWK II",525902,NA,2012,7,26,NA,"Black","Pelagic"
"Homer",142,2012-07-29,17,1,"F",53,2.3,15,NA,2,"","Charter","FRINGE BENEFIT",525902,NA,2012,7,29,NA,"Black","Pelagic"
"Homer",142,2012-07-29,17,2,"F",56,2.9,15,NA,2,"","Charter","FRINGE BENEFIT",525902,NA,2012,7,29,NA,"Black","Pelagic"
"Homer",142,2012-07-29,17,3,"F",54,2.8,19,19,2,"","Charter","FRINGE BENEFIT",525902,NA,2012,7,29,NA,"Black","Pelagic"
"Homer",142,2012-07-29,17,4,"F",51,2.3,12,NA,2,"","Charter","FRINGE BENEFIT",525902,NA,2012,7,29,NA,"Black","Pelagic"
"Homer",142,2012-07-29,17,5,"F",56,2.4,19,19,2,"","Charter","FRINGE BENEFIT",525902,NA,2012,7,29,NA,"Black","Pelagic"
"Homer",142,2012-07-29,17,6,"F",58,3.4,16,NA,2,"","Charter","FRINGE BENEFIT",525902,NA,2012,7,29,NA,"Black","Pelagic"
"Homer",142,2012-07-29,17,7,"F",55,2.8,12,NA,2,"","Charter","FRINGE BENEFIT",525902,NA,2012,7,29,NA,"Black","Pelagic"
"Homer",142,2012-07-29,17,8,"M",44,1.6,9,NA,2,"","Charter","FRINGE BENEFIT",525902,NA,2012,7,29,NA,"Black","Pelagic"
"Homer",142,2012-07-29,17,9,"M",54,2.6,23,NA,2,"","Charter","FRINGE BENEFIT",525902,NA,2012,7,29,NA,"Black","Pelagic"
"Homer",142,2012-07-29,17,10,"M",55,2.7,33,NA,2,"","Charter","FRINGE BENEFIT",525902,NA,2012,7,29,NA,"Black","Pelagic"
"Homer",142,2012-07-30,18,1,"F",48,1.8,15,NA,2,"","Charter","GRANDE ALEUTIAN",525902,NA,2012,7,30,NA,"Black","Pelagic"
"Homer",142,2012-07-30,18,2,"F",50,2,13,NA,2,"","Charter","GRANDE ALEUTIAN",525902,NA,2012,7,30,NA,"Black","Pelagic"
"Homer",142,2012-07-30,18,3,"M",56,2.7,33,NA,2,"","Charter","GRANDE ALEUTIAN",525902,NA,2012,7,30,NA,"Black","Pelagic"
"Homer",142,2012-08-03,19,1,"F",54,NA,15,NA,2,"","Charter","BRAZEN",515905,NA,2012,8,3,NA,"Black","Pelagic"
"Homer",142,2012-08-03,19,2,"F",56,NA,19,NA,2,"","Charter","BRAZEN",515905,NA,2012,8,3,NA,"Black","Pelagic"
"Homer",142,2012-08-03,19,3,"F",56,NA,20,NA,2,"","Charter","BRAZEN",515905,NA,2012,8,3,NA,"Black","Pelagic"
"Homer",142,2012-08-03,19,4,"F",54,NA,21,NA,2,"","Charter","BRAZEN",515905,NA,2012,8,3,NA,"Black","Pelagic"
"Homer",142,2012-08-03,19,5,"F",58,NA,17,NA,2,"","Charter","BRAZEN",515905,NA,2012,8,3,NA,"Black","Pelagic"
"Homer",142,2012-08-03,19,6,"F",62,NA,22,NA,2,"","Charter","BRAZEN",515905,NA,2012,8,3,NA,"Black","Pelagic"
"Homer",142,2012-08-03,19,7,"F",52,NA,10,NA,2,"","Charter","BRAZEN",515905,NA,2012,8,3,NA,"Black","Pelagic"
"Homer",142,2012-08-03,19,8,"F",54,NA,17,17,2,"","Charter","BRAZEN",515905,NA,2012,8,3,NA,"Black","Pelagic"
"Homer",142,2012-08-03,19,9,"F",54,NA,14,NA,2,"","Charter","BRAZEN",515905,NA,2012,8,3,NA,"Black","Pelagic"
"Homer",142,2012-08-03,19,10,"F",53,NA,10,NA,2,"","Charter","BRAZEN",515905,NA,2012,8,3,NA,"Black","Pelagic"
"Homer",142,2012-08-03,19,11,"F",57,NA,21,20,2,"","Charter","BRAZEN",515905,NA,2012,8,3,NA,"Black","Pelagic"
