"PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB"
"Seward",142,2014-05-28,7,25,"M",46,NA,NA,NA,NA,"","Charter","LEGEND",485935,2014,5,28,NA,"Black","Pelagic"
"Seward",142,2014-05-28,7,26,"M",50,NA,17,NA,2,"","Charter","LEGEND",485935,2014,5,28,NA,"Black","Pelagic"
"Seward",142,2014-05-28,7,27,"M",48,NA,12,NA,2,"","Charter","LEGEND",485935,2014,5,28,NA,"Black","Pelagic"
"Seward",142,2014-05-28,7,28,"M",47,NA,NA,NA,NA,"","Charter","LEGEND",485935,2014,5,28,NA,"Black","Pelagic"
"Seward",142,2014-05-28,7,29,"M",51,NA,23,23,1,"","Charter","LEGEND",485935,2014,5,28,NA,"Black","Pelagic"
"Seward",142,2014-05-28,7,30,"M",47,NA,NA,NA,NA,"","Charter","LEGEND",485935,2014,5,28,NA,"Black","Pelagic"
"Seward",142,2014-05-28,7,31,"F",42,NA,7,NA,2,"","Charter","MISSTRESS",485935,2014,5,28,NA,"Black","Pelagic"
"Seward",142,2014-05-28,7,32,"F",39,NA,7,NA,2,"","Charter","MISSTRESS",485935,2014,5,28,NA,"Black","Pelagic"
"Seward",142,2014-05-28,7,33,"M",47,NA,13,NA,2,"","Charter","MISSTRESS",485935,2014,5,28,NA,"Black","Pelagic"
"Seward",142,2014-05-28,7,34,"M",48,NA,18,NA,2,"","Charter","MISSTRESS",485935,2014,5,28,NA,"Black","Pelagic"
"Seward",142,2014-05-28,7,35,"M",37,NA,7,NA,2,"","Charter","MISSTRESS",485935,2014,5,28,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,1,"F",50,2.3,12,12,2,"","Charter","HARVESTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,2,"M",52,2.3,NA,NA,NA,"","Charter","HARVESTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,3,"M",52,2.2,NA,NA,NA,"","Charter","HARVESTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,4,"M",53,2.5,NA,NA,NA,"","Charter","HARVESTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,5,"M",55,2.6,31,NA,2,"","Charter","HARVESTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,6,"",NA,NA,NA,NA,NA,"","Charter","HARVESTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,7,"F",42,NA,7,NA,2,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,8,"F",46,NA,9,NA,2,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,9,"F",45,NA,9,NA,2,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,10,"F",40,NA,NA,NA,NA,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,11,"F",36,NA,7,7,2,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,12,"F",47,NA,NA,NA,NA,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,13,"M",47,NA,12,NA,2,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,14,"M",46,NA,NA,NA,NA,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,15,"M",47,NA,NA,NA,NA,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,16,"M",48,NA,NA,NA,NA,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,17,"M",52,NA,NA,NA,NA,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,18,"M",48,NA,NA,NA,NA,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,19,"M",50,NA,NA,NA,NA,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,20,"M",44,NA,NA,NA,NA,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,21,"M",49,NA,18,NA,2,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,22,"M",49,NA,NA,NA,NA,"","Charter","OFFSHORE HUNTER",485935,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,23,"F",53,NA,NA,NA,NA,"","Charter","MISSTRESS",495932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,24,"M",50,NA,NA,NA,NA,"","Charter","MISSTRESS",495932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,25,"M",51,NA,NA,NA,NA,"","Charter","MISSTRESS",495932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,26,"M",54,NA,NA,NA,NA,"","Charter","MISSTRESS",495932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,27,"M",56,NA,NA,NA,NA,"","Charter","MISSTRESS",495932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,28,"M",49,NA,10,NA,2,"","Charter","MISSTRESS",495932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,29,"F",52,NA,12,NA,2,"","Charter","TAIL WATCHER",485932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,30,"F",45,NA,NA,NA,NA,"","Charter","TAIL WATCHER",485932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,31,"M",52,NA,NA,NA,NA,"","Charter","TAIL WATCHER",485932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,32,"M",44,NA,NA,NA,NA,"","Charter","TAIL WATCHER",485932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,33,"M",54,NA,NA,NA,NA,"","Charter","TAIL WATCHER",485932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,34,"M",54,NA,NA,NA,NA,"","Charter","TAIL WATCHER",485932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,35,"M",51,NA,NA,NA,NA,"","Charter","TAIL WATCHER",485932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,36,"M",52,NA,NA,NA,NA,"","Charter","TAIL WATCHER",485932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,37,"M",58,NA,34,NA,2,"","Charter","TAIL WATCHER",485932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,38,"M",54,NA,NA,NA,NA,"","Charter","TAIL WATCHER",485932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-05-29,8,39,"",NA,NA,NA,NA,NA,"","Charter","TAIL WATCHER",485932,2014,5,29,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,1,"F",46,NA,NA,NA,NA,"","Private","P1",495934,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,2,"F",53,NA,NA,NA,NA,"","Private","P1",495934,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,3,"F",52,NA,NA,NA,NA,"","Private","P1",495934,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,4,"F",57,NA,18,NA,2,"","Private","P1",495934,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,5,"F",54,NA,12,NA,2,"","Private","P1",495934,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,6,"M",53,NA,NA,NA,NA,"","Private","P1",495934,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,7,"M",52,NA,12,12,2,"","Private","P1",495934,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,8,"F",45,1.5,9,NA,2,"","Charter","GLACIER BREEZE",485933,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,9,"F",41,1.1,7,7,2,"","Charter","GLACIER BREEZE",485933,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,10,"F",42,1.2,NA,NA,NA,"","Charter","GLACIER BREEZE",485933,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,11,"M",43,1.3,NA,NA,NA,"","Charter","GLACIER BREEZE",485933,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,12,"M",43,1.3,NA,NA,NA,"","Charter","GLACIER BREEZE",485933,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,13,"M",54,2.6,NA,NA,NA,"","Charter","GLACIER BREEZE",485933,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,14,"M",44,1.4,10,NA,2,"","Charter","GLACIER BREEZE",485933,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,15,"M",50,2.1,NA,NA,NA,"","Charter","GLACIER BREEZE",485933,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,16,"M",43,1.3,NA,NA,NA,"","Charter","GLACIER BREEZE",485933,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,17,"M",51,2.3,19,NA,2,"","Charter","GLACIER BREEZE",485933,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-02,9,18,"M",37,0.9,NA,NA,NA,"","Charter","GLACIER BREEZE",485933,2014,6,2,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,1,"M",48,NA,12,NA,2,"","Private","P1",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,2,"F",57,NA,NA,NA,NA,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,3,"F",54,NA,12,NA,2,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,4,"F",50,NA,NA,NA,NA,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,5,"F",43,NA,9,NA,2,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,6,"F",51,NA,12,NA,2,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,7,"F",51,NA,12,12,2,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,8,"F",48,NA,13,NA,2,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,9,"M",47,NA,10,NA,2,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,10,"F",50,NA,12,NA,2,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,11,"F",45,NA,NA,NA,NA,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,12,"F",54,NA,NA,NA,NA,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,13,"F",49,NA,9,NA,2,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,14,"M",45,NA,NA,NA,NA,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,15,"M",50,NA,24,NA,2,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,16,"",NA,NA,NA,NA,NA,"","Private","P2",485935,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,17,"M",41,NA,NA,NA,NA,"","Private","P3",486001,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,18,"F",48,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,19,"F",52,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,20,"F",58,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,21,"F",52,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,22,"F",51,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,23,"F",53,NA,12,NA,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,24,"F",59,NA,23,23,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,25,"F",61,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,26,"F",55,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,27,"F",52,NA,12,NA,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,28,"F",56,NA,12,NA,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,29,"F",51,NA,12,12,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,30,"F",48,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,31,"F",54,NA,18,NA,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,32,"F",48,NA,12,NA,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,33,"F",57,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,34,"F",56,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,35,"F",59,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,36,"F",59,NA,17,NA,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,37,"F",61,NA,23,23,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,38,"F",52,NA,12,NA,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,39,"F",59,NA,18,NA,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,40,"F",51,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,41,"F",56,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,42,"F",49,NA,12,NA,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,43,"F",57,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,44,"F",55,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,45,"F",57,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,46,"F",49,NA,13,NA,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,47,"F",56,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,48,"F",59,NA,21,23,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,49,"F",56,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,50,"F",54,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,51,"M",58,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,52,"M",57,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,53,"M",55,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,54,"M",56,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,55,"M",55,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,56,"M",55,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,57,"M",54,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,58,"M",55,NA,23,NA,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,59,"M",55,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,60,"M",54,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,61,"M",53,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,62,"M",54,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,63,"M",57,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,64,"M",44,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,65,"M",49,NA,11,11,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,66,"M",49,NA,NA,NA,NA,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-03,10,67,"M",52,NA,23,NA,2,"","Charter","LEGEND",475934,2014,6,3,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,1,"F",55,NA,NA,NA,NA,"","Charter","SEA VENTURE",495938,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,2,"F",52,NA,NA,NA,NA,"","Charter","SEA VENTURE",495938,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,3,"F",45,NA,NA,NA,NA,"","Charter","SEA VENTURE",495938,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,4,"F",39,NA,NA,NA,NA,"","Charter","SEA VENTURE",495938,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,5,"F",41,NA,NA,NA,NA,"","Charter","SEA VENTURE",495938,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,6,"F",59,NA,NA,NA,NA,"","Charter","SEA VENTURE",495938,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,7,"F",52,NA,14,NA,2,"","Charter","SEA VENTURE",495938,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,8,"F",54,NA,NA,NA,NA,"","Charter","SEA VENTURE",495938,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,9,"M",50,NA,NA,NA,NA,"","Charter","SEA VENTURE",495938,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,10,"M",42,NA,8,NA,2,"","Charter","SEA VENTURE",495938,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,11,"M",39,NA,7,7,2,"","Charter","SEA VENTURE",495938,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,12,"F",50,NA,NA,NA,NA,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,13,"F",46,NA,NA,NA,NA,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,14,"F",46,NA,NA,NA,NA,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,15,"F",49,NA,12,NA,2,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,16,"F",47,NA,9,NA,2,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,17,"F",42,NA,8,NA,2,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,18,"M",51,NA,17,NA,2,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,19,"M",44,NA,NA,NA,NA,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,20,"M",52,NA,NA,NA,NA,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,21,"M",45,NA,NA,NA,NA,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,22,"M",52,NA,NA,NA,NA,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,23,"M",50,NA,NA,NA,NA,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,24,"M",47,NA,NA,NA,NA,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,25,"M",43,NA,9,NA,2,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,26,"M",48,NA,17,NA,2,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,27,"M",43,NA,9,NA,2,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,28,"M",41,NA,7,NA,2,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,29,"M",46,NA,9,NA,2,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,30,"M",46,NA,NA,NA,NA,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,31,"M",44,NA,9,NA,2,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,32,"M",52,NA,18,NA,2,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,33,"M",44,NA,9,NA,2,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,34,"M",49,NA,NA,NA,NA,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-07,11,35,"M",52,NA,NA,NA,NA,"","Charter","HUNTRESS",485935,2014,6,7,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,1,"F",56,3.1,15,15,2,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,2,"F",50,2,14,NA,2,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,3,"F",57,3,17,17,2,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,4,"F",59,3.2,17,NA,2,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,5,"F",53,2.5,NA,NA,NA,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,6,"F",56,3.1,NA,NA,NA,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,7,"F",50,2.3,9,NA,2,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,8,"F",57,2.9,17,NA,2,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,9,"F",54,2.4,14,NA,2,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,10,"M",55,2.9,23,23,2,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,11,"M",54,2.8,NA,NA,NA,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,12,"M",53,2.5,12,NA,2,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,13,"M",57,3.3,23,NA,2,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,14,"M",57,3.1,32,NA,2,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,15,"M",56,2.9,NA,NA,NA,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,16,"M",56,3.2,37,38,2,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,17,"M",57,3.1,NA,NA,NA,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,18,"M",55,2.8,NA,NA,NA,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-09,12,19,"M",53,2.6,NA,NA,NA,"","Charter","PURSUIT",475931,2014,6,9,NA,"Black","Pelagic"
"Seward",142,2014-06-11,13,1,"F",49,NA,NA,NA,NA,"","Charter","ARCTIC WARRIOR",485931,2014,6,11,NA,"Black","Pelagic"
"Seward",142,2014-06-11,13,2,"F",60,NA,23,23,2,"","Charter","ARCTIC WARRIOR",485931,2014,6,11,NA,"Black","Pelagic"
"Seward",142,2014-06-11,13,3,"F",49,NA,NA,NA,NA,"","Charter","ARCTIC WARRIOR",485931,2014,6,11,NA,"Black","Pelagic"
"Seward",142,2014-06-11,13,4,"F",54,NA,20,20,2,"","Charter","ARCTIC WARRIOR",485931,2014,6,11,NA,"Black","Pelagic"
