"PORT","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","YEAR","MONTH","DAY","SUBLOC","SPECIES","ASSEMB","sasdate"
"CCI",142,2010-08-08,1,1,"M",47,NA,10,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Black","Pelagic",2010-08-08
"CCI",142,2010-08-08,1,2,"M",56,NA,20,20,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Black","Pelagic",2010-08-08
"CCI",142,2010-08-08,1,3,"M",57,NA,28,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Black","Pelagic",2010-08-08
"CCI",142,2010-08-08,1,4,"M",55,NA,29,NA,1,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Black","Pelagic",2010-08-08
"CCI",142,2010-08-08,1,5,"M",56,NA,31,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Black","Pelagic",2010-08-08
"CCI",145,2010-08-08,1,1,"F",67,NA,34,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Yelleye","Demersal",2010-08-08
"CCI",145,2010-08-08,1,2,"F",64,NA,26,26,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Yelleye","Demersal",2010-08-08
"CCI",145,2010-08-08,1,3,"F",73,NA,33,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Yelleye","Demersal",2010-08-08
"CCI",145,2010-08-08,1,4,"M",74,NA,41,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Yelleye","Demersal",2010-08-08
"CCI",145,2010-08-08,1,5,"M",78,NA,52,52,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Yelleye","Demersal",2010-08-08
"CCI",145,2010-08-08,1,6,"M",72,NA,42,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Yelleye","Demersal",2010-08-08
"CCI",145,2010-08-08,1,7,"M",71,NA,40,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Yelleye","Demersal",2010-08-08
"CCI",145,2010-08-08,1,8,"M",76,NA,41,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Yelleye","Demersal",2010-08-08
"CCI",172,2010-08-08,1,1,"F",41,NA,37,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Dusky","Pelagic",2010-08-08
"CCI",172,2010-08-08,1,2,"F",48,NA,33,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Dusky","Pelagic",2010-08-08
"CCI",172,2010-08-08,1,3,"F",49,NA,46,NA,1,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Dusky","Pelagic",2010-08-08
"CCI",172,2010-08-08,1,4,"F",39,NA,21,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Dusky","Pelagic",2010-08-08
"CCI",172,2010-08-08,1,5,"F",43,NA,33,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Dusky","Pelagic",2010-08-08
"CCI",172,2010-08-08,1,6,"F",40,NA,13,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Dusky","Pelagic",2010-08-08
"CCI",172,2010-08-08,1,7,"M",42,NA,28,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Dusky","Pelagic",2010-08-08
"CCI",172,2010-08-08,1,8,"M",43,NA,19,19,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Dusky","Pelagic",2010-08-08
"CCI",172,2010-08-08,1,9,"M",42,NA,43,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Dusky","Pelagic",2010-08-08
"CCI",172,2010-08-08,1,10,"M",41,NA,21,NA,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Dusky","Pelagic",2010-08-08
"CCI",172,2010-08-08,1,11,"M",41,NA,42,42,2,"","Charter","OTTER SEA",515903,2010,8,8,NA,"Dusky","Pelagic",2010-08-08
"Homer",138,2010-05-22,1,1,"M",53,NA,39,37,2,"","Charter","BELLE ISLE",515906,2010,5,22,NA,"Copper","Demersal",2010-05-22
"Homer",138,2010-06-01,2,1,"M",42,NA,12,NA,2,"","Private","P5",515906,2010,6,1,NA,"Copper","Demersal",2010-06-01
"Homer",138,2010-06-17,3,1,"M",49,NA,27,NA,2,"","Charter","SEA FLIGHT",515907,2010,6,17,NA,"Copper","Demersal",2010-06-17
"Homer",138,2010-06-17,3,2,"F",54,NA,27,NA,2,"","Charter","SEA FLIGHT",515907,2010,6,17,NA,"Copper","Demersal",2010-06-17
"Homer",138,2010-06-17,3,3,"F",45,NA,13,13,2,"","Charter","SEA FLIGHT",515907,2010,6,17,NA,"Copper","Demersal",2010-06-17
"Homer",138,2010-06-17,3,4,"M",42,NA,14,NA,2,"","Charter","SEA FLIGHT",515907,2010,6,17,NA,"Copper","Demersal",2010-06-17
"Homer",138,2010-07-22,4,1,"M",48,NA,27,27,2,"","Charter","RED RYDER",515903,2010,7,22,NA,"Copper","Demersal",2010-07-22
"Homer",138,2010-08-04,5,1,"",47,NA,30,NA,2,"","Charter","FRINGE BENEFIT",515906,2010,8,4,NA,"Copper","Demersal",2010-08-04
"Homer",138,2010-08-04,5,2,"M",37,NA,11,NA,2,"","Charter","FRINGE BENEFIT",515906,2010,8,4,NA,"Copper","Demersal",2010-08-04
"Homer",138,2010-08-08,6,1,"M",50,NA,21,NA,2,"","Charter","PACIFIC SUN",515907,2010,8,8,NA,"Copper","Demersal",2010-08-08
"Homer",138,2010-08-16,7,1,"M",49,NA,38,38,2,"","Charter","FRINGE BENEFIT",515906,2010,8,16,NA,"Copper","Demersal",2010-08-16
"Homer",138,2010-08-24,8,1,"M",49,NA,37,NA,2,"","Charter","SHOWTIME",515901,2010,8,24,NA,"Copper","Demersal",2010-08-24
"Homer",138,2010-08-24,8,2,"M",43,1.3,14,NA,2,"","Charter","SHOWTIME",515901,2010,8,24,NA,"Copper","Demersal",2010-08-24
"Homer",142,2010-05-20,1,1,"F",56,NA,14,NA,2,"","Private","P1",515906,2010,5,20,NA,"Black","Pelagic",2010-05-20
"Homer",142,2010-05-20,1,2,"M",52,NA,31,NA,2,"","Private","P1",515906,2010,5,20,NA,"Black","Pelagic",2010-05-20
