"PORT","YEAR","Species","piC","vpiC","piP","vpiP","HiC","SEHiC","HiP","SEHiP","Hi","SEHi","pi","SEpi"
"Kodiak",2017,"Dark",0.0808314087759815,0.000171985398452018,0.0765027322404372,0.000193561819726535,1350.61200923788,267.427541822035,515.551912568306,131.147440084049,1866.16392180618,297.85422804717,0.0795873388692503,0.0101665036754288
"Kodiak",2017,"Dusky",0.150115473441109,0.000295325967765418,0.128415300546448,0.0003066433181699,2508.27944572748,405.716907411824,865.390710382514,194.870472068656,3373.67015611,450.089668670672,0.1438788022906,0.0132740971032325
"Kodiak",2017,"DuskyDark",0.0046189376443418,1.06425996744895e-05,0.0273224043715847,7.28106591532611e-05,77.1778290993072,54.8708642406069,184.125683060109,65.6332891830818,261.303512159416,85.5484680838947,0.0111439573592382,0.00352305099937291
"Kodiak",2017,"Quillback",0,0,0.00273224043715847,7.46513780644391e-06,0,0,18.4125683060109,18.4125683060109,18.4125683060109,18.4125683060109,0.000785251121887194,0.000794359841671294
"Kodiak",2017,"Tiger",0.0023094688221709,5.33364624057945e-06,0.00273224043715847,7.46513780644391e-06,38.5889145496536,38.5889145496536,18.4125683060109,18.4125683060109,57.0014828556645,42.756601803043,0.0024309741920703,0.00182355922356962
"Kodiak",2017,"Yelloweye",0.0207852193995381,4.71138751251184e-05,0.0163934426229508,4.41772538682708e-05,347.300230946882,120.729657436816,110.475409836066,48.3732364776853,457.775640782948,130.060063786456,0.0195230143629712,0.00525456457884073
"Kodiak",2018,"Black",0.751898734177215,0.000473469613502327,0.759615384615385,0.000587137788009665,13412.3696202532,1560.47789019528,6589.66346153846,1276.23129837848,20002.0330817916,2015.90118129564,0.75442360660022,0.0166529923757902
"Kodiak",2018,"China",0.00506329113924051,1.27859244215223e-05,0.0128205128205128,4.0695007303961e-05,90.3189873417722,64.1901746745936,111.217948717949,58.3309015528618,201.536936059721,86.7344948721354,0.00760143839096748,0.00320749764154591
"Kodiak",2018,"Dark",0.108860759493671,0.000246218514051096,0.108974358974359,0.000312215267075519,1941.8582278481,353.942226207578,945.352564102564,235.12286919037,2887.21079195067,424.921008081605,0.108897929014094,0.0120365791342266
"Kodiak",2018,"Dusky",0.0962025316455696,0.000220679199366885,0.0833333333333333,0.000245623436941765,1716.06075949367,326.732983708525,722.916666666667,192.092069211015,2438.97742616034,379.016893682649,0.0919917559748175,0.0112509766581804
"Kodiak",2018,"Quillback",0.00506329113924051,1.27859244215223e-05,0.00320512820512821,1.02728468113084e-05,90.3189873417722,64.1901746745936,27.8044871794872,27.8044871794872,118.123474521259,69.953327526781,0.00445530398375361,0.00262597483208931
"Kodiak",2018,"Tiger",0.00759493670886076,1.91300853940334e-05,0.00641025641025641,2.04796302990713e-05,135.478481012658,79.0126317017229,55.6089743589744,39.9733455661056,191.087455371633,88.5486551234936,0.00720731171016605,0.00329474447442174
"Kodiak",2018,"Yelloweye",0.0253164556962025,6.2628255754276e-05,0.0256410256410256,8.03330014311958e-05,451.594936708861,149.220119706103,222.435897435897,87.3614194587034,674.030834144758,172.912294921278,0.0254226543259819,0.006078655276523
"Kodiak",2019,"Black",0.771986970684039,0.000575238848948103,0.741573033707865,0.000720460411222476,12278.4527687296,1416.54428934688,8621.52808988764,1364.19897991918,20899.9808586173,1966.63076872447,0.759143542138581,0.0179569640667746
"Kodiak",2019,"Copper",0,0,0.00374531835205993,1.40274095582769e-05,0,0,43.5430711610487,43.5430711610487,43.5430711610487,43.5430711610487,0.00158160150960912,0.0015911047879335
"Kodiak",2019,"Dark",0.0879478827361563,0.000262134159014326,0.0711610486891386,0.000248485540746619,1398.81107491857,299.44975350233,827.318352059925,221.471938130018,2226.12942697849,372.451304537483,0.0808590108233806,0.0115067390229886
"Kodiak",2019,"Dusky",0.0814332247557003,0.000244450505430026,0.0823970037453183,0.000284239614733505,1295.19543973941,286.011874850966,957.947565543071,243.532925528748,2253.14300528248,375.64754540973,0.0818402166751111,0.0115010996738251
"Kodiak",2019,"Silvergray",0.00325732899022801,1.06101921505798e-05,0,0,51.8078175895766,51.8078175895765,0,0,51.8078175895766,51.8078175895765,0.00188179933854842,0.00188784923896101
"Kodiak",2019,"Tiger",0,0,0.00374531835205993,1.40274095582769e-05,0,0,43.5430711610487,43.5430711610487,43.5430711610487,43.5430711610487,0.00158160150960912,0.0015911047879335
"Kodiak",2019,"Yelloweye",0.0553745928338762,0.000170941984648231,0.0973782771535581,0.0003304351439555,880.732899022801,228.677828143695,1132.11985018727,272.126227885302,2012.85274921007,355.452152880807,0.0731122280051603,0.0109439432312205
"Kodiak",2020,"Black",0.675438596491228,0.0019400114943468,0.73394495412844,0.00180805331886891,NA,NA,NA,NA,NA,NA,NA,NA
"Kodiak",2020,"Dark",0.12280701754386,0.000953322601644618,0.0825688073394495,0.0007013999943888,NA,NA,NA,NA,NA,NA,NA,NA
"Kodiak",2020,"Dusky",0.175438596491228,0.00128017606506563,0.0825688073394495,0.0007013999943888,NA,NA,NA,NA,NA,NA,NA,NA
"Kodiak",2020,"Tiger",0,0,0.0275229357798165,0.000247827998017376,NA,NA,NA,NA,NA,NA,NA,NA
"Kodiak",2020,"Yelloweye",0.0263157894736842,0.000226754590248327,0.073394495412844,0.000629701328295723,NA,NA,NA,NA,NA,NA,NA,NA
