"","port","page","line","year","age","AgeErr","SEX","LENGTH","NETWT","RNDWT","AGE2","AGECONF","USER","BOATNAME","STATAREA","CAS","TOSSED","MONTH","DAY","SUB"
"1","CCI",1,1,2012,NA,"","F",116,33.8074749051989,44.9642835576298,NA,NA,"Private","P1",515937,NA,"",5,16,2
"2","CCI",1,2,2012,NA,"","F",68,5.99097802244174,7.96806136347005,NA,NA,"Private","P1",515937,NA,"",5,16,2
"3","CCI",1,3,2012,NA,"","F",74,7.87915458445051,10.4793552882339,NA,NA,"Private","P1",515937,NA,"",5,16,2
"4","CCI",1,4,2012,8,"","F",89,14.3282275744224,19.0566875917582,NA,NA,"Private","P2",515939,NA,"",5,16,2
"5","CCI",1,5,2012,NA,"","F",77,8.96187328124,11.9193821057382,NA,NA,"Private","P2",515939,NA,"",5,16,2
"6","CCI",1,6,2012,NA,"","M",84,11.8804731210747,15.8011494118613,NA,NA,"Private","P2",515939,NA,"",5,16,2
"7","CCI",1,7,2012,7,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Private","P2",515939,NA,"",5,16,2
"8","CCI",2,1,2012,NA,"","M",82,10.9881791366113,14.614389387734,NA,NA,"Charter","KYRA KAY",515938,NA,"",5,18,1
"9","CCI",2,2,2012,NA,"","M",78,9.34448480063655,12.4282592963242,NA,NA,"Charter","KYRA KAY",515938,NA,"",5,18,1
"10","CCI",2,3,2012,NA,"","M",72,7.20984847775072,9.58917139686394,NA,NA,"Charter","KYRA KAY",515938,NA,"",5,18,1
"11","CCI",2,4,2012,13,"","M",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","KYRA KAY",515938,NA,"",5,18,1
"12","CCI",2,5,2012,NA,"","M",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","KYRA KAY",515938,NA,"",5,18,1
"13","CCI",2,6,2012,9,"","F",86,12.8216474535934,17.0529207932853,NA,NA,"Charter","KYRA KAY",515938,NA,"",5,18,1
"14","CCI",2,7,2012,NA,"","F",79,9.7382433958611,12.9519622105045,NA,NA,"Charter","KYRA KAY",515938,NA,"",5,18,1
"15","CCI",2,8,2012,9,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","KYRA KAY",515938,NA,"",5,18,1
"16","CCI",2,9,2012,NA,"","F",75,8.22938427965115,10.9451643251248,NA,NA,"Charter","KYRA KAY",515938,NA,"",5,18,1
"17","CCI",2,10,2012,NA,"","F",92,15.9529649068762,21.2176046767513,NA,NA,"Charter","SHAY LYNN",515938,NA,"",5,18,1
"18","CCI",2,11,2012,NA,"","F",88,13.8131493343522,18.3716283228886,NA,NA,"Charter","SHAY LYNN",515938,NA,"",5,18,1
"19","CCI",2,12,2012,NA,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","SHAY LYNN",515938,NA,"",5,18,1
"20","CCI",2,13,2012,NA,"","F",80,10.1433265474259,13.4907268991556,NA,NA,"Charter","SHAY LYNN",515938,NA,"",5,18,1
"21","CCI",2,14,2012,NA,"","F",76,8.5902319024382,11.4250953130969,NA,NA,"Charter","SHAY LYNN",515938,NA,"",5,18,1
"22","CCI",2,15,2012,13,"","F",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","SHAY LYNN",515938,NA,"",5,18,1
"23","CCI",2,16,2012,NA,"","F",82,10.9881791366113,14.614389387734,NA,NA,"Charter","SHAY LYNN",515938,NA,"",5,18,1
"24","CCI",2,17,2012,NA,"","M",79,9.7382433958611,12.9519622105045,NA,NA,"Charter","SHAY LYNN",515938,NA,"",5,18,1
"25","CCI",2,18,2012,NA,"","M",79,9.7382433958611,12.9519622105045,NA,NA,"Charter","SHAY LYNN",515938,NA,"",5,18,1
"26","CCI",2,19,2012,NA,"","M",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","SHAY LYNN",515938,NA,"",5,18,1
"27","CCI",2,20,2012,NA,"","M",83,11.4283062149386,15.1997628534186,NA,NA,"Charter","ARCTIC ENDURANCE",525931,NA,"",5,18,1
"28","CCI",2,21,2012,NA,"","M",80,10.1433265474259,13.4907268991556,NA,NA,"Charter","ARCTIC ENDURANCE",525931,NA,"",5,18,1
"29","CCI",2,22,2012,10,"","M",76,8.5902319024382,11.4250953130969,NA,NA,"Charter","ARCTIC ENDURANCE",525931,NA,"",5,18,1
"30","CCI",2,23,2012,NA,"","M",84,11.8804731210747,15.8011494118613,NA,NA,"Charter","ARCTIC ENDURANCE",525931,NA,"",5,18,1
"31","CCI",2,24,2012,NA,"","M",80,10.1433265474259,13.4907268991556,NA,NA,"Charter","ARCTIC ENDURANCE",525931,NA,"",5,18,1
"32","CCI",2,25,2012,NA,"","F",85,12.344859985371,16.4187886382518,NA,NA,"Charter","ARCTIC ENDURANCE",525931,NA,"",5,18,1
"33","CCI",2,26,2012,NA,"","F",82,10.9881791366113,14.614389387734,NA,NA,"Charter","ARCTIC ENDURANCE",525931,NA,"",5,18,1
"34","CCI",2,27,2012,NA,"","F",75,8.22938427965115,10.9451643251248,NA,NA,"Charter","ARCTIC ENDURANCE",525931,NA,"",5,18,1
"35","CCI",3,1,2012,NA,"","F",82,10.9881791366113,14.614389387734,NA,NA,"Charter","FRONTIERSMAN",525931,NA,"",5,24,1
"36","CCI",3,2,2012,9,"","F",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","FRONTIERSMAN",525931,NA,"",5,24,1
"37","CCI",3,3,2012,12,"","F",75,8.22938427965115,10.9451643251248,NA,NA,"Charter","FRONTIERSMAN",525931,NA,"",5,24,1
"38","CCI",3,4,2012,NA,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","FRONTIERSMAN",525931,NA,"",5,24,1
"39","CCI",3,5,2012,NA,"","F",70,6.58091829516383,8.7526878929321,NA,NA,"Charter","FRONTIERSMAN",525931,NA,"",5,24,1
"40","CCI",3,6,2012,12,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","FRONTIERSMAN",525931,NA,"",5,24,1
"41","CCI",3,7,2012,6,"","F",61,4.21344679894347,5.60392685800819,NA,NA,"Charter","FRONTIERSMAN",525931,NA,"",5,24,1
"42","CCI",3,8,2012,NA,"","M",86,12.8216474535934,17.0529207932853,NA,NA,"Charter","FRONTIERSMAN",525931,NA,"",5,24,1
"43","CCI",3,9,2012,NA,"","M",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","FRONTIERSMAN",525931,NA,"",5,24,1
"44","CCI",3,10,2012,NA,"","M",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","FRONTIERSMAN",525931,NA,"",5,24,1
"45","CCI",3,11,2012,21,"","M",79,9.7382433958611,12.9519622105045,NA,NA,"Charter","FRONTIERSMAN",525931,NA,"",5,24,1
"46","CCI",3,12,2012,12,"","M",71,6.89042324147201,9.16433260189999,NA,NA,"Charter","FRONTIERSMAN",525931,NA,"",5,24,1
"47","CCI",3,13,2012,13,"","M",78,9.34448480063655,12.4282592963242,NA,NA,"Charter","DISCOVER II",515938,NA,"",5,24,1
"48","CCI",3,14,2012,NA,"","M",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","DISCOVER II",515938,NA,"",5,24,1
"49","CCI",3,15,2012,NA,"","F",86,12.8216474535934,17.0529207932853,NA,NA,"Charter","DISCOVER II",515938,NA,"",5,24,1
"50","CCI",3,16,2012,NA,"","F",82,10.9881791366113,14.614389387734,NA,NA,"Charter","DISCOVER II",515938,NA,"",5,24,1
"51","CCI",3,17,2012,NA,"","F",86,12.8216474535934,17.0529207932853,NA,NA,"Charter","DISCOVER II",515938,NA,"",5,24,1
"52","CCI",3,18,2012,NA,"","F",80,10.1433265474259,13.4907268991556,NA,NA,"Charter","DISCOVER II",515938,NA,"",5,24,1
"53","CCI",3,19,2012,NA,"I","F",70,6.58091829516383,8.7526878929321,NA,NA,"Charter","DISCOVER II",515938,NA,"",5,24,1
"54","CCI",3,20,2012,NA,"","F",75,8.22938427965115,10.9451643251248,NA,NA,"Charter","DISCOVER II",515938,NA,"",5,24,1
"55","CCI",3,21,2012,NA,"","F",77,8.96187328124,11.9193821057382,NA,NA,"Charter","DISCOVER II",515938,NA,"",5,24,1
"56","CCI",3,22,2012,8,"","F",80,10.1433265474259,13.4907268991556,NA,NA,"Charter","DISCOVER II",515938,NA,"",5,24,1
"57","CCI",3,23,2012,NA,"","F",80,10.1433265474259,13.4907268991556,NA,NA,"Charter","SOLO",525931,NA,"",5,24,1
"58","CCI",3,24,2012,NA,"","F",119,36.7232411172277,48.8422821101114,NA,NA,"Charter","SOLO",525931,NA,"",5,24,1
"59","CCI",3,25,2012,NA,"","F",86,12.8216474535934,17.0529207932853,NA,NA,"Charter","SOLO",525931,NA,"",5,24,1
