"","port","page","line","year","age","AgeErr","SEX","LENGTH","NETWT","RNDWT","AGE2","AGECONF","USER","BOATNAME","STATAREA","CAS","GAF","MONTH","DAY","SUB"
"159","CCI",7,20,2015,NA,"","M",89,14.3282275744224,19.0566875917582,NA,NA,"Private","P2",525931,NA,0,6,13,2
"160","CCI",8,1,2015,NA,"","M",84,11.8804731210747,15.8011494118613,NA,NA,"Charter","EXCITER",525931,NA,0,6,15,1
"161","CCI",8,2,2015,NA,"","M",72,7.20984847775072,9.58917139686394,NA,NA,"Charter","EXCITER",525931,NA,0,6,15,1
"162","CCI",8,3,2015,NA,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Charter","EXCITER",525931,NA,0,6,15,1
"163","CCI",8,4,2015,NA,"","M",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","EXCITER",525931,NA,0,6,15,1
"164","CCI",8,5,2015,17,"","M",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","EXCITER",525931,NA,0,6,15,1
"165","CCI",8,6,2015,NA,"","M",64,4.92257072920152,6.54706885743389,NA,NA,"Charter","EXCITER",525931,NA,0,6,15,1
"166","CCI",8,7,2015,NA,"","M",62,4.44137990441386,5.90708019363236,NA,NA,"Charter","EXCITER",525931,NA,0,6,15,1
"167","CCI",8,8,2015,NA,"","M",68,5.99097802244174,7.96806136347005,NA,NA,"Charter","EXCITER",525931,NA,0,6,15,1
"168","CCI",8,9,2015,NA,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","EXCITER",525931,NA,0,6,15,1
"169","CCI",8,10,2015,NA,"","F",76,8.5902319024382,11.4250953130969,NA,NA,"Charter","EXCITER",525931,NA,0,6,15,1
"170","CCI",8,11,2015,12,"","F",115,32.8722818526814,43.720467339103,NA,NA,"Charter","EXCITER",525931,NA,0,6,15,1
"171","CCI",8,12,2015,8,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","EXCITER",525931,NA,0,6,15,1
"172","CCI",8,13,2015,NA,"","F",70,6.58091829516383,8.7526878929321,NA,NA,"Charter","EXCITER",525931,NA,0,6,15,1
"173","CCI",9,1,2015,10,"","F",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","EASY GET",525931,NA,0,6,17,2
"174","CCI",9,2,2015,10,"","F",111,29.3099650456363,38.9825499559431,NA,NA,"Charter","EASY GET",525931,NA,0,6,17,2
"175","CCI",9,3,2015,12,"","F",113,31.0558203756211,41.3045552026575,NA,NA,"Charter","EASY GET",525931,NA,0,6,17,2
"176","CCI",9,4,2015,NA,"","M",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","EASY GET",525931,NA,0,6,17,2
"177","CCI",9,5,2015,NA,"","M",76,8.5902319024382,11.4250953130969,NA,NA,"Charter","LUCKY T",525931,NA,0,6,17,2
"178","CCI",9,6,2015,NA,"","F",71,6.89042324147201,9.16433260189999,NA,NA,"Charter","LUCKY T",525931,NA,0,6,17,2
"179","CCI",9,7,2015,NA,"","F",105,24.4806067874466,32.5594546277194,NA,NA,"Charter","LUCKY T",525931,NA,0,6,17,2
"180","CCI",9,8,2015,12,"","F",112,30.174163738861,40.1319429585631,NA,NA,"Charter","LUCKY T",525931,NA,0,6,17,2
"181","CCI",9,9,2015,NA,"","F",75,8.22938427965115,10.9451643251248,NA,NA,"Charter","LUCKY T",525931,NA,0,6,17,2
"182","CCI",9,10,2015,NA,"","F",75,8.22938427965115,10.9451643251248,NA,NA,"Charter","LUCKY T",525931,NA,0,6,17,2
"183","CCI",9,11,2015,10,"","F",93,16.5216570328072,21.9739709560743,NA,NA,"Charter","LUCKY T",525931,NA,0,6,17,2
"184","CCI",9,12,2015,NA,"","F",72,7.20984847775072,9.58917139686394,NA,NA,"Charter","LUCKY T",525931,NA,0,6,17,2
"185","CCI",10,1,2015,12,"","F",107,26.0238944567846,34.6120428369748,NA,NA,"Charter","ALL ABOUT",525931,NA,0,6,21,2
"186","CCI",10,2,2015,NA,"","F",93,16.5216570328072,21.9739709560743,NA,NA,"Charter","ALL ABOUT",525931,NA,0,6,21,2
"187","CCI",10,3,2015,9,"","F",94,17.1042129489918,22.7487762166551,NA,NA,"Charter","ALL ABOUT",525931,NA,0,6,21,2
"188","CCI",10,4,2015,NA,"","F",89,14.3282275744224,19.0566875917582,NA,NA,"Charter","ALL ABOUT",525931,NA,0,6,21,2
"189","CCI",10,5,2015,11,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","ALL ABOUT",525931,NA,0,6,21,2
"190","CCI",10,6,2015,9,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Charter","ALL ABOUT",525931,NA,0,6,21,2
"191","CCI",10,7,2015,12,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Charter","ALL ABOUT",525931,NA,0,6,21,2
"192","CCI",10,8,2015,10,"","M",67,5.71019855759206,7.59462183537565,NA,NA,"Charter","ALL ABOUT",525931,NA,0,6,21,2
"193","CCI",10,9,2015,9,"","F",91,15.3979519606891,20.4794318448409,NA,NA,"Private","P1",515936,NA,0,6,21,2
"194","CCI",10,10,2015,9,"","F",93,16.5216570328072,21.9739709560743,NA,NA,"Private","P1",515936,NA,0,6,21,2
"195","CCI",10,11,2015,NA,"","F",84,11.8804731210747,15.8011494118613,NA,NA,"Private","P1",515936,NA,0,6,21,2
"196","CCI",10,12,2015,NA,"","F",107,26.0238944567846,34.6120428369748,NA,NA,"Private","P1",515936,NA,0,6,21,2
