"","YEAR","MONTH","DAY","PAGE","LINE","AGE","AGEERR","SEX","PORT","User","Length","NETWT","RNDWT"
"1",1991,5,26,1,1,10,"","","CCI","Unknown",83.5,11.7,15.5
"2",1991,5,26,1,2,8,"","","CCI","Unknown",89,14.3,19.1
"3",1991,5,26,1,3,8,"","","CCI","Unknown",91,15.4,20.5
"4",1991,5,26,1,4,7,"","","CCI","Unknown",78,9.3,12.4
"5",1991,5,26,1,5,10,"","","CCI","Unknown",92.5,16.2,21.6
"6",1991,5,26,1,6,8,"","","CCI","Unknown",84,11.9,15.8
"7",1991,5,26,1,7,8,"","","CCI","Unknown",81.5,10.8,14.3
"8",1991,5,26,1,8,8,"","","CCI","Unknown",95,17.7,23.5
"9",1991,5,26,1,9,10,"","","CCI","Unknown",95,17.7,23.5
"10",1991,5,26,1,10,8,"","","CCI","Unknown",117,34.8,46.2
"11",1991,5,26,1,11,11,"","","CCI","Unknown",87,13.3,17.7
"12",1991,5,26,1,12,8,"","","CCI","Unknown",99.5,20.6,27.4
"13",1991,5,28,2,1,8,"","","CCI","Unknown",83,11.4,15.2
"14",1991,5,28,2,2,7,"","","CCI","Unknown",76,8.6,11.4
"15",1991,5,28,2,3,6,"","","CCI","Unknown",67,5.7,7.6
"16",1991,5,28,2,4,8,"","","CCI","Unknown",77.5,9.2,12.2
"17",1991,5,28,2,5,6,"","","CCI","Unknown",80,10.1,13.5
"18",1991,5,28,2,6,8,"","","CCI","Unknown",99.5,20.6,27.4
"19",1991,5,28,2,7,7,"","","CCI","Unknown",74.5,8.1,10.7
"20",1991,5,28,2,8,9,"","","CCI","Unknown",83,11.4,15.2
"21",1991,5,28,2,9,6,"","","CCI","Unknown",61,4.2,5.6
"22",1991,5,28,2,10,7,"","","CCI","Unknown",106,25.2,33.6
"23",1991,5,28,2,11,8,"","","CCI","Unknown",72.5,7.4,9.8
"24",1991,5,28,2,12,6,"","","CCI","Unknown",73,7.5,10
"25",1991,5,28,2,13,7,"","","CCI","Unknown",74,7.9,10.5
"26",1991,5,28,2,14,5,"","","CCI","Unknown",64,4.9,6.5
"27",1991,5,28,2,15,12,"","","CCI","Unknown",119.5,37.2,49.5
"28",1991,5,28,2,16,8,"","","CCI","Unknown",83,11.4,15.2
"29",1991,6,4,3,1,7,"","","CCI","Unknown",80,10.1,13.5
"30",1991,6,4,3,2,7,"","","CCI","Unknown",63.5,4.8,6.4
"31",1991,6,4,3,3,NA,"I","","CCI","Unknown",141,63.6,84.6
"32",1991,6,4,3,4,12,"","","CCI","Unknown",93.5,16.8,22.4
"33",1991,6,4,3,5,10,"","","CCI","Unknown",91,15.4,20.5
"34",1991,6,4,3,6,NA,"I","","CCI","Unknown",123.5,41.4,55.1
"35",1991,6,4,3,7,12,"","","CCI","Unknown",138,59.3,78.9
"36",1991,6,4,3,8,7,"","","CCI","Unknown",83,11.4,15.2
"37",1991,6,4,3,9,10,"","","CCI","Unknown",88,13.8,18.4
"38",1991,6,4,3,10,6,"","","CCI","Unknown",71,6.9,9.2
"39",1991,6,4,3,11,9,"","","CCI","Unknown",94.5,17.4,23.1
"40",1991,6,4,3,12,10,"","","CCI","Unknown",101,21.6,28.7
"41",1991,6,4,3,13,10,"","","CCI","Unknown",129,47.7,63.4
"42",1991,6,4,3,14,14,"","","CCI","Unknown",96,18.3,24.4
"43",1991,6,9,4,1,6,"","","CCI","Unknown",67,5.7,7.6
"44",1991,6,9,4,2,7,"","","CCI","Unknown",75.5,8.4,11.2
"45",1991,6,9,4,3,9,"","","CCI","Unknown",87.5,13.6,18
"46",1991,6,9,4,4,8,"","","CCI","Unknown",106,25.2,33.6
"47",1991,6,9,4,5,8,"","","CCI","Unknown",112,30.2,40.1
"48",1991,6,9,4,6,5,"","","CCI","Unknown",61,4.2,5.6
"49",1991,6,9,4,7,9,"","","CCI","Unknown",73.5,7.7,10.3
"50",1991,6,9,4,8,7,"","","CCI","Unknown",94.5,17.4,23.1
"51",1991,6,9,4,9,7,"","","CCI","Unknown",79,9.7,13
"52",1991,6,9,4,10,6,"","","CCI","Unknown",73.5,7.7,10.3
"53",1991,6,9,4,11,NA,"I","","CCI","Unknown",80,10.1,13.5
"54",1991,6,9,4,12,7,"","","CCI","Unknown",88,13.8,18.4
"55",1991,6,9,4,13,7,"","","CCI","Unknown",77,9,11.9
"56",1991,6,15,5,1,6,"","F","CCI","Unknown",77.5,9.2,12.2
"57",1991,6,15,5,2,7,"","F","CCI","Unknown",76.5,8.8,11.7
"58",1991,6,15,5,3,11,"","M","CCI","Unknown",75,8.2,10.9
"59",1991,6,15,5,4,8,"","F","CCI","Unknown",86.5,13.1,17.4
"60",1991,6,15,5,5,12,"","M","CCI","Unknown",82.5,11.2,14.9
"61",1991,6,15,5,6,8,"","","CCI","Unknown",119,36.7,48.8
"62",1991,6,15,5,7,9,"","F","CCI","Unknown",117.5,35.2,46.9
"63",1991,6,15,5,8,10,"","F","CCI","Unknown",93.5,16.8,22.4
"64",1991,6,15,5,9,8,"","F","CCI","Unknown",78.5,9.5,12.7
"65",1991,6,16,6,1,7,"","","CCI","Unknown",70,6.6,8.8
"66",1991,6,16,6,2,8,"","","CCI","Unknown",102.5,22.6,30.1
"67",1991,6,16,6,3,7,"","","CCI","Unknown",87,13.3,17.7
"68",1991,6,16,6,4,6,"","","CCI","Unknown",63.5,4.8,6.4
"69",1991,6,16,6,5,13,"","F","CCI","Unknown",124,42,55.8
"70",1991,6,16,6,6,NA,"I","","CCI","Unknown",168,112.2,149.3
"71",1991,6,16,6,7,9,"","","CCI","Unknown",106.5,25.6,34.1
"72",1991,6,16,6,8,7,"","","CCI","Unknown",89.5,14.6,19.4
"73",1991,6,16,6,9,7,"","","CCI","Unknown",68.5,6.1,8.2
"74",1991,6,16,6,10,6,"","","CCI","Unknown",66.5,5.6,7.4
"75",1991,6,16,6,11,7,"","","CCI","Unknown",97,18.9,25.2
"76",1991,6,16,6,12,12,"","F","CCI","Unknown",185,153.4,204
"77",1991,6,16,6,13,7,"","","CCI","Unknown",74,7.9,10.5
"78",1991,6,16,6,14,7,"","","CCI","Unknown",80,10.1,13.5
"79",1991,6,16,6,15,8,"","F","CCI","Unknown",113,31.1,41.3
"80",1991,6,16,6,16,9,"","F","CCI","Unknown",87.5,13.6,18
"81",1991,6,16,6,17,8,"","F","CCI","Unknown",87,13.3,17.7
"82",1991,6,20,7,1,7,"","","CCI","Unknown",75,8.2,10.9
"83",1991,6,20,7,2,17,"","F","CCI","Unknown",NA,NA,NA
"84",1991,6,20,7,3,10,"","F","CCI","Unknown",85,12.3,16.4
"85",1991,6,20,7,4,11,"","","CCI","Unknown",91,15.4,20.5
"86",1991,6,20,7,5,8,"","M","CCI","Unknown",97,18.9,25.2
"87",1991,6,20,7,6,6,"","F","CCI","Unknown",92.5,16.2,21.6
"88",1991,6,20,7,7,6,"","","CCI","Unknown",84.5,12.1,16.1
"89",1991,6,20,7,8,10,"","F","CCI","Unknown",133,52.7,70
"90",1991,6,20,7,9,8,"","F","CCI","Unknown",82,11,14.6
"91",1991,6,20,7,10,7,"","F","CCI","Unknown",81,10.6,14
"92",1991,6,20,7,11,7,"","F","CCI","Unknown",85,12.3,16.4
"93",1991,6,20,7,12,5,"","","CCI","Unknown",62.5,4.6,6.1
"94",1991,6,20,7,13,8,"","","CCI","Unknown",99,20.2,26.9
"95",1991,6,20,7,14,9,"","F","CCI","Unknown",107.5,26.4,35.1
"96",1991,6,20,7,15,10,"","F","CCI","Unknown",108,26.8,35.7
"97",1991,6,23,8,1,12,"","F","CCI","Unknown",140,62.2,82.7
"98",1991,6,23,8,2,10,"","F","CCI","Unknown",138,59.3,78.9
"99",1991,6,23,8,3,8,"","F","CCI","Unknown",107,26,34.6
"100",1991,6,23,8,4,8,"","F","CCI","Unknown",88.5,14.1,18.7
"101",1991,6,23,8,5,9,"","F","CCI","Unknown",110.5,28.9,38.4
"102",1991,6,23,8,6,7,"","F","CCI","Unknown",87.5,13.6,18
"103",1991,6,23,8,7,8,"","F","CCI","Unknown",101.5,21.9,29.2
"104",1991,6,23,8,8,8,"","F","CCI","Unknown",103.5,23.4,31.1
"105",1991,6,23,8,9,9,"","F","CCI","Unknown",106.5,25.6,34.1
"106",1991,6,23,8,10,12,"","F","CCI","Unknown",144.5,68.9,91.6
"107",1991,6,23,8,11,10,"","","CCI","Unknown",115.5,33.3,44.3
"108",1991,6,23,8,12,9,"","","CCI","Unknown",126.5,44.8,59.5
"109",1991,6,23,8,13,9,"","F","CCI","Unknown",90,14.9,19.8
"110",1991,6,23,8,14,10,"","F","CCI","Unknown",122.5,40.3,53.7
"111",1991,6,23,8,15,8,"","F","CCI","Unknown",94,17.1,22.7
"112",1991,6,23,8,16,10,"","","CCI","Unknown",107,26,34.6
"113",1991,6,23,8,17,9,"","","CCI","Unknown",88.5,14.1,18.7
"114",1991,6,23,8,18,9,"","F","CCI","Unknown",114.5,32.4,43.1
"115",1991,6,23,8,19,8,"","F","CCI","Unknown",89,14.3,19.1
"116",1991,6,23,8,20,7,"","F","CCI","Unknown",78.5,9.5,12.7
"117",1991,6,23,8,21,10,"","F","CCI","Unknown",100,20.9,27.8
"118",1991,6,23,8,22,7,"","F","CCI","Unknown",81.5,10.8,14.3
"119",1991,6,23,8,23,7,"","F","CCI","Unknown",93,16.5,22
"120",1991,6,23,8,24,7,"","","CCI","Unknown",99.5,20.6,27.4
"121",1991,6,23,8,25,12,"","F","CCI","Unknown",131.5,50.8,67.5
"122",1991,6,23,8,26,12,"","F","CCI","Unknown",144.5,68.9,91.6
"123",1991,6,24,9,1,9,"","F","CCI","Unknown",114.5,32.4,43.1
"124",1991,6,24,9,2,10,"","F","CCI","Unknown",111,29.3,39
"125",1991,6,24,9,3,12,"","F","CCI","Unknown",110,28.5,37.9
"126",1991,6,24,9,4,11,"","M","CCI","Unknown",91,15.4,20.5
"127",1991,6,24,9,5,8,"","F","CCI","Unknown",90.5,15.1,20.1
"128",1991,6,24,9,6,9,"","","CCI","Unknown",92,16,21.2
"129",1991,6,24,9,7,8,"","F","CCI","Unknown",96,18.3,24.4
"130",1991,6,24,9,8,6,"","","CCI","Unknown",93.5,16.8,22.4
"131",1991,6,24,9,9,15,"","F","CCI","Unknown",175,128.1,170.4
"132",1991,6,24,9,10,7,"","","CCI","Unknown",95.5,18,23.9
"133",1991,6,24,9,11,8,"","","CCI","Unknown",83.5,11.7,15.5
"134",1991,6,24,9,12,8,"","F","CCI","Unknown",87.5,13.6,18
"135",1991,6,24,9,13,9,"","F","CCI","Unknown",92.5,16.2,21.6
"136",1991,6,24,9,14,8,"","F","CCI","Unknown",92,16,21.2
"137",1991,6,24,9,15,8,"","F","CCI","Unknown",107.5,26.4,35.1
"138",1991,6,29,10,1,8,"","F","CCI","Unknown",90.5,15.1,20.1
"139",1991,6,29,10,2,8,"","F","CCI","Unknown",130.5,49.5,65.9
"140",1991,6,29,10,3,6,"","F","CCI","Unknown",82.5,11.2,14.9
"141",1991,6,29,10,4,NA,"I","F","CCI","Unknown",123,40.9,54.4
"142",1991,6,29,10,5,8,"","F","CCI","Unknown",76.5,8.8,11.7
"143",1991,6,29,10,6,10,"","F","CCI","Unknown",87.5,13.6,18
"144",1991,6,29,10,7,12,"","F","CCI","Unknown",138.5,60,79.9
"145",1991,6,29,10,8,10,"","F","CCI","Unknown",103,23,30.6
"146",1991,6,29,10,9,10,"","M","CCI","Unknown",91,15.4,20.5
"147",1991,6,29,10,10,10,"","F","CCI","Unknown",130.5,49.5,65.9
"148",1991,6,29,10,11,14,"","F","CCI","Unknown",172.5,122.3,162.6
"149",1991,6,29,10,12,12,"","M","CCI","Unknown",106.5,25.6,34.1
"150",1991,6,29,10,13,9,"","F","CCI","Unknown",82,11,14.6
"151",1991,6,29,10,14,8,"","F","CCI","Unknown",95,17.7,23.5
"152",1991,6,29,10,15,16,"","M","CCI","Unknown",119,36.7,48.8
"153",1991,6,29,10,16,13,"","M","CCI","Unknown",100.5,21.2,28.3
"154",1991,7,6,11,1,10,"","F","CCI","Unknown",102.5,22.6,30.1
"155",1991,7,6,11,2,11,"","F","CCI","Unknown",107.5,26.4,35.1
"156",1991,7,6,11,3,12,"","F","CCI","Unknown",103.5,23.4,31.1
"157",1991,7,6,11,4,10,"","F","CCI","Unknown",98,19.6,26
"158",1991,7,6,11,5,8,"","F","CCI","Unknown",92.5,16.2,21.6
"159",1991,7,6,11,6,10,"","F","CCI","Unknown",94,17.1,22.7
"160",1991,7,6,11,7,10,"","F","CCI","Unknown",89,14.3,19.1
"161",1991,7,6,11,8,11,"","F","CCI","Unknown",91,15.4,20.5
"162",1991,7,6,11,9,10,"","F","CCI","Unknown",109.5,28,37.3
"163",1991,7,6,11,10,10,"","F","CCI","Unknown",97,18.9,25.2
"164",1991,7,6,11,11,9,"","F","CCI","Unknown",80,10.1,13.5
"165",1991,7,6,11,12,10,"","M","CCI","Unknown",112,30.2,40.1
"166",1991,7,6,11,13,10,"","F","CCI","Unknown",101,21.6,28.7
"167",1991,7,6,11,14,10,"","F","CCI","Unknown",92.5,16.2,21.6
"168",1991,7,6,11,15,11,"","F","CCI","Unknown",114,32,42.5
"169",1991,7,7,12,1,16,"","F","CCI","Unknown",170.5,117.7,156.6
"170",1991,7,7,12,2,10,"","F","CCI","Unknown",91,15.4,20.5
"171",1991,7,7,12,3,9,"","F","CCI","Unknown",99,20.2,26.9
"172",1991,7,7,12,4,6,"","F","CCI","Unknown",80,10.1,13.5
"173",1991,7,7,12,5,11,"","M","CCI","Unknown",93.5,16.8,22.4
"174",1991,7,7,12,6,11,"","M","CCI","Unknown",98,19.6,26
"175",1991,7,7,12,7,11,"","M","CCI","Unknown",94,17.1,22.7
"176",1991,7,7,12,8,11,"","F","CCI","Unknown",121.5,39.3,52.2
"177",1991,7,7,12,9,9,"","F","CCI","Unknown",94,17.1,22.7
"178",1991,7,7,12,10,9,"","M","CCI","Unknown",83,11.4,15.2
"179",1991,7,7,12,11,11,"","M","CCI","Unknown",88.5,14.1,18.7
"180",1991,7,7,12,12,12,"","F","CCI","Unknown",110,28.5,37.9
"181",1991,7,7,12,13,11,"","F","CCI","Unknown",99.5,20.6,27.4
"182",1991,7,7,12,14,7,"","F","CCI","Unknown",76,8.6,11.4
"183",1991,7,7,12,15,6,"","F","CCI","Unknown",67,5.7,7.6
"184",1991,7,7,12,16,11,"","F","CCI","Unknown",102.5,22.6,30.1
"185",1991,7,7,12,17,12,"","M","CCI","Unknown",99.5,20.6,27.4
"186",1991,7,7,12,18,7,"","F","CCI","Unknown",90.5,15.1,20.1
"187",1991,7,7,12,19,13,"","F","CCI","Unknown",119.5,37.2,49.5
"188",1991,7,7,12,20,7,"","F","CCI","Unknown",69,6.3,8.4
"189",1991,7,8,13,1,5,"","F","CCI","Unknown",62.5,4.6,6.1
"190",1991,7,8,13,2,9,"","F","CCI","Unknown",119,36.7,48.8
"191",1991,7,8,13,3,10,"","F","CCI","Unknown",124.5,42.5,56.5
"192",1991,7,8,13,4,10,"","F","CCI","Unknown",117.5,35.2,46.9
"193",1991,7,8,13,5,9,"","F","CCI","Unknown",114.5,32.4,43.1
"194",1991,7,8,13,6,10,"","F","CCI","Unknown",124.5,42.5,56.5
"195",1991,7,8,13,7,12,"","F","CCI","Unknown",131.5,50.8,67.5
"196",1991,7,8,13,8,11,"","F","CCI","Unknown",122.5,40.3,53.7
"197",1991,7,8,13,9,7,"","F","CCI","Unknown",79.5,9.9,13.2
"198",1991,7,8,13,10,10,"","F","CCI","Unknown",92.5,16.2,21.6
"199",1991,7,8,13,11,10,"","F","CCI","Unknown",117.5,35.2,46.9
"200",1991,7,8,13,12,10,"","F","CCI","Unknown",91,15.4,20.5
"201",1991,7,8,13,13,8,"","F","CCI","Unknown",91,15.4,20.5
"202",1991,7,8,13,14,10,"","F","CCI","Unknown",89,14.3,19.1
"203",1991,7,8,13,15,7,"","F","CCI","Unknown",99,20.2,26.9
"204",1991,7,14,14,1,9,"","F","CCI","Unknown",105.5,24.9,33.1
"205",1991,7,14,14,2,5,"","F","CCI","Unknown",78,9.3,12.4
"206",1991,7,14,14,3,8,"","F","CCI","Unknown",104.5,24.1,32.1
"207",1991,7,14,14,4,11,"","F","CCI","Unknown",84,11.9,15.8
"208",1991,7,14,14,5,5,"","F","CCI","Unknown",73.5,7.7,10.3
"209",1991,7,14,14,6,12,"","M","CCI","Unknown",90.5,15.1,20.1
"210",1991,7,14,14,7,12,"","F","CCI","Unknown",143.5,67.4,89.6
"211",1991,7,14,14,8,9,"","F","CCI","Unknown",91.5,15.7,20.8
"212",1991,7,14,14,9,9,"","F","CCI","Unknown",84,11.9,15.8
"213",1991,7,14,14,10,10,"","M","CCI","Unknown",101,21.6,28.7
"214",1991,7,14,14,11,11,"","F","CCI","Unknown",93,16.5,22
"215",1991,7,14,14,12,11,"","F","CCI","Unknown",88,13.8,18.4
"216",1991,7,15,15,1,12,"","F","CCI","Unknown",111,29.3,39
"217",1991,7,15,15,2,11,"","M","CCI","Unknown",88,13.8,18.4
"218",1991,7,15,15,3,9,"","F","CCI","Unknown",99.5,20.6,27.4
"219",1991,7,15,15,4,11,"","F","CCI","Unknown",114.5,32.4,43.1
"220",1991,7,15,15,5,9,"","F","CCI","Unknown",93,16.5,22
"221",1991,7,15,15,6,13,"","F","CCI","Unknown",127,45.3,60.3
"222",1991,7,15,15,7,9,"","F","CCI","Unknown",84.5,12.1,16.1
"223",1991,7,15,15,8,8,"","F","CCI","Unknown",108.5,27.2,36.2
"224",1991,7,15,15,9,10,"","F","CCI","Unknown",108.5,27.2,36.2
"225",1991,7,15,15,10,10,"","F","CCI","Unknown",95,17.7,23.5
"226",1991,7,15,15,11,11,"","F","CCI","Unknown",95,17.7,23.5
"227",1991,7,15,15,12,14,"","M","CCI","Unknown",102,22.3,29.6
"228",1991,7,15,15,13,10,"","F","CCI","Unknown",101.5,21.9,29.2
"229",1991,7,15,15,14,8,"","F","CCI","Unknown",84.5,12.1,16.1
"230",1991,7,15,15,15,8,"","M","CCI","Unknown",72.5,7.4,9.8
"231",1991,7,15,15,16,12,"","F","CCI","Unknown",134.5,54.6,72.6
"232",1991,7,21,16,1,11,"","F","CCI","Unknown",143,66.6,88.6
"233",1991,7,21,16,2,13,"","M","CCI","Unknown",109,27.6,36.8
"234",1991,7,21,16,3,8,"","F","CCI","Unknown",107,26,34.6
"235",1991,7,21,16,4,8,"","F","CCI","Unknown",91,15.4,20.5
"236",1991,7,21,16,5,7,"","F","CCI","Unknown",92.5,16.2,21.6
"237",1991,7,21,16,6,11,"","M","CCI","Unknown",76.5,8.8,11.7
"238",1991,7,21,16,7,5,"","F","CCI","Unknown",70.5,6.7,9
"239",1991,7,21,16,8,8,"","F","CCI","Unknown",85.5,12.6,16.7
"240",1991,7,21,16,9,13,"","F","CCI","Unknown",147.5,73.6,97.9
"241",1991,7,21,16,10,9,"","F","CCI","Unknown",94.5,17.4,23.1
"242",1991,7,21,16,11,8,"","F","CCI","Unknown",78.5,9.5,12.7
"243",1991,7,21,16,12,7,"","F","CCI","Unknown",109.5,28,37.3
"244",1991,7,21,16,13,8,"","F","CCI","Unknown",78,9.3,12.4
"245",1991,7,21,16,14,8,"","F","CCI","Unknown",93.5,16.8,22.4
"246",1991,7,21,16,15,11,"","F","CCI","Unknown",99,20.2,26.9
"247",1991,7,21,16,16,10,"","F","CCI","Unknown",97.5,19.3,25.6
"248",1991,7,21,16,17,7,"","F","CCI","Unknown",80,10.1,13.5
"249",1991,7,21,16,18,6,"","F","CCI","Unknown",75.5,8.4,11.2
"250",1991,7,21,16,19,13,"","M","CCI","Unknown",90,14.9,19.8
"251",1991,7,21,16,20,7,"","F","CCI","Unknown",92.5,16.2,21.6
"252",1991,7,21,16,21,11,"","F","CCI","Unknown",105.5,24.9,33.1
"253",1991,7,22,17,1,7,"","F","CCI","Unknown",76,8.6,11.4
"254",1991,7,22,17,2,4,"","F","CCI","Unknown",51,2.4,3.1
"255",1991,7,22,17,3,7,"","F","CCI","Unknown",77,9,11.9
"256",1991,7,22,17,4,11,"","F","CCI","Unknown",105.5,24.9,33.1
"257",1991,7,22,17,5,7,"","F","CCI","Unknown",92,16,21.2
"258",1991,7,22,17,6,7,"","F","CCI","Unknown",73,7.5,10
"259",1991,7,22,17,7,9,"","F","CCI","Unknown",69.5,6.4,8.6
"260",1991,7,22,17,8,6,"","F","CCI","Unknown",68.5,6.1,8.2
"261",1991,7,22,17,9,12,"","F","CCI","Unknown",128.5,47.1,62.6
"262",1991,7,22,17,10,6,"","F","CCI","Unknown",83,11.4,15.2
"263",1991,7,22,17,11,7,"","F","CCI","Unknown",89,14.3,19.1
"264",1991,7,22,17,12,6,"","F","CCI","Unknown",82.5,11.2,14.9
"265",1991,7,22,17,13,10,"","F","CCI","Unknown",114.5,32.4,43.1
"266",1991,7,22,17,14,10,"","F","CCI","Unknown",128.5,47.1,62.6
"267",1991,7,22,17,15,7,"","F","CCI","Unknown",81,10.6,14
"268",1991,7,25,18,1,9,"","M","CCI","Unknown",80.5,10.4,13.8
"269",1991,7,25,18,2,10,"","F","CCI","Unknown",89,14.3,19.1
"270",1991,7,25,18,3,9,"","M","CCI","Unknown",88.5,14.1,18.7
"271",1991,7,25,18,4,8,"","F","CCI","Unknown",77.5,9.2,12.2
"272",1991,7,25,18,5,11,"","M","CCI","Unknown",81,10.6,14
"273",1991,7,25,18,6,9,"","F","CCI","Unknown",109.5,28,37.3
"274",1991,7,25,18,7,9,"","F","CCI","Unknown",103.5,23.4,31.1
"275",1991,7,25,18,8,11,"","M","CCI","Unknown",98,19.6,26
"276",1991,7,25,18,9,13,"","M","CCI","Unknown",94.5,17.4,23.1
"277",1991,7,25,18,10,11,"","F","CCI","Unknown",120.5,38.2,50.9
"278",1991,7,25,18,11,7,"","F","CCI","Unknown",92,16,21.2
"279",1991,7,25,18,12,7,"","F","CCI","Unknown",108.5,27.2,36.2
"280",1991,7,25,18,13,13,"","F","CCI","Unknown",83.5,11.7,15.5
"281",1991,7,25,18,14,7,"","F","CCI","Unknown",66,5.4,7.2
"282",1991,7,25,18,15,7,"","F","CCI","Unknown",93.5,16.8,22.4
"283",1991,7,25,18,16,8,"","F","CCI","Unknown",82.5,11.2,14.9
"284",1991,7,25,18,17,8,"","F","CCI","Unknown",81,10.6,14
"285",1991,7,28,19,1,13,"","M","CCI","Unknown",102.5,22.6,30.1
"286",1991,7,28,19,2,10,"","F","CCI","Unknown",105,24.5,32.6
"287",1991,7,28,19,3,11,"","F","CCI","Unknown",113.5,31.5,41.9
"288",1991,7,28,19,4,15,"","M","CCI","Unknown",93,16.5,22
"289",1991,7,28,19,5,13,"","F","CCI","Unknown",135.5,55.9,74.4
"290",1991,7,28,19,6,12,"","F","CCI","Unknown",129.5,48.3,64.2
"291",1991,7,28,19,7,10,"","F","CCI","Unknown",113.5,31.5,41.9
"292",1991,7,28,19,8,14,"","F","CCI","Unknown",56.5,3.3,4.4
"293",1991,7,28,19,9,18,"","F","CCI","Unknown",196.5,186.5,248
"294",1991,7,28,19,10,11,"","F","CCI","Unknown",139.5,61.5,81.7
"295",1991,7,28,19,11,8,"","F","CCI","Unknown",72,7.2,9.6
"296",1991,7,28,19,12,8,"","F","CCI","Unknown",82,11,14.6
"297",1991,7,28,19,13,13,"","F","CCI","Unknown",130,48.9,65
"298",1991,7,28,19,14,12,"","M","CCI","Unknown",99,20.2,26.9
"299",1991,7,28,19,15,16,"","F","CCI","Unknown",173.5,124.6,165.7
"300",1991,7,28,19,16,10,"","F","CCI","Unknown",117.5,35.2,46.9
"301",1991,7,28,19,17,15,"","M","CCI","Unknown",116,33.8,45
"302",1991,7,28,19,18,10,"","F","CCI","Unknown",116,33.8,45
"303",1991,7,29,20,1,10,"","F","CCI","Unknown",98,19.6,26
"304",1991,7,29,20,2,9,"","F","CCI","Unknown",118.5,36.2,48.2
"305",1991,7,29,20,3,12,"","F","CCI","Unknown",130,48.9,65
"306",1991,7,29,20,4,9,"","M","CCI","Unknown",81,10.6,14
"307",1991,7,29,20,5,16,"","M","CCI","Unknown",86,12.8,17.1
"308",1991,7,29,20,6,11,"","M","CCI","Unknown",94,17.1,22.7
"309",1991,7,29,20,7,9,"","F","CCI","Unknown",78.5,9.5,12.7
"310",1991,8,4,21,1,8,"","M","CCI","Unknown",70,6.6,8.8
"311",1991,8,4,21,2,9,"","M","CCI","Unknown",85.5,12.6,16.7
"312",1991,8,4,21,3,12,"","M","CCI","Unknown",90,14.9,19.8
"313",1991,8,4,21,4,7,"","F","CCI","Unknown",81,10.6,14
"314",1991,8,4,21,5,9,"","F","CCI","Unknown",81,10.6,14
"315",1991,8,4,21,6,8,"","F","CCI","Unknown",76,8.6,11.4
"316",1991,8,4,21,7,8,"","M","CCI","Unknown",73.5,7.7,10.3
"317",1991,8,4,21,8,NA,"I","M","CCI","Unknown",72,7.2,9.6
"318",1991,8,4,21,9,6,"","F","CCI","Unknown",70,6.6,8.8
"319",1991,8,4,21,10,7,"","F","CCI","Unknown",104.5,24.1,32.1
"320",1991,8,4,21,11,9,"","F","CCI","Unknown",111.5,29.7,39.6
"321",1991,8,4,21,12,12,"","M","CCI","Unknown",78.5,9.5,12.7
"322",1991,8,4,21,13,8,"","F","CCI","Unknown",84,11.9,15.8
"323",1991,8,4,21,14,8,"","M","CCI","Unknown",74,7.9,10.5
"324",1991,8,4,21,15,8,"","F","CCI","Unknown",78.5,9.5,12.7
"325",1991,8,4,21,16,7,"","F","CCI","Unknown",69.5,6.4,8.6
"326",1991,8,4,21,17,7,"","F","CCI","Unknown",78.5,9.5,12.7
"327",1991,8,4,21,18,6,"","F","CCI","Unknown",83.5,11.7,15.5
"328",1991,8,4,21,19,7,"","F","CCI","Unknown",86,12.8,17.1
"329",1991,8,4,21,20,5,"","F","CCI","Unknown",72.5,7.4,9.8
"330",1991,8,4,21,21,10,"","M","CCI","Unknown",73,7.5,10
"331",1991,8,4,21,22,8,"","F","CCI","Unknown",97,18.9,25.2
"332",1991,8,4,21,23,8,"","F","CCI","Unknown",103.5,23.4,31.1
"333",1991,8,4,21,24,5,"","F","CCI","Unknown",80,10.1,13.5
"334",1991,8,11,22,1,7,"","F","CCI","Unknown",91,15.4,20.5
"335",1991,8,11,22,2,7,"","F","CCI","Unknown",83.5,11.7,15.5
"336",1991,8,11,22,3,10,"","F","CCI","Unknown",116.5,34.3,45.6
"337",1991,8,11,22,4,10,"","F","CCI","Unknown",97.5,19.3,25.6
"338",1991,8,11,22,5,8,"","F","CCI","Unknown",101,21.6,28.7
"339",1991,8,11,22,6,12,"","M","CCI","Unknown",96.5,18.6,24.8
"340",1991,8,11,22,7,9,"","F","CCI","Unknown",96.5,18.6,24.8
"341",1991,8,11,22,8,10,"","F","CCI","Unknown",91,15.4,20.5
"342",1991,8,11,22,9,11,"","F","CCI","Unknown",105.5,24.9,33.1
"343",1991,8,11,22,10,11,"","M","CCI","Unknown",102.5,22.6,30.1
"344",1991,8,11,22,11,8,"","F","CCI","Unknown",86,12.8,17.1
"345",1991,8,11,22,12,12,"","M","CCI","Unknown",96,18.3,24.4
"346",1991,8,11,22,13,10,"","F","CCI","Unknown",91,15.4,20.5
"347",1991,8,11,22,14,10,"","F","CCI","Unknown",90,14.9,19.8
"348",1991,8,11,22,15,8,"","F","CCI","Unknown",90.5,15.1,20.1
"349",1991,8,11,22,16,8,"","F","CCI","Unknown",78.5,9.5,12.7
"350",1991,8,11,22,17,7,"","M","CCI","Unknown",72.5,7.4,9.8
"351",1991,8,11,22,18,10,"","F","CCI","Unknown",103.5,23.4,31.1
"352",1991,8,11,22,19,10,"","F","CCI","Unknown",90,14.9,19.8
"353",1991,8,11,22,20,9,"","F","CCI","Unknown",107,26,34.6
