"","YEAR","MONTH","DAY","PAGE","LINE","AGE","AGEERR","SEX","PORT","User","Length","NETWT","RNDWT"
"789",1991,8,16,34,6,5,"","F","Seward","Unknown",65,5.2,6.9
"790",1991,8,16,34,7,6,"","M","Seward","Unknown",63,4.7,6.2
"791",1991,8,16,34,8,8,"","M","Seward","Unknown",72,7.2,9.6
"792",1991,8,16,34,9,6,"","F","Seward","Unknown",62,4.4,5.9
"793",1991,8,16,34,10,10,"","M","Seward","Unknown",73,7.5,10
"794",1991,8,16,34,11,6,"","M","Seward","Unknown",62,4.4,5.9
"795",1991,8,18,35,1,10,"","F","Seward","Unknown",132.5,52,69.2
"796",1991,8,18,35,2,8,"","M","Seward","Unknown",77,9,11.9
"797",1991,8,18,35,3,10,"","M","Seward","Unknown",80.5,10.4,13.8
"798",1991,8,18,35,4,6,"","F","Seward","Unknown",73,7.5,10
"799",1991,8,18,35,5,9,"","M","Seward","Unknown",75,8.2,10.9
"800",1991,8,18,35,6,7,"","F","Seward","Unknown",74.5,8.1,10.7
"801",1991,8,18,35,7,8,"","F","Seward","Unknown",84.5,12.1,16.1
"802",1991,8,18,35,8,12,"","F","Seward","Unknown",164.2,104.2,138.6
"803",1991,8,18,35,9,10,"","M","Seward","Unknown",75.5,8.4,11.2
"804",1991,8,18,35,10,8,"","F","Seward","Unknown",87.5,13.6,18
"805",1991,8,18,35,11,8,"","M","Seward","Unknown",74.5,8.1,10.7
"806",1991,8,18,35,12,6,"","F","Seward","Unknown",71.5,7,9.4
"807",1991,8,19,36,1,8,"","F","Seward","Unknown",122.5,40.3,53.7
"808",1991,8,19,36,2,6,"","M","Seward","Unknown",64.5,5,6.7
"809",1991,8,19,36,3,6,"","F","Seward","Unknown",75.5,8.4,11.2
"810",1991,8,19,36,4,6,"","F","Seward","Unknown",71.5,7,9.4
"811",1991,8,19,36,5,7,"","F","Seward","Unknown",82.5,11.2,14.9
"812",1991,8,19,36,6,9,"","F","Seward","Unknown",98,19.6,26
"813",1991,8,19,36,7,11,"","M","Seward","Unknown",85,12.3,16.4
"814",1991,8,19,36,8,7,"","F","Seward","Unknown",64,4.9,6.5
"815",1991,8,19,36,9,13,"","F","Seward","Unknown",128.5,47.1,62.6
"816",1991,8,19,36,10,12,"","F","Seward","Unknown",133,52.7,70
"817",1991,8,19,36,11,6,"","F","Seward","Unknown",78.5,9.5,12.7
"818",1991,8,19,36,12,7,"","F","Seward","Unknown",71,6.9,9.2
"819",1991,8,19,36,13,11,"","F","Seward","Unknown",158,92,122.4
"820",1991,8,19,36,14,8,"","F","Seward","Unknown",76,8.6,11.4
"821",1991,8,19,36,15,5,"","M","Seward","Unknown",56.5,3.3,4.4
"822",1991,8,19,36,16,9,"","M","Seward","Unknown",82.5,11.2,14.9
"823",1991,8,19,36,17,12,"","M","Seward","Unknown",93,16.5,22
"824",1991,8,22,37,1,13,"","F","Seward","Unknown",166,108,143.6
"825",1991,8,22,37,2,11,"","F","Seward","Unknown",114,32,42.5
"826",1991,8,22,37,3,9,"","F","Seward","Unknown",104,23.7,31.6
"827",1991,8,22,37,4,11,"","F","Seward","Unknown",130.5,49.5,65.9
"828",1991,8,22,37,5,6,"","F","Seward","Unknown",72,7.2,9.6
"829",1991,8,22,37,6,11,"","M","Seward","Unknown",82,11,14.6
"830",1991,8,22,37,7,10,"","F","Seward","Unknown",75,8.2,10.9
"831",1991,8,22,37,8,5,"","M","Seward","Unknown",60,4,5.3
"832",1991,8,22,37,9,7,"","F","Seward","Unknown",94.5,17.4,23.1
"833",1991,8,22,37,10,9,"","","Seward","Unknown",66,5.4,7.2
"834",1991,8,22,37,11,5,"","M","Seward","Unknown",63.5,4.8,6.4
"835",1991,8,22,37,12,10,"","F","Seward","Unknown",102.5,22.6,30.1
"836",1991,8,23,38,1,8,"","F","Seward","Unknown",117.5,35.2,46.9
"837",1991,8,23,38,2,15,"","F","Seward","Unknown",159,93.9,124.9
"838",1991,8,23,38,3,7,"","F","Seward","Unknown",80.5,10.4,13.8
"839",1991,8,23,38,4,12,"","F","Seward","Unknown",148.5,75.3,100.1
"840",1991,8,23,38,5,8,"","F","Seward","Unknown",97.5,19.3,25.6
"841",1991,8,23,38,6,8,"","F","Seward","Unknown",91.5,15.7,20.8
"842",1991,8,23,38,7,9,"","M","Seward","Unknown",76,8.6,11.4
"843",1991,8,23,38,8,12,"","F","Seward","Unknown",105.5,24.9,33.1
"844",1991,8,23,38,9,9,"","M","Seward","Unknown",77,9,11.9
"845",1991,8,23,38,10,12,"","F","Seward","Unknown",153.5,83.8,111.4
"846",1991,8,23,38,11,9,"","F","Seward","Unknown",110.5,28.9,38.4
"847",1991,8,23,38,12,7,"","F","Seward","Unknown",85,12.3,16.4
"848",1991,8,23,38,13,6,"","M","Seward","Unknown",75,8.2,10.9
"849",1991,8,24,39,1,8,"","M","Seward","Unknown",67.5,5.8,7.8
"850",1991,8,24,39,2,NA,"","F","Seward","Unknown",134.5,54.6,72.6
"851",1991,8,24,39,3,10,"","F","Seward","Unknown",98,19.6,26
"852",1991,8,24,39,4,6,"","M","Seward","Unknown",63,4.7,6.2
"853",1991,8,24,39,5,11,"","F","Seward","Unknown",124.5,42.5,56.5
"854",1991,8,24,39,6,6,"","M","Seward","Unknown",64,4.9,6.5
"855",1991,8,24,39,7,8,"","M","Seward","Unknown",69,6.3,8.4
"856",1991,8,24,39,8,10,"","M","Seward","Unknown",80.5,10.4,13.8
"857",1991,8,24,39,9,8,"","F","Seward","Unknown",127,45.3,60.3
"858",1991,8,24,39,10,8,"","F","Seward","Unknown",72.5,7.4,9.8
"859",1991,8,24,39,11,7,"","M","Seward","Unknown",72,7.2,9.6
"860",1991,8,24,39,12,8,"","F","Seward","Unknown",78,9.3,12.4
"861",1991,8,24,39,13,8,"","F","Seward","Unknown",70,6.6,8.8
"862",1991,8,24,39,14,7,"","","Seward","Unknown",61.5,4.3,5.8
"863",1991,8,24,39,15,7,"","M","Seward","Unknown",71.5,7,9.4
"864",1991,8,24,39,16,NA,"I","F","Seward","Unknown",100,20.9,27.8
"865",1991,8,24,39,17,6,"","F","Seward","Unknown",87,13.3,17.7
"866",1991,8,24,39,18,9,"","M","Seward","Unknown",81,10.6,14
"867",1991,8,24,39,19,7,"","","Seward","Unknown",76.5,8.8,11.7
"868",1991,8,24,39,20,9,"","F","Seward","Unknown",95.5,18,23.9
"869",1991,8,24,39,21,10,"","M","Seward","Unknown",81.5,10.8,14.3
"870",1991,8,24,39,22,6,"","","Seward","Unknown",65.5,5.3,7.1
"871",1991,8,25,40,1,7,"","F","Seward","Unknown",74,7.9,10.5
"872",1991,8,25,40,2,12,"","F","Seward","Unknown",129.5,48.3,64.2
"873",1991,8,25,40,3,8,"","F","Seward","Unknown",75,8.2,10.9
"874",1991,8,25,40,4,7,"","F","Seward","Unknown",90,14.9,19.8
"875",1991,8,25,40,5,8,"","F","Seward","Unknown",84.5,12.1,16.1
"876",1991,8,25,40,6,13,"","F","Seward","Unknown",173.5,124.6,165.7
"877",1991,8,25,40,7,8,"","F","Seward","Unknown",76,8.6,11.4
"878",1991,8,25,40,8,7,"","F","Seward","Unknown",67,5.7,7.6
"879",1991,8,25,40,9,8,"","M","Seward","Unknown",69.5,6.4,8.6
"880",1991,8,25,40,10,6,"","M","Seward","Unknown",66,5.4,7.2
"881",1991,8,25,40,11,8,"","M","Seward","Unknown",75.5,8.4,11.2
"882",1991,8,25,40,12,8,"","F","Seward","Unknown",88,13.8,18.4
"883",1991,8,25,40,13,11,"","F","Seward","Unknown",142,65.1,86.6
"884",1991,8,25,40,14,6,"","F","Seward","Unknown",84,11.9,15.8
"885",1991,8,25,40,15,8,"","F","Seward","Unknown",74,7.9,10.5
"886",1991,8,25,40,16,8,"","M","Seward","Unknown",79,9.7,13
"887",1991,8,25,40,17,7,"","","Seward","Unknown",63,4.7,6.2
"888",1991,8,26,41,1,6,"","M","Seward","Unknown",74.5,8.1,10.7
"889",1991,8,26,41,2,8,"","F","Seward","Unknown",87,13.3,17.7
"890",1991,8,26,41,3,11,"","F","Seward","Unknown",124.5,42.5,56.5
"891",1991,8,26,41,4,16,"","F","Seward","Unknown",NA,NA,NA
"892",1991,8,26,41,5,11,"","F","Seward","Unknown",122.5,40.3,53.7
"893",1991,8,26,41,6,12,"","M","Seward","Unknown",96.5,18.6,24.8
"894",1991,8,26,41,7,10,"","F","Seward","Unknown",122,39.8,52.9
"895",1991,8,26,41,8,16,"","F","Seward","Unknown",158.5,93,123.6
"896",1991,8,29,42,1,8,"","F","Seward","Unknown",93.5,16.8,22.4
"897",1991,8,29,42,2,8,"","M","Seward","Unknown",90,14.9,19.8
"898",1991,8,29,42,3,15,"","F","Seward","Unknown",148,74.4,99
"899",1991,8,29,42,4,12,"","F","Seward","Unknown",139,60.7,80.8
"900",1991,8,30,43,1,9,"","F","Seward","Unknown",77.5,9.2,12.2
"901",1991,8,30,43,2,11,"","M","Seward","Unknown",76,8.6,11.4
"902",1991,8,30,43,3,11,"","M","Seward","Unknown",81,10.6,14
"903",1991,8,30,43,4,7,"","F","Seward","Unknown",81,10.6,14
"904",1991,8,30,43,5,9,"","M","Seward","Unknown",76.5,8.8,11.7
"905",1991,8,30,43,6,7,"","F","Seward","Unknown",83,11.4,15.2
"906",1991,8,30,43,7,7,"","F","Seward","Unknown",76.5,8.8,11.7
"907",1991,8,30,43,8,8,"","F","Seward","Unknown",85,12.3,16.4
"908",1991,8,30,43,9,8,"","F","Seward","Unknown",78,9.3,12.4
"909",1991,8,30,43,10,8,"","M","Seward","Unknown",76,8.6,11.4
"910",1991,8,30,43,11,9,"","F","Seward","Unknown",84,11.9,15.8
"911",1991,8,30,43,12,15,"","M","Seward","Unknown",98,19.6,26
"912",1991,8,30,43,13,NA,"I","M","Seward","Unknown",79.5,9.9,13.2
"913",1991,8,30,43,14,8,"","F","Seward","Unknown",84.5,12.1,16.1
"914",1991,8,30,43,15,12,"","M","Seward","Unknown",78.5,9.5,12.7
"915",1991,8,30,43,16,11,"","F","Seward","Unknown",142.5,65.8,87.6
"916",1991,8,30,43,17,12,"","M","Seward","Unknown",82.5,11.2,14.9
"917",1991,8,30,43,18,8,"","F","Seward","Unknown",74.5,8.1,10.7
"918",1991,8,30,43,19,12,"","F","Seward","Unknown",80.5,10.4,13.8
"919",1991,8,30,43,20,13,"","M","Seward","Unknown",80.5,10.4,13.8
"920",1991,8,30,43,21,9,"","M","Seward","Unknown",73,7.5,10
"921",1991,8,30,43,22,9,"","M","Seward","Unknown",81,10.6,14
"922",1991,8,30,43,23,9,"","M","Seward","Unknown",89.5,14.6,19.4
"923",1991,8,30,43,24,7,"","F","Seward","Unknown",88.5,14.1,18.7
"924",1991,8,30,43,25,8,"","F","Seward","Unknown",86,12.8,17.1
"925",1991,8,30,43,26,7,"","F","Seward","Unknown",78,9.3,12.4
"926",1991,8,30,43,27,9,"","F","Seward","Unknown",78.5,9.5,12.7
"927",1991,8,31,44,1,10,"","F","Seward","Unknown",114.5,32.4,43.1
"928",1991,8,31,44,2,8,"","M","Seward","Unknown",85,12.3,16.4
"929",1991,8,31,44,3,15,"","F","Seward","Unknown",184,150.7,200.5
"930",1991,8,31,44,4,8,"","M","Seward","Unknown",69.5,6.4,8.6
"931",1991,8,31,44,5,12,"","M","Seward","Unknown",81.5,10.8,14.3
"932",1991,8,31,44,6,9,"","M","Seward","Unknown",87,13.3,17.7
"933",1991,8,31,44,7,NA,"","F","Seward","Unknown",71.5,7,9.4
"934",1991,8,31,44,8,7,"","F","Seward","Unknown",82.5,11.2,14.9
"935",1991,8,31,44,9,8,"","M","Seward","Unknown",69.5,6.4,8.6
"936",1991,8,31,44,10,8,"","M","Seward","Unknown",69,6.3,8.4
"937",1991,8,31,44,11,6,"","F","Seward","Unknown",69.5,6.4,8.6
"938",1991,8,31,44,12,11,"","F","Seward","Unknown",122.5,40.3,53.7
"939",1991,9,1,45,1,5,"","M","Seward","Unknown",60.5,4.1,5.5
"940",1991,9,1,45,2,7,"","F","Seward","Unknown",63.5,4.8,6.4
"941",1991,9,1,45,3,12,"","F","Seward","Unknown",120,37.7,50.2
"942",1991,9,1,45,4,12,"","M","Seward","Unknown",103.5,23.4,31.1
"943",1991,9,1,45,5,9,"","M","Seward","Unknown",77,9,11.9
"944",1991,9,1,45,6,11,"","F","Seward","Unknown",103,23,30.6
"945",1991,9,1,45,7,13,"","M","Seward","Unknown",90,14.9,19.8
"946",1991,9,1,45,8,13,"","M","Seward","Unknown",93.5,16.8,22.4
"947",1991,9,1,45,9,9,"","M","Seward","Unknown",64.5,5,6.7
"948",1991,9,1,45,10,8,"","M","Seward","Unknown",69,6.3,8.4
"949",1991,9,1,45,11,11,"","F","Seward","Unknown",NA,NA,NA
"950",1991,9,2,46,1,10,"","M","Seward","Unknown",71.5,7,9.4
"951",1991,9,2,46,2,8,"","M","Seward","Unknown",67,5.7,7.6
"952",1991,9,2,46,3,8,"","F","Seward","Unknown",62.5,4.6,6.1
"953",1991,9,2,46,4,9,"","F","Seward","Unknown",89.5,14.6,19.4
"954",1991,9,2,46,5,9,"","M","Seward","Unknown",66,5.4,7.2
"955",1991,9,2,46,6,12,"","F","Seward","Unknown",133,52.7,70
"956",1991,9,2,46,7,6,"","F","Seward","Unknown",65,5.2,6.9
"957",1991,9,2,46,8,8,"","F","Seward","Unknown",69.5,6.4,8.6
"958",1991,9,2,46,9,6,"","F","Seward","Unknown",63,4.7,6.2
"959",1991,9,2,46,10,NA,"","","Seward","Unknown",NA,NA,NA
"960",1991,9,3,47,1,7,"","F","Seward","Unknown",73.5,7.7,10.3
"961",1991,9,3,47,2,11,"","F","Seward","Unknown",100.5,21.2,28.3
"962",1991,9,3,47,3,11,"","F","Seward","Unknown",107.5,26.4,35.1
"963",1991,9,7,48,1,7,"","F","Seward","Unknown",62,4.4,5.9
"964",1991,9,7,48,2,10,"","F","Seward","Unknown",90.5,15.1,20.1
"965",1991,9,7,48,3,8,"","F","Seward","Unknown",78.5,9.5,12.7
"966",1991,9,7,48,4,7,"","F","Seward","Unknown",65.5,5.3,7.1
"967",1991,9,7,48,5,7,"","F","Seward","Unknown",114,32,42.5
"968",1991,9,7,48,6,7,"","M","Seward","Unknown",64,4.9,6.5
"969",1991,9,7,48,7,8,"","F","Seward","Unknown",79.5,9.9,13.2
"970",1991,9,7,48,8,7,"","F","Seward","Unknown",86.5,13.1,17.4
"971",1991,9,7,48,9,9,"","F","Seward","Unknown",127,45.3,60.3
"972",1991,9,7,48,10,9,"","F","Seward","Unknown",104.5,24.1,32.1
"973",1991,9,7,48,11,9,"","M","Seward","Unknown",92,16,21.2
"974",1991,9,7,48,12,11,"","F","Seward","Unknown",124.5,42.5,56.5
"975",1991,9,7,48,13,6,"","F","Seward","Unknown",64,4.9,6.5
"976",1991,9,7,48,14,6,"","F","Seward","Unknown",64,4.9,6.5
"977",1991,9,7,48,15,7,"","F","Seward","Unknown",94,17.1,22.7
"978",1991,9,7,48,16,7,"","F","Seward","Unknown",NA,NA,NA
"979",1991,9,7,48,17,10,"","F","Seward","Unknown",NA,NA,NA
"980",1991,9,7,48,18,NA,"","","Seward","Unknown",NA,NA,NA
"981",1991,9,13,49,1,9,"","F","Seward","Unknown",124.5,42.5,56.5
"982",1991,9,13,49,2,13,"","F","Seward","Unknown",118.5,36.2,48.2
"983",1991,5,24,1,1,9,"","M","Homer","Unknown",133.7,53.6,71.2
"984",1991,5,24,1,2,6,"","","Homer","Unknown",70,6.6,8.8
"985",1991,5,24,1,3,6,"","","Homer","Unknown",68.8,6.2,8.3
"986",1991,5,24,1,4,7,"","","Homer","Unknown",73,7.5,10
"987",1991,5,24,1,5,4,"","","Homer","Unknown",47.8,1.9,2.5
"988",1991,5,24,1,6,8,"","","Homer","Unknown",85,12.3,16.4
"989",1991,5,24,1,7,6,"","","Homer","Unknown",93.5,16.8,22.4
"990",1991,5,24,1,8,9,"","","Homer","Unknown",69,6.3,8.4
"991",1991,5,24,1,9,6,"","","Homer","Unknown",68,6,8
"992",1991,5,24,1,10,6,"","","Homer","Unknown",87.5,13.6,18
"993",1991,5,24,1,11,6,"","","Homer","Unknown",88,13.8,18.4
"994",1991,5,24,1,12,11,"","","Homer","Unknown",82.5,11.2,14.9
"995",1991,5,25,2,1,9,"","","Homer","Unknown",79,9.7,13
"996",1991,5,25,2,2,7,"","","Homer","Unknown",77.5,9.2,12.2
"997",1991,5,25,2,3,9,"","","Homer","Unknown",103,23,30.6
"998",1991,5,25,2,4,10,"","","Homer","Unknown",121.5,39.3,52.2
"999",1991,5,25,2,5,12,"","","Homer","Unknown",124,42,55.8
"1000",1991,5,25,2,6,7,"","","Homer","Unknown",64.5,5,6.7
"1001",1991,5,25,2,7,6,"","","Homer","Unknown",66.5,5.6,7.4
"1002",1991,5,25,2,8,9,"","","Homer","Unknown",87.5,13.6,18
"1003",1991,5,25,2,9,6,"","","Homer","Unknown",77.5,9.2,12.2
"1004",1991,5,25,2,10,6,"","","Homer","Unknown",78,9.3,12.4
"1005",1991,5,25,2,11,6,"","","Homer","Unknown",67.5,5.8,7.8
"1006",1991,5,25,2,12,9,"","","Homer","Unknown",116.5,34.3,45.6
"1007",1991,5,25,2,13,8,"","","Homer","Unknown",90,14.9,19.8
"1008",1991,5,25,2,14,8,"","","Homer","Unknown",90.5,15.1,20.1
"1009",1991,5,25,2,15,8,"","","Homer","Unknown",94,17.1,22.7
"1010",1991,5,25,2,16,7,"","","Homer","Unknown",71,6.9,9.2
"1011",1991,5,25,2,17,8,"","","Homer","Unknown",74,7.9,10.5
"1012",1991,5,25,2,18,8,"","","Homer","Unknown",72.2,7.3,9.7
"1013",1991,5,25,2,19,NA,"I","","Homer","Unknown",136.5,57.3,76.2
"1014",1991,5,25,2,20,9,"","","Homer","Unknown",99.5,20.6,27.4
"1015",1991,5,26,3,1,8,"","","Homer","Unknown",108.5,27.2,36.2
"1016",1991,5,26,3,2,7,"","","Homer","Unknown",75.5,8.4,11.2
"1017",1991,5,26,3,3,8,"","","Homer","Unknown",72.5,7.4,9.8
"1018",1991,5,26,3,4,8,"","","Homer","Unknown",64.5,5,6.7
"1019",1991,5,26,3,5,5,"","","Homer","Unknown",64,4.9,6.5
"1020",1991,5,26,3,6,7,"","","Homer","Unknown",70.5,6.7,9
"1021",1991,5,26,3,7,7,"","","Homer","Unknown",71.5,7,9.4
"1022",1991,5,26,3,8,7,"","","Homer","Unknown",69,6.3,8.4
"1023",1991,5,26,3,9,6,"","","Homer","Unknown",76,8.6,11.4
"1024",1991,5,26,3,10,8,"","","Homer","Unknown",78,9.3,12.4
"1025",1991,5,26,3,11,6,"","","Homer","Unknown",64.5,5,6.7
"1026",1991,5,26,3,12,10,"","","Homer","Unknown",126.5,44.8,59.5
"1027",1991,5,26,3,13,5,"","","Homer","Unknown",55.5,3.1,4.1
"1028",1991,5,26,3,14,7,"","","Homer","Unknown",73.5,7.7,10.3
"1029",1991,5,26,3,15,5,"","","Homer","Unknown",68,6,8
"1030",1991,5,26,3,16,9,"","","Homer","Unknown",98.5,19.9,26.5
"1031",1991,5,26,3,17,8,"","","Homer","Unknown",94.5,17.4,23.1
"1032",1991,5,26,3,18,6,"","","Homer","Unknown",64.5,5,6.7
"1033",1991,5,26,3,19,8,"","","Homer","Unknown",92.5,16.2,21.6
"1034",1991,5,26,3,20,8,"","","Homer","Unknown",100,20.9,27.8
"1035",1991,5,26,3,21,6,"","","Homer","Unknown",83.5,11.7,15.5
"1036",1991,5,26,3,22,7,"","","Homer","Unknown",69,6.3,8.4
"1037",1991,5,26,3,23,7,"","","Homer","Unknown",66,5.4,7.2
"1038",1991,5,26,3,24,8,"","","Homer","Unknown",85.5,12.6,16.7
"1039",1991,5,26,3,25,8,"","","Homer","Unknown",88.5,14.1,18.7
"1040",1991,5,26,3,26,7,"","","Homer","Unknown",68.5,6.1,8.2
"1041",1991,5,26,3,27,8,"","","Homer","Unknown",75,8.2,10.9
"1042",1991,5,26,3,28,7,"","","Homer","Unknown",68.5,6.1,8.2
"1043",1991,5,26,3,29,7,"","","Homer","Unknown",79.5,9.9,13.2
"1044",1991,5,26,3,30,7,"","","Homer","Unknown",69,6.3,8.4
"1045",1991,5,27,4,1,7,"","","Homer","Unknown",71,6.9,9.2
"1046",1991,5,27,4,2,5,"","","Homer","Unknown",61,4.2,5.6
"1047",1991,5,27,4,3,9,"","","Homer","Unknown",87,13.3,17.7
"1048",1991,5,27,4,4,7,"","","Homer","Unknown",80.5,10.4,13.8
"1049",1991,5,27,4,5,6,"","","Homer","Unknown",88,13.8,18.4
"1050",1991,5,27,4,6,10,"","","Homer","Unknown",101,21.6,28.7
"1051",1991,5,27,4,7,6,"","","Homer","Unknown",76.5,8.8,11.7
"1052",1991,5,27,4,8,8,"","","Homer","Unknown",85,12.3,16.4
"1053",1991,5,27,4,9,7,"","","Homer","Unknown",68.5,6.1,8.2
"1054",1991,5,27,4,10,8,"","","Homer","Unknown",112,30.2,40.1
"1055",1991,5,31,5,1,6,"","","Homer","Unknown",72.5,7.4,9.8
"1056",1991,5,31,5,2,8,"","","Homer","Unknown",103,23,30.6
"1057",1991,5,31,5,3,9,"","","Homer","Unknown",107,26,34.6
"1058",1991,5,31,5,4,8,"","","Homer","Unknown",118.5,36.2,48.2
"1059",1991,5,31,5,5,7,"","","Homer","Unknown",70,6.6,8.8
"1060",1991,5,31,5,6,8,"","","Homer","Unknown",95,17.7,23.5
"1061",1991,5,31,5,7,6,"","","Homer","Unknown",73.5,7.7,10.3
"1062",1991,5,31,5,8,8,"","","Homer","Unknown",79,9.7,13
"1063",1991,5,31,5,9,8,"","","Homer","Unknown",86,12.8,17.1
"1064",1991,5,31,5,10,7,"","","Homer","Unknown",75.5,8.4,11.2
"1065",1991,5,31,5,11,8,"","","Homer","Unknown",80.5,10.4,13.8
"1066",1991,6,1,6,1,9,"","","Homer","Unknown",74.5,8.1,10.7
"1067",1991,6,1,6,2,8,"","","Homer","Unknown",95.5,18,23.9
"1068",1991,6,1,6,3,7,"","","Homer","Unknown",79,9.7,13
"1069",1991,6,1,6,4,6,"","","Homer","Unknown",95,17.7,23.5
"1070",1991,6,1,6,5,7,"","","Homer","Unknown",75,8.2,10.9
"1071",1991,6,1,6,6,6,"","","Homer","Unknown",71.5,7,9.4
"1072",1991,6,1,6,7,8,"","","Homer","Unknown",82.5,11.2,14.9
"1073",1991,6,1,6,8,5,"","","Homer","Unknown",69.5,6.4,8.6
"1074",1991,6,1,6,9,7,"","","Homer","Unknown",78.5,9.5,12.7
"1075",1991,6,1,6,10,7,"","","Homer","Unknown",86.5,13.1,17.4
"1076",1991,6,1,6,11,7,"","","Homer","Unknown",82,11,14.6
"1077",1991,6,1,6,12,8,"","","Homer","Unknown",97.5,19.3,25.6
"1078",1991,6,1,6,13,8,"","","Homer","Unknown",85.5,12.6,16.7
"1079",1991,6,1,6,14,11,"","","Homer","Unknown",137.5,58.7,78
"1080",1991,6,1,6,15,8,"","","Homer","Unknown",88,13.8,18.4
"1081",1991,6,1,6,16,11,"","","Homer","Unknown",149,76.1,101.2
"1082",1991,6,1,6,17,9,"","","Homer","Unknown",112.5,30.6,40.7
"1083",1991,6,2,7,1,10,"","","Homer","Unknown",116,33.8,45
"1084",1991,6,2,7,2,9,"","","Homer","Unknown",96,18.3,24.4
"1085",1991,6,2,7,3,7,"","","Homer","Unknown",80.5,10.4,13.8
"1086",1991,6,2,7,4,8,"","","Homer","Unknown",103,23,30.6
"1087",1991,6,2,7,5,10,"","","Homer","Unknown",120.5,38.2,50.9
"1088",1991,6,2,7,6,8,"","","Homer","Unknown",75,8.2,10.9
"1089",1991,6,2,7,7,8,"","","Homer","Unknown",93.5,16.8,22.4
"1090",1991,6,2,7,8,8,"","","Homer","Unknown",76,8.6,11.4
"1091",1991,6,2,7,9,5,"","","Homer","Unknown",59,3.8,5
"1092",1991,6,2,7,10,8,"","","Homer","Unknown",92.5,16.2,21.6
"1093",1991,6,2,7,11,8,"","","Homer","Unknown",79,9.7,13
"1094",1991,6,2,7,12,7,"","","Homer","Unknown",78,9.3,12.4
"1095",1991,6,2,7,13,6,"","","Homer","Unknown",61.5,4.3,5.8
"1096",1991,6,2,7,14,9,"","","Homer","Unknown",85,12.3,16.4
"1097",1991,6,2,7,15,7,"","","Homer","Unknown",68.5,6.1,8.2
"1098",1991,6,2,7,16,5,"","","Homer","Unknown",62,4.4,5.9
"1099",1991,6,2,7,17,8,"","","Homer","Unknown",85.5,12.6,16.7
"1100",1991,6,2,7,18,12,"","","Homer","Unknown",136.5,57.3,76.2
"1101",1991,6,2,7,19,6,"","","Homer","Unknown",68,6,8
"1102",1991,6,2,7,20,7,"","","Homer","Unknown",87,13.3,17.7
"1103",1991,6,2,7,21,6,"","","Homer","Unknown",67.5,5.8,7.8
"1104",1991,6,3,8,1,8,"","","Homer","Unknown",83,11.4,15.2
"1105",1991,6,3,8,2,8,"","","Homer","Unknown",98.5,19.9,26.5
"1106",1991,6,3,8,3,8,"","","Homer","Unknown",85.5,12.6,16.7
"1107",1991,6,3,8,4,8,"","","Homer","Unknown",85,12.3,16.4
"1108",1991,6,3,8,5,8,"","","Homer","Unknown",95,17.7,23.5
"1109",1991,6,3,8,6,7,"","","Homer","Unknown",98,19.6,26
"1110",1991,6,3,8,7,6,"","","Homer","Unknown",79,9.7,13
"1111",1991,6,3,8,8,8,"","","Homer","Unknown",84,11.9,15.8
"1112",1991,6,3,8,9,8,"","","Homer","Unknown",82,11,14.6
"1113",1991,6,3,8,10,12,"","","Homer","Unknown",97,18.9,25.2
"1114",1991,6,3,8,11,10,"","","Homer","Unknown",78.5,9.5,12.7
"1115",1991,6,3,8,12,8,"","","Homer","Unknown",78.5,9.5,12.7
"1116",1991,6,3,8,13,10,"","","Homer","Unknown",107,26,34.6
"1117",1991,6,7,9,1,10,"","","Homer","Unknown",104,23.7,31.6
"1118",1991,6,7,9,2,12,"","","Homer","Unknown",86.5,13.1,17.4
"1119",1991,6,7,9,3,11,"","","Homer","Unknown",84.5,12.1,16.1
"1120",1991,6,7,9,4,8,"","","Homer","Unknown",88,13.8,18.4
"1121",1991,6,7,9,5,10,"","","Homer","Unknown",168,112.2,149.3
"1122",1991,6,7,9,6,8,"","","Homer","Unknown",80,10.1,13.5
"1123",1991,6,8,10,1,7,"","","Homer","Unknown",83,11.4,15.2
"1124",1991,6,8,10,2,8,"","","Homer","Unknown",90.5,15.1,20.1
"1125",1991,6,8,10,3,7,"","","Homer","Unknown",82.5,11.2,14.9
"1126",1991,6,8,10,4,8,"","","Homer","Unknown",77.5,9.2,12.2
"1127",1991,6,8,10,5,5,"","","Homer","Unknown",70.5,6.7,9
"1128",1991,6,8,10,6,6,"","","Homer","Unknown",79.5,9.9,13.2
"1129",1991,6,8,10,7,7,"","","Homer","Unknown",69.5,6.4,8.6
"1130",1991,6,8,10,8,5,"","","Homer","Unknown",61.5,4.3,5.8
"1131",1991,6,8,10,9,6,"","","Homer","Unknown",86.5,13.1,17.4
"1132",1991,6,8,10,10,5,"","","Homer","Unknown",60,4,5.3
"1133",1991,6,8,10,11,7,"","","Homer","Unknown",79,9.7,13
"1134",1991,6,8,10,12,6,"","","Homer","Unknown",74,7.9,10.5
"1135",1991,6,8,10,13,9,"","","Homer","Unknown",104.5,24.1,32.1
"1136",1991,6,8,10,14,9,"","","Homer","Unknown",94.5,17.4,23.1
"1137",1991,6,8,10,15,6,"","","Homer","Unknown",70.5,6.7,9
"1138",1991,6,8,10,16,9,"","","Homer","Unknown",86.5,13.1,17.4
"1139",1991,6,8,10,17,9,"","","Homer","Unknown",86.5,13.1,17.4
"1140",1991,6,8,10,18,10,"","","Homer","Unknown",124.5,42.5,56.5
