"","AREA","SITE","SUB","YEAR","MONTH","DAY","PAGE","LINE","SEX","LENGTH","port","User","NETWT","RNDWT"
"52",161,920,1,1987,8,4,NA,NA,"",152,"CCI","Unknown",81.2,107.9
"53",161,920,1,1987,8,4,NA,NA,"",76,"CCI","Unknown",8.6,11.4
"54",161,920,1,1987,8,5,NA,NA,"",53,"CCI","Unknown",2.7,3.6
"55",161,920,1,1987,8,5,NA,NA,"",74,"CCI","Unknown",7.9,10.5
"56",161,920,1,1987,8,5,NA,NA,"",89,"CCI","Unknown",14.3,19.1
"57",161,920,1,1987,8,5,NA,NA,"",69,"CCI","Unknown",6.3,8.4
"58",161,920,1,1987,8,5,NA,NA,"",61,"CCI","Unknown",4.2,5.6
"59",161,920,1,1987,8,5,NA,NA,"",65,"CCI","Unknown",5.2,6.9
"60",161,920,1,1987,8,5,NA,NA,"",94,"CCI","Unknown",17.1,22.7
"61",161,920,1,1987,8,5,NA,NA,"",75,"CCI","Unknown",8.2,10.9
"62",161,920,1,1987,8,5,NA,NA,"",80,"CCI","Unknown",10.1,13.5
"63",161,920,1,1987,8,5,NA,NA,"",58,"CCI","Unknown",3.6,4.8
"64",161,920,1,1987,8,5,NA,NA,"",80,"CCI","Unknown",10.1,13.5
"65",161,920,1,1987,8,5,NA,NA,"",71,"CCI","Unknown",6.9,9.2
"66",161,920,1,1987,8,5,NA,NA,"",66,"CCI","Unknown",5.4,7.2
"67",161,920,1,1987,8,5,NA,NA,"",69,"CCI","Unknown",6.3,8.4
"68",161,920,1,1987,8,5,NA,NA,"",71,"CCI","Unknown",6.9,9.2
"69",161,920,1,1987,8,5,NA,NA,"",127,"CCI","Unknown",45.3,60.3
"70",161,920,1,1987,8,5,NA,NA,"",71,"CCI","Unknown",6.9,9.2
"71",161,920,1,1987,8,5,NA,NA,"",66,"CCI","Unknown",5.4,7.2
"72",161,920,1,1987,8,5,NA,NA,"",79,"CCI","Unknown",9.7,13
"73",161,920,1,1987,8,5,NA,NA,"",84,"CCI","Unknown",11.9,15.8
"74",161,920,1,1987,8,5,NA,NA,"",75,"CCI","Unknown",8.2,10.9
"75",161,920,1,1987,8,5,NA,NA,"",56,"CCI","Unknown",3.2,4.2
"76",161,920,1,1987,8,5,NA,NA,"",97,"CCI","Unknown",18.9,25.2
"77",161,920,1,1987,8,5,NA,NA,"",55,"CCI","Unknown",3,4
"78",161,920,1,1987,8,5,NA,NA,"",112,"CCI","Unknown",30.2,40.1
"79",161,920,1,1987,8,5,NA,NA,"",109,"CCI","Unknown",27.6,36.8
"80",161,920,1,1987,8,5,NA,NA,"",71,"CCI","Unknown",6.9,9.2
"81",161,920,1,1987,8,5,NA,NA,"",83,"CCI","Unknown",11.4,15.2
"82",161,920,1,1987,8,5,NA,NA,"",69,"CCI","Unknown",6.3,8.4
"83",161,920,1,1987,8,5,NA,NA,"",58,"CCI","Unknown",3.6,4.8
"84",161,920,1,1987,8,5,NA,NA,"",74,"CCI","Unknown",7.9,10.5
"85",161,920,1,1987,8,5,NA,NA,"",76,"CCI","Unknown",8.6,11.4
"86",161,920,1,1987,8,5,NA,NA,"",104,"CCI","Unknown",23.7,31.6
"87",161,920,1,1987,8,5,NA,NA,"",91,"CCI","Unknown",15.4,20.5
"88",161,920,1,1987,8,5,NA,NA,"",76,"CCI","Unknown",8.6,11.4
"89",161,920,1,1987,8,5,NA,NA,"",84,"CCI","Unknown",11.9,15.8
"90",161,920,1,1987,8,5,NA,NA,"",81,"CCI","Unknown",10.6,14
"91",161,920,1,1987,8,5,NA,NA,"",97,"CCI","Unknown",18.9,25.2
"92",161,920,1,1987,8,5,NA,NA,"",124,"CCI","Unknown",42,55.8
"93",161,920,1,1987,8,5,NA,NA,"",71,"CCI","Unknown",6.9,9.2
"94",161,920,1,1987,8,5,NA,NA,"",64,"CCI","Unknown",4.9,6.5
"95",161,920,1,1987,8,5,NA,NA,"",81,"CCI","Unknown",10.6,14
"96",161,920,1,1987,8,5,NA,NA,"",99,"CCI","Unknown",20.2,26.9
"97",161,920,1,1987,8,5,NA,NA,"",76,"CCI","Unknown",8.6,11.4
"98",161,920,1,1987,8,5,NA,NA,"",94,"CCI","Unknown",17.1,22.7
"99",161,920,1,1987,8,5,NA,NA,"",86,"CCI","Unknown",12.8,17.1
"100",161,920,1,1987,8,5,NA,NA,"",56,"CCI","Unknown",3.2,4.2
"101",161,920,1,1987,8,5,NA,NA,"",76,"CCI","Unknown",8.6,11.4
"102",161,920,1,1987,8,5,NA,NA,"",56,"CCI","Unknown",3.2,4.2
"103",161,920,1,1987,8,5,NA,NA,"",74,"CCI","Unknown",7.9,10.5
"104",161,920,1,1987,8,5,NA,NA,"",79,"CCI","Unknown",9.7,13
"105",161,920,1,1987,8,5,NA,NA,"",61,"CCI","Unknown",4.2,5.6
"106",161,920,1,1987,8,5,NA,NA,"",79,"CCI","Unknown",9.7,13
"107",161,920,1,1987,8,5,NA,NA,"",99,"CCI","Unknown",20.2,26.9
"108",161,920,1,1987,8,5,NA,NA,"",81,"CCI","Unknown",10.6,14
"109",161,920,1,1987,8,5,NA,NA,"",74,"CCI","Unknown",7.9,10.5
"110",161,920,1,1987,8,5,NA,NA,"",94,"CCI","Unknown",17.1,22.7
"111",161,920,1,1987,8,5,NA,NA,"",51,"CCI","Unknown",2.4,3.1
"112",161,920,1,1987,8,5,NA,NA,"",88,"CCI","Unknown",13.8,18.4
"113",161,920,1,1987,8,5,NA,NA,"",56,"CCI","Unknown",3.2,4.2
"114",161,920,1,1987,8,5,NA,NA,"",107,"CCI","Unknown",26,34.6
"115",161,920,1,1987,8,5,NA,NA,"",89,"CCI","Unknown",14.3,19.1
"116",161,920,1,1987,8,5,NA,NA,"",137,"CCI","Unknown",58,77.1
"117",161,920,1,1987,8,5,NA,NA,"",66,"CCI","Unknown",5.4,7.2
"118",161,920,1,1987,8,5,NA,NA,"",79,"CCI","Unknown",9.7,13
"119",161,920,1,1987,8,5,NA,NA,"",81,"CCI","Unknown",10.6,14
"120",161,920,1,1987,8,5,NA,NA,"",107,"CCI","Unknown",26,34.6
"121",161,920,1,1987,8,5,NA,NA,"",88,"CCI","Unknown",13.8,18.4
"122",161,920,1,1987,8,5,NA,NA,"",89,"CCI","Unknown",14.3,19.1
"123",161,920,1,1987,8,5,NA,NA,"",57,"CCI","Unknown",3.4,4.5
"124",161,920,1,1987,8,5,NA,NA,"",97,"CCI","Unknown",18.9,25.2
"125",161,920,1,1987,8,5,NA,NA,"",102,"CCI","Unknown",22.3,29.6
"126",161,920,1,1987,8,5,NA,NA,"",85,"CCI","Unknown",12.3,16.4
"127",161,920,1,1987,8,5,NA,NA,"",44,"CCI","Unknown",1.5,1.9
"128",161,920,1,1987,8,5,NA,NA,"",110,"CCI","Unknown",28.5,37.9
"129",161,920,1,1987,8,5,NA,NA,"",79,"CCI","Unknown",9.7,13
"130",161,920,1,1987,8,5,NA,NA,"",94,"CCI","Unknown",17.1,22.7
"131",161,920,1,1987,8,5,NA,NA,"",102,"CCI","Unknown",22.3,29.6
"132",161,920,1,1987,8,5,NA,NA,"",32,"CCI","Unknown",0.5,0.7
"133",161,920,1,1987,8,5,NA,NA,"",74,"CCI","Unknown",7.9,10.5
"134",161,920,1,1987,8,5,NA,NA,"",76,"CCI","Unknown",8.6,11.4
"135",161,920,1,1987,8,5,NA,NA,"",41,"CCI","Unknown",1.2,1.5
"136",161,920,1,1987,8,5,NA,NA,"",46,"CCI","Unknown",1.7,2.2
"137",161,920,1,1987,8,5,NA,NA,"",53,"CCI","Unknown",2.7,3.6
"138",161,920,1,1987,8,5,NA,NA,"",71,"CCI","Unknown",6.9,9.2
"139",161,920,1,1987,8,5,NA,NA,"",43,"CCI","Unknown",1.4,1.8
"140",161,920,1,1987,8,5,NA,NA,"",61,"CCI","Unknown",4.2,5.6
"141",161,920,1,1987,8,5,NA,NA,"",175,"CCI","Unknown",128.1,170.4
"142",161,920,1,1987,8,5,NA,NA,"",79,"CCI","Unknown",9.7,13
"143",161,920,1,1987,8,5,NA,NA,"",48,"CCI","Unknown",1.9,2.6
"144",161,920,1,1987,8,5,NA,NA,"",89,"CCI","Unknown",14.3,19.1
"145",161,920,1,1987,8,5,NA,NA,"",98,"CCI","Unknown",19.6,26
"146",161,3,NA,1987,8,5,NA,NA,"",123,"Homer","Unknown",40.9,54.4
"147",161,3,NA,1987,8,5,NA,NA,"",117,"Homer","Unknown",34.8,46.2
"148",161,3,NA,1987,8,5,NA,NA,"",95,"Homer","Unknown",17.7,23.5
"149",161,3,NA,1987,8,5,NA,NA,"",192,"Homer","Unknown",173,230.1
"150",161,3,NA,1987,8,5,NA,NA,"",84,"Homer","Unknown",11.9,15.8
"151",161,3,NA,1987,8,5,NA,NA,"",102,"Homer","Unknown",22.3,29.6
"152",161,3,NA,1987,8,5,NA,NA,"",75,"Homer","Unknown",8.2,10.9
"153",161,3,NA,1987,8,5,NA,NA,"",131,"Homer","Unknown",50.1,66.7
"154",161,3,NA,1987,8,5,NA,NA,"",125,"Homer","Unknown",43.1,57.3
"155",161,3,NA,1987,8,5,NA,NA,"",126,"Homer","Unknown",44.2,58.8
"156",161,3,NA,1987,8,5,NA,NA,"",100,"Homer","Unknown",20.9,27.8
"157",161,3,NA,1987,8,5,NA,NA,"",103,"Homer","Unknown",23,30.6
"158",161,3,NA,1987,8,5,NA,NA,"",124,"Homer","Unknown",42,55.8
"159",161,3,NA,1987,8,5,NA,NA,"",140,"Homer","Unknown",62.2,82.7
"160",161,3,NA,1987,8,5,NA,NA,"",139,"Homer","Unknown",60.7,80.8
"161",161,3,NA,1987,8,5,NA,NA,"",149,"Homer","Unknown",76.1,101.2
"162",161,3,NA,1987,8,5,NA,NA,"",149,"Homer","Unknown",76.1,101.2
"163",161,3,NA,1987,8,5,NA,NA,"",73,"Homer","Unknown",7.5,10
"164",161,3,NA,1987,8,5,NA,NA,"",109,"Homer","Unknown",27.6,36.8
"165",161,3,NA,1987,8,5,NA,NA,"",69,"Homer","Unknown",6.3,8.4
"166",161,3,NA,1987,8,5,NA,NA,"",83,"Homer","Unknown",11.4,15.2
"167",161,3,NA,1987,8,6,NA,NA,"",67,"Homer","Unknown",5.7,7.6
"168",161,3,NA,1987,8,6,NA,NA,"",72,"Homer","Unknown",7.2,9.6
"169",161,3,NA,1987,8,6,NA,NA,"",67,"Homer","Unknown",5.7,7.6
"170",161,3,NA,1987,8,6,NA,NA,"",65,"Homer","Unknown",5.2,6.9
"171",161,3,NA,1987,8,6,NA,NA,"",64,"Homer","Unknown",4.9,6.5
"172",161,3,NA,1987,8,6,NA,NA,"",64,"Homer","Unknown",4.9,6.5
"173",161,3,NA,1987,8,6,NA,NA,"",68,"Homer","Unknown",6,8
"174",161,3,NA,1987,8,6,NA,NA,"",69,"Homer","Unknown",6.3,8.4
"175",161,3,NA,1987,8,6,NA,NA,"",70,"Homer","Unknown",6.6,8.8
"176",161,3,NA,1987,8,6,NA,NA,"",68,"Homer","Unknown",6,8
"177",161,3,NA,1987,8,6,NA,NA,"",63,"Homer","Unknown",4.7,6.2
"178",161,3,NA,1987,8,6,NA,NA,"",83,"Homer","Unknown",11.4,15.2
"179",161,3,NA,1987,8,6,NA,NA,"",80,"Homer","Unknown",10.1,13.5
"180",161,3,NA,1987,8,6,NA,NA,"",85,"Homer","Unknown",12.3,16.4
"181",161,3,NA,1987,8,6,NA,NA,"",84,"Homer","Unknown",11.9,15.8
"182",161,3,NA,1987,8,6,NA,NA,"",90,"Homer","Unknown",14.9,19.8
"183",161,3,NA,1987,8,6,NA,NA,"",87,"Homer","Unknown",13.3,17.7
"184",161,3,NA,1987,8,6,NA,NA,"",116,"Homer","Unknown",33.8,45
"185",161,3,NA,1987,8,6,NA,NA,"",84,"Homer","Unknown",11.9,15.8
"186",161,3,NA,1987,8,6,NA,NA,"",81,"Homer","Unknown",10.6,14
"187",161,3,NA,1987,8,6,NA,NA,"",89,"Homer","Unknown",14.3,19.1
"188",161,3,NA,1987,8,6,NA,NA,"",80,"Homer","Unknown",10.1,13.5
"189",161,3,NA,1987,8,6,NA,NA,"",76,"Homer","Unknown",8.6,11.4
"190",161,3,NA,1987,8,6,NA,NA,"",109,"Homer","Unknown",27.6,36.8
"191",161,3,NA,1987,8,6,NA,NA,"",140,"Homer","Unknown",62.2,82.7
"192",161,3,NA,1987,8,6,NA,NA,"",86,"Homer","Unknown",12.8,17.1
"193",161,3,NA,1987,8,6,NA,NA,"",64,"Homer","Unknown",4.9,6.5
"194",161,3,NA,1987,8,6,NA,NA,"",72,"Homer","Unknown",7.2,9.6
"195",161,3,NA,1987,8,6,NA,NA,"",68,"Homer","Unknown",6,8
"196",161,3,NA,1987,8,6,NA,NA,"",71,"Homer","Unknown",6.9,9.2
"197",161,3,NA,1987,8,6,NA,NA,"",64,"Homer","Unknown",4.9,6.5
"198",161,3,NA,1987,8,6,NA,NA,"",69,"Homer","Unknown",6.3,8.4
"199",161,3,NA,1987,8,6,NA,NA,"",69,"Homer","Unknown",6.3,8.4
"200",161,3,NA,1987,8,6,NA,NA,"",81,"Homer","Unknown",10.6,14
"201",161,3,NA,1987,8,6,NA,NA,"",77,"Homer","Unknown",9,11.9
"202",161,3,NA,1987,8,6,NA,NA,"",78,"Homer","Unknown",9.3,12.4
"203",161,3,NA,1987,8,6,NA,NA,"",136,"Homer","Unknown",56.6,75.3
"204",161,3,NA,1987,8,6,NA,NA,"",127,"Homer","Unknown",45.3,60.3
"205",161,3,NA,1987,8,6,NA,NA,"",106,"Homer","Unknown",25.2,33.6
"206",161,3,NA,1987,8,6,NA,NA,"",76,"Homer","Unknown",8.6,11.4
"207",161,3,NA,1987,8,12,NA,NA,"",91,"Homer","Unknown",15.4,20.5
"208",161,3,NA,1987,8,12,NA,NA,"",88,"Homer","Unknown",13.8,18.4
"209",161,3,NA,1987,8,12,NA,NA,"",88,"Homer","Unknown",13.8,18.4
"210",161,3,NA,1987,8,12,NA,NA,"",75,"Homer","Unknown",8.2,10.9
"211",161,3,NA,1987,8,12,NA,NA,"",77,"Homer","Unknown",9,11.9
"212",161,3,NA,1987,8,12,NA,NA,"",116,"Homer","Unknown",33.8,45
"213",161,3,NA,1987,8,12,NA,NA,"",65,"Homer","Unknown",5.2,6.9
"214",161,3,NA,1987,8,12,NA,NA,"",102,"Homer","Unknown",22.3,29.6
"215",161,3,NA,1987,8,12,NA,NA,"",74,"Homer","Unknown",7.9,10.5
"216",161,3,NA,1987,8,12,NA,NA,"",74,"Homer","Unknown",7.9,10.5
"217",161,3,NA,1987,8,12,NA,NA,"",81,"Homer","Unknown",10.6,14
"218",161,3,NA,1987,8,12,NA,NA,"",99,"Homer","Unknown",20.2,26.9
"219",161,3,NA,1987,8,12,NA,NA,"",76,"Homer","Unknown",8.6,11.4
"220",161,3,NA,1987,8,12,NA,NA,"",75,"Homer","Unknown",8.2,10.9
"221",161,3,NA,1987,8,12,NA,NA,"",75,"Homer","Unknown",8.2,10.9
"222",161,3,NA,1987,8,12,NA,NA,"",71,"Homer","Unknown",6.9,9.2
"223",161,3,NA,1987,8,12,NA,NA,"",77,"Homer","Unknown",9,11.9
"224",161,3,NA,1987,8,12,NA,NA,"",69,"Homer","Unknown",6.3,8.4
"225",161,3,NA,1987,8,12,NA,NA,"",71,"Homer","Unknown",6.9,9.2
"226",161,3,NA,1987,8,12,NA,NA,"",74,"Homer","Unknown",7.9,10.5
"227",161,3,NA,1987,8,12,NA,NA,"",91,"Homer","Unknown",15.4,20.5
"228",161,3,NA,1987,8,12,NA,NA,"",98,"Homer","Unknown",19.6,26
"229",161,3,NA,1987,8,12,NA,NA,"",85,"Homer","Unknown",12.3,16.4
"230",161,3,NA,1987,8,12,NA,NA,"",71,"Homer","Unknown",6.9,9.2
"231",161,3,NA,1987,8,12,NA,NA,"",81,"Homer","Unknown",10.6,14
"232",161,3,NA,1987,8,12,NA,NA,"",97,"Homer","Unknown",18.9,25.2
"233",161,3,NA,1987,8,12,NA,NA,"",79,"Homer","Unknown",9.7,13
"234",161,3,NA,1987,8,12,NA,NA,"",84,"Homer","Unknown",11.9,15.8
"235",161,3,NA,1987,8,12,NA,NA,"",83,"Homer","Unknown",11.4,15.2
"236",161,3,NA,1987,8,12,NA,NA,"",90,"Homer","Unknown",14.9,19.8
"237",161,3,NA,1987,8,12,NA,NA,"",86,"Homer","Unknown",12.8,17.1
"238",161,3,NA,1987,8,12,NA,NA,"",89,"Homer","Unknown",14.3,19.1
"239",161,3,NA,1987,8,12,NA,NA,"",80,"Homer","Unknown",10.1,13.5
"240",161,3,NA,1987,8,12,NA,NA,"",80,"Homer","Unknown",10.1,13.5
"241",161,3,NA,1987,8,12,NA,NA,"",81,"Homer","Unknown",10.6,14
"242",161,3,NA,1987,8,12,NA,NA,"",102,"Homer","Unknown",22.3,29.6
"243",161,3,NA,1987,8,12,NA,NA,"",91,"Homer","Unknown",15.4,20.5
"244",161,3,NA,1987,8,12,NA,NA,"",91,"Homer","Unknown",15.4,20.5
"245",161,3,NA,1987,8,12,NA,NA,"",85,"Homer","Unknown",12.3,16.4
"246",161,3,NA,1987,8,12,NA,NA,"",86,"Homer","Unknown",12.8,17.1
"247",161,3,NA,1987,8,12,NA,NA,"",69,"Homer","Unknown",6.3,8.4
"248",161,3,NA,1987,8,12,NA,NA,"",66,"Homer","Unknown",5.4,7.2
"249",161,3,NA,1987,8,12,NA,NA,"",67,"Homer","Unknown",5.7,7.6
"250",161,3,NA,1987,8,12,NA,NA,"",62,"Homer","Unknown",4.4,5.9
"251",161,3,NA,1987,8,12,NA,NA,"",62,"Homer","Unknown",4.4,5.9
"252",161,3,NA,1987,8,12,NA,NA,"",61,"Homer","Unknown",4.2,5.6
"253",161,3,NA,1987,8,12,NA,NA,"",55,"Homer","Unknown",3,4
"254",161,3,NA,1987,8,12,NA,NA,"",207,"Homer","Unknown",220.8,293.6
"255",161,3,NA,1987,8,12,NA,NA,"",108,"Homer","Unknown",26.8,35.7
"256",161,3,NA,1987,8,12,NA,NA,"",95,"Homer","Unknown",17.7,23.5
"257",161,3,NA,1987,8,12,NA,NA,"",90,"Homer","Unknown",14.9,19.8
"258",161,3,NA,1987,8,12,NA,NA,"",80,"Homer","Unknown",10.1,13.5
"259",161,3,NA,1987,8,12,NA,NA,"",89,"Homer","Unknown",14.3,19.1
"260",161,3,NA,1987,8,12,NA,NA,"",124,"Homer","Unknown",42,55.8
"261",161,3,NA,1987,8,12,NA,NA,"",102,"Homer","Unknown",22.3,29.6
"262",161,3,NA,1987,8,12,NA,NA,"",126,"Homer","Unknown",44.2,58.8
"263",161,3,NA,1987,8,12,NA,NA,"",83,"Homer","Unknown",11.4,15.2
"264",161,3,NA,1987,8,12,NA,NA,"",104,"Homer","Unknown",23.7,31.6
"265",161,3,NA,1987,8,12,NA,NA,"",103,"Homer","Unknown",23,30.6
"266",161,3,NA,1987,8,12,NA,NA,"",145,"Homer","Unknown",69.7,92.7
"267",161,3,NA,1987,8,12,NA,NA,"",90,"Homer","Unknown",14.9,19.8
"268",161,3,NA,1987,8,12,NA,NA,"",91,"Homer","Unknown",15.4,20.5
"269",161,3,NA,1987,8,12,NA,NA,"",94,"Homer","Unknown",17.1,22.7
"270",161,3,NA,1987,8,12,NA,NA,"",123,"Homer","Unknown",40.9,54.4
"271",161,3,NA,1987,8,12,NA,NA,"",121,"Homer","Unknown",38.8,51.6
"272",161,3,NA,1987,8,12,NA,NA,"",109,"Homer","Unknown",27.6,36.8
"273",161,3,NA,1987,8,12,NA,NA,"",105,"Homer","Unknown",24.5,32.6
"274",161,3,NA,1987,8,12,NA,NA,"",119,"Homer","Unknown",36.7,48.8
"275",161,3,NA,1987,8,12,NA,NA,"",117,"Homer","Unknown",34.8,46.2
"276",161,3,NA,1987,8,12,NA,NA,"",112,"Homer","Unknown",30.2,40.1
"277",161,3,NA,1987,8,12,NA,NA,"",108,"Homer","Unknown",26.8,35.7
"278",161,3,NA,1987,8,12,NA,NA,"",102,"Homer","Unknown",22.3,29.6
"279",161,3,NA,1987,8,12,NA,NA,"",116,"Homer","Unknown",33.8,45
"280",161,3,NA,1987,8,12,NA,NA,"",119,"Homer","Unknown",36.7,48.8
"281",161,3,NA,1987,8,12,NA,NA,"",103,"Homer","Unknown",23,30.6
"282",161,3,NA,1987,8,12,NA,NA,"",102,"Homer","Unknown",22.3,29.6
"283",161,3,NA,1987,8,12,NA,NA,"",99,"Homer","Unknown",20.2,26.9
"284",161,3,NA,1987,8,12,NA,NA,"",119,"Homer","Unknown",36.7,48.8
"285",161,3,NA,1987,8,12,NA,NA,"",142,"Homer","Unknown",65.1,86.6
"286",161,3,NA,1987,8,12,NA,NA,"",71,"Homer","Unknown",6.9,9.2
"287",161,3,NA,1987,8,12,NA,NA,"",69,"Homer","Unknown",6.3,8.4
"288",161,3,NA,1987,8,12,NA,NA,"",69,"Homer","Unknown",6.3,8.4
"289",161,3,NA,1987,8,12,NA,NA,"",74,"Homer","Unknown",7.9,10.5
"290",161,3,NA,1987,8,12,NA,NA,"",86,"Homer","Unknown",12.8,17.1
"291",161,3,NA,1987,8,12,NA,NA,"",99,"Homer","Unknown",20.2,26.9
"292",161,3,NA,1987,8,12,NA,NA,"",141,"Homer","Unknown",63.6,84.6
"293",161,3,NA,1987,8,13,NA,NA,"",86,"Homer","Unknown",12.8,17.1
"294",161,3,NA,1987,8,13,NA,NA,"",99,"Homer","Unknown",20.2,26.9
"295",161,3,NA,1987,8,13,NA,NA,"",94,"Homer","Unknown",17.1,22.7
"296",161,3,NA,1987,8,13,NA,NA,"",109,"Homer","Unknown",27.6,36.8
"297",161,3,NA,1987,8,13,NA,NA,"",109,"Homer","Unknown",27.6,36.8
"298",161,3,NA,1987,8,13,NA,NA,"",86,"Homer","Unknown",12.8,17.1
"299",161,3,NA,1987,8,13,NA,NA,"",84,"Homer","Unknown",11.9,15.8
"300",161,3,NA,1987,8,13,NA,NA,"",81,"Homer","Unknown",10.6,14
"301",161,3,NA,1987,8,13,NA,NA,"",84,"Homer","Unknown",11.9,15.8
"302",161,3,NA,1987,8,13,NA,NA,"",84,"Homer","Unknown",11.9,15.8
"303",161,3,NA,1987,8,13,NA,NA,"",84,"Homer","Unknown",11.9,15.8
"304",161,3,NA,1987,8,13,NA,NA,"",76,"Homer","Unknown",8.6,11.4
"305",161,3,NA,1987,8,13,NA,NA,"",74,"Homer","Unknown",7.9,10.5
"306",161,3,NA,1987,8,13,NA,NA,"",74,"Homer","Unknown",7.9,10.5
"307",161,3,NA,1987,8,13,NA,NA,"",74,"Homer","Unknown",7.9,10.5
"308",161,3,NA,1987,8,13,NA,NA,"",64,"Homer","Unknown",4.9,6.5
"309",161,3,NA,1987,8,13,NA,NA,"",89,"Homer","Unknown",14.3,19.1
"310",161,3,NA,1987,8,13,NA,NA,"",88,"Homer","Unknown",13.8,18.4
"311",161,3,NA,1987,8,13,NA,NA,"",85,"Homer","Unknown",12.3,16.4
"312",161,3,NA,1987,8,13,NA,NA,"",99,"Homer","Unknown",20.2,26.9
"313",161,3,NA,1987,8,13,NA,NA,"",91,"Homer","Unknown",15.4,20.5
