"","AREA","SITE","SUB","YEAR","MONTH","DAY","PAGE","LINE","SEX","LENGTH","port","User","NETWT","RNDWT"
"108",161,3,NA,1988,7,19,NA,NA,"",84,"Homer","Charter",11.9,15.8
"109",161,3,NA,1988,7,19,NA,NA,"",100,"Homer","Charter",20.9,27.8
"110",161,3,NA,1988,7,19,NA,NA,"",96,"Homer","Charter",18.3,24.4
"111",161,3,NA,1988,7,19,NA,NA,"",77,"Homer","Charter",9,11.9
"112",161,3,NA,1988,7,19,NA,NA,"",76,"Homer","Charter",8.6,11.4
"113",161,3,NA,1988,7,19,NA,NA,"",98,"Homer","Charter",19.6,26
"114",161,3,NA,1988,7,19,NA,NA,"",101,"Homer","Charter",21.6,28.7
"115",161,3,NA,1988,7,19,NA,NA,"",86,"Homer","Charter",12.8,17.1
"116",161,3,NA,1988,7,19,NA,NA,"",109,"Homer","Charter",27.6,36.8
"117",161,3,NA,1988,7,19,NA,NA,"",100,"Homer","Charter",20.9,27.8
"118",161,3,NA,1988,7,19,NA,NA,"",90,"Homer","Charter",14.9,19.8
"119",161,3,NA,1988,7,19,NA,NA,"",102,"Homer","Charter",22.3,29.6
"120",161,3,NA,1988,7,19,NA,NA,"",111,"Homer","Charter",29.3,39
"121",161,3,NA,1988,7,19,NA,NA,"",112,"Homer","Charter",30.2,40.1
"122",161,3,NA,1988,7,19,NA,NA,"",103,"Homer","Charter",23,30.6
"123",161,3,NA,1988,7,19,NA,NA,"",95,"Homer","Charter",17.7,23.5
"124",161,3,NA,1988,7,19,NA,NA,"",91,"Homer","Charter",15.4,20.5
"125",161,3,NA,1988,7,19,NA,NA,"",108,"Homer","Charter",26.8,35.7
"126",161,3,NA,1988,7,19,NA,NA,"",119,"Homer","Charter",36.7,48.8
"127",161,3,NA,1988,7,19,NA,NA,"",95,"Homer","Charter",17.7,23.5
"128",161,3,NA,1988,7,19,NA,NA,"",98,"Homer","Charter",19.6,26
"129",161,3,NA,1988,7,19,NA,NA,"",84,"Homer","Charter",11.9,15.8
"130",161,3,NA,1988,7,19,NA,NA,"",90,"Homer","Charter",14.9,19.8
"131",161,3,NA,1988,7,19,NA,NA,"",88,"Homer","Charter",13.8,18.4
"132",161,3,NA,1988,7,19,NA,NA,"",81,"Homer","Charter",10.6,14
"133",161,3,NA,1988,7,19,NA,NA,"",89,"Homer","Charter",14.3,19.1
"134",161,3,NA,1988,7,19,NA,NA,"",81,"Homer","Charter",10.6,14
"135",161,3,NA,1988,7,19,NA,NA,"",117,"Homer","Charter",34.8,46.2
"136",161,3,NA,1988,7,19,NA,NA,"",139,"Homer","Charter",60.7,80.8
"137",161,3,NA,1988,7,19,NA,NA,"",126,"Homer","Charter",44.2,58.8
"138",161,3,NA,1988,7,19,NA,NA,"",95,"Homer","Charter",17.7,23.5
"139",161,3,NA,1988,7,19,NA,NA,"",94,"Homer","Charter",17.1,22.7
"140",161,3,NA,1988,7,19,NA,NA,"",95,"Homer","Charter",17.7,23.5
"141",161,3,NA,1988,7,19,NA,NA,"",98,"Homer","Charter",19.6,26
"142",161,3,NA,1988,7,19,NA,NA,"",109,"Homer","Charter",27.6,36.8
"143",161,3,NA,1988,7,19,NA,NA,"",89,"Homer","Charter",14.3,19.1
"144",161,3,NA,1988,7,19,NA,NA,"",103,"Homer","Charter",23,30.6
"145",161,3,NA,1988,7,19,NA,NA,"",104,"Homer","Charter",23.7,31.6
"146",161,3,NA,1988,7,19,NA,NA,"",102,"Homer","Charter",22.3,29.6
"147",161,3,NA,1988,7,19,NA,NA,"",105,"Homer","Charter",24.5,32.6
"148",161,3,NA,1988,7,19,NA,NA,"",95,"Homer","Charter",17.7,23.5
"149",161,3,NA,1988,7,19,NA,NA,"",100,"Homer","Charter",20.9,27.8
"150",161,3,NA,1988,7,19,NA,NA,"",90,"Homer","Charter",14.9,19.8
"151",161,3,NA,1988,7,19,NA,NA,"",93,"Homer","Charter",16.5,22
"152",161,3,NA,1988,7,19,NA,NA,"",97,"Homer","Charter",18.9,25.2
"153",161,3,NA,1988,7,19,NA,NA,"",76,"Homer","Charter",8.6,11.4
"154",161,3,NA,1988,7,19,NA,NA,"",99,"Homer","Charter",20.2,26.9
"155",161,3,NA,1988,7,19,NA,NA,"",122,"Homer","Charter",39.8,52.9
"156",161,3,NA,1988,7,19,NA,NA,"",110,"Homer","Charter",28.5,37.9
"157",161,3,NA,1988,7,19,NA,NA,"",109,"Homer","Charter",27.6,36.8
"158",161,3,NA,1988,7,19,NA,NA,"",133,"Homer","Charter",52.7,70
"159",161,3,NA,1988,7,19,NA,NA,"",170,"Homer","Charter",116.6,155.1
"160",161,3,NA,1988,7,19,NA,NA,"",109,"Homer","Charter",27.6,36.8
"161",161,3,NA,1988,7,19,NA,NA,"",128,"Homer","Charter",46.5,61.9
"162",161,3,NA,1988,7,19,NA,NA,"",100,"Homer","Charter",20.9,27.8
"163",161,3,NA,1988,7,19,NA,NA,"",124,"Homer","Charter",42,55.8
"164",161,3,NA,1988,7,19,NA,NA,"",143,"Homer","Charter",66.6,88.6
"165",161,3,NA,1988,7,19,NA,NA,"",147,"Homer","Charter",72.8,96.9
"166",161,3,NA,1988,7,19,NA,NA,"",135,"Homer","Charter",55.3,73.5
"167",161,3,NA,1988,7,19,NA,NA,"",127,"Homer","Charter",45.3,60.3
"168",161,3,NA,1988,7,19,NA,NA,"",83,"Homer","Charter",11.4,15.2
"169",161,3,NA,1988,7,19,NA,NA,"",75,"Homer","Charter",8.2,10.9
"170",161,3,NA,1988,7,19,NA,NA,"",76,"Homer","Charter",8.6,11.4
"171",161,3,NA,1988,7,19,NA,NA,"",78,"Homer","Charter",9.3,12.4
"172",161,3,NA,1988,7,19,NA,NA,"",81,"Homer","Charter",10.6,14
"173",161,3,NA,1988,7,19,NA,NA,"",76,"Homer","Charter",8.6,11.4
"174",161,3,NA,1988,7,19,NA,NA,"",142,"Homer","Charter",65.1,86.6
"175",161,3,NA,1988,7,19,NA,NA,"",81,"Homer","Charter",10.6,14
"176",161,3,NA,1988,7,19,NA,NA,"",90,"Homer","Charter",14.9,19.8
"177",161,3,NA,1988,7,19,NA,NA,"",102,"Homer","Charter",22.3,29.6
"178",161,3,NA,1988,7,19,NA,NA,"",114,"Homer","Charter",32,42.5
"179",161,3,NA,1988,7,19,NA,NA,"",97,"Homer","Charter",18.9,25.2
"180",161,3,NA,1988,7,19,NA,NA,"",109,"Homer","Charter",27.6,36.8
"181",161,3,NA,1988,7,19,NA,NA,"",104,"Homer","Charter",23.7,31.6
"182",161,3,NA,1988,7,19,NA,NA,"",92,"Homer","Charter",16,21.2
"183",161,3,NA,1988,7,19,NA,NA,"",112,"Homer","Charter",30.2,40.1
"184",161,3,NA,1988,7,19,NA,NA,"",104,"Homer","Charter",23.7,31.6
"185",161,3,NA,1988,7,19,NA,NA,"",114,"Homer","Charter",32,42.5
"186",161,3,NA,1988,7,19,NA,NA,"",139,"Homer","Charter",60.7,80.8
"187",161,3,NA,1988,7,19,NA,NA,"",60,"Homer","Charter",4,5.3
"188",161,3,NA,1988,7,19,NA,NA,"",76,"Homer","Charter",8.6,11.4
"189",161,3,NA,1988,7,19,NA,NA,"",69,"Homer","Charter",6.3,8.4
"190",161,3,NA,1988,7,20,NA,NA,"",88,"Homer","Charter",13.8,18.4
"191",161,3,NA,1988,7,20,NA,NA,"",114,"Homer","Charter",32,42.5
"192",161,3,NA,1988,7,20,NA,NA,"",95,"Homer","Charter",17.7,23.5
"193",161,3,NA,1988,7,20,NA,NA,"",101,"Homer","Charter",21.6,28.7
"194",161,3,NA,1988,7,20,NA,NA,"",128,"Homer","Charter",46.5,61.9
"195",161,3,NA,1988,7,20,NA,NA,"",109,"Homer","Charter",27.6,36.8
"196",161,3,NA,1988,7,20,NA,NA,"",135,"Homer","Charter",55.3,73.5
"197",161,3,NA,1988,7,20,NA,NA,"",82,"Homer","Charter",11,14.6
"198",161,3,NA,1988,7,20,NA,NA,"",84,"Homer","Charter",11.9,15.8
"199",161,3,NA,1988,7,20,NA,NA,"",98,"Homer","Charter",19.6,26
"200",161,3,NA,1988,7,20,NA,NA,"",100,"Homer","Charter",20.9,27.8
"201",161,3,NA,1988,7,20,NA,NA,"",98,"Homer","Charter",19.6,26
"202",161,3,NA,1988,7,20,NA,NA,"",87,"Homer","Charter",13.3,17.7
"203",161,3,NA,1988,7,20,NA,NA,"",81,"Homer","Charter",10.6,14
"204",161,3,NA,1988,7,20,NA,NA,"",124,"Homer","Charter",42,55.8
"205",161,3,NA,1988,7,20,NA,NA,"",0,"Homer","Charter",0,0
"206",161,3,NA,1988,7,20,NA,NA,"",112,"Homer","Charter",30.2,40.1
"207",161,3,NA,1988,7,20,NA,NA,"",94,"Homer","Charter",17.1,22.7
"208",161,3,NA,1988,7,20,NA,NA,"",65,"Homer","Charter",5.2,6.9
"209",161,3,NA,1988,7,20,NA,NA,"",71,"Homer","Charter",6.9,9.2
"210",161,3,NA,1988,7,20,NA,NA,"",69,"Homer","Charter",6.3,8.4
"211",161,3,NA,1988,7,20,NA,NA,"",62,"Homer","Charter",4.4,5.9
"212",161,3,NA,1988,7,20,NA,NA,"",66,"Homer","Charter",5.4,7.2
"213",161,3,NA,1988,7,20,NA,NA,"",62,"Homer","Charter",4.4,5.9
"214",161,3,NA,1988,7,20,NA,NA,"",71,"Homer","Charter",6.9,9.2
"215",161,3,NA,1988,7,20,NA,NA,"",74,"Homer","Charter",7.9,10.5
"216",161,3,NA,1988,7,20,NA,NA,"",81,"Homer","Charter",10.6,14
"217",161,3,NA,1988,7,20,NA,NA,"",125,"Homer","Charter",43.1,57.3
"218",161,3,NA,1988,7,20,NA,NA,"",129,"Homer","Charter",47.7,63.4
"219",161,3,NA,1988,7,20,NA,NA,"",84,"Homer","Charter",11.9,15.8
"220",161,3,NA,1988,7,20,NA,NA,"",77,"Homer","Charter",9,11.9
"221",161,3,NA,1988,7,20,NA,NA,"",123,"Homer","Charter",40.9,54.4
"222",161,3,NA,1988,7,20,NA,NA,"",83,"Homer","Charter",11.4,15.2
"223",161,3,NA,1988,7,20,NA,NA,"",77,"Homer","Charter",9,11.9
"224",161,3,NA,1988,7,20,NA,NA,"",120,"Homer","Charter",37.7,50.2
"225",161,3,NA,1988,7,20,NA,NA,"",105,"Homer","Charter",24.5,32.6
"226",161,3,NA,1988,7,20,NA,NA,"",77,"Homer","Charter",9,11.9
"227",161,3,NA,1988,7,20,NA,NA,"",66,"Homer","Charter",5.4,7.2
"228",161,3,NA,1988,7,20,NA,NA,"",64,"Homer","Charter",4.9,6.5
"229",161,3,NA,1988,7,20,NA,NA,"",83,"Homer","Charter",11.4,15.2
"230",161,3,NA,1988,7,20,NA,NA,"",124,"Homer","Charter",42,55.8
"231",161,3,NA,1988,7,20,NA,NA,"",98,"Homer","Charter",19.6,26
"232",161,3,NA,1988,7,20,NA,NA,"",83,"Homer","Charter",11.4,15.2
"233",161,3,NA,1988,7,20,NA,NA,"",99,"Homer","Charter",20.2,26.9
"234",161,3,NA,1988,7,20,NA,NA,"",78,"Homer","Charter",9.3,12.4
"235",161,3,NA,1988,7,20,NA,NA,"",104,"Homer","Charter",23.7,31.6
"236",161,3,NA,1988,7,20,NA,NA,"",91,"Homer","Charter",15.4,20.5
"237",161,3,NA,1988,7,20,NA,NA,"",86,"Homer","Charter",12.8,17.1
"238",161,3,NA,1988,7,20,NA,NA,"",117,"Homer","Charter",34.8,46.2
"239",161,3,NA,1988,7,20,NA,NA,"",112,"Homer","Charter",30.2,40.1
"240",161,3,NA,1988,7,20,NA,NA,"",90,"Homer","Charter",14.9,19.8
"241",161,3,NA,1988,7,20,NA,NA,"",107,"Homer","Charter",26,34.6
"242",161,3,NA,1988,7,20,NA,NA,"",123,"Homer","Charter",40.9,54.4
"243",161,3,NA,1988,7,20,NA,NA,"",137,"Homer","Charter",58,77.1
"244",161,3,NA,1988,7,20,NA,NA,"",79,"Homer","Charter",9.7,13
"245",161,3,NA,1988,7,20,NA,NA,"",135,"Homer","Charter",55.3,73.5
"246",161,3,NA,1988,7,20,NA,NA,"",76,"Homer","Charter",8.6,11.4
"247",161,3,NA,1988,7,20,NA,NA,"",79,"Homer","Charter",9.7,13
"248",161,3,NA,1988,7,20,NA,NA,"",117,"Homer","Charter",34.8,46.2
"249",161,3,NA,1988,7,20,NA,NA,"",79,"Homer","Charter",9.7,13
"250",161,3,NA,1988,7,20,NA,NA,"",77,"Homer","Charter",9,11.9
"251",161,3,NA,1988,7,20,NA,NA,"",114,"Homer","Charter",32,42.5
"252",161,3,NA,1988,7,20,NA,NA,"",107,"Homer","Charter",26,34.6
"253",161,3,NA,1988,7,20,NA,NA,"",104,"Homer","Charter",23.7,31.6
"254",161,3,NA,1988,7,20,NA,NA,"",99,"Homer","Charter",20.2,26.9
"255",161,3,NA,1988,7,20,NA,NA,"",105,"Homer","Charter",24.5,32.6
"256",161,3,NA,1988,7,20,NA,NA,"",113,"Homer","Charter",31.1,41.3
"257",161,3,NA,1988,7,20,NA,NA,"",107,"Homer","Charter",26,34.6
"258",161,3,NA,1988,7,20,NA,NA,"",109,"Homer","Charter",27.6,36.8
"259",161,3,NA,1988,7,20,NA,NA,"",107,"Homer","Charter",26,34.6
"260",161,3,NA,1988,7,20,NA,NA,"",104,"Homer","Charter",23.7,31.6
"261",161,3,NA,1988,7,20,NA,NA,"",107,"Homer","Charter",26,34.6
"262",161,3,NA,1988,7,20,NA,NA,"",116,"Homer","Charter",33.8,45
"263",161,3,NA,1988,7,20,NA,NA,"",90,"Homer","Charter",14.9,19.8
"264",161,3,NA,1988,7,20,NA,NA,"",102,"Homer","Charter",22.3,29.6
"265",161,3,NA,1988,7,20,NA,NA,"",99,"Homer","Charter",20.2,26.9
"266",161,3,NA,1988,7,20,NA,NA,"",85,"Homer","Charter",12.3,16.4
"267",161,3,NA,1988,7,20,NA,NA,"",95,"Homer","Charter",17.7,23.5
"268",161,3,NA,1988,7,20,NA,NA,"",89,"Homer","Charter",14.3,19.1
"269",161,3,NA,1988,7,20,NA,NA,"",98,"Homer","Charter",19.6,26
"270",161,3,NA,1988,7,20,NA,NA,"",93,"Homer","Charter",16.5,22
"271",161,3,NA,1988,7,20,NA,NA,"",83,"Homer","Charter",11.4,15.2
"272",161,3,NA,1988,7,20,NA,NA,"",102,"Homer","Charter",22.3,29.6
"273",161,3,NA,1988,7,20,NA,NA,"",87,"Homer","Charter",13.3,17.7
"274",161,3,NA,1988,7,20,NA,NA,"",93,"Homer","Charter",16.5,22
"275",161,3,NA,1988,7,20,NA,NA,"",79,"Homer","Charter",9.7,13
"276",161,3,NA,1988,7,20,NA,NA,"",87,"Homer","Charter",13.3,17.7
"277",161,3,NA,1988,7,20,NA,NA,"",102,"Homer","Charter",22.3,29.6
"278",161,3,NA,1988,7,20,NA,NA,"",114,"Homer","Charter",32,42.5
"279",161,3,NA,1988,7,20,NA,NA,"",106,"Homer","Charter",25.2,33.6
"280",161,3,NA,1988,7,20,NA,NA,"",96,"Homer","Charter",18.3,24.4
"281",161,3,NA,1988,7,20,NA,NA,"",97,"Homer","Charter",18.9,25.2
"282",161,3,NA,1988,7,20,NA,NA,"",101,"Homer","Charter",21.6,28.7
"283",161,3,NA,1988,7,20,NA,NA,"",85,"Homer","Charter",12.3,16.4
"284",161,3,NA,1988,7,20,NA,NA,"",90,"Homer","Charter",14.9,19.8
"285",161,3,NA,1988,7,20,NA,NA,"",90,"Homer","Charter",14.9,19.8
"286",161,3,NA,1988,7,20,NA,NA,"",93,"Homer","Charter",16.5,22
"287",161,3,NA,1988,7,20,NA,NA,"",93,"Homer","Charter",16.5,22
"288",161,3,NA,1988,7,20,NA,NA,"",82,"Homer","Charter",11,14.6
"289",161,3,NA,1988,7,20,NA,NA,"",87,"Homer","Charter",13.3,17.7
"290",161,3,NA,1988,7,20,NA,NA,"",72,"Homer","Charter",7.2,9.6
"291",161,3,NA,1988,7,20,NA,NA,"",74,"Homer","Charter",7.9,10.5
"292",161,3,NA,1988,7,20,NA,NA,"",90,"Homer","Charter",14.9,19.8
"293",161,3,NA,1988,7,20,NA,NA,"",114,"Homer","Charter",32,42.5
"294",161,3,NA,1988,7,20,NA,NA,"",148,"Homer","Charter",74.4,99
"295",161,3,NA,1988,7,20,NA,NA,"",100,"Homer","Charter",20.9,27.8
"296",161,3,NA,1988,7,20,NA,NA,"",100,"Homer","Charter",20.9,27.8
"297",161,3,NA,1988,7,20,NA,NA,"",100,"Homer","Charter",20.9,27.8
"298",161,3,NA,1988,7,20,NA,NA,"",97,"Homer","Charter",18.9,25.2
"299",161,3,NA,1988,7,20,NA,NA,"",116,"Homer","Charter",33.8,45
"300",161,3,NA,1988,7,20,NA,NA,"",133,"Homer","Charter",52.7,70
"301",161,3,NA,1988,7,20,NA,NA,"",98,"Homer","Charter",19.6,26
"302",161,3,NA,1988,7,20,NA,NA,"",93,"Homer","Charter",16.5,22
"303",161,3,NA,1988,7,20,NA,NA,"",147,"Homer","Charter",72.8,96.9
"304",161,3,NA,1988,7,20,NA,NA,"",132,"Homer","Charter",51.4,68.3
"305",161,3,NA,1988,7,20,NA,NA,"",96,"Homer","Charter",18.3,24.4
"306",161,3,NA,1988,7,20,NA,NA,"",123,"Homer","Charter",40.9,54.4
"307",161,3,NA,1988,7,20,NA,NA,"",142,"Homer","Charter",65.1,86.6
"308",161,3,NA,1988,7,20,NA,NA,"",145,"Homer","Charter",69.7,92.7
"309",161,3,NA,1988,7,20,NA,NA,"",116,"Homer","Charter",33.8,45
"310",161,3,NA,1988,7,20,NA,NA,"",187,"Homer","Charter",158.8,211.2
"311",161,3,NA,1988,7,20,NA,NA,"",182,"Homer","Charter",145.5,193.5
"312",161,3,NA,1988,7,20,NA,NA,"",127,"Homer","Charter",45.3,60.3
"313",161,3,NA,1988,7,20,NA,NA,"",149,"Homer","Charter",76.1,101.2
"314",161,3,NA,1988,7,20,NA,NA,"",180,"Homer","Charter",140.4,186.7
"315",161,3,NA,1988,7,20,NA,NA,"",91,"Homer","Charter",15.4,20.5
"316",161,3,NA,1988,7,20,NA,NA,"",88,"Homer","Charter",13.8,18.4
"317",161,3,NA,1988,7,20,NA,NA,"",103,"Homer","Charter",23,30.6
"318",161,3,NA,1988,7,20,NA,NA,"",109,"Homer","Charter",27.6,36.8
"319",161,3,NA,1988,7,20,NA,NA,"",117,"Homer","Charter",34.8,46.2
