"","port","page","line","year","age","AgeErr","SEX","LENGTH","NETWT","RNDWT","AGE2","AGECONF","USER","BOATNAME","STATAREA","CAS","GAF","MONTH","DAY","SUB"
"36","CCI",3,19,2014,8,"","F",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","INDEPENDENCE",525931,NA,0,5,24,2
"37","CCI",3,20,2014,8,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","INDEPENDENCE",525931,NA,0,5,24,2
"38","CCI",3,21,2014,NA,"","F",70,6.58091829516383,8.7526878929321,NA,NA,"Charter","INDEPENDENCE",525931,NA,0,5,24,2
"39","CCI",3,22,2014,NA,"","F",77,8.96187328124,11.9193821057382,NA,NA,"Charter","INDEPENDENCE",525931,NA,0,5,24,2
"40","CCI",3,23,2014,7,"","F",78,9.34448480063655,12.4282592963242,NA,NA,"Charter","LIBERTY",525931,NA,0,5,24,2
"41","CCI",3,24,2014,8,"","F",66,5.43865111903038,7.23346099561835,NA,NA,"Charter","LIBERTY",525931,NA,0,5,24,2
"42","CCI",3,25,2014,NA,"","F",76,8.5902319024382,11.4250953130969,NA,NA,"Charter","LIBERTY",525931,NA,0,5,24,2
"43","CCI",3,26,2014,NA,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","LIBERTY",525931,NA,0,5,24,2
"44","CCI",3,27,2014,NA,"","F",71,6.89042324147201,9.16433260189999,NA,NA,"Charter","LIBERTY",525931,NA,0,5,24,2
"45","CCI",3,28,2014,8,"","F",72,7.20984847775072,9.58917139686394,NA,NA,"Charter","LIBERTY",525931,NA,0,5,24,2
"46","CCI",3,29,2014,12,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","LIBERTY",525931,NA,0,5,24,2
"47","CCI",3,30,2014,10,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Charter","LIBERTY",525931,NA,0,5,24,2
"48","CCI",3,31,2014,NA,"","M",70,6.58091829516383,8.7526878929321,NA,NA,"Charter","LIBERTY",525931,NA,0,5,24,2
"49","CCI",4,1,2014,NA,"","F",68,5.99097802244174,7.96806136347005,NA,NA,"Private","P1",515939,NA,0,5,27,2
"50","CCI",4,2,2014,NA,"","F",72,7.20984847775072,9.58917139686394,NA,NA,"Private","P1",515939,NA,0,5,27,2
"51","CCI",4,3,2014,NA,"","F",68,5.99097802244174,7.96806136347005,NA,NA,"Private","P1",515939,NA,0,5,27,2
"52","CCI",4,4,2014,NA,"","F",76,8.5902319024382,11.4250953130969,NA,NA,"Private","P1",515939,NA,0,5,27,2
"53","CCI",5,1,2014,7,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","MARLY RAE",525931,NA,0,5,28,1
"54","CCI",5,2,2014,NA,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","MARLY RAE",525931,NA,0,5,28,1
"55","CCI",5,3,2014,NA,"","F",100,20.9010858569024,27.7986555863006,NA,NA,"Charter","MARLY RAE",525931,NA,0,5,28,1
"56","CCI",5,4,2014,8,"","F",90,14.8564340647168,19.7592075662069,NA,NA,"Charter","MARLY RAE",525931,NA,0,5,28,1
"57","CCI",5,5,2014,NA,"","F",88,13.8131493343522,18.3716283228886,NA,NA,"Charter","MARLY RAE",525931,NA,0,5,28,1
"58","CCI",5,6,2014,NA,"","F",79,9.7382433958611,12.9519622105045,NA,NA,"Charter","MARLY RAE",525931,NA,0,5,28,1
"59","CCI",5,7,2014,NA,"","F",80,10.1433265474259,13.4907268991556,NA,NA,"Charter","MARLY RAE",525931,NA,0,5,28,1
"60","CCI",5,8,2014,NA,"","M",85,12.344859985371,16.4187886382518,NA,NA,"Charter","MARLY RAE",525931,NA,0,5,28,1
"61","CCI",5,9,2014,NA,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"62","CCI",5,10,2014,NA,"","M",69,6.2811606783156,8.35400723073185,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"63","CCI",5,11,2014,8,"","M",67,5.71019855759206,7.59462183537565,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"64","CCI",5,12,2014,11,"","M",66,5.43865111903038,7.23346099561835,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"65","CCI",5,13,2014,9,"","F",92,15.9529649068762,21.2176046767513,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"66","CCI",5,14,2014,NA,"","F",90,14.8564340647168,19.7592075662069,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"67","CCI",5,15,2014,NA,"","F",79,9.7382433958611,12.9519622105045,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"68","CCI",5,16,2014,NA,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"69","CCI",5,17,2014,8,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"70","CCI",5,18,2014,10,"","F",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"71","CCI",5,19,2014,NA,"","F",72,7.20984847775072,9.58917139686394,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"72","CCI",5,20,2014,NA,"","F",85,12.344859985371,16.4187886382518,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"73","CCI",5,21,2014,NA,"","F",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"74","CCI",5,22,2014,NA,"","F",77,8.96187328124,11.9193821057382,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"75","CCI",5,23,2014,NA,"","F",84,11.8804731210747,15.8011494118613,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"76","CCI",5,24,2014,NA,"","F",72,7.20984847775072,9.58917139686394,NA,NA,"Charter","HARD EIGHT",525931,NA,0,5,28,1
"77","CCI",5,25,2014,NA,"","F",78,9.34448480063655,12.4282592963242,NA,NA,"Charter","EXCITER",525931,NA,0,5,28,1
"78","CCI",5,26,2014,NA,"","F",79,9.7382433958611,12.9519622105045,NA,NA,"Charter","EXCITER",525931,NA,0,5,28,1
"79","CCI",5,27,2014,NA,"","F",66,5.43865111903038,7.23346099561835,NA,NA,"Charter","EXCITER",525931,NA,0,5,28,1
"80","CCI",5,28,2014,NA,"","M",79,9.7382433958611,12.9519622105045,NA,NA,"Charter","EXCITER",525931,NA,0,5,28,1
"81","CCI",5,29,2014,NA,"","M",76,8.5902319024382,11.4250953130969,NA,NA,"Charter","EXCITER",525931,NA,0,5,28,1
"82","CCI",5,30,2014,NA,"","M",71,6.89042324147201,9.16433260189999,NA,NA,"Charter","EXCITER",525931,NA,0,5,28,1
"83","CCI",5,31,2014,NA,"","M",78,9.34448480063655,12.4282592963242,NA,NA,"Charter","EXCITER",525931,NA,0,5,28,1
"84","CCI",5,32,2014,NA,"","M",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","EXCITER",525931,NA,0,5,28,1
"85","CCI",5,33,2014,NA,"","M",75,8.22938427965115,10.9451643251248,NA,NA,"Charter","EXCITER",525931,NA,0,5,28,1
"86","CCI",5,34,2014,NA,"","M",64,4.92257072920152,6.54706885743389,NA,NA,"Charter","EXCITER",525931,NA,0,5,28,1
"87","CCI",5,35,2014,15,"","M",82,10.9881791366113,14.614389387734,NA,NA,"Charter","EXCITER",525931,NA,0,5,28,1
"88","CCI",5,36,2014,NA,"","M",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","EXCITER",525931,NA,0,5,28,1
"89","CCI",6,1,2014,NA,"","F",75,8.22938427965115,10.9451643251248,NA,NA,"Private","P1",515937,NA,0,5,29,2
"90","CCI",6,2,2014,NA,"","F",88,13.8131493343522,18.3716283228886,NA,NA,"Private","P1",515937,NA,0,5,29,2
"91","CCI",6,3,2014,NA,"","F",76,8.5902319024382,11.4250953130969,NA,NA,"Private","P1",515937,NA,0,5,29,2
"92","CCI",6,4,2014,NA,"","F",92,15.9529649068762,21.2176046767513,NA,NA,"Private","P1",515937,NA,0,5,29,2
"93","CCI",6,5,2014,NA,"","F",85,12.344859985371,16.4187886382518,NA,NA,"Private","P1",515937,NA,0,5,29,2
"94","CCI",6,6,2014,7,"","F",89,14.3282275744224,19.0566875917582,NA,NA,"Private","P1",515937,NA,0,5,29,2
"95","CCI",7,1,2014,NA,"","F",76,8.5902319024382,11.4250953130969,NA,NA,"Charter","ALASKA SPIRIT",515938,NA,0,6,2,1
"96","CCI",7,2,2014,NA,"","F",71,6.89042324147201,9.16433260189999,NA,NA,"Charter","ALASKA SPIRIT",515938,NA,0,6,2,1
"97","CCI",7,3,2014,NA,"","F",77,8.96187328124,11.9193821057382,NA,NA,"Charter","ALASKA SPIRIT",515938,NA,0,6,2,1
"98","CCI",7,4,2014,NA,"","F",83,11.4283062149386,15.1997628534186,NA,NA,"Charter","ALASKA SPIRIT",515938,NA,0,6,2,1
"99","CCI",7,5,2014,NA,"","F",72,7.20984847775072,9.58917139686394,NA,NA,"Charter","ALASKA SPIRIT",515938,NA,0,6,2,1
"100","CCI",7,6,2014,NA,"","M",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","ALASKA SPIRIT",515938,NA,0,6,2,1
"101","CCI",7,7,2014,NA,"","M",66,5.43865111903038,7.23346099561835,NA,NA,"Charter","ALASKA SPIRIT",515938,NA,0,6,2,1
"102","CCI",7,8,2014,NA,"","M",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","TILT II",525931,NA,0,6,2,1
"103","CCI",7,9,2014,10,"","M",70,6.58091829516383,8.7526878929321,NA,NA,"Charter","TILT II",525931,NA,0,6,2,1
"104","CCI",7,10,2014,NA,"","M",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","TILT II",525931,NA,0,6,2,1
"105","CCI",7,11,2014,NA,"","F",86,12.8216474535934,17.0529207932853,NA,NA,"Charter","TILT II",525931,NA,0,6,2,1
"106","CCI",7,12,2014,NA,"","F",83,11.4283062149386,15.1997628534186,NA,NA,"Charter","TILT II",525931,NA,0,6,2,1
"107","CCI",7,13,2014,NA,"","F",72,7.20984847775072,9.58917139686394,NA,NA,"Charter","TILT II",525931,NA,0,6,2,1
"108","CCI",7,14,2014,NA,"","F",95,17.7008177429845,23.542266626813,NA,NA,"Charter","TILT II",525931,NA,0,6,2,1
"109","CCI",7,15,2014,NA,"","F",98,19.5767833424166,26.0373198478463,NA,NA,"Charter","TILT II",525931,NA,0,6,2,1
"110","CCI",7,16,2014,NA,"","F",86,12.8216474535934,17.0529207932853,NA,NA,"Charter","TILT II",525931,NA,0,6,2,1
"111","CCI",7,17,2014,10,"","F",102,22.2860656615977,29.6406927344324,NA,NA,"Charter","TILT II",525931,NA,0,6,2,1
"112","CCI",7,18,2014,NA,"","F",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","TILT II",525931,NA,0,6,2,1
"113","CCI",7,19,2014,7,"","F",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","TILT II",525931,NA,0,6,2,1
"114","CCI",7,20,2014,NA,"","F",68,5.99097802244174,7.96806136347005,NA,NA,"Private","P1",525931,NA,0,6,2,1
"115","CCI",7,21,2014,NA,"I","F",82,10.9881791366113,14.614389387734,NA,NA,"Private","P1",525931,NA,0,6,2,1
"116","CCI",7,22,2014,NA,"","F",78,9.34448480063655,12.4282592963242,NA,NA,"Private","P1",525931,NA,0,6,2,1
"117","CCI",7,23,2014,NA,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Private","P1",525931,NA,0,6,2,1
"118","CCI",7,24,2014,8,"","F",82,10.9881791366113,14.614389387734,NA,NA,"Private","P1",525931,NA,0,6,2,1
"119","CCI",7,25,2014,NA,"I","F",81,10.5599122758681,14.0447901313923,NA,NA,"Private","P1",525931,NA,0,6,2,1
"120","CCI",7,26,2014,NA,"","F",93,16.5216570328072,21.9739709560743,NA,NA,"Private","P1",525931,NA,0,6,2,1
"121","CCI",7,27,2014,10,"","F",91,15.3979519606891,20.4794318448409,NA,NA,"Private","P1",525931,NA,0,6,2,1
"122","CCI",7,28,2014,NA,"","F",94,17.1042129489918,22.7487762166551,NA,NA,"Private","P1",525931,NA,0,6,2,1
"123","CCI",7,29,2014,NA,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Private","P1",525931,NA,0,6,2,1
"124","CCI",7,30,2014,10,"","F",82,10.9881791366113,14.614389387734,NA,NA,"Private","P1",525931,NA,0,6,2,1
"125","CCI",7,31,2014,10,"","F",84,11.8804731210747,15.8011494118613,NA,NA,"Private","P1",525931,NA,0,6,2,1
"126","CCI",7,32,2014,10,"","F",79,9.7382433958611,12.9519622105045,NA,NA,"Private","P1",525931,NA,0,6,2,1
"127","CCI",7,33,2014,15,"","M",82,10.9881791366113,14.614389387734,NA,NA,"Private","P1",525931,NA,0,6,2,1
"128","CCI",7,34,2014,16,"","M",87,13.3110166823064,17.703786817025,NA,NA,"Private","P1",525931,NA,0,6,2,1
"129","CCI",7,35,2014,NA,"","M",88,13.8131493343522,18.3716283228886,NA,NA,"Private","P1",525931,NA,0,6,2,1
"130","CCI",7,36,2014,NA,"","M",80,10.1433265474259,13.4907268991556,NA,NA,"Private","P1",525931,NA,0,6,2,1
"131","CCI",7,37,2014,NA,"","M",77,8.96187328124,11.9193821057382,NA,NA,"Private","P1",525931,NA,0,6,2,1
"132","CCI",7,38,2014,10,"","M",71,6.89042324147201,9.16433260189999,NA,NA,"Private","P1",525931,NA,0,6,2,1
"133","CCI",7,39,2014,11,"","M",83,11.4283062149386,15.1997628534186,NA,NA,"Private","P1",525931,NA,0,6,2,1
"134","CCI",8,1,2014,9,"","F",80,10.1433265474259,13.4907268991556,NA,NA,"Private","P1",525931,NA,0,6,3,2
"135","CCI",8,2,2014,10,"","F",77,8.96187328124,11.9193821057382,NA,NA,"Private","P2",525931,NA,0,6,3,2
"136","CCI",8,3,2014,7,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Private","P2",525931,NA,0,6,3,2
"137","CCI",8,4,2014,NA,"","F",89,14.3282275744224,19.0566875917582,NA,NA,"Private","P2",525931,NA,0,6,3,2
"138","CCI",8,5,2014,NA,"","F",84,11.8804731210747,15.8011494118613,NA,NA,"Private","P2",525931,NA,0,6,3,2
"139","CCI",8,6,2014,NA,"","M",68,5.99097802244174,7.96806136347005,NA,NA,"Private","P2",525931,NA,0,6,3,2
"140","CCI",8,7,2014,NA,"","M",67,5.71019855759206,7.59462183537565,NA,NA,"Private","P2",525931,NA,0,6,3,2
"141","CCI",8,8,2014,NA,"","M",77,8.96187328124,11.9193821057382,NA,NA,"Private","P2",525931,NA,0,6,3,2
"142","CCI",8,9,2014,NA,"","M",75,8.22938427965115,10.9451643251248,NA,NA,"Private","P2",525931,NA,0,6,3,2
"143","CCI",9,1,2014,NA,"","M",67,5.71019855759206,7.59462183537565,NA,NA,"Private","P1",525931,NA,0,6,7,2
"144","CCI",9,2,2014,NA,"","M",78,9.34448480063655,12.4282592963242,NA,NA,"Private","P1",525931,NA,0,6,7,2
"145","CCI",9,3,2014,NA,"","F",67,5.71019855759206,7.59462183537565,NA,NA,"Private","P1",525931,NA,0,6,7,2
"146","CCI",9,4,2014,NA,"","F",80,10.1433265474259,13.4907268991556,NA,NA,"Private","P1",525931,NA,0,6,7,2
"147","CCI",9,5,2014,NA,"","F",80,10.1433265474259,13.4907268991556,NA,NA,"Private","P1",525931,NA,0,6,7,2
"148","CCI",9,6,2014,9,"","F",74,7.87915458445051,10.4793552882339,NA,NA,"Private","P1",525931,NA,0,6,7,2
"149","CCI",9,7,2014,NA,"","F",65,5.17616515408831,6.8843520074242,NA,NA,"Private","P1",525931,NA,0,6,7,2
"150","CCI",9,8,2014,NA,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Private","P1",525931,NA,0,6,7,2
"151","CCI",9,9,2014,NA,"","F",69,6.2811606783156,8.35400723073185,NA,NA,"Private","P1",525931,NA,0,6,7,2
"152","CCI",9,10,2014,NA,"","F",72,7.20984847775072,9.58917139686394,NA,NA,"Charter","INDEPENDENCE",525931,NA,0,6,7,2
"153","CCI",9,11,2014,NA,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","INDEPENDENCE",525931,NA,0,6,7,2
"154","CCI",9,12,2014,NA,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","INDEPENDENCE",525931,NA,0,6,7,2
"155","CCI",9,13,2014,NA,"","M",71,6.89042324147201,9.16433260189999,NA,NA,"Charter","INDEPENDENCE",525931,NA,0,6,7,2
"156","CCI",9,14,2014,10,"","M",90,14.8564340647168,19.7592075662069,NA,NA,"Charter","INDEPENDENCE",525931,NA,0,6,7,2
"157","CCI",9,15,2014,NA,"","M",74,7.87915458445051,10.4793552882339,NA,NA,"Charter","INDEPENDENCE",525931,NA,0,6,7,2
"158","CCI",10,1,2014,NA,"","M",82,10.9881791366113,14.614389387734,NA,NA,"Private","P1",525931,NA,0,6,12,2
"159","CCI",10,2,2014,NA,"","M",80,10.1433265474259,13.4907268991556,NA,NA,"Private","P1",525931,NA,0,6,12,2
"160","CCI",10,3,2014,NA,"","M",81,10.5599122758681,14.0447901313923,NA,NA,"Private","P1",525931,NA,0,6,12,2
"161","CCI",10,4,2014,NA,"","M",83,11.4283062149386,15.1997628534186,NA,NA,"Private","P1",525931,NA,0,6,12,2
"162","CCI",10,5,2014,NA,"","M",82,10.9881791366113,14.614389387734,NA,NA,"Private","P1",525931,NA,0,6,12,2
"163","CCI",10,6,2014,NA,"","F",88,13.8131493343522,18.3716283228886,NA,NA,"Private","P1",525931,NA,0,6,12,2
"164","CCI",10,7,2014,9,"","F",84,11.8804731210747,15.8011494118613,NA,NA,"Private","P1",525931,NA,0,6,12,2
"165","CCI",10,8,2014,NA,"","F",80,10.1433265474259,13.4907268991556,NA,NA,"Private","P1",525931,NA,0,6,12,2
"166","CCI",10,9,2014,NA,"","F",76,8.5902319024382,11.4250953130969,NA,NA,"Private","P2",525931,NA,0,6,12,2
"167","CCI",10,10,2014,NA,"","F",72,7.20984847775072,9.58917139686394,NA,NA,"Private","P2",525931,NA,0,6,12,2
"168","CCI",10,11,2014,NA,"","F",102,22.2860656615977,29.6406927344324,NA,NA,"Private","P2",525931,NA,0,6,12,2
"169","CCI",10,12,2014,NA,"","F",77,8.96187328124,11.9193821057382,NA,NA,"Private","P2",525931,NA,0,6,12,2
"170","CCI",10,13,2014,8,"","F",75,8.22938427965115,10.9451643251248,NA,NA,"Private","P2",525931,NA,0,6,12,2
"171","CCI",11,1,2014,11,"","M",83,11.4283062149386,15.1997628534186,NA,NA,"Private","P1",525931,NA,0,6,16,1
"172","CCI",11,2,2014,NA,"","F",84,11.8804731210747,15.8011494118613,NA,NA,"Private","P1",525931,NA,0,6,16,1
"173","CCI",11,3,2014,8,"","F",84,11.8804731210747,15.8011494118613,NA,NA,"Private","P1",525931,NA,0,6,16,1
"174","CCI",11,4,2014,9,"","F",84,11.8804731210747,15.8011494118613,NA,NA,"Private","P1",525931,NA,0,6,16,1
"175","CCI",11,5,2014,9,"","F",79,9.7382433958611,12.9519622105045,NA,NA,"Private","P1",525931,NA,0,6,16,1
"176","CCI",11,6,2014,NA,"","F",84,11.8804731210747,15.8011494118613,NA,NA,"Private","P1",525931,NA,0,6,16,1
"177","CCI",12,1,2014,NA,"","F",67,5.71019855759206,7.59462183537565,NA,NA,"Charter","TNT",525931,NA,0,6,18,1
"178","CCI",12,2,2014,NA,"","F",86,12.8216474535934,17.0529207932853,NA,NA,"Charter","TNT",525931,NA,0,6,18,1
"179","CCI",12,3,2014,NA,"","F",75,8.22938427965115,10.9451643251248,NA,NA,"Charter","TNT",525931,NA,0,6,18,1
"180","CCI",12,4,2014,8,"","F",97,18.9369166767327,25.1862907107824,NA,NA,"Charter","TNT",525931,NA,0,6,18,1
"181","CCI",12,5,2014,NA,"","F",97,18.9369166767327,25.1862907107824,NA,NA,"Charter","TNT",525931,NA,0,6,18,1
"182","CCI",12,6,2014,NA,"","F",70,6.58091829516383,8.7526878929321,NA,NA,"Charter","TNT",525931,NA,0,6,18,1
"183","CCI",12,7,2014,11,"","F",109,27.633169602028,36.7523950565912,NA,NA,"Charter","TNT",525931,NA,0,6,18,1
"184","CCI",12,8,2014,NA,"","M",70,6.58091829516383,8.7526878929321,NA,NA,"Charter","TNT",525931,NA,0,6,18,1
"185","CCI",12,9,2014,10,"","M",72,7.20984847775072,9.58917139686394,NA,NA,"Charter","TNT",525931,NA,0,6,18,1
"186","CCI",12,10,2014,NA,"","M",68,5.99097802244174,7.96806136347005,NA,NA,"Charter","TNT",525931,NA,0,6,18,1
"187","CCI",12,11,2014,7,"","M",68,5.99097802244174,7.96806136347005,NA,NA,"Charter","BIG IRON",525931,NA,0,6,18,1
"188","CCI",12,12,2014,NA,"","M",75,8.22938427965115,10.9451643251248,NA,NA,"Charter","BIG IRON",525931,NA,0,6,18,1
"189","CCI",12,13,2014,7,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","BIG IRON",525931,NA,0,6,18,1
"190","CCI",12,14,2014,9,"","F",70,6.58091829516383,8.7526878929321,NA,NA,"Charter","BIG IRON",525931,NA,0,6,18,1
"191","CCI",12,15,2014,7,"","F",69,6.2811606783156,8.35400723073185,NA,NA,"Charter","BIG IRON",525931,NA,0,6,18,1
"192","CCI",12,16,2014,8,"","F",82,10.9881791366113,14.614389387734,NA,NA,"Charter","BIG IRON",525931,NA,0,6,18,1
"193","CCI",12,17,2014,8,"","F",80,10.1433265474259,13.4907268991556,NA,NA,"Charter","BIG IRON",525931,NA,0,6,18,1
"194","CCI",12,18,2014,NA,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","BIG IRON",525931,NA,0,6,18,1
"195","CCI",12,19,2014,NA,"","F",83,11.4283062149386,15.1997628534186,NA,NA,"Charter","BIG IRON",525931,NA,0,6,18,1
"196","CCI",12,20,2014,NA,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","BIG IRON",525931,NA,0,6,18,1
"197","CCI",12,21,2014,8,"","F",70,6.58091829516383,8.7526878929321,NA,NA,"Charter","DISCOVER II",515939,NA,0,6,18,1
"198","CCI",12,22,2014,NA,"","F",71,6.89042324147201,9.16433260189999,NA,NA,"Charter","DISCOVER II",515939,NA,0,6,18,1
