"","MB_MR","SITE","SPECCODE","SURVAREA","SHSITE","YEAR","DATE","DAY_TYPE","SHIFT","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","HEADVAR2","SAMPTYPE","LITHCODE","LINENO","LENGTH","AREA","SUBAREA","CLASS","CLASSN","INTVNUMB","PHOTO_NUM","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","NOTES2","SAMP_TYPE","R_SLOT","MONTH","LENCM","GROSSWT","NETWT","ROUNDWT","TAGNO","GF_area","LC_area"
"7383","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,13,NA,1,"D","00117718","11",710,12,NA,2,"Charter",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","LEGAL",9,71,7.98929093548086,6.89042324147201,9.16426291115777,"","SSEI","SSEIW"
"7384","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,13,NA,1,"D","00117718","12",715,25,NA,2,"Charter",10,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","LEGAL",9,71.5,8.17302377304676,7.04888499038183,9.37501703720783,"","SSEI","SSEIW"
"7385","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,13,NA,1,"D","00117718","13",1115,25,NA,2,"Charter",10,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","LEGAL",9,111.5,34.4827391638797,29.7398942263095,39.5540593209916,"","SSEI","SSEIW"
"7386","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,13,NA,1,"D","00117718","14",1105,25,NA,2,"Charter",10,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","LEGAL",9,110.5,33.4907572619574,28.884352075282,38.4161882601251,"","SSEI","SSEIW"
"7387","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,13,NA,1,"D","00117718","15",1040,25,NA,2,"Charter",10,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","LEGAL",9,104,27.51814825208,23.7332311227181,31.5651973932151,"","SSEI","SSEIW"
"7388","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,13,NA,1,"D","00117718","16",1145,25,NA,2,"Charter",10,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","INSIDE",9,114.5,37.5803623762038,32.411462347672,43.1072449224037,"","SSEI","SSEIW"
"7389","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,13,NA,1,"D","00117718","17",890,26,NA,2,"Charter",11,"","2C",101210,"10121","101","21","101-21","","Catch Sampler","LEGAL",9,89,16.6132579480539,14.3282275744224,19.0565426739818,"","SSEI","SSEIW"
"7390","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,13,NA,1,"D","00117718","18",880,26,NA,2,"Charter",11,"","2C",101210,"10121","101","21","101-21","","Catch Sampler","LEGAL",9,88,16.0160363013939,13.8131493343522,18.3714886146885,"","SSEI","SSEIW"
"7391","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,13,NA,1,"D","00117718","19",810,26,NA,2,"Charter",11,"","2C",101210,"10121","101","21","101-21","","Catch Sampler","LEGAL",9,81,12.2439810253286,10.5599122758681,14.0446833269046,"","SSEI","SSEIW"
"7392","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,13,NA,1,"D","00117718","20",820,26,NA,2,"Charter",11,"","2C",101210,"10121","101","21","101-21","","Catch Sampler","LEGAL",9,82,12.7405468281241,10.9881791366113,14.614278251693,"","SSEI","SSEIW"
"7393","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,7,NA,3,"A","00118265","01",565,8,NA,1,"Private",1,"","2C",101452,"10145","101","45","101-45","","Creel Sampler","N_A",9,56.5,3.81125632105822,3.28704629057873,4.37177156646971,"","SSEI","SSEIW"
"7394","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,7,NA,3,"A","00118265","02",545,8,NA,1,"Private",1,"","2C",101452,"10145","101","45","101-45","","Creel Sampler","N_A",9,54.5,3.3912191351827,2.92478210327949,3.88996019736172,"","SSEI","SSEIW"
"7395","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,7,NA,3,"A","00118265","03",580,8,NA,1,"Private",1,"","2C",101452,"10145","101","45","101-45","","Creel Sampler","N_A",9,58,4.14894698877777,3.57829011234887,4.759125849424,"","SSEI","SSEIW"
"7396","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-05,1,NA,18,21,36,7,NA,3,"A","00118265","04",600,8,NA,1,"Private",1,"","2C",101452,"10145","101","45","101-45","","Creel Sampler","N_A",9,60,4.63064233543596,3.99373183786951,5.31166334436644,"","SSEI","SSEIW"
"7397","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-06,1,NA,18,21,36,4,NA,1,"D","00117713","01",750,23,NA,2,"Charter",24,"","2C",102100,"10210","102","10","102-10","","Catch Sampler","LEGAL",9,75,9.54178617567186,8.22938427965115,10.945081091936,"","SSEI","SSEIW"
"7398","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-06,1,NA,18,21,36,4,NA,1,"D","00117713","02",880,23,NA,2,"Charter",24,"","2C",102100,"10210","102","10","102-10","","Catch Sampler","LEGAL",9,88,16.0160363013939,13.8131493343522,18.3714886146885,"","SSEI","SSEIW"
"7399","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-06,1,NA,18,21,36,4,NA,1,"D","00117713","03",825,23,NA,2,"Charter",24,"","2C",102100,"10210","102","10","102-10","","Catch Sampler","LEGAL",9,82.5,12.9939735987757,11.2067489351843,14.9049760837951,"","SSEI","SSEIW"
"7400","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-06,1,NA,18,21,36,4,NA,1,"D","00117713","04",780,23,NA,2,"Charter",24,"","2C",102100,"10210","102","10","102-10","","Catch Sampler","LEGAL",9,78,10.8347201758416,9.34448480063655,12.4281647848466,"","SSEI","SSEIW"
"7401","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-06,1,NA,18,21,36,4,NA,1,"D","00117713","05",805,23,NA,2,"Charter",24,"","2C",102100,"10210","102","10","102-10","","Catch Sampler","LEGAL",9,80.5,12.0007900817551,10.3501704423003,13.7657266882595,"","SSEI","SSEIW"
"7402","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-06,1,NA,18,21,36,4,NA,1,"D","00117713","06",735,1,NA,1,"Private",31,"","2C",101900,"10190","101","90","101-90","","Catch Sampler","N_A",9,73.5,8.93721416866509,7.70796666676608,10.2515956667989,"","SSEI","SSEIW"
"7403","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-06,1,NA,18,21,36,4,NA,1,"D","00117713","07",670,1,NA,1,"Private",31,"","2C",101900,"10190","101","90","101-90","","Catch Sampler","N_A",9,67,6.62084693163495,5.71019855759206,7.59456408159744,"","SSEI","SSEIW"
"7404","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-06,1,NA,18,21,36,4,NA,1,"D","00117713","08",680,1,NA,1,"Private",36,"","2C",101900,"10190","101","90","101-90","","Catch Sampler","N_A",9,68,6.94640441261685,5.99097802244174,7.96800076984751,"","SSEI","SSEIW"
"7405","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-06,1,NA,18,21,36,7,NA,3,"C","00118272","01",675,12,NA,1,"Private",9,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",9,67.5,6.7822752439286,5.84942360319903,7.77973339225472,"","SSEI","SSEIW"
"7406","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-06,1,NA,18,21,36,7,NA,3,"C","00118272","02",740,12,NA,1,"Private",10,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",9,74,9.13570271299549,7.87915458445051,10.4792755973192,"","SSEI","SSEIW"
"7407","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-06,1,NA,18,21,36,7,NA,3,"C","00118272","03",1150,25,NA,1,"Private",13,"","2C",101230,"10123","101","23","101-23","","Creel Sampler","N_A",9,115,38.114672238638,32.8722818526814,43.7201348640662,"","SSEI","SSEIW"
"7408","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","01",965,12,NA,1,"Private",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,96.5,21.592338598755,18.6224726224267,24.7678885878275,"","SSEI","SSEIW"
"7409","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","02",855,12,NA,1,"Private",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,85.5,14.5881895772432,12.5816923336246,16.7336508037207,"","SSEI","SSEIW"
"7410","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","03",830,12,NA,1,"Private",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,83,13.2508642867348,11.4283062149386,15.1996472658684,"","SSEI","SSEIW"
"7411","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","04",870,12,NA,1,"Private",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,87,15.4338247731885,13.3110166823064,17.7036521874675,"","SSEI","SSEIW"
"7412","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","05",805,12,NA,1,"Private",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,80.5,12.0007900817551,10.3501704423003,13.7657266882595,"","SSEI","SSEIW"
"7413","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","06",820,12,NA,1,"Private",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,82,12.7405468281241,10.9881791366113,14.614278251693,"","SSEI","SSEIW"
"7414","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","07",700,12,NA,1,"Private",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,70,7.6304269041477,6.58091829516383,8.7526213325679,"","SSEI","SSEIW"
"7415","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","08",835,12,NA,1,"Private",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,83.5,13.5112449427298,11.6528734435183,15.4983216798794,"","SSEI","SSEIW"
"7416","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","09",785,12,NA,1,"Private",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,78.5,11.0613688531761,9.53995963395614,12.6881463131617,"","SSEI","SSEIW"
"7417","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","10",725,12,NA,1,"Private",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,72.5,8.54921675080914,7.37333541510483,9.80653610208943,"","SSEI","SSEIW"
"7418","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","11",1225,7,NA,1,"Private",10,"","2C",101270,"10127","101","27","101-27","","Catch Sampler","N_A",9,122.5,46.7726648268007,40.3394317957418,53.6514442883365,"","SSEI","SSEIW"
"7419","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","12",640,7,NA,1,"Private",10,"","2C",101270,"10127","101","27","101-27","","Catch Sampler","N_A",9,64,5.70761016092118,4.92257072920152,6.54701906983802,"","SSEI","SSEIW"
"7420","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","13",800,7,NA,1,"Private",10,"","2C",101270,"10127","101","27","101-27","","Catch Sampler","N_A",9,80,11.7609592329861,10.1433265474259,13.4906243080765,"","SSEI","SSEIW"
"7421","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","14",1450,26,NA,1,"Private",11,"","2C",101210,"10121","101","21","101-21","","Catch Sampler","N_A",9,145,80.772497949408,69.6628401239782,92.651577364891,"","SSEI","SSEIW"
"7422","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","15",1335,26,NA,1,"Private",11,"","2C",101210,"10121","101","21","101-21","","Catch Sampler","N_A",9,133.5,61.8002863800339,53.3001154972937,70.8891536114007,"","SSEI","SSEIW"
"7423","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","16",1360,12,NA,1,"Private",13,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,136,65.6292210769777,56.6024086343144,75.2812034836381,"","SSEI","SSEIW"
"7424","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","17",1020,12,NA,1,"Private",13,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,102,25.8401924146095,22.2860656615977,29.6404673299249,"","SSEI","SSEIW"
"7425","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,13,NA,1,"D","00117715","18",1075,12,NA,1,"Private",13,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,107.5,30.6333583196463,26.4199671578647,35.1385563199601,"","SSEI","SSEIW"
"7426","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,14,2,2,"C","00117618","01",825,7,NA,1,"Private",1,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",9,82.5,12.9939735987757,11.2067489351843,14.9049760837951,"","SSEI","SSEIW"
"7427","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,14,2,2,"C","00117618","02",810,7,NA,1,"Private",1,"","2C",101270,"10127","101","27","101-27","","Creel Sampler","N_A",9,81,12.2439810253286,10.5599122758681,14.0446833269046,"","SSEI","SSEIW"
"7428","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,15,NA,3,"C","00118275","01",1460,5,NA,1,"Private",18,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",9,146,82.5913261371203,71.2315019887251,94.7378976450044,"","SSEI","SSEIW"
"7429","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,15,NA,3,"C","00118275","02",1125,5,NA,1,"Private",18,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",9,112.5,35.4948511650989,30.6127977308248,40.7150209819969,"","SSEI","SSEIW"
"7430","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-07,1,NA,18,21,36,15,NA,3,"C","00118275","03",620,1,NA,1,"Private",22,"","2C",101900,"10190","101","90","101-90","","Creel Sampler","N_A",9,62,5.14968021090387,4.44137990441386,5.90703527287044,"","SSEI","SSEIW"
"7431","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","01",800,7,NA,2,"Charter",2,"","2C",101270,"10127","101","27","101-27","","Catch Sampler","LEGAL",9,80,11.7609592329861,10.1433265474259,13.4906243080765,"","SSEI","SSEIW"
"7432","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","02",630,7,NA,2,"Charter",2,"","2C",101270,"10127","101","27","101-27","","Catch Sampler","LEGAL",9,63,5.42368635597346,4.67769853713618,6.22133905439112,"","SSEI","SSEIW"
"7433","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","03",660,7,NA,2,"Charter",2,"","2C",101270,"10127","101","27","101-27","","Catch Sampler","LEGAL",9,66,6.3059937777102,5.43865111903038,7.2334059883104,"","SSEI","SSEIW"
"7434","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","04",830,12,NA,2,"Charter",5,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","LEGAL",9,83,13.2508642867348,11.4283062149386,15.1996472658684,"","SSEI","SSEIW"
"7435","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","05",900,12,NA,2,"Charter",5,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","LEGAL",9,90,17.2257015058852,14.8564340647168,19.7590573060733,"","SSEI","SSEIW"
"7436","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","06",1040,12,NA,1,"Private",7,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,104,27.51814825208,23.7332311227181,31.5651973932151,"","SSEI","SSEIW"
"7437","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","07",1080,12,NA,1,"Private",7,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,108,31.0974053397255,26.8201879531908,35.6708499777437,"","SSEI","SSEIW"
"7438","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","08",1000,12,NA,1,"Private",7,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,100,24.2343394485858,20.9010858569024,27.7984441896802,"","SSEI","SSEIW"
"7439","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","09",1010,12,NA,1,"Private",7,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,101,25.0283625747782,21.5858969931053,28.7092430008301,"","SSEI","SSEIW"
"7440","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","10",960,12,NA,1,"Private",7,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,96,21.2319548395287,18.3116569755219,24.3545037774442,"","SSEI","SSEIW"
"7441","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","11",920,12,NA,1,"Private",7,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,92,18.497104380677,15.9529649068762,21.2174433261454,"","SSEI","SSEIW"
"7442","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","12",850,12,NA,1,"Private",7,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,85,14.3135877905572,12.344859985371,16.4186637805435,"","SSEI","SSEIW"
"7443","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","13",830,12,NA,1,"Private",7,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,83,13.2508642867348,11.4283062149386,15.1996472658684,"","SSEI","SSEIW"
"7444","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","14",840,12,NA,1,"Private",7,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,84,13.7751416551806,11.8804731210747,15.8010292510293,"","SSEI","SSEIW"
"7445","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","15",895,12,NA,1,"Private",7,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","N_A",9,89.5,16.9175637286307,14.5906783525871,19.4056022089408,"","SSEI","SSEIW"
"7446","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","16",910,12,NA,2,"Charter",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","LEGAL",9,91,17.8535793395215,15.3979519606891,20.4792761077166,"","SSEI","SSEIW"
"7447","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","17",950,12,NA,2,"Charter",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","LEGAL",9,95,20.5237004736467,17.7008177429845,23.5420875981694,"","SSEI","SSEIW"
"7448","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","18",890,12,NA,2,"Charter",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","LEGAL",9,89,16.6132579480539,14.3282275744224,19.0565426739818,"","SSEI","SSEIW"
"7449","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,13,NA,1,"D","00117708","19",930,12,NA,2,"Charter",8,"","2C",101411,"10141","101","41","101-41","","Catch Sampler","LEGAL",9,93,19.1564901234037,16.5216570328072,21.9738038536336,"","SSEI","SSEIW"
"7450","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,7,NA,3,"A","00118295","01",955,24,NA,1,"Private",11,"","2C",101250,"10125","101","25","101-25","","Creel Sampler","N_A",9,95.5,20.8757511242235,18.0044464385095,23.9459137632177,"","SSEI","SSEIW"
"7451","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-08,1,NA,18,21,37,15,12,4,"A","00117930","01",1120,1,NA,1,"Private",3,"","2C",101900,"10190","101","90","101-90","","Creel Sampler","N_A",9,112,34.9862649065803,30.174163738861,40.1316377726851,"","SSEI","SSEIW"
"7452","Marine Boat","KETCHIKAN","200","A",81,2013,2013-09-15,1,NA,18,22,38,15,12,1,"C","00117710","01",690,3,NA,1,"Private",15,"","2C",101850,"10185","101","85","101-85","","Creel Sampler","N_A",9,69,7.28286468232178,6.2811606783156,8.35394370215975,"","SSEI","SSEIW"
"7453","Marine Boat","KLAWOCK","200","B",752,2013,2013-05-10,1,NA,9,4,19,2,7,9,"C","00111911","01",620,5,NA,1,"Private",1,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",5,62,5.14968021090387,4.44137990441386,5.90703527287044,"","SSEO","SSEOC"
"7454","Marine Boat","KLAWOCK","200","B",752,2013,2013-05-26,1,NA,10,6,22,2,9,9,"C","00111949","01",600,5,NA,1,"Private",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",5,60,4.63064233543596,3.99373183786951,5.31166334436644,"","SSEO","SSEOC"
"7455","Marine Boat","KLAWOCK","200","B",752,2013,2013-05-26,1,NA,10,6,22,2,9,9,"C","00111949","02",610,5,NA,1,"Private",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",5,61,4.88539689627812,4.21344679894347,5.60388424259482,"","SSEO","SSEOC"
"7456","Marine Boat","KLAWOCK","200","B",752,2013,2013-05-26,1,NA,10,6,22,2,9,9,"C","00111949","03",640,5,NA,1,"Private",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",5,64,5.70761016092118,4.92257072920152,6.54701906983802,"","SSEO","SSEOC"
"7457","Marine Boat","KLAWOCK","200","B",752,2013,2013-05-26,1,NA,10,6,22,2,9,9,"C","00111949","04",680,5,NA,1,"Private",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",5,68,6.94640441261685,5.99097802244174,7.96800076984751,"","SSEO","SSEOC"
"7458","Marine Boat","KLAWOCK","200","B",752,2013,2013-05-26,1,NA,10,6,22,2,7,9,"C","00111949","05",650,6,NA,1,"Private",6,"","2C",104350,"10435","104","35","104-35","","Creel Sampler","N_A",5,65,6.00164719885555,5.17616515408831,6.88429965493745,"","SSEO","SSEOC"
"7459","Marine Boat","KLAWOCK","200","B",752,2013,2013-06-02,1,NA,11,7,23,2,8,10,"A","00111273","01",820,1,NA,1,"Private",2,"","2C",103600,"10360","103","60","103-60","","Creel Sampler","N_A",6,82,12.7405468281241,10.9881791366113,14.614278251693,"","SSEI","SSEOC"
"7460","Marine Boat","KLAWOCK","200","B",752,2013,2013-06-02,1,NA,11,7,23,2,7,10,"A","00111273","02",710,5,NA,1,"Private",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,71,7.98929093548086,6.89042324147201,9.16426291115777,"","SSEO","SSEOC"
"7461","Marine Boat","KLAWOCK","200","B",752,2013,2013-06-02,1,NA,11,7,23,2,7,10,"A","00111273","03",860,5,NA,1,"Private",5,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,86,14.8664121475711,12.8216474535934,17.0527911132793,"","SSEO","SSEOC"
"7462","Marine Boat","KLAWOCK","200","B",752,2013,2013-06-05,1,NA,11,8,23,2,7,10,"A","00111277","01",1100,3,NA,1,"Private",4,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,110,33.0022451961432,28.4630312197507,37.8558315222684,"","SSEI","SSEOC"
"7463","Marine Boat","KLAWOCK","200","B",752,2013,2013-06-05,1,NA,11,8,23,2,7,10,"A","00111277","02",1260,3,NA,1,"Private",4,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,126,51.2426702744011,44.1946211578998,58.7788461400068,"","SSEI","SSEOC"
"7464","Marine Boat","KLAWOCK","200","B",752,2013,2013-06-16,1,NA,12,9,25,2,8,9,"C","00111931","01",610,3,NA,1,"Private",1,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,61,4.88539689627812,4.21344679894347,5.60388424259482,"","SSEI","SSEOC"
"7465","Marine Boat","KLAWOCK","200","B",752,2013,2013-06-16,1,NA,12,9,25,2,8,9,"C","00111931","02",720,3,NA,1,"Private",1,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,72,8.35965732014726,7.20984847775072,9.58909847540845,"","SSEI","SSEOC"
"7466","Marine Boat","KLAWOCK","200","B",752,2013,2013-06-16,1,NA,12,9,25,2,8,9,"C","00111931","03",640,3,NA,1,"Private",1,"","2C",103700,"10370","103","70","103-70","","Creel Sampler","N_A",6,64,5.70761016092118,4.92257072920152,6.54701906983802,"","SSEI","SSEOC"
"7467","Marine Boat","KLAWOCK","200","B",752,2013,2013-06-16,1,NA,12,9,25,2,9,9,"C","00111931","04",1350,5,NA,2,"Charter",8,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","INSIDE",6,135,64.0785383269988,55.2650107917659,73.5024643530487,"","SSEO","SSEOC"
"7468","Marine Boat","KLAWOCK","200","B",752,2013,2013-06-16,1,NA,12,9,25,2,9,9,"C","00111931","05",1300,5,NA,2,"Charter",8,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","INSIDE",6,130,56.7032103867,48.9041044906044,65.0424589725038,"","SSEO","SSEOC"
"7469","Marine Boat","KLAWOCK","200","B",752,2013,2013-06-16,1,NA,12,9,25,2,9,9,"C","00111931","06",990,5,NA,2,"Charter",8,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","LEGAL",6,99,23.4579046802108,20.2314439303907,26.9078204274196,"","SSEO","SSEOC"
"7470","Marine Boat","KLAWOCK","200","B",752,2013,2013-06-19,1,NA,12,10,25,2,10,10,"C","00111291","01",1070,5,NA,1,"Private",8,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,107,30.1741209216465,26.0238944567846,34.6117796275235,"","SSEO","SSEOC"
"7471","Marine Boat","KLAWOCK","200","B",752,2013,2013-06-19,1,NA,12,10,25,2,10,10,"C","00111291","02",740,5,NA,1,"Private",8,"","2C",104400,"10440","104","40","104-40","","Creel Sampler","N_A",6,74,9.13570271299549,7.87915458445051,10.4792755973192,"","SSEO","SSEOC"
