"","MB_MR","SITE","SPECCODE","SURVAREA","SHSITE","YEAR","DATE","DAY_TYPE","SHIFT","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","HEADVAR2","SAMPTYPE","LITHCODE","LINENO","LENGTH","AREA","SUBAREA","CLASS","CLASSN","INTVNUMB","PHOTO_NUM","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","NOTES2","SAMP_TYPE","R_SLOT","MONTH","LENCM","GROSSWT","NETWT","ROUNDWT","TAGNO","GF_area","LC_area"
"2381","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120975","05",1320,29,NA,1,"Private",16,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,132,59.5786589959682,51.384056477203,68.34079511468,"","NSEI","NSEI"
"2382","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120975","06",855,29,NA,1,"Private",16,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,85.5,14.5881895772432,12.5816923336246,16.7336508037207,"","NSEI","NSEI"
"2383","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120975","07",915,55,NA,2,"Charter",19,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","LEGAL",8,91.5,18.1733726289059,15.6737600557299,20.8461008741207,"","NSEO","NSEO"
"2384","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120975","08",865,55,NA,2,"Charter",19,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","LEGAL",8,86.5,15.1482817758779,13.0647480057745,17.3761148476801,"","NSEO","NSEO"
"2385","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120975","09",1020,55,NA,2,"Charter",19,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","LEGAL",8,102,25.8401924146095,22.2860656615977,29.6404673299249,"","NSEO","NSEO"
"2386","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120975","10",735,55,NA,2,"Charter",19,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","LEGAL",8,73.5,8.93721416866509,7.70796666676608,10.2515956667989,"","NSEO","NSEO"
"2387","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","01",645,29,NA,2,"Charter",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,64.5,5.85335227363961,5.04826709560576,6.71419523715566,"","NSEI","NSEI"
"2388","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","02",610,29,NA,2,"Charter",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,61,4.88539689627812,4.21344679894347,5.60388424259482,"","NSEI","NSEI"
"2389","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","03",735,29,NA,2,"Charter",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,73.5,8.93721416866509,7.70796666676608,10.2515956667989,"","NSEI","NSEI"
"2390","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","04",735,29,NA,2,"Charter",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,73.5,8.93721416866509,7.70796666676608,10.2515956667989,"","NSEI","NSEI"
"2391","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","05",940,29,NA,2,"Charter",6,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,94,19.8319506194401,17.1042129489918,22.7486032221592,"","NSEI","NSEI"
"2392","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","06",815,29,NA,2,"Charter",6,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,81.5,12.4905579619162,10.7725743842323,14.327523931029,"","NSEI","NSEI"
"2393","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","07",685,29,NA,2,"Charter",6,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,68.5,7.11325926752169,6.13488322998436,8.1593946958792,"","NSEI","NSEI"
"2394","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","08",715,29,NA,2,"Charter",6,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,71.5,8.17302377304676,7.04888499038183,9.37501703720783,"","NSEI","NSEI"
"2395","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","09",1565,30,NA,1,"Private",8,"","2C",114700,"11470","114","70","114-70","","Creel Sampler","N_A",8,156.5,103.432650652945,89.2062569434031,118.644321734726,"","NSEI","NSEI"
"2396","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","10",1220,30,NA,1,"Private",8,"","2C",114700,"11470","114","70","114-70","","Creel Sampler","N_A",8,122,46.1569430614005,39.8083979910079,52.9451693280405,"","NSEI","NSEI"
"2397","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","11",1755,30,NA,1,"Private",8,"","2C",114700,"11470","114","70","114-70","","Creel Sampler","N_A",8,175.5,149.930178527728,129.308394833581,171.980165128662,"","NSEI","NSEI"
"2398","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","12",1170,30,NA,1,"Private",8,"","2C",114700,"11470","114","70","114-70","","Creel Sampler","N_A",8,117,40.3044852375254,34.7609023202377,46.2320000859161,"","NSEI","NSEI"
"2399","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","13",865,30,NA,1,"Private",8,"","2C",114700,"11470","114","70","114-70","","Creel Sampler","N_A",8,86.5,15.1482817758779,13.0647480057745,17.3761148476801,"","NSEI","NSEI"
"2400","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","14",840,30,NA,1,"Private",8,"","2C",114700,"11470","114","70","114-70","","Creel Sampler","N_A",8,84,13.7751416551806,11.8804731210747,15.8010292510293,"","NSEI","NSEI"
"2401","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","15",775,30,NA,1,"Private",8,"","2C",114700,"11470","114","70","114-70","","Creel Sampler","N_A",8,77.5,10.6113026846215,9.15179672775422,12.1718896479131,"","NSEI","NSEI"
"2402","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","16",810,30,NA,1,"Private",8,"","2C",114700,"11470","114","70","114-70","","Creel Sampler","N_A",8,81,12.2439810253286,10.5599122758681,14.0446833269046,"","NSEI","NSEI"
"2403","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","17",865,29,NA,2,"Charter",10,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,86.5,15.1482817758779,13.0647480057745,17.3761148476801,"","NSEI","NSEI"
"2404","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","18",990,29,NA,2,"Charter",10,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,99,23.4579046802108,20.2314439303907,26.9078204274196,"","NSEI","NSEI"
"2405","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","19",1140,29,NA,2,"Charter",13,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,114,37.0512534704059,31.9551284463005,42.5003208335797,"","NSEI","NSEI"
"2406","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-16,1,NA,16,18,33,1,NA,16,"C","00120976","20",1130,29,NA,2,"Charter",13,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,113,36.0085259679733,31.0558203756211,41.3042410995761,"","NSEI","NSEI"
"2407","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","01",1115,29,NA,2,"Charter",1,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,111.5,34.4827391638797,29.7398942263095,39.5540593209916,"","NSEI","NSEI"
"2408","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","02",970,29,NA,2,"Charter",1,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,97,21.9569294148405,18.9369166767327,25.1860991800545,"","NSEI","NSEI"
"2409","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","03",1040,29,NA,2,"Charter",1,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,104,27.51814825208,23.7332311227181,31.5651973932151,"","NSEI","NSEI"
"2410","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","04",785,29,NA,2,"Charter",1,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,78.5,11.0613688531761,9.53995963395614,12.6881463131617,"","NSEI","NSEI"
"2411","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","05",675,29,NA,2,"Charter",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,67.5,6.7822752439286,5.84942360319903,7.77973339225472,"","NSEI","NSEI"
"2412","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","06",710,29,NA,2,"Charter",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,71,7.98929093548086,6.89042324147201,9.16426291115777,"","NSEI","NSEI"
"2413","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","07",740,29,NA,2,"Charter",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,74,9.13570271299549,7.87915458445051,10.4792755973192,"","NSEI","NSEI"
"2414","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","08",660,29,NA,2,"Charter",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,66,6.3059937777102,5.43865111903038,7.2334059883104,"","NSEI","NSEI"
"2415","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","09",645,29,NA,2,"Charter",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,64.5,5.85335227363961,5.04826709560576,6.71419523715566,"","NSEI","NSEI"
"2416","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","10",1140,29,NA,2,"Charter",5,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,114,37.0512534704059,31.9551284463005,42.5003208335797,"","NSEI","NSEI"
"2417","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","11",965,29,NA,2,"Charter",8,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,96.5,21.592338598755,18.6224726224267,24.7678885878275,"","NSEI","NSEI"
"2418","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","12",905,29,NA,2,"Charter",8,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,90.5,17.5376978432305,15.1255176206242,20.1169384354302,"","NSEI","NSEI"
"2419","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","13",810,29,NA,2,"Charter",8,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,81,12.2439810253286,10.5599122758681,14.0446833269046,"","NSEI","NSEI"
"2420","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","14",765,29,NA,2,"Charter",8,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,76.5,10.1740586444088,8.77469236127076,11.6703408404901,"","NSEI","NSEI"
"2421","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","15",775,29,NA,2,"Charter",8,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,77.5,10.6113026846215,9.15179672775422,12.1718896479131,"","NSEI","NSEI"
"2422","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","16",1010,29,NA,2,"Charter",10,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,101,25.0283625747782,21.5858969931053,28.7092430008301,"","NSEI","NSEI"
"2423","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","17",840,29,NA,2,"Charter",10,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,84,13.7751416551806,11.8804731210747,15.8010292510293,"","NSEI","NSEI"
"2424","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-17,1,NA,16,18,33,1,NA,16,"C","00120984","18",850,29,NA,2,"Charter",12,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,85,14.3135877905572,12.344859985371,16.4186637805435,"","NSEI","NSEI"
"2425","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","01",1015,29,NA,2,"Charter",1,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,101.5,25.4320379879116,21.9340498481118,29.1722862979887,"","NSEI","NSEI"
"2426","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","02",920,29,NA,2,"Charter",1,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,92,18.497104380677,15.9529649068762,21.2174433261454,"","NSEI","NSEI"
"2427","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","03",810,29,NA,2,"Charter",1,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,81,12.2439810253286,10.5599122758681,14.0446833269046,"","NSEI","NSEI"
"2428","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","04",710,29,NA,1,"Private",2,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,71,7.98929093548086,6.89042324147201,9.16426291115777,"","NSEI","NSEI"
"2429","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","05",760,29,NA,1,"Private",2,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,76,9.96018088682265,8.5902319024382,11.4250084302428,"","NSEI","NSEI"
"2430","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","06",965,29,NA,1,"Private",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,96.5,21.592338598755,18.6224726224267,24.7678885878275,"","NSEI","NSEI"
"2431","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","07",770,29,NA,1,"Private",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,77,10.39109071556,8.96187328124,11.9192914640492,"","NSEI","NSEI"
"2432","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","08",1020,29,NA,2,"Charter",4,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,102,25.8401924146095,22.2860656615977,29.6404673299249,"","NSEI","NSEI"
"2433","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","09",965,29,NA,2,"Charter",4,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,96.5,21.592338598755,18.6224726224267,24.7678885878275,"","NSEI","NSEI"
"2434","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","10",1090,29,NA,2,"Charter",7,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,109,32.0400392956013,27.633169602028,36.7521155706973,"","NSEI","NSEI"
"2435","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","11",865,29,NA,2,"Charter",7,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,86.5,15.1482817758779,13.0647480057745,17.3761148476801,"","NSEI","NSEI"
"2436","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","12",915,29,NA,2,"Charter",7,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,91.5,18.1733726289059,15.6737600557299,20.8461008741207,"","NSEI","NSEI"
"2437","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","13",940,29,NA,2,"Charter",9,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,94,19.8319506194401,17.1042129489918,22.7486032221592,"","NSEI","NSEI"
"2438","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","14",870,29,NA,2,"Charter",9,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,87,15.4338247731885,13.3110166823064,17.7036521874675,"","NSEI","NSEI"
"2439","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-18,1,NA,16,18,34,1,NA,16,"A","00120978","15",660,29,NA,2,"Charter",9,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,66,6.3059937777102,5.43865111903038,7.2334059883104,"","NSEI","NSEI"
"2440","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-19,1,NA,17,19,34,1,NA,16,"C","00003661","01",660,29,NA,1,"Private",1,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,66,6.3059937777102,5.43865111903038,7.2334059883104,"","NSEI","NSEI"
"2441","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-19,1,NA,17,19,34,1,NA,16,"C","00003661","02",710,29,NA,1,"Private",1,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,71,7.98929093548086,6.89042324147201,9.16426291115777,"","NSEI","NSEI"
"2442","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-19,1,NA,17,19,34,1,NA,16,"C","00003661","03",840,26,NA,1,"Private",6,"","2C",114250,"11425","114","25","114-25","","Creel Sampler","N_A",8,84,13.7751416551806,11.8804731210747,15.8010292510293,"","NSEI","NSEI"
"2443","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-19,1,NA,17,19,34,1,NA,16,"C","00003661","04",745,29,NA,1,"Private",7,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,74.5,9.33721825472724,8.05295315850166,10.7104277008072,"","NSEI","NSEI"
"2444","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-19,1,NA,17,19,34,1,NA,16,"C","00003661","05",660,29,NA,1,"Private",7,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,66,6.3059937777102,5.43865111903038,7.2334059883104,"","NSEI","NSEI"
"2445","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-19,1,NA,17,19,34,1,NA,16,"C","00003661","06",740,29,NA,1,"Private",7,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,74,9.13570271299549,7.87915458445051,10.4792755973192,"","NSEI","NSEI"
"2446","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-19,1,NA,17,19,34,1,NA,16,"C","00003661","07",1120,29,NA,2,"Charter",10,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,112,34.9862649065803,30.174163738861,40.1316377726851,"","NSEI","NSEI"
"2447","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-19,1,NA,17,19,34,1,NA,16,"C","00003661","08",965,29,NA,2,"Charter",10,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,96.5,21.592338598755,18.6224726224267,24.7678885878275,"","NSEI","NSEI"
"2448","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-19,1,NA,17,19,34,1,NA,16,"C","00003661","09",820,55,NA,2,"Charter",12,"","2C",113910,"11391","113","91","113-91","","Creel Sampler","LEGAL",8,82,12.7405468281241,10.9881791366113,14.614278251693,"","NSEO","NSEO"
"2449","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-19,1,NA,17,19,34,1,NA,16,"C","00003661","10",645,28,NA,1,"Private",13,"","2C",114231,"11423","114","23","114-23","","Creel Sampler","N_A",8,64.5,5.85335227363961,5.04826709560576,6.71419523715566,"","NSEI","NSEI"
"2450","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120748","01",740,29,NA,2,"Charter",10,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,74,9.13570271299549,7.87915458445051,10.4792755973192,"","NSEI","NSEI"
"2451","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120748","02",810,29,NA,2,"Charter",10,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,81,12.2439810253286,10.5599122758681,14.0446833269046,"","NSEI","NSEI"
"2452","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120748","03",865,29,NA,2,"Charter",12,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,86.5,15.1482817758779,13.0647480057745,17.3761148476801,"","NSEI","NSEI"
"2453","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120748","04",880,29,NA,2,"Charter",12,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,88,16.0160363013939,13.8131493343522,18.3714886146885,"","NSEI","NSEI"
"2454","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120748","05",710,29,NA,2,"Charter",12,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,71,7.98929093548086,6.89042324147201,9.16426291115777,"","NSEI","NSEI"
"2455","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120748","06",915,28,NA,2,"Charter",13,"","2C",114231,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,91.5,18.1733726289059,15.6737600557299,20.8461008741207,"","NSEI","NSEI"
"2456","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120748","07",765,28,NA,2,"Charter",13,"","2C",114231,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,76.5,10.1740586444088,8.77469236127076,11.6703408404901,"","NSEI","NSEI"
"2457","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120748","08",790,28,NA,2,"Charter",13,"","2C",114231,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,79,11.2912744200948,9.7382433958611,12.9518637164953,"","NSEI","NSEI"
"2458","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120749","01",1475,29,NA,1,"Private",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,147.5,85.3723689424625,73.630032989312,97.9279438757849,"","NSEI","NSEI"
"2459","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120749","02",1240,29,NA,1,"Private",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,124,48.6538763022908,41.9618965898669,55.809322464523,"","NSEI","NSEI"
"2460","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120749","03",955,29,NA,1,"Private",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,95.5,20.8757511242235,18.0044464385095,23.9459137632177,"","NSEI","NSEI"
"2461","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120749","04",815,29,NA,1,"Private",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,81.5,12.4905579619162,10.7725743842323,14.327523931029,"","NSEI","NSEI"
"2462","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120749","05",805,29,NA,1,"Private",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,80.5,12.0007900817551,10.3501704423003,13.7657266882595,"","NSEI","NSEI"
"2463","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120749","06",820,29,NA,1,"Private",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,82,12.7405468281241,10.9881791366113,14.614278251693,"","NSEI","NSEI"
"2464","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120749","07",765,29,NA,1,"Private",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,76.5,10.1740586444088,8.77469236127076,11.6703408404901,"","NSEI","NSEI"
"2465","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120749","08",710,29,NA,1,"Private",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,71,7.98929093548086,6.89042324147201,9.16426291115777,"","NSEI","NSEI"
"2466","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120749","09",785,29,NA,1,"Private",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,78.5,11.0613688531761,9.53995963395614,12.6881463131617,"","NSEI","NSEI"
"2467","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120749","10",660,29,NA,1,"Private",3,"","2C",114232,"11423","114","23","114-23","","Creel Sampler","N_A",8,66,6.3059937777102,5.43865111903038,7.2334059883104,"","NSEI","NSEI"
"2468","Marine Boat","GUSTAVUS","200","G",81,2013,2013-08-22,1,NA,17,19,34,1,NA,16,"A","00120749","11",820,28,NA,2,"Charter",5,"","2C",114231,"11423","114","23","114-23","","Creel Sampler","LEGAL",8,82,12.7405468281241,10.9881791366113,14.614278251693,"","NSEI","NSEI"
