"","page","line","port","year","age","AgeErr","SEX","LENGTH","NETWT","RNDWT","AGE2","AGECONF","USER","BOATNAME","STATAREA","CAS","TOSSED","MONTH","DAY","SUB","litho","boatnum"
"1",1,1,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Charter","LUCKY T",525931,NA,"",5,26,2,NA,NA
"2",1,2,"CCI",2009,NA,"","M",80,10.1,13.5,NA,NA,"Charter","LUCKY T",525931,NA,"",5,26,2,NA,NA
"3",1,3,"CCI",2009,NA,"","F",82,11,14.6,NA,NA,"Charter","LUCKY T",525931,NA,"",5,26,2,NA,NA
"4",1,4,"CCI",2009,8,"","F",75,8.2,10.9,NA,NA,"Charter","LUCKY T",525931,NA,"",5,26,2,NA,NA
"5",1,5,"CCI",2009,10,"","F",90,14.9,19.8,NA,NA,"Charter","LUCKY T",525931,NA,"",5,26,2,NA,NA
"6",1,6,"CCI",2009,10,"","F",95,17.7,23.5,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",5,26,2,NA,NA
"7",1,7,"CCI",2009,8,"","F",101,21.6,28.7,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",5,26,2,NA,NA
"8",1,8,"CCI",2009,NA,"","F",97,18.9,25.2,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",5,26,2,NA,NA
"9",1,9,"CCI",2009,NA,"","F",80,10.1,13.5,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",5,26,2,NA,NA
"10",1,10,"CCI",2009,NA,"","F",124,42,55.8,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",5,26,2,NA,NA
"11",1,11,"CCI",2009,10,"","F",102,22.3,29.6,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",5,26,2,NA,NA
"12",1,12,"CCI",2009,NA,"","F",85,12.3,16.4,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",5,26,2,NA,NA
"13",1,13,"CCI",2009,8,"","F",88,13.8,18.4,NA,NA,"Charter","WILDA GAY",525931,NA,"",5,26,2,NA,NA
"14",1,14,"CCI",2009,NA,"","F",87,13.3,17.7,NA,NA,"Charter","WILDA GAY",525931,NA,"",5,26,2,NA,NA
"15",1,15,"CCI",2009,6,"","F",76,8.6,11.4,NA,NA,"Charter","WILDA GAY",525931,NA,"",5,26,2,NA,NA
"16",1,16,"CCI",2009,NA,"","F",65,5.2,6.9,NA,NA,"Charter","WILDA GAY",525931,NA,"",5,26,2,NA,NA
"17",1,17,"CCI",2009,NA,"","F",82,11,14.6,NA,NA,"Charter","WILDA GAY",525931,NA,"",5,26,2,NA,NA
"18",1,18,"CCI",2009,NA,"","F",91,15.4,20.5,NA,NA,"Charter","WILDA GAY",525931,NA,"",5,26,2,NA,NA
"19",1,19,"CCI",2009,NA,"","M",75,8.2,10.9,NA,NA,"Private","",525931,NA,"",5,26,2,NA,NA
"20",1,20,"CCI",2009,NA,"","F",79,9.7,13,NA,NA,"Private","",525931,NA,"",5,26,2,NA,NA
"21",1,21,"CCI",2009,NA,"","F",75,8.2,10.9,NA,NA,"Private","",525931,NA,"",5,26,2,NA,NA
"22",1,22,"CCI",2009,9,"","F",78,9.3,12.4,NA,NA,"Private","",525931,NA,"",5,26,2,NA,NA
"23",1,23,"CCI",2009,NA,"","F",82,11,14.6,NA,NA,"Private","",525931,NA,"",5,26,2,NA,NA
"24",2,1,"CCI",2009,NA,"","F",87,13.3,17.7,NA,NA,"Private","",525931,NA,"",5,28,2,NA,NA
"25",2,2,"CCI",2009,NA,"","F",86,12.8,17.1,NA,NA,"Private","",525931,NA,"",5,28,2,NA,NA
"26",2,3,"CCI",2009,NA,"","F",87,13.3,17.7,NA,NA,"Private","",525931,NA,"",5,28,2,NA,NA
"27",2,4,"CCI",2009,NA,"","M",81,10.6,14,NA,NA,"Private","",525931,NA,"",5,28,2,NA,NA
"28",2,5,"CCI",2009,NA,"","F",95,17.7,23.5,NA,NA,"Charter","GAMEFISHER",525931,NA,"",5,28,2,NA,NA
"29",2,6,"CCI",2009,9,"","F",88,13.8,18.4,NA,NA,"Charter","GAMEFISHER",525931,NA,"",5,28,2,NA,NA
"30",2,7,"CCI",2009,NA,"","F",75,8.2,10.9,NA,NA,"Charter","GAMEFISHER",525931,NA,"",5,28,2,NA,NA
"31",2,8,"CCI",2009,NA,"","F",90,14.9,19.8,NA,NA,"Charter","GAMEFISHER",525931,NA,"",5,28,2,NA,NA
"32",2,9,"CCI",2009,NA,"","F",83,11.4,15.2,NA,NA,"Charter","GAMEFISHER",525931,NA,"",5,28,2,NA,NA
"33",2,10,"CCI",2009,NA,"","F",96,18.3,24.4,NA,NA,"Charter","GAMEFISHER",525931,NA,"",5,28,2,NA,NA
"34",2,11,"CCI",2009,NA,"","F",93,16.5,22,NA,NA,"Charter","GAMEFISHER",525931,NA,"",5,28,2,NA,NA
"35",2,12,"CCI",2009,NA,"","F",77,9,11.9,NA,NA,"Charter","GAMEFISHER",525931,NA,"",5,28,2,NA,NA
"36",2,13,"CCI",2009,17,"","M",86,12.8,17.1,NA,NA,"Charter","BADGER",525931,NA,"",5,28,2,NA,NA
"37",2,14,"CCI",2009,10,"","F",93,16.5,22,NA,NA,"Charter","BADGER",525931,NA,"",5,28,2,NA,NA
"38",2,15,"CCI",2009,NA,"","F",99,20.2,26.9,NA,NA,"Charter","BADGER",525931,NA,"",5,28,2,NA,NA
"39",2,16,"CCI",2009,NA,"","F",107,26,34.6,NA,NA,"Charter","BADGER",525931,NA,"",5,28,2,NA,NA
"40",2,17,"CCI",2009,9,"","F",92,16,21.2,NA,NA,"Charter","BADGER",525931,NA,"",5,28,2,NA,NA
"41",2,18,"CCI",2009,9,"","F",83,11.4,15.2,NA,NA,"Charter","CATCHER II",525931,NA,"",5,28,2,NA,NA
"42",2,19,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Charter","CATCHER II",525931,NA,"",5,28,2,NA,NA
"43",2,20,"CCI",2009,NA,"","F",79,9.7,13,NA,NA,"Charter","CATCHER II",525931,NA,"",5,28,2,NA,NA
"44",2,21,"CCI",2009,NA,"","F",87,13.3,17.7,NA,NA,"Charter","CATCHER II",525931,NA,"",5,28,2,NA,NA
"45",2,22,"CCI",2009,10,"","F",87,13.3,17.7,NA,NA,"Charter","CATCHER II",525931,NA,"",5,28,2,NA,NA
"46",2,23,"CCI",2009,10,"","F",84,11.9,15.8,NA,NA,"Charter","CATCHER II",525931,NA,"",5,28,2,NA,NA
"47",2,24,"CCI",2009,9,"","F",91,15.4,20.5,NA,NA,"Charter","CATCHER II",525931,NA,"",5,28,2,NA,NA
"48",2,25,"CCI",2009,NA,"","F",87,13.3,17.7,NA,NA,"Charter","CATCHER II",525931,NA,"",5,28,2,NA,NA
"49",2,26,"CCI",2009,NA,"","F",87,13.3,17.7,NA,NA,"Charter","CATCHER II",525931,NA,"",5,28,2,NA,NA
"50",2,27,"CCI",2009,NA,"","F",106,25.2,33.6,NA,NA,"Charter","CATCHER II",525931,NA,"",5,28,2,NA,NA
"51",2,28,"CCI",2009,NA,"","F",96,18.3,24.4,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",5,28,2,NA,NA
"52",2,29,"CCI",2009,NA,"","F",90,14.9,19.8,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",5,28,2,NA,NA
"53",2,30,"CCI",2009,9,"","F",92,16,21.2,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",5,28,2,NA,NA
"54",2,31,"CCI",2009,NA,"","F",90,14.9,19.8,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",5,28,2,NA,NA
"55",2,32,"CCI",2009,NA,"","F",76,8.6,11.4,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",5,28,2,NA,NA
"56",2,33,"CCI",2009,11,"","F",84,11.9,15.8,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",5,28,2,NA,NA
"57",3,1,"CCI",2009,NA,"","F",107,26,34.6,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,1,1,NA,NA
"58",3,2,"CCI",2009,NA,"","F",87,13.3,17.7,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,1,1,NA,NA
"59",3,3,"CCI",2009,NA,"","F",80,10.1,13.5,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,1,1,NA,NA
"60",3,4,"CCI",2009,NA,"","F",99,20.2,26.9,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,1,1,NA,NA
"61",3,5,"CCI",2009,NA,"","F",110,28.5,37.9,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,1,1,NA,NA
"62",3,6,"CCI",2009,NA,"","F",80,10.1,13.5,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,1,1,NA,NA
"63",3,7,"CCI",2009,6,"","F",83,11.4,15.2,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,1,1,NA,NA
"64",3,8,"CCI",2009,7,"","F",75,8.2,10.9,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,1,1,NA,NA
"65",3,9,"CCI",2009,13,"","M",84,11.9,15.8,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,1,1,NA,NA
"66",3,10,"CCI",2009,NA,"","F",93,16.5,22,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,1,1,NA,NA
"67",3,11,"CCI",2009,NA,"","F",82,11,14.6,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,1,1,NA,NA
"68",3,12,"CCI",2009,NA,"","F",79,9.7,13,NA,NA,"Charter","MISS SHIRLEY",525931,NA,"",6,1,1,NA,NA
"69",3,13,"CCI",2009,14,"","F",157,90.1,119.9,NA,NA,"Charter","THE HUNTER",525931,NA,"",6,1,1,NA,NA
"70",3,14,"CCI",2009,8,"","F",107,26,34.6,NA,NA,"Charter","THE HUNTER",525931,NA,"",6,1,1,NA,NA
"71",3,15,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Charter","THE HUNTER",525931,NA,"",6,1,1,NA,NA
"72",3,16,"CCI",2009,NA,"","F",93,16.5,22,NA,NA,"Charter","THE HUNTER",525931,NA,"",6,1,1,NA,NA
"73",3,17,"CCI",2009,NA,"","F",84,11.9,15.8,NA,NA,"Charter","THE HUNTER",525931,NA,"",6,1,1,NA,NA
"74",3,18,"CCI",2009,NA,"","M",82,11,14.6,NA,NA,"Charter","THE HUNTER",525931,NA,"",6,1,1,NA,NA
"75",3,19,"CCI",2009,NA,"","F",84,11.9,15.8,NA,NA,"Charter","THE HUNTER",525931,NA,"",6,1,1,NA,NA
"76",3,20,"CCI",2009,NA,"","F",79,9.7,13,NA,NA,"Charter","THE HUNTER",525931,NA,"",6,1,1,NA,NA
"77",3,21,"CCI",2009,NA,"","F",81,10.6,14,NA,NA,"Charter","THE HUNTER",525931,NA,"",6,1,1,NA,NA
"78",3,22,"CCI",2009,NA,"","F",98,19.6,26,NA,NA,"Charter","MARLY RAE",525931,NA,"",6,1,1,NA,NA
"79",3,23,"CCI",2009,NA,"","M",81,10.6,14,NA,NA,"Charter","MARLY RAE",525931,NA,"",6,1,1,NA,NA
"80",3,24,"CCI",2009,NA,"","F",76,8.6,11.4,NA,NA,"Charter","MARLY RAE",525931,NA,"",6,1,1,NA,NA
"81",3,25,"CCI",2009,NA,"","F",82,11,14.6,NA,NA,"Charter","MARLY RAE",525931,NA,"",6,1,1,NA,NA
"82",3,26,"CCI",2009,NA,"","F",80,10.1,13.5,NA,NA,"Charter","MARLY RAE",525931,NA,"",6,1,1,NA,NA
"83",3,27,"CCI",2009,NA,"","F",71,6.9,9.2,NA,NA,"Charter","MARLY RAE",525931,NA,"",6,1,1,NA,NA
"84",3,28,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Charter","MARLY RAE",525931,NA,"",6,1,1,NA,NA
"85",3,29,"CCI",2009,NA,"","F",123,40.9,54.4,NA,NA,"Charter","MARLY RAE",525931,NA,"",6,1,1,NA,NA
"86",3,30,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Charter","MARLY RAE",525931,NA,"",6,1,1,NA,NA
"87",3,31,"CCI",2009,8,"","F",80,10.1,13.5,NA,NA,"Charter","MARLY RAE",525931,NA,"",6,1,1,NA,NA
"88",3,32,"CCI",2009,NA,"","M",79,9.7,13,NA,NA,"Charter","MARLY RAE",525931,NA,"",6,1,1,NA,NA
"89",3,33,"CCI",2009,NA,"","M",79,9.7,13,NA,NA,"Charter","MARLY RAE",525931,NA,"",6,1,1,NA,NA
"90",3,34,"CCI",2009,NA,"","M",81,10.6,14,NA,NA,"Charter","NSC 3",525931,NA,"",6,1,1,NA,NA
"91",3,35,"CCI",2009,NA,"","F",77,9,11.9,NA,NA,"Charter","NSC 3",525931,NA,"",6,1,1,NA,NA
"92",3,36,"CCI",2009,NA,"","F",88,13.8,18.4,NA,NA,"Charter","NSC 3",525931,NA,"",6,1,1,NA,NA
"93",3,37,"CCI",2009,NA,"","F",78,9.3,12.4,NA,NA,"Charter","NSC 3",525931,NA,"",6,1,1,NA,NA
"94",3,38,"CCI",2009,7,"","M",71,6.9,9.2,NA,NA,"Charter","NSC 3",525931,NA,"",6,1,1,NA,NA
"95",3,39,"CCI",2009,NA,"","F",84,11.9,15.8,NA,NA,"Charter","NSC 3",525931,NA,"",6,1,1,NA,NA
"96",3,40,"CCI",2009,NA,"","M",84,11.9,15.8,NA,NA,"Charter","NSC 3",525931,NA,"",6,1,1,NA,NA
"97",3,41,"CCI",2009,NA,"","M",86,12.8,17.1,NA,NA,"Charter","NSC 3",525931,NA,"",6,1,1,NA,NA
"98",3,42,"CCI",2009,NA,"","F",79,9.7,13,NA,NA,"Charter","NSC 3",525931,NA,"",6,1,1,NA,NA
"99",3,43,"CCI",2009,NA,"","F",84,11.9,15.8,NA,NA,"Charter","NSC 3",525931,NA,"",6,1,1,NA,NA
"100",3,44,"CCI",2009,NA,"","F",68,6,8,NA,NA,"Private","",525931,NA,"",6,1,1,NA,NA
"101",3,45,"CCI",2009,NA,"","F",75,8.2,10.9,NA,NA,"Private","",525931,NA,"",6,1,1,NA,NA
"102",3,46,"CCI",2009,NA,"","F",84,11.9,15.8,NA,NA,"Private","",525931,NA,"",6,1,1,NA,NA
"103",3,47,"CCI",2009,13,"","F",88,13.8,18.4,NA,NA,"Private","",525931,NA,"",6,1,1,NA,NA
"104",3,48,"CCI",2009,NA,"","F",84,11.9,15.8,NA,NA,"Private","",525931,NA,"",6,1,1,NA,NA
"105",3,49,"CCI",2009,NA,"","F",77,9,11.9,NA,NA,"Private","",525931,NA,"",6,1,1,NA,NA
"106",3,50,"CCI",2009,NA,"","F",81,10.6,14,NA,NA,"Private","",525931,NA,"",6,1,1,NA,NA
"107",3,51,"CCI",2009,NA,"","F",120,37.7,50.2,NA,NA,"Private","",525931,NA,"",6,1,1,NA,NA
"108",3,52,"CCI",2009,NA,"","F",79,9.7,13,NA,NA,"Private","",525931,NA,"",6,1,1,NA,NA
"109",3,53,"CCI",2009,NA,"","F",101,21.6,28.7,NA,NA,"Private","",525931,NA,"",6,1,1,NA,NA
"110",3,54,"CCI",2009,NA,"","F",76,8.6,11.4,NA,NA,"Private","",525931,NA,"",6,1,1,NA,NA
"111",3,55,"CCI",2009,10,"","F",97,18.9,25.2,NA,NA,"Private","",525931,NA,"",6,1,1,NA,NA
"112",3,56,"CCI",2009,NA,"","F",74,7.9,10.5,NA,NA,"Private","",525931,NA,"",6,1,1,NA,NA
"113",4,1,"CCI",2009,9,"","M",84,11.9,15.8,NA,NA,"Charter","HAPPY HOOKER",525931,NA,"",6,2,2,NA,NA
"114",4,2,"CCI",2009,NA,"","F",74,7.9,10.5,NA,NA,"Charter","HAPPY HOOKER",525931,NA,"",6,2,2,NA,NA
"115",4,3,"CCI",2009,9,"","F",80,10.1,13.5,NA,NA,"Charter","HAPPY HOOKER",525931,NA,"",6,2,2,NA,NA
"116",4,4,"CCI",2009,NA,"","F",79,9.7,13,NA,NA,"Charter","HAPPY HOOKER",525931,NA,"",6,2,2,NA,NA
"117",4,5,"CCI",2009,NA,"","M",75,8.2,10.9,NA,NA,"Charter","HAPPY HOOKER",525931,NA,"",6,2,2,NA,NA
"118",4,6,"CCI",2009,10,"","M",79,9.7,13,NA,NA,"Charter","HAPPY HOOKER",525931,NA,"",6,2,2,NA,NA
"119",4,7,"CCI",2009,10,"","M",83,11.4,15.2,NA,NA,"Charter","HAPPY HOOKER",525931,NA,"",6,2,2,NA,NA
"120",4,8,"CCI",2009,NA,"","F",85,12.3,16.4,NA,NA,"Charter","HAPPY HOOKER",525931,NA,"",6,2,2,NA,NA
"121",4,9,"CCI",2009,NA,"","M",78,9.3,12.4,NA,NA,"Charter","HAPPY HOOKER",525931,NA,"",6,2,2,NA,NA
"122",4,10,"CCI",2009,NA,"","F",82,11,14.6,NA,NA,"Charter","HAPPY HOOKER",525931,NA,"",6,2,2,NA,NA
"123",4,11,"CCI",2009,NA,"","M",74,7.9,10.5,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"124",4,12,"CCI",2009,8,"","F",81,10.6,14,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"125",4,13,"CCI",2009,9,"","F",85,12.3,16.4,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"126",4,14,"CCI",2009,6,"","F",78,9.3,12.4,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"127",4,15,"CCI",2009,12,"","F",111,29.3,39,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"128",4,16,"CCI",2009,6,"","F",69,6.3,8.4,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"129",4,17,"CCI",2009,NA,"","F",67,5.7,7.6,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"130",4,18,"CCI",2009,NA,"","F",87,13.3,17.7,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"131",4,19,"CCI",2009,NA,"","F",81,10.6,14,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"132",4,20,"CCI",2009,NA,"","F",81,10.6,14,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"133",4,21,"CCI",2009,NA,"","F",112,30.2,40.1,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"134",4,22,"CCI",2009,9,"","F",111,29.3,39,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"135",4,23,"CCI",2009,10,"","F",83,11.4,15.2,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"136",4,24,"CCI",2009,8,"","M",72,7.2,9.6,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"137",4,25,"CCI",2009,NA,"","F",95,17.7,23.5,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"138",4,26,"CCI",2009,NA,"","F",77,9,11.9,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"139",4,27,"CCI",2009,NA,"","F",74,7.9,10.5,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"140",4,28,"CCI",2009,NA,"","F",82,11,14.6,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"141",4,29,"CCI",2009,NA,"","M",71,6.9,9.2,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"142",4,30,"CCI",2009,NA,"","F",87,13.3,17.7,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"143",4,31,"CCI",2009,NA,"","F",95,17.7,23.5,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"144",4,32,"CCI",2009,NA,"","F",86,12.8,17.1,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"145",4,33,"CCI",2009,NA,"","F",77,9,11.9,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"146",4,34,"CCI",2009,NA,"","F",80,10.1,13.5,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"147",4,35,"CCI",2009,NA,"","F",69,6.3,8.4,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"148",4,36,"CCI",2009,6,"","F",73,7.5,10,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"149",4,37,"CCI",2009,NA,"","F",87,13.3,17.7,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"150",4,38,"CCI",2009,NA,"","F",97,18.9,25.2,NA,NA,"Private","",525931,NA,"",6,2,2,NA,NA
"151",5,1,"CCI",2009,NA,"","M",83,11.4,15.2,NA,NA,"Private","P1",525931,NA,"",6,8,1,NA,NA
"152",5,2,"CCI",2009,NA,"","M",80,10.1,13.5,NA,NA,"Private","P1",525931,NA,"",6,8,1,NA,NA
"153",5,3,"CCI",2009,NA,"","F",73,7.5,10,NA,NA,"Private","P1",525931,NA,"",6,8,1,NA,NA
"154",5,4,"CCI",2009,NA,"","F",81,10.6,14,NA,NA,"Private","P1",525931,NA,"",6,8,1,NA,NA
"155",5,5,"CCI",2009,NA,"","F",82,11,14.6,NA,NA,"Private","P1",525931,NA,"",6,8,1,NA,NA
"156",5,6,"CCI",2009,12,"","F",87,13.3,17.7,NA,NA,"Private","P1",525931,NA,"",6,8,1,NA,NA
"157",5,7,"CCI",2009,NA,"","F",76,8.6,11.4,NA,NA,"Private","P1",525931,NA,"",6,8,1,NA,NA
"158",5,8,"CCI",2009,NA,"","F",77,9,11.9,NA,NA,"Private","P1",525931,NA,"",6,8,1,NA,NA
"159",5,9,"CCI",2009,NA,"","F",104,23.7,31.6,NA,NA,"Charter","ODEA",525931,NA,"",6,8,1,NA,NA
"160",5,10,"CCI",2009,NA,"","F",76,8.6,11.4,NA,NA,"Charter","ODEA",525931,NA,"",6,8,1,NA,NA
"161",5,11,"CCI",2009,NA,"","F",83,11.4,15.2,NA,NA,"Charter","ODEA",525931,NA,"",6,8,1,NA,NA
"162",5,12,"CCI",2009,NA,"","F",86,12.8,17.1,NA,NA,"Charter","ODEA",525931,NA,"",6,8,1,NA,NA
"163",5,13,"CCI",2009,NA,"","F",80,10.1,13.5,NA,NA,"Charter","ODEA",525931,NA,"",6,8,1,NA,NA
"164",5,14,"CCI",2009,9,"","F",86,12.8,17.1,NA,NA,"Charter","ODEA",525931,NA,"",6,8,1,NA,NA
"165",5,15,"CCI",2009,NA,"","F",73,7.5,10,NA,NA,"Charter","ODEA",525931,NA,"",6,8,1,NA,NA
"166",5,16,"CCI",2009,NA,"","F",77,9,11.9,NA,NA,"Charter","ODEA",525931,NA,"",6,8,1,NA,NA
"167",5,17,"CCI",2009,NA,"","F",83,11.4,15.2,NA,NA,"Charter","SNOW GOOSE II",515939,NA,"",6,8,1,NA,NA
"168",5,18,"CCI",2009,NA,"","F",86,12.8,17.1,NA,NA,"Charter","SNOW GOOSE II",515939,NA,"",6,8,1,NA,NA
"169",5,19,"CCI",2009,NA,"","F",78,9.3,12.4,NA,NA,"Charter","SNOW GOOSE II",515939,NA,"",6,8,1,NA,NA
"170",5,20,"CCI",2009,6,"","F",84,11.9,15.8,NA,NA,"Charter","SNOW GOOSE II",515939,NA,"",6,8,1,NA,NA
"171",5,21,"CCI",2009,7,"","F",93,16.5,22,NA,NA,"Charter","SNOW GOOSE II",515939,NA,"",6,8,1,NA,NA
"172",5,22,"CCI",2009,NA,"","F",73,7.5,10,NA,NA,"Charter","SNOW GOOSE II",515939,NA,"",6,8,1,NA,NA
"173",5,23,"CCI",2009,8,"","F",89,14.3,19.1,NA,NA,"Charter","SNOW GOOSE II",515939,NA,"",6,8,1,NA,NA
"174",6,1,"CCI",2009,9,"","M",69,6.3,8.4,NA,NA,"Private","P1",525931,NA,"",6,10,2,NA,NA
"175",6,2,"CCI",2009,NA,"","M",83,11.4,15.2,NA,NA,"Private","P1",525931,NA,"",6,10,2,NA,NA
"176",6,3,"CCI",2009,NA,"","M",76,8.6,11.4,NA,NA,"Private","P1",525931,NA,"",6,10,2,NA,NA
"177",6,4,"CCI",2009,NA,"","F",82,11,14.6,NA,NA,"Private","P1",525931,NA,"",6,10,2,NA,NA
"178",6,5,"CCI",2009,NA,"","F",81,10.6,14,NA,NA,"Private","P1",525931,NA,"",6,10,2,NA,NA
"179",6,6,"CCI",2009,NA,"","F",80,10.1,13.5,NA,NA,"Private","P1",525931,NA,"",6,10,2,NA,NA
"180",6,7,"CCI",2009,9,"","F",81,10.6,14,NA,NA,"Private","P1",525931,NA,"",6,10,2,NA,NA
"181",6,8,"CCI",2009,NA,"","F",75,8.2,10.9,NA,NA,"Private","P1",525931,NA,"",6,10,2,NA,NA
"182",6,9,"CCI",2009,NA,"","F",83,11.4,15.2,NA,NA,"Private","P1",525931,NA,"",6,10,2,NA,NA
"183",6,10,"CCI",2009,9,"","F",78,9.3,12.4,NA,NA,"Private","P1",525931,NA,"",6,10,2,NA,NA
"184",6,11,"CCI",2009,NA,"","M",72,7.2,9.6,NA,NA,"Private","P2",515939,NA,"",6,10,2,NA,NA
"185",6,12,"CCI",2009,8,"","M",73,7.5,10,NA,NA,"Private","P2",515939,NA,"",6,10,2,NA,NA
"186",6,13,"CCI",2009,NA,"","M",71,6.9,9.2,NA,NA,"Private","P2",515939,NA,"",6,10,2,NA,NA
"187",6,14,"CCI",2009,10,"","M",78,9.3,12.4,NA,NA,"Private","P2",515939,NA,"",6,10,2,NA,NA
"188",6,15,"CCI",2009,NA,"","M",75,8.2,10.9,NA,NA,"Private","P2",515939,NA,"",6,10,2,NA,NA
"189",6,16,"CCI",2009,9,"","M",77,9,11.9,NA,NA,"Private","P2",515939,NA,"",6,10,2,NA,NA
"190",6,17,"CCI",2009,6,"","F",74,7.9,10.5,NA,NA,"Private","P2",515939,NA,"",6,10,2,NA,NA
"191",6,18,"CCI",2009,7,"","F",75,8.2,10.9,NA,NA,"Private","P2",515939,NA,"",6,10,2,NA,NA
"192",6,19,"CCI",2009,6,"","M",64,4.9,6.5,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"193",6,20,"CCI",2009,10,"","M",74,7.9,10.5,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"194",6,21,"CCI",2009,NA,"","M",76,8.6,11.4,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"195",6,22,"CCI",2009,NA,"","M",77,9,11.9,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"196",6,23,"CCI",2009,NA,"","M",72,7.2,9.6,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"197",6,24,"CCI",2009,10,"","M",73,7.5,10,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"198",6,25,"CCI",2009,NA,"","M",71,6.9,9.2,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"199",6,26,"CCI",2009,NA,"","F",67,5.7,7.6,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"200",6,27,"CCI",2009,NA,"","F",90,14.9,19.8,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"201",6,28,"CCI",2009,NA,"","F",70,6.6,8.8,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"202",6,29,"CCI",2009,NA,"","F",81,10.6,14,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"203",6,30,"CCI",2009,NA,"","F",74,7.9,10.5,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"204",6,31,"CCI",2009,NA,"","F",74,7.9,10.5,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"205",6,32,"CCI",2009,NA,"","F",86,12.8,17.1,NA,NA,"Private","P3",515938,NA,"",6,10,2,NA,NA
"206",6,33,"CCI",2009,NA,"","F",89,14.3,19.1,NA,NA,"Charter","SPARE CHANGE",525931,NA,"",6,10,2,NA,NA
