"","PORT","PAGE","LINE","SEX","LENGTH","NETWT","RNDWT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","CAS","GAF","YEAR","MONTH","DAY","SUB"
"184","CCI",8,8,"M",77,8.96187328124,11.9193821057382,NA,NA,NA,"","Private","P2",515939,0,0,2018,5,29,2
"185","CCI",8,9,"F",64,4.92257072920152,6.54706885743389,NA,NA,NA,"","Charter","TILLY JANE",525931,0,0,2018,5,29,2
"186","CCI",8,10,"F",66,5.43865111903038,7.23346099561835,NA,NA,NA,"","Charter","TILLY JANE",525931,0,0,2018,5,29,2
"187","CCI",8,11,"F",66,5.43865111903038,7.23346099561835,NA,NA,NA,"","Charter","TILLY JANE",525931,0,0,2018,5,29,2
"188","CCI",8,12,"F",68,5.99097802244174,7.96806136347005,NA,NA,NA,"","Charter","TILLY JANE",525931,0,0,2018,5,29,2
"189","CCI",8,13,"F",86,12.8216474535934,17.0529207932853,NA,NA,NA,"","Charter","TILLY JANE",525931,0,0,2018,5,29,2
"190","CCI",8,14,"F",91,15.3979519606891,20.4794318448409,NA,NA,NA,"","Charter","TILLY JANE",525931,0,0,2018,5,29,2
"191","CCI",8,15,"F",63,4.67769853713618,6.22138636531405,NA,NA,NA,"","Charter","BANSHEE",515937,0,0,2018,5,29,2
"192","CCI",8,16,"F",66,5.43865111903038,7.23346099561835,NA,NA,NA,"","Charter","BANSHEE",515937,0,0,2018,5,29,2
"193","CCI",8,17,"F",66,5.43865111903038,7.23346099561835,NA,NA,NA,"","Charter","BANSHEE",515937,0,0,2018,5,29,2
"194","CCI",8,18,"F",68,5.99097802244174,7.96806136347005,NA,NA,NA,"","Charter","BANSHEE",515937,0,0,2018,5,29,2
"195","CCI",8,19,"F",72,7.20984847775072,9.58917139686394,NA,NA,NA,"","Charter","BANSHEE",515937,0,0,2018,5,29,2
"196","CCI",8,20,"F",82,10.9881791366113,14.614389387734,NA,NA,NA,"","Charter","BANSHEE",515937,0,0,2018,5,29,2
"197","CCI",8,21,"M",63,4.67769853713618,6.22138636531405,NA,NA,NA,"","Charter","BANSHEE",515937,0,0,2018,5,29,2
"198","CCI",8,22,"M",70,6.58091829516383,8.7526878929321,NA,NA,NA,"","Charter","BANSHEE",515937,0,0,2018,5,29,2
