"","port","page","line","year","age","AgeErr","SEX","LENGTH","NETWT","RNDWT","AGE2","AGECONF","USER","BOATNAME","STATAREA","CAS","TOSSED","MONTH","DAY","SUB"
"1","CCI",1,1,2010,NA,"","F",105,24.4806067874466,32.5594546277194,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"2","CCI",1,2,2010,NA,"","F",95,17.7008177429845,23.542266626813,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"3","CCI",1,3,2010,NA,"","F",82,10.9881791366113,14.614389387734,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"4","CCI",1,4,2010,8,"","F",85,12.344859985371,16.4187886382518,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"5","CCI",1,5,2010,9,"","F",100,20.9010858569024,27.7986555863006,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"6","CCI",1,6,2010,10,"","F",95,17.7008177429845,23.542266626813,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"7","CCI",1,7,2010,10,"","F",86,12.8216474535934,17.0529207932853,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"8","CCI",1,8,2010,NA,"","F",134,53.9496207345737,71.7535412312889,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"9","CCI",1,9,2010,NA,"","F",79,9.7382433958611,12.9519622105045,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"10","CCI",1,10,2010,NA,"","F",75,8.22938427965115,10.9451643251248,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"11","CCI",1,11,2010,7,"","F",79,9.7382433958611,12.9519622105045,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"12","CCI",1,12,2010,NA,"","M",90,14.8564340647168,19.7592075662069,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"13","CCI",1,13,2010,13,"","M",85,12.344859985371,16.4187886382518,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"14","CCI",1,14,2010,NA,"","M",80,10.1433265474259,13.4907268991556,NA,NA,"Charter","DISCOVER",515938,NA,"",5,22,1
"15","CCI",1,15,2010,10,"","F",82,10.9881791366113,14.614389387734,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",5,22,1
"16","CCI",1,16,2010,NA,"","F",83,11.4283062149386,15.1997628534186,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",5,22,1
"17","CCI",1,17,2010,NA,"","F",87,13.3110166823064,17.703786817025,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",5,22,1
"18","CCI",1,18,2010,NA,"","F",92,15.9529649068762,21.2176046767513,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",5,22,1
"19","CCI",1,19,2010,NA,"","F",103,23.0017806330211,30.5926008852709,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",5,22,1
"20","CCI",1,20,2010,NA,"","F",79,9.7382433958611,12.9519622105045,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",5,22,1
"21","CCI",1,21,2010,NA,"","F",105,24.4806067874466,32.5594546277194,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",5,22,1
"22","CCI",1,22,2010,10,"","F",107,26.0238944567846,34.6120428369748,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",5,22,1
"23","CCI",1,23,2010,NA,"","F",87,13.3110166823064,17.703786817025,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",5,22,1
"24","CCI",1,24,2010,NA,"","F",86,12.8216474535934,17.0529207932853,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",5,22,1
"25","CCI",1,25,2010,NA,"","F",101,21.5858969931053,28.7094613237299,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",5,22,1
"26","CCI",1,26,2010,NA,"","F",94,17.1042129489918,22.7487762166551,NA,NA,"Charter","ALASKA SPIRIT",525931,NA,"",5,22,1
"27","CCI",2,1,2010,NA,"","M",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","DREAM CATCHER",515938,NA,"",5,25,2
"28","CCI",2,2,2010,NA,"","F",70,6.58091829516383,8.7526878929321,NA,NA,"Charter","DREAM CATCHER",515938,NA,"",5,25,2
"29","CCI",2,3,2010,9,"","F",99,20.2314439303907,26.9080250511842,NA,NA,"Charter","DREAM CATCHER",515938,NA,"",5,25,2
"30","CCI",3,1,2010,NA,"","M",82,10.9881791366113,14.614389387734,NA,NA,"Charter","OTTER SEA",525931,NA,"",5,26,1
"31","CCI",3,2,2010,NA,"","M",76,8.5902319024382,11.4250953130969,NA,NA,"Charter","OTTER SEA",525931,NA,"",5,26,1
"32","CCI",3,3,2010,NA,"","M",86,12.8216474535934,17.0529207932853,NA,NA,"Charter","OTTER SEA",525931,NA,"",5,26,1
"33","CCI",3,4,2010,NA,"","F",150,77.7507395388125,103.409269968902,NA,NA,"Charter","OTTER SEA",525931,NA,"",5,26,1
"34","CCI",3,5,2010,NA,"","F",73,7.53936755018688,10.0274350960078,NA,NA,"Charter","OTTER SEA",525931,NA,"",5,26,1
"35","CCI",3,6,2010,NA,"","F",81,10.5599122758681,14.0447901313923,NA,NA,"Charter","OTTER SEA",525931,NA,"",5,26,1
"36","CCI",3,7,2010,6,"","F",78,9.34448480063655,12.4282592963242,NA,NA,"Charter","OTTER SEA",525931,NA,"",5,26,1
"37","CCI",3,8,2010,NA,"I","F",88,13.8131493343522,18.3716283228886,NA,NA,"Charter","OTTER SEA",525931,NA,"",5,26,1
"38","CCI",3,9,2010,NA,"","F",79,9.7382433958611,12.9519622105045,NA,NA,"Charter","OTTER SEA",525931,NA,"",5,26,1
"39","CCI",3,10,2010,NA,"","F",80,10.1433265474259,13.4907268991556,NA,NA,"Charter","OTTER SEA",525931,NA,"",5,26,1
"40","CCI",3,11,2010,9,"","F",109,27.633169602028,36.7523950565912,NA,NA,"Charter","OTTER SEA",525931,NA,"",5,26,1
"41","CCI",3,12,2010,8,"","F",96,18.3116569755219,24.3546889842045,NA,NA,"Charter","OTTER SEA",525931,NA,"",5,26,1
"42","CCI",3,13,2010,NA,"","F",96,18.3116569755219,24.3546889842045,NA,NA,"Charter","OTTER SEA",525931,NA,"",5,26,1
