"","MB_MR","SITE","SPECCODE","SURVAREA","SHSITE","YEAR","DATE","DAY_TYPE","SHIFT","BIWEEK","WEEK","STATWEEK","HARBOR","SUBHARBOR","HEADVAR2","SAMPTYPE","LITHCODE","LINENO","LENGTH","LENGTH_TYPE","AREA","SUBAREA","CLASS","CLASSN","GAF","INTVNUMB","PHOTO_NUM","IPHC_AREA","LOGBOOK_AREA","STAT_AREA","DISTRICT","SUB_DIST","Stat_Area_label","NOTES2","SAMP_TYPE","R_SLOT","MONTH","LENCM","GROSSWT","NETWT","ROUNDWT","OTOLITH","GF_area","LC_area"
"4997","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,4,NA,2,"C","00128795","17",890,"STF",31,NA,1,"Private","SF",9,"","2C",102502,"10250","102","50","102-50","","Creel Sampler","N_A",6,89,16.6132579480539,14.3282275744224,19.0565426739818,NA,"SSEI","SSEIW"
"4998","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,4,NA,2,"C","00128795","18",655,"STF",31,NA,1,"Private","SF",9,"","2C",102502,"10250","102","50","102-50","","Creel Sampler","N_A",6,65.5,6.15251949795487,5.30628608779865,7.0573604967722,NA,"SSEI","SSEIW"
"4999","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,4,NA,2,"C","00128795","19",735,"STF",31,NA,1,"Private","SF",9,"","2C",102502,"10250","102","50","102-50","","Creel Sampler","N_A",6,73.5,8.93721416866509,7.70796666676608,10.2515956667989,NA,"SSEI","SSEIW"
"5000","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,4,NA,2,"C","00128795","20",730,"STF",5,NA,1,"Private","SF",10,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",6,73,8.74172728105141,7.53936755018688,10.0273588417485,NA,"SSEI","SSEIW"
"5001","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,0,13,4,"D","00128681","01",790,"STF",5,NA,2,"Charter","SF",1,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","LEGAL",6,79,11.2912744200948,9.7382433958611,12.9518637164953,NA,"SSEI","SSEIW"
"5002","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,0,13,4,"D","00128681","02",975,"STF",5,NA,2,"Charter","SF",1,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","LEGAL",6,97.5,22.3257543343357,19.2550124649381,25.6091665783677,NA,"SSEI","SSEIW"
"5003","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,0,13,4,"D","00128681","03",760,"STF",5,NA,2,"Charter","SF",1,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","LEGAL",6,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEI","SSEIW"
"5004","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,0,13,4,"D","00128681","04",960,"STF",5,NA,2,"Charter","SF",1,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","LEGAL",6,96,21.2319548395287,18.3116569755219,24.3545037774442,NA,"SSEI","SSEIW"
"5005","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,0,13,4,"D","00128681","05",865,"STF",25,NA,2,"Charter","SF",2,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","LEGAL",6,86.5,15.1482817758779,13.0647480057745,17.3761148476801,NA,"SSEI","SSEIW"
"5006","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,0,13,4,"D","00128681","06",835,"STF",25,NA,2,"Charter","SF",2,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","LEGAL",6,83.5,13.5112449427298,11.6528734435183,15.4983216798794,NA,"SSEI","SSEIW"
"5007","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,0,13,4,"D","00128681","07",910,"STF",25,NA,2,"Charter","SF",2,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","LEGAL",6,91,17.8535793395215,15.3979519606891,20.4792761077166,NA,"SSEI","SSEIW"
"5008","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,0,13,4,"D","00128681","08",800,"STF",25,NA,2,"Charter","SF",2,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","LEGAL",6,80,11.7609592329861,10.1433265474259,13.4906243080765,NA,"SSEI","SSEIW"
"5009","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,0,13,4,"D","00128681","09",855,"STF",25,NA,2,"Charter","SF",2,"","2C",101230,"10123","101","23","101-23","","Catch Sampler","LEGAL",6,85.5,14.5881895772432,12.5816923336246,16.7336508037207,NA,"SSEI","SSEIW"
"5010","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,15,12,5,"C","00123629","01",1375,"STF",1,NA,1,"Private","SF",7,"","2C",101900,"10190","101","90","101-90","","Creel Sampler","N_A",6,137.5,68.0036038561905,58.6502126782729,78.0047828621029,NA,"SSEI","SSEIW"
"5011","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,15,12,5,"C","00123629","02",1535,"STF",1,NA,1,"Private","SF",7,"","2C",101900,"10190","101","90","101-90","","Creel Sampler","N_A",6,153.5,97.1454215815253,83.7837895845321,111.432440147428,NA,"SSEI","SSEIW"
"5012","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,15,12,5,"C","00123629","03",830,"STF",1,NA,2,"Charter","SF",20,"","2C",101900,"10190","101","90","101-90","","Creel Sampler","LEGAL",6,83,13.2508642867348,11.4283062149386,15.1996472658684,NA,"SSEI","SSEIW"
"5013","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,15,12,5,"C","00123629","04",770,"STF",1,NA,2,"Charter","SF",20,"","2C",101900,"10190","101","90","101-90","","Creel Sampler","LEGAL",6,77,10.39109071556,8.96187328124,11.9192914640492,NA,"SSEI","SSEIW"
"5014","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,15,12,5,"C","00123629","05",870,"STF",1,NA,2,"Charter","SF",20,"","2C",101900,"10190","101","90","101-90","","Creel Sampler","LEGAL",6,87,15.4338247731885,13.3110166823064,17.7036521874675,NA,"SSEI","SSEIW"
"5015","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-18,1,NA,12,10,25,15,12,5,"C","00123629","06",730,"STF",1,NA,2,"Charter","SF",20,"","2C",101900,"10190","101","90","101-90","","Creel Sampler","LEGAL",6,73,8.74172728105141,7.53936755018688,10.0273588417485,NA,"SSEI","SSEIW"
"5016","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,16,1,2,"C","00123645","01",875,"STF",12,NA,1,"Private","SF",2,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",6,87.5,15.7230674870545,13.5604762068303,18.0354333550842,NA,"SSEI","SSEIW"
"5017","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,16,1,2,"C","00123645","02",890,"STF",12,NA,1,"Private","SF",2,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",6,89,16.6132579480539,14.3282275744224,19.0565426739818,NA,"SSEI","SSEIW"
"5018","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,16,1,2,"C","00123645","03",745,"STF",12,NA,1,"Private","SF",2,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","N_A",6,74.5,9.33721825472724,8.05295315850166,10.7104277008072,NA,"SSEI","SSEIW"
"5019","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,14,10,3,"C","00128716","01",470,"STF",12,NA,2,"Charter","SF",1,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,47,2.099076402752,1.81036401702616,2.40778414264479,NA,"SSEI","SSEIW"
"5020","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,14,10,3,"C","00128716","02",805,"STF",12,NA,2,"Charter","SF",1,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,80.5,12.0007900817551,10.3501704423003,13.7657266882595,NA,"SSEI","SSEIW"
"5021","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,14,10,3,"C","00128716","03",655,"STF",12,NA,2,"Charter","SF",1,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,65.5,6.15251949795487,5.30628608779865,7.0573604967722,NA,"SSEI","SSEIW"
"5022","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,14,10,3,"C","00128716","04",600,"STF",12,NA,2,"Charter","SF",1,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,60,4.63064233543596,3.99373183786951,5.31166334436644,NA,"SSEI","SSEIW"
"5023","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,14,10,3,"C","00128716","05",600,"STF",12,NA,2,"Charter","SF",3,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,60,4.63064233543596,3.99373183786951,5.31166334436644,NA,"SSEI","SSEIW"
"5024","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,14,10,3,"C","00128716","06",750,"STF",12,NA,2,"Charter","SF",3,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,75,9.54178617567186,8.22938427965115,10.945081091936,NA,"SSEI","SSEIW"
"5025","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,14,10,3,"C","00128716","07",615,"STF",12,NA,2,"Charter","SF",7,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,61.5,5.01633534732832,4.3263756375106,5.7540795978891,NA,"SSEI","SSEIW"
"5026","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,14,10,3,"C","00128716","08",610,"STF",12,NA,2,"Charter","SF",14,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,61,4.88539689627812,4.21344679894347,5.60388424259482,NA,"SSEI","SSEIW"
"5027","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,18,4,4,"D","00128676","01",720,"STF",5,NA,1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","N_A",6,72,8.35965732014726,7.20984847775072,9.58909847540845,NA,"SSEI","SSEIW"
"5028","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,18,4,4,"D","00128676","02",1180,"STF",5,NA,1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","N_A",6,118,41.4313314743284,35.7327592174688,47.5245697592335,NA,"SSEI","SSEIW"
"5029","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,18,4,4,"D","00128676","03",725,"STF",5,NA,1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","N_A",6,72.5,8.54921675080914,7.37333541510483,9.80653610208943,NA,"SSEI","SSEIW"
"5030","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,18,4,4,"D","00128676","04",810,"STF",5,NA,1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","N_A",6,81,12.2439810253286,10.5599122758681,14.0446833269046,NA,"SSEI","SSEIW"
"5031","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,18,4,4,"D","00128676","05",710,"STF",5,NA,2,"Charter","SF",5,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","LEGAL",6,71,7.98929093548086,6.89042324147201,9.16426291115777,NA,"SSEI","SSEIW"
"5032","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,18,4,4,"D","00128676","06",1070,"STF",5,NA,2,"Charter","SF",5,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","LEGAL",6,107,30.1741209216465,26.0238944567846,34.6117796275235,NA,"SSEI","SSEIW"
"5033","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,18,4,4,"D","00128676","07",950,"STF",5,NA,2,"Charter","SF",5,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","LEGAL",6,95,20.5237004736467,17.7008177429845,23.5420875981694,NA,"SSEI","SSEIW"
"5034","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,18,4,4,"D","00128676","08",690,"STF",5,NA,2,"Charter","SF",5,"","2C",101290,"10129","101","29","101-29","","Catch Sampler","LEGAL",6,69,7.28286468232178,6.2811606783156,8.35394370215975,NA,"SSEI","SSEIW"
"5035","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,15,12,5,"C","00123699","01",860,"STF",23,NA,2,"Charter","SF",9,"","2C",102100,"10210","102","10","102-10","","Creel Sampler","LEGAL",6,86,14.8664121475711,12.8216474535934,17.0527911132793,NA,"SSEI","SSEIW"
"5036","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,15,12,5,"C","00123699","02",865,"STF",23,NA,2,"Charter","SF",9,"","2C",102100,"10210","102","10","102-10","","Creel Sampler","LEGAL",6,86.5,15.1482817758779,13.0647480057745,17.3761148476801,NA,"SSEI","SSEIW"
"5037","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,15,12,5,"C","00123699","03",850,"STF",23,NA,2,"Charter","SF",9,"","2C",102100,"10210","102","10","102-10","","Creel Sampler","LEGAL",6,85,14.3135877905572,12.344859985371,16.4186637805435,NA,"SSEI","SSEIW"
"5038","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-19,1,NA,12,10,25,15,12,5,"C","00123699","04",880,"STF",23,NA,2,"Charter","SF",9,"","2C",102100,"10210","102","10","102-10","","Creel Sampler","LEGAL",6,88,16.0160363013939,13.8131493343522,18.3714886146885,NA,"SSEI","SSEIW"
"5039","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00123736","01",820,"STF",28,NA,1,"Private","SF",6,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",6,82,12.7405468281241,10.9881791366113,14.614278251693,NA,"SSEI","SSEIW"
"5040","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00123736","02",840,"STF",28,NA,1,"Private","SF",6,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",6,84,13.7751416551806,11.8804731210747,15.8010292510293,NA,"SSEI","SSEIW"
"5041","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00123736","03",1000,"STF",28,NA,1,"Private","SF",6,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",6,100,24.2343394485858,20.9010858569024,27.7984441896802,NA,"SSEI","SSEIW"
"5042","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00123736","04",890,"STF",28,NA,1,"Private","SF",6,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",6,89,16.6132579480539,14.3282275744224,19.0565426739818,NA,"SSEI","SSEIW"
"5043","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00123736","05",800,"STF",28,NA,1,"Private","SF",6,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",6,80,11.7609592329861,10.1433265474259,13.4906243080765,NA,"SSEI","SSEIW"
"5044","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00123736","06",800,"STF",28,NA,1,"Private","SF",6,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",6,80,11.7609592329861,10.1433265474259,13.4906243080765,NA,"SSEI","SSEIW"
"5045","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00123736","07",1880,"STF",4,NA,1,"Private","SF",7,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",6,188,187.371105147132,161.599599778299,214.927467705137,NA,"SSEI","SSEIW"
"5046","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00123736","08",1010,"STF",4,NA,1,"Private","SF",7,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",6,101,25.0283625747782,21.5858969931053,28.7092430008301,NA,"SSEI","SSEIW"
"5047","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00123736","09",715,"STF",4,NA,1,"Private","SF",12,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",6,71.5,8.17302377304676,7.04888499038183,9.37501703720783,NA,"SSEI","SSEIW"
"5048","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00123736","10",755,"STF",4,NA,1,"Private","SF",12,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",6,75.5,9.74943189855772,8.40846987391971,11.1832649323132,NA,"SSEI","SSEIW"
"5049","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00123736","11",660,"STF",4,NA,1,"Private","SF",12,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",6,66,6.3059937777102,5.43865111903038,7.2334059883104,NA,"SSEI","SSEIW"
"5050","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00123736","12",755,"STF",4,NA,1,"Private","SF",12,"","2C",102501,"10250","102","50","102-50","","Creel Sampler","N_A",6,75.5,9.74943189855772,8.40846987391971,11.1832649323132,NA,"SSEI","SSEIW"
"5051","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","01",1010,"STF",5,NA,1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",6,101,25.0283625747782,21.5858969931053,28.7092430008301,NA,"SSEI","SSEIW"
"5052","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","02",1130,"STF",5,NA,1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",6,113,36.0085259679733,31.0558203756211,41.3042410995761,NA,"SSEI","SSEIW"
"5053","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","03",805,"STF",5,NA,1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",6,80.5,12.0007900817551,10.3501704423003,13.7657266882595,NA,"SSEI","SSEIW"
"5054","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","04",965,"STF",5,NA,1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",6,96.5,21.592338598755,18.6224726224267,24.7678885878275,NA,"SSEI","SSEIW"
"5055","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","05",910,"STF",5,NA,1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",6,91,17.8535793395215,15.3979519606891,20.4792761077166,NA,"SSEI","SSEIW"
"5056","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","06",760,"STF",5,NA,1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",6,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEI","SSEIW"
"5057","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","07",800,"STF",5,NA,1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",6,80,11.7609592329861,10.1433265474259,13.4906243080765,NA,"SSEI","SSEIW"
"5058","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","08",785,"STF",5,NA,1,"Private","SF",1,"","2C",101290,"10129","101","29","101-29","","Creel Sampler","N_A",6,78.5,11.0613688531761,9.53995963395614,12.6881463131617,NA,"SSEI","SSEIW"
"5059","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","09",840,"STF",1,NA,1,"Private","SF",3,"","2C",101900,"10190","101","90","101-90","","Creel Sampler","N_A",6,84,13.7751416551806,11.8804731210747,15.8010292510293,NA,"SSEI","SSEIW"
"5060","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","10",700,"STF",1,NA,1,"Private","SF",3,"","2C",101900,"10190","101","90","101-90","","Creel Sampler","N_A",6,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEI","SSEIW"
"5061","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","11",780,"STF",29,NA,1,"Private","SF",4,"","2C",102700,"10270","102","70","102-70","","Creel Sampler","N_A",6,78,10.8347201758416,9.34448480063655,12.4281647848466,NA,"SSEI","SSEIW"
"5062","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","12",800,"STF",29,NA,1,"Private","SF",4,"","2C",102700,"10270","102","70","102-70","","Creel Sampler","N_A",6,80,11.7609592329861,10.1433265474259,13.4906243080765,NA,"SSEI","SSEIW"
"5063","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","13",745,"STF",29,NA,1,"Private","SF",4,"","2C",102700,"10270","102","70","102-70","","Creel Sampler","N_A",6,74.5,9.33721825472724,8.05295315850166,10.7104277008072,NA,"SSEI","SSEIW"
"5064","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","14",760,"STF",29,NA,1,"Private","SF",4,"","2C",102700,"10270","102","70","102-70","","Creel Sampler","N_A",6,76,9.96018088682265,8.5902319024382,11.4250084302428,NA,"SSEI","SSEIW"
"5065","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","15",1225,"STF",28,NA,1,"Private","SF",6,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",6,122.5,46.7726648268007,40.3394317957418,53.6514442883365,NA,"SSEI","SSEIW"
"5066","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","16",990,"STF",28,NA,1,"Private","SF",6,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",6,99,23.4579046802108,20.2314439303907,26.9078204274196,NA,"SSEI","SSEIW"
"5067","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","17",940,"STF",28,NA,1,"Private","SF",6,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",6,94,19.8319506194401,17.1042129489918,22.7486032221592,NA,"SSEI","SSEIW"
"5068","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","18",865,"STF",28,NA,1,"Private","SF",6,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",6,86.5,15.1482817758779,13.0647480057745,17.3761148476801,NA,"SSEI","SSEIW"
"5069","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","19",875,"STF",28,NA,1,"Private","SF",6,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",6,87.5,15.7230674870545,13.5604762068303,18.0354333550842,NA,"SSEI","SSEIW"
"5070","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,4,NA,2,"C","00128797","20",835,"STF",28,NA,1,"Private","SF",6,"","2C",102200,"10220","102","20","102-20","","Creel Sampler","N_A",6,83.5,13.5112449427298,11.6528734435183,15.4983216798794,NA,"SSEI","SSEIW"
"5071","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,14,10,3,"C","00128806","01",610,"STF",12,NA,2,"Charter","SF",11,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,61,4.88539689627812,4.21344679894347,5.60388424259482,NA,"SSEI","SSEIW"
"5072","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,14,10,3,"C","00128806","02",640,"STF",12,NA,2,"Charter","SF",11,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,64,5.70761016092118,4.92257072920152,6.54701906983802,NA,"SSEI","SSEIW"
"5073","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,14,10,3,"C","00128806","03",700,"STF",12,NA,2,"Charter","SF",11,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,70,7.6304269041477,6.58091829516383,8.7526213325679,NA,"SSEI","SSEIW"
"5074","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,14,10,3,"C","00128806","04",645,"STF",12,NA,2,"Charter","SF",11,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,64.5,5.85335227363961,5.04826709560576,6.71419523715566,NA,"SSEI","SSEIW"
"5075","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,14,10,3,"C","00128806","05",860,"STF",10,NA,2,"Charter","SF",12,"","2C",101451,"10145","101","45","101-45","","Creel Sampler","LEGAL",6,86,14.8664121475711,12.8216474535934,17.0527911132793,NA,"SSEI","SSEIW"
"5076","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,14,10,3,"C","00128806","06",870,"STF",10,NA,2,"Charter","SF",12,"","2C",101451,"10145","101","45","101-45","","Creel Sampler","LEGAL",6,87,15.4338247731885,13.3110166823064,17.7036521874675,NA,"SSEI","SSEIW"
"5077","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,14,10,3,"C","00128806","07",580,"STF",12,NA,2,"Charter","SF",13,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,58,4.14894698877777,3.57829011234887,4.759125849424,NA,"SSEI","SSEIW"
"5078","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,14,10,3,"C","00128806","08",635,"STF",12,NA,2,"Charter","SF",13,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,63.5,5.56439634496824,4.79905491110062,6.38274303176382,NA,"SSEI","SSEIW"
"5079","Marine Boat","KETCHIKAN","200","A",81,2015,2015-06-20,1,NA,12,10,25,14,10,3,"C","00128806","09",730,"STF",12,NA,2,"Charter","SF",13,"","2C",101411,"10141","101","41","101-41","","Creel Sampler","LEGAL",6,73,8.74172728105141,7.53936755018688,10.0273588417485,NA,"SSEI","SSEIW"
