"","SUB","YEAR","MONTH","DAY","PAGE","LINE","AGECONF","AGE","AGEERR","SEX","LENGTH","OBSWT","STATAREA","USER","PORT","CAS","NETWT","RNDWT"
"3494",NA,2005,6,30,4,12,NA,NA,"","M",77,NA,485932,"Charter","Seward",0,9,11.9
"3495",NA,2005,6,30,4,13,NA,NA,"I","F",74,NA,485932,"Charter","Seward",0,7.9,10.5
"3496",NA,2005,6,30,4,14,NA,NA,"","M",80,NA,NA,"Charter","Seward",0,10.1,13.5
"3497",NA,2005,6,30,4,15,NA,6,"","F",67,NA,NA,"Charter","Seward",0,5.7,7.6
"3498",NA,2005,6,30,4,16,NA,13,"","M",78,NA,NA,"Charter","Seward",0,9.3,12.4
"3499",NA,2005,6,30,4,17,NA,10,"","F",77,NA,NA,"Charter","Seward",0,9,11.9
"3500",NA,2005,6,30,4,18,NA,16,"","M",85,NA,NA,"Charter","Seward",0,12.3,16.4
"3501",NA,2005,6,30,4,19,NA,NA,"","M",80,NA,NA,"Charter","Seward",0,10.1,13.5
"3502",NA,2005,6,30,4,20,NA,NA,"","M",72,NA,NA,"Charter","Seward",0,7.2,9.6
"3503",NA,2005,6,30,4,21,NA,17,"","M",80,NA,NA,"Charter","Seward",0,10.1,13.5
"3504",NA,2005,6,30,4,22,NA,NA,"","F",127,NA,495902,"Charter","Seward",0,45.3,60.3
"3505",NA,2005,6,30,4,23,NA,NA,"","F",82,NA,505932,"Charter","Seward",0,11,14.6
"3506",NA,2005,6,30,4,24,NA,18,"","F",119,NA,505932,"Charter","Seward",0,36.7,48.8
"3507",NA,2005,6,30,4,25,NA,NA,"","M",71,NA,505932,"Charter","Seward",0,6.9,9.2
"3508",NA,2005,6,30,4,26,NA,NA,"","F",90,NA,505932,"Charter","Seward",0,14.9,19.8
"3509",NA,2005,6,30,4,27,NA,11,"","F",88,NA,505932,"Charter","Seward",0,13.8,18.4
"3510",NA,2005,6,30,4,28,NA,9,"","F",91,NA,505932,"Charter","Seward",0,15.4,20.5
"3511",NA,2005,6,30,4,29,NA,14,"","M",83,NA,505932,"Charter","Seward",0,11.4,15.2
"3512",NA,2005,6,30,4,30,NA,16,"","F",124,NA,485931,"Private","Seward",0,42,55.8
"3513",NA,2005,6,30,5,1,NA,15,"","F",122,NA,485931,"Private","Seward",0,39.8,52.9
"3514",NA,2005,6,30,5,2,NA,21,"","M",85,NA,485931,"Private","Seward",0,12.3,16.4
"3515",NA,2005,6,30,5,3,NA,15,"","F",116,NA,485931,"Private","Seward",0,33.8,45
"3516",NA,2005,6,30,5,4,NA,17,"","F",142,NA,485931,"Private","Seward",0,65.1,86.6
"3517",NA,2005,6,30,5,5,NA,11,"","F",132,NA,495938,"Private","Seward",0,51.4,68.3
"3518",NA,2005,6,30,5,6,NA,11,"","F",129,NA,495938,"Private","Seward",0,47.7,63.4
"3519",NA,2005,6,30,5,7,NA,10,"","F",91,NA,495938,"Private","Seward",0,15.4,20.5
"3520",NA,2005,6,30,5,8,NA,16,"","F",159,NA,495938,"Private","Seward",0,93.9,124.9
"3521",NA,2005,6,30,5,9,NA,7,"","F",99,NA,495938,"Private","Seward",0,20.2,26.9
"3522",NA,2005,6,30,5,10,NA,8,"","F",101,NA,495938,"Private","Seward",0,21.6,28.7
"3523",NA,2005,6,30,5,11,NA,7,"","F",84,NA,495938,"Private","Seward",0,11.9,15.8
"3524",NA,2005,6,30,5,12,NA,10,"","F",112,NA,495938,"Private","Seward",0,30.2,40.1
"3525",NA,2005,6,30,5,13,NA,11,"","F",122,NA,495938,"Private","Seward",0,39.8,52.9
"3526",NA,2005,6,30,5,14,NA,18,"","M",84,NA,495938,"Private","Seward",0,11.9,15.8
"3527",NA,2005,6,30,5,15,NA,11,"","M",81,NA,495938,"Private","Seward",0,10.6,14
"3528",NA,2005,7,16,6,1,NA,NA,"","F",71,NA,485932,"Charter","Seward",0,6.9,9.2
"3529",NA,2005,7,16,6,2,NA,NA,"","M",78,NA,485932,"Charter","Seward",0,9.3,12.4
"3530",NA,2005,7,16,6,3,NA,11,"","M",85,NA,485932,"Charter","Seward",0,12.3,16.4
"3531",NA,2005,7,16,6,4,NA,14,"","M",87,NA,485932,"Charter","Seward",0,13.3,17.7
"3532",NA,2005,7,16,6,5,NA,7,"","F",81,NA,485932,"Charter","Seward",0,10.6,14
"3533",NA,2005,7,16,6,6,NA,7,"","F",83,NA,495938,"Private","Seward",0,11.4,15.2
"3534",NA,2005,7,21,7,1,NA,6,"","F",75,NA,495938,"Private","Seward",0,8.2,10.9
"3535",NA,2005,7,21,7,2,NA,8,"","F",73,NA,495938,"Private","Seward",0,7.5,10
"3536",NA,2005,7,21,7,3,NA,12,"","F",103,NA,495938,"Private","Seward",0,23,30.6
"3537",NA,2005,7,21,7,4,NA,13,"","M",77,NA,495938,"Charter","Seward",0,9,11.9
"3538",NA,2005,7,21,7,5,NA,12,"","F",75,NA,495938,"Charter","Seward",0,8.2,10.9
"3539",NA,2005,7,21,7,6,NA,NA,"","M",78,NA,495938,"Charter","Seward",0,9.3,12.4
"3540",NA,2005,7,21,7,7,NA,11,"","M",80,NA,495938,"Charter","Seward",0,10.1,13.5
"3541",NA,2005,7,21,7,8,NA,NA,"","F",NA,NA,495938,"Charter","Seward",0,NA,NA
"3542",NA,2005,7,22,8,1,NA,13,"","F",83,NA,505932,"Charter","Seward",0,11.4,15.2
"3543",NA,2005,7,22,8,2,NA,15,"","M",82,NA,505932,"Charter","Seward",0,11,14.6
"3544",NA,2005,7,22,8,3,NA,19,"","F",98,NA,505932,"Charter","Seward",0,19.6,26
"3545",NA,2005,7,22,8,4,NA,11,"","M",73,NA,505907,"Charter","Seward",0,7.5,10
"3546",NA,2005,7,22,8,5,NA,14,"","F",93,NA,505907,"Charter","Seward",0,16.5,22
"3547",NA,2005,7,22,8,6,NA,11,"","M",85,NA,505907,"Charter","Seward",0,12.3,16.4
"3548",NA,2005,7,22,8,7,NA,NA,"","F",85,NA,505907,"Charter","Seward",0,12.3,16.4
"3549",NA,2005,7,22,8,8,NA,NA,"","F",89,NA,505907,"Charter","Seward",0,14.3,19.1
"3550",NA,2005,7,22,8,9,NA,11,"","F",88,NA,505907,"Charter","Seward",0,13.8,18.4
"3551",NA,2005,7,22,8,10,NA,7,"","F",71,NA,485935,"Charter","Seward",0,6.9,9.2
"3552",NA,2005,7,22,8,11,NA,9,"","M",78,NA,485935,"Charter","Seward",0,9.3,12.4
"3553",NA,2005,7,22,8,13,NA,15,"","M",81,NA,485935,"Charter","Seward",0,10.6,14
"3554",NA,2005,7,22,8,14,NA,19,"","M",86,NA,485935,"Charter","Seward",0,12.8,17.1
"3555",NA,2005,7,22,8,15,NA,22,"","M",89,NA,485935,"Charter","Seward",0,14.3,19.1
"3556",NA,2005,7,24,9,1,NA,11,"","F",101,NA,495938,"Private","Seward",0,21.6,28.7
"3557",NA,2005,7,24,9,2,NA,17,"","F",92,NA,495938,"Private","Seward",0,16,21.2
"3558",NA,2005,7,24,9,3,NA,NA,"","M",78,NA,485935,"Charter","Seward",0,9.3,12.4
"3559",NA,2005,7,24,9,4,NA,15,"","M",82,NA,485935,"Charter","Seward",0,11,14.6
"3560",NA,2005,7,24,9,5,NA,NA,"","M",77,NA,485935,"Charter","Seward",0,9,11.9
"3561",NA,2005,7,24,9,6,NA,18,"","M",88,NA,485935,"Charter","Seward",0,13.8,18.4
"3562",NA,2005,7,24,9,7,NA,NA,"","M",74,NA,485935,"Charter","Seward",0,7.9,10.5
"3563",NA,2005,7,24,9,8,NA,NA,"","M",74,NA,485935,"Charter","Seward",0,7.9,10.5
"3564",NA,2005,7,24,9,9,NA,NA,"","F",73,NA,485935,"Charter","Seward",0,7.5,10
"3565",NA,2005,7,24,9,10,NA,NA,"","M",83,NA,485935,"Charter","Seward",0,11.4,15.2
"3566",NA,2005,7,24,9,11,NA,NA,"","F",76,NA,485935,"Charter","Seward",0,8.6,11.4
"3567",NA,2005,7,24,9,12,NA,7,"","F",70,NA,485935,"Charter","Seward",0,6.6,8.8
"3568",NA,2005,7,24,9,13,NA,10,"","M",79,NA,485935,"Charter","Seward",0,9.7,13
"3569",NA,2005,7,25,10,1,NA,NA,"","M",65,NA,485935,"Charter","Seward",0,5.2,6.9
"3570",NA,2005,7,25,10,2,NA,NA,"","F",76,NA,485935,"Charter","Seward",0,8.6,11.4
"3571",NA,2005,7,25,10,3,NA,NA,"","M",76,NA,485935,"Charter","Seward",0,8.6,11.4
"3572",NA,2005,7,25,10,4,NA,NA,"","F",81,NA,495932,"Charter","Seward",0,10.6,14
"3573",NA,2005,7,25,10,5,NA,NA,"","F",62,NA,495932,"Charter","Seward",0,4.4,5.9
"3574",NA,2005,7,25,10,6,NA,11,"","M",65,NA,495932,"Charter","Seward",0,5.2,6.9
"3575",NA,2005,7,26,11,1,NA,8,"","F",84,NA,495932,"Charter","Seward",0,11.9,15.8
"3576",NA,2005,7,26,11,2,NA,NA,"","F",82,NA,495932,"Charter","Seward",0,11,14.6
"3577",NA,2005,7,26,11,3,NA,NA,"","F",81,NA,495932,"Charter","Seward",0,10.6,14
"3578",NA,2005,7,26,11,4,NA,10,"","F",70,NA,495932,"Charter","Seward",0,6.6,8.8
"3579",NA,2005,7,26,11,5,NA,NA,"","F",83,NA,485935,"Charter","Seward",0,11.4,15.2
"3580",NA,2005,7,26,11,6,NA,NA,"","M",66,NA,485935,"Charter","Seward",0,5.4,7.2
"3581",NA,2005,7,26,11,7,NA,NA,"","M",94,NA,495935,"Charter","Seward",0,17.1,22.7
"3582",NA,2005,7,26,11,8,NA,19,"","F",89,NA,495935,"Charter","Seward",0,14.3,19.1
"3583",NA,2005,7,26,11,9,NA,NA,"I","F",107,NA,495935,"Charter","Seward",0,26,34.6
"3584",NA,2005,7,26,11,10,NA,NA,"","F",122,NA,485935,"Charter","Seward",0,39.8,52.9
"3585",NA,2005,7,26,11,11,NA,NA,"","F",97,NA,495935,"Charter","Seward",0,18.9,25.2
"3586",NA,2005,7,26,11,12,NA,NA,"","F",84,NA,495935,"Charter","Seward",0,11.9,15.8
"3587",NA,2005,7,26,11,13,NA,7,"","F",75,NA,485935,"Charter","Seward",0,8.2,10.9
"3588",NA,2005,7,26,11,14,NA,NA,"","M",76,NA,495938,"Charter","Seward",0,8.6,11.4
"3589",NA,2005,7,26,11,15,NA,20,"","M",90,NA,495938,"Charter","Seward",0,14.9,19.8
"3590",NA,2005,7,26,11,16,NA,18,"","M",89,NA,495938,"Charter","Seward",0,14.3,19.1
"3591",NA,2005,7,26,11,17,NA,21,"","M",87,NA,495938,"Charter","Seward",0,13.3,17.7
"3592",NA,2005,7,26,11,18,NA,11,"","M",82,NA,495938,"Charter","Seward",0,11,14.6
"3593",NA,2005,7,26,11,19,NA,10,"","F",84,NA,495938,"Charter","Seward",0,11.9,15.8
"3594",NA,2005,7,26,11,20,NA,14,"","M",76,NA,495938,"Charter","Seward",0,8.6,11.4
"3595",NA,2005,7,28,12,1,NA,6,"","M",96,NA,485932,"Charter","Seward",0,18.3,24.4
"3596",NA,2005,7,28,12,2,NA,NA,"","M",80,NA,485932,"Charter","Seward",0,10.1,13.5
"3597",NA,2005,7,28,12,3,NA,NA,"","F",81,NA,485932,"Charter","Seward",0,10.6,14
"3598",NA,2005,7,28,12,4,NA,11,"","F",98,NA,485932,"Charter","Seward",0,19.6,26
"3599",NA,2005,7,28,12,5,NA,8,"","F",78,NA,485932,"Charter","Seward",0,9.3,12.4
"3600",NA,2005,7,28,12,6,NA,NA,"","F",78,NA,485932,"Charter","Seward",0,9.3,12.4
"3601",NA,2005,7,28,12,7,NA,10,"","F",83,NA,485932,"Charter","Seward",0,11.4,15.2
"3602",NA,2005,7,28,12,8,NA,11,"","",93,NA,485932,"Charter","Seward",0,16.5,22
"3603",NA,2005,7,28,12,9,NA,NA,"","F",104,NA,485932,"Charter","Seward",0,23.7,31.6
"3604",NA,2005,7,28,12,10,NA,9,"","F",90,NA,485932,"Charter","Seward",0,14.9,19.8
"3605",NA,2005,7,28,12,11,NA,8,"","F",76,NA,485932,"Charter","Seward",0,8.6,11.4
"3606",NA,2005,7,28,12,12,NA,10,"","F",93,NA,485932,"Charter","Seward",0,16.5,22
"3607",NA,2005,7,28,12,13,NA,10,"","F",96,NA,485932,"Charter","Seward",0,18.3,24.4
"3608",NA,2005,7,28,12,14,NA,10,"","F",87,NA,485932,"Charter","Seward",0,13.3,17.7
"3609",NA,2005,7,28,12,15,NA,7,"","",76,NA,485932,"Charter","Seward",0,8.6,11.4
"3610",NA,2005,7,28,12,16,NA,15,"","M",99,NA,485932,"Charter","Seward",0,20.2,26.9
"3611",NA,2005,7,28,12,17,NA,8,"","F",82,NA,495932,"Charter","Seward",0,11,14.6
"3612",NA,2005,7,28,12,18,NA,10,"","F",86,NA,485932,"Charter","Seward",0,12.8,17.1
"3613",NA,2005,7,28,12,19,NA,11,"","F",114,NA,485935,"Charter","Seward",0,32,42.5
"3614",NA,2005,7,28,12,20,NA,NA,"","F",68,NA,485932,"Charter","Seward",0,6,8
"3615",NA,2005,7,28,12,21,NA,NA,"","F",132,NA,485935,"Charter","Seward",0,51.4,68.3
"3616",NA,2005,7,28,12,22,NA,11,"","F",138,NA,485935,"Charter","Seward",0,59.3,78.9
"3617",NA,2005,7,28,12,23,NA,NA,"","F",77,NA,485935,"Charter","Seward",0,9,11.9
"3618",NA,2005,7,28,12,24,NA,6,"","M",79,NA,485935,"Charter","Seward",0,9.7,13
"3619",NA,2005,7,28,12,25,NA,9,"","F",82,NA,485935,"Charter","Seward",0,11,14.6
"3620",NA,2005,7,28,12,26,NA,9,"","F",74,NA,485935,"Charter","Seward",0,7.9,10.5
"3621",NA,2005,7,28,12,27,NA,NA,"","F",112,NA,485932,"Charter","Seward",0,30.2,40.1
"3622",NA,2005,7,28,12,28,NA,9,"","F",114,NA,485935,"Charter","Seward",0,32,42.5
"3623",NA,2005,7,28,12,29,NA,NA,"","F",76,NA,485935,"Charter","Seward",0,8.6,11.4
"3624",NA,2005,7,28,12,30,NA,NA,"","F",105,NA,485935,"Charter","Seward",0,24.5,32.6
"3625",NA,2005,7,28,13,1,NA,NA,"","F",79,NA,485935,"Charter","Seward",0,9.7,13
"3626",NA,2005,7,28,13,2,NA,7,"","F",82,NA,485935,"Charter","Seward",0,11,14.6
"3627",NA,2005,7,28,13,3,NA,9,"","F",81,NA,485935,"Charter","Seward",0,10.6,14
"3628",NA,2005,7,28,13,4,NA,8,"","F",76,NA,485935,"Charter","Seward",0,8.6,11.4
"3629",NA,2005,7,28,13,5,NA,NA,"","F",80,NA,485935,"Charter","Seward",0,10.1,13.5
"3630",NA,2005,7,28,13,6,NA,8,"","F",81,NA,485935,"Charter","Seward",0,10.6,14
"3631",NA,2005,7,28,13,7,NA,12,"","",105,NA,485932,"Charter","Seward",0,24.5,32.6
"3632",NA,2005,7,28,13,8,NA,8,"","F",79,NA,485932,"Charter","Seward",0,9.7,13
"3633",NA,2005,7,30,14,1,NA,9,"","M",66,NA,495932,"Private","Seward",0,5.4,7.2
"3634",NA,2005,7,30,14,2,NA,6,"","M",64,NA,495932,"Private","Seward",0,4.9,6.5
"3635",NA,2005,7,30,14,3,NA,10,"","F",71,NA,495932,"Private","Seward",0,6.9,9.2
"3636",NA,2005,7,30,14,4,NA,10,"","M",66,NA,495932,"Private","Seward",0,5.4,7.2
"3637",NA,2005,7,30,14,5,NA,7,"","F",62,NA,495932,"Private","Seward",0,4.4,5.9
"3638",NA,2005,7,30,14,6,NA,6,"","F",53,NA,495932,"Private","Seward",0,2.7,3.6
"3639",NA,2005,7,30,14,7,NA,5,"","F",54,NA,495932,"Private","Seward",0,2.8,3.8
"3640",NA,2005,7,30,14,8,NA,6,"","F",77,NA,495932,"Private","Seward",0,9,11.9
"3641",NA,2005,7,30,14,9,NA,10,"","F",83,NA,495932,"Private","Seward",0,11.4,15.2
"3642",NA,2005,7,30,14,10,NA,10,"","F",69,NA,495932,"Private","Seward",0,6.3,8.4
"3643",NA,2005,7,30,14,11,NA,10,"","F",80,NA,495932,"Private","Seward",0,10.1,13.5
"3644",NA,2005,7,30,14,12,NA,7,"","M",61,NA,495932,"Private","Seward",0,4.2,5.6
"3645",NA,2005,7,30,14,13,NA,9,"","M",66,NA,495932,"Private","Seward",0,5.4,7.2
"3646",NA,2005,7,30,14,14,NA,6,"","M",55,NA,495932,"Private","Seward",0,3,4
"3647",NA,2005,7,30,14,15,NA,13,"","F",117,NA,495932,"Private","Seward",0,34.8,46.2
"3648",NA,2005,7,30,14,16,NA,18,"","M",101,NA,495932,"Private","Seward",0,21.6,28.7
"3649",NA,2005,7,30,14,17,NA,16,"","M",78,NA,495932,"Private","Seward",0,9.3,12.4
"3650",NA,2005,7,30,14,18,NA,13,"","F",83,NA,495932,"Private","Seward",0,11.4,15.2
"3651",NA,2005,7,30,14,19,NA,15,"","F",116,NA,495932,"Private","Seward",0,33.8,45
"3652",NA,2005,7,30,14,20,NA,12,"","F",90,NA,495932,"Private","Seward",0,14.9,19.8
"3653",NA,2005,7,30,14,21,NA,9,"","F",80,NA,495932,"Private","Seward",0,10.1,13.5
"3654",NA,2005,7,30,14,22,NA,9,"","F",61,NA,495932,"Private","Seward",0,4.2,5.6
"3655",NA,2005,7,30,14,23,NA,9,"","M",75,NA,495932,"Private","Seward",0,8.2,10.9
"3656",NA,2005,7,30,14,24,NA,9,"","F",75,NA,495932,"Private","Seward",0,8.2,10.9
"3657",NA,2005,7,30,14,25,NA,7,"","M",66,NA,495932,"Private","Seward",0,5.4,7.2
"3658",NA,2005,7,30,14,26,NA,9,"","F",76,NA,495932,"Private","Seward",0,8.6,11.4
"3659",NA,2005,7,30,14,27,NA,7,"","F",75,NA,475934,"Private","Seward",0,8.2,10.9
"3660",NA,2005,7,30,14,28,NA,13,"","F",93,NA,475934,"Private","Seward",0,16.5,22
"3661",NA,2005,7,31,15,1,NA,12,"","M",166,NA,496002,"Private","Seward",0,108,143.6
"3662",NA,2005,7,31,15,2,NA,7,"","M",71,NA,496002,"Private","Seward",0,6.9,9.2
"3663",NA,2005,7,31,15,3,NA,8,"","M",67,NA,495938,"Private","Seward",0,5.7,7.6
"3664",NA,2005,7,31,15,4,NA,6,"","M",69,NA,495938,"Private","Seward",0,6.3,8.4
"3665",NA,2005,7,31,15,5,NA,6,"","F",62,NA,495938,"Private","Seward",0,4.4,5.9
"3666",NA,2005,7,31,15,6,NA,7,"","M",60,NA,495938,"Private","Seward",0,4,5.3
"3667",NA,2005,7,31,15,7,NA,8,"","F",65,NA,495938,"Private","Seward",0,5.2,6.9
"3668",NA,2005,7,31,15,8,NA,7,"","F",81,NA,495935,"Private","Seward",0,10.6,14
"3669",NA,2005,7,31,15,9,NA,10,"","M",74,NA,495935,"Private","Seward",0,7.9,10.5
"3670",NA,2005,7,31,15,10,NA,11,"","M",78,NA,495935,"Private","Seward",0,9.3,12.4
"3671",NA,2005,7,31,15,11,NA,10,"","F",79,NA,495935,"Private","Seward",0,9.7,13
"3672",NA,2005,7,31,15,12,NA,NA,"","F",154,NA,485935,"Charter","Seward",0,84.7,112.6
"3673",NA,2005,7,31,15,13,NA,NA,"","F",137,NA,485935,"Charter","Seward",0,58,77.1
"3674",NA,2005,7,31,15,14,NA,NA,"","F",97,NA,485935,"Charter","Seward",0,18.9,25.2
"3675",NA,2005,7,31,15,15,NA,9,"","M",84,NA,485935,"Charter","Seward",0,11.9,15.8
"3676",NA,2005,7,31,15,16,NA,NA,"","F",124,NA,485935,"Charter","Seward",0,42,55.8
"3677",NA,2005,7,31,15,17,NA,9,"","M",81,NA,485935,"Charter","Seward",0,10.6,14
"3678",NA,2005,7,31,15,18,NA,6,"","F",76,NA,485935,"Charter","Seward",0,8.6,11.4
"3679",NA,2005,7,31,15,19,NA,NA,"","M",102,NA,485935,"Charter","Seward",0,22.3,29.6
"3680",NA,2005,7,31,15,20,NA,18,"","F",105,NA,485935,"Charter","Seward",0,24.5,32.6
"3681",NA,2005,7,31,15,21,NA,10,"","F",93,NA,485935,"Charter","Seward",0,16.5,22
"3682",NA,2005,7,31,15,22,NA,NA,"","F",86,NA,485935,"Charter","Seward",0,12.8,17.1
"3683",NA,2005,7,31,15,23,NA,NA,"","F",87,NA,495931,"Charter","Seward",0,13.3,17.7
"3684",NA,2005,7,31,15,24,NA,NA,"","F",89,NA,495931,"Charter","Seward",0,14.3,19.1
"3685",NA,2005,7,31,15,25,NA,10,"","M",74,NA,495931,"Charter","Seward",0,7.9,10.5
"3686",NA,2005,7,31,15,26,NA,10,"","F",99,NA,495931,"Charter","Seward",0,20.2,26.9
"3687",NA,2005,7,31,15,27,NA,9,"","F",90,NA,495931,"Charter","Seward",0,14.9,19.8
"3688",NA,2005,7,31,15,28,NA,10,"","F",88,NA,495931,"Charter","Seward",0,13.8,18.4
"3689",NA,2005,7,31,15,29,NA,NA,"","F",88,NA,495931,"Charter","Seward",0,13.8,18.4
"3690",NA,2005,7,31,15,30,NA,10,"","F",93,NA,495931,"Charter","Seward",0,16.5,22
"3691",NA,2005,7,31,16,1,NA,NA,"","F",76,NA,495931,"Charter","Seward",0,8.6,11.4
"3692",NA,2005,7,31,16,2,NA,NA,"","M",80,NA,495931,"Charter","Seward",0,10.1,13.5
"3693",NA,2005,7,31,16,3,NA,6,"","M",54,NA,495932,"Charter","Seward",0,2.8,3.8
"3694",NA,2005,7,31,16,4,NA,NA,"","M",58,NA,495932,"Charter","Seward",0,3.6,4.8
"3695",NA,2005,7,31,16,5,NA,19,"","M",95,NA,505931,"Charter","Seward",0,17.7,23.5
"3696",NA,2005,7,31,16,6,NA,12,"","F",89,NA,505931,"Charter","Seward",0,14.3,19.1
"3697",NA,2005,7,31,16,7,NA,7,"","F",73,NA,505931,"Charter","Seward",0,7.5,10
"3698",NA,2005,7,31,16,8,NA,8,"","F",80,NA,505931,"Charter","Seward",0,10.1,13.5
"3699",NA,2005,7,31,16,9,NA,14,"","F",105,NA,505931,"Charter","Seward",0,24.5,32.6
"3700",NA,2005,7,31,16,10,NA,NA,"","F",98,NA,505931,"Charter","Seward",0,19.6,26
"3701",NA,2005,7,31,16,11,NA,10,"","F",104,NA,505931,"Charter","Seward",0,23.7,31.6
"3702",NA,2005,7,31,16,12,NA,16,"","F",108,NA,505931,"Charter","Seward",0,26.8,35.7
"3703",NA,2005,7,31,16,13,NA,12,"","F",88,NA,505931,"Charter","Seward",0,13.8,18.4
"3704",NA,2005,7,31,16,14,NA,NA,"","F",96,NA,505931,"Charter","Seward",0,18.3,24.4
"3705",NA,2005,7,31,16,15,NA,NA,"","M",93,NA,505931,"Charter","Seward",0,16.5,22
"3706",NA,2005,7,31,16,16,NA,13,"","F",94,NA,505931,"Charter","Seward",0,17.1,22.7
"3707",NA,2005,7,31,16,17,NA,17,"","F",91,NA,505931,"Charter","Seward",0,15.4,20.5
"3708",NA,2005,8,1,17,1,NA,15,"","F",107,NA,485933,"Charter","Seward",0,26,34.6
"3709",NA,2005,8,1,17,2,NA,12,"","F",94,NA,485933,"Charter","Seward",0,17.1,22.7
"3710",NA,2005,8,1,17,3,NA,NA,"","F",120,NA,485933,"Charter","Seward",0,37.7,50.2
"3711",NA,2005,8,1,17,4,NA,NA,"","M",103,NA,485933,"Charter","Seward",0,23,30.6
"3712",NA,2005,8,1,17,5,NA,15,"","F",77,NA,485933,"Charter","Seward",0,9,11.9
"3713",NA,2005,8,1,17,6,NA,11,"","F",68,NA,485933,"Charter","Seward",0,6,8
"3714",NA,2005,8,1,17,7,NA,11,"","F",93,NA,495901,"Charter","Seward",0,16.5,22
"3715",NA,2005,8,1,17,8,NA,6,"","F",62,NA,495901,"Charter","Seward",0,4.4,5.9
"3716",NA,2005,8,1,17,9,NA,NA,"","M",81,NA,495901,"Charter","Seward",0,10.6,14
"3717",NA,2005,8,1,17,10,NA,11,"","M",82,NA,495901,"Charter","Seward",0,11,14.6
"3718",NA,2005,8,1,17,11,NA,10,"","F",85,NA,495901,"Charter","Seward",0,12.3,16.4
"3719",NA,2005,8,1,17,12,NA,13,"","M",75,NA,495901,"Charter","Seward",0,8.2,10.9
"3720",NA,2005,8,1,17,13,NA,11,"","F",86,NA,495901,"Charter","Seward",0,12.8,17.1
"3721",NA,2005,8,1,17,14,NA,9,"","M",69,NA,495901,"Charter","Seward",0,6.3,8.4
"3722",NA,2005,8,1,17,15,NA,NA,"","F",83,NA,495901,"Charter","Seward",0,11.4,15.2
"3723",NA,2005,8,1,17,16,NA,NA,"","F",89,NA,495901,"Charter","Seward",0,14.3,19.1
"3724",NA,2005,8,1,17,17,NA,NA,"","F",83,NA,495901,"Charter","Seward",0,11.4,15.2
"3725",NA,2005,8,1,17,18,NA,NA,"","M",68,NA,495901,"Charter","Seward",0,6,8
"3726",NA,2005,8,1,17,19,NA,10,"","F",66,NA,495901,"Charter","Seward",0,5.4,7.2
"3727",NA,2005,8,1,17,20,NA,9,"","M",65,NA,495938,"Private","Seward",0,5.2,6.9
"3728",NA,2005,8,1,17,21,NA,9,"","F",76,NA,NA,"Charter","Seward",0,8.6,11.4
"3729",NA,2005,8,1,17,22,NA,9,"","",79,NA,NA,"Charter","Seward",0,9.7,13
"3730",NA,2005,8,1,17,23,NA,NA,"","F",69,NA,NA,"Charter","Seward",0,6.3,8.4
"3731",NA,2005,8,1,17,24,NA,7,"","M",67,NA,NA,"Charter","Seward",0,5.7,7.6
"3732",NA,2005,8,1,17,25,NA,8,"","F",72,NA,NA,"Charter","Seward",0,7.2,9.6
"3733",NA,2005,8,1,17,26,NA,10,"","M",69,NA,NA,"Charter","Seward",0,6.3,8.4
"3734",NA,2005,8,1,17,27,NA,8,"","F",78,NA,NA,"Charter","Seward",0,9.3,12.4
"3735",NA,2005,8,1,17,28,NA,7,"","F",67,NA,NA,"Charter","Seward",0,5.7,7.6
"3736",NA,2005,8,5,18,1,NA,NA,"I","F",112,NA,495932,"Private","Seward",0,30.2,40.1
"3737",NA,2005,8,5,18,2,NA,NA,"","M",108,NA,496002,"Private","Seward",0,26.8,35.7
"3738",NA,2005,8,5,18,3,NA,7,"","F",102,NA,496002,"Private","Seward",0,22.3,29.6
"3739",NA,2005,8,6,19,1,NA,18,"","F",121,NA,485935,"Private","Seward",0,38.8,51.6
"3740",NA,2005,8,6,19,2,NA,10,"","F",106,NA,485935,"Private","Seward",0,25.2,33.6
"3741",NA,2005,8,6,19,3,NA,19,"","M",102,NA,485935,"Private","Seward",0,22.3,29.6
"3742",NA,2005,8,6,19,4,NA,10,"","M",85,NA,485935,"Private","Seward",0,12.3,16.4
"3743",NA,2005,8,6,19,5,NA,15,"","",104,NA,485935,"Private","Seward",0,23.7,31.6
"3744",NA,2005,8,6,19,6,NA,15,"","M",71,NA,495932,"Private","Seward",0,6.9,9.2
"3745",NA,2005,8,6,19,7,NA,9,"","F",108,NA,495932,"Private","Seward",0,26.8,35.7
"3746",NA,2005,8,6,19,8,NA,11,"","M",74,NA,495932,"Private","Seward",0,7.9,10.5
"3747",NA,2005,8,6,19,9,NA,8,"","",91,NA,495932,"Private","Seward",0,15.4,20.5
"3748",NA,2005,8,6,19,10,NA,21,"","M",101,NA,495939,"Private","Seward",0,21.6,28.7
"3749",NA,2005,8,6,19,11,NA,NA,"","F",126,NA,495939,"Private","Seward",0,44.2,58.8
"3750",NA,2005,8,6,19,12,NA,NA,"","F",76,NA,505932,"Charter","Seward",0,8.6,11.4
"3751",NA,2005,8,6,19,13,NA,8,"","F",70,NA,505932,"Charter","Seward",0,6.6,8.8
"3752",NA,2005,8,6,19,14,NA,8,"","F",81,NA,505932,"Charter","Seward",0,10.6,14
"3753",NA,2005,8,6,19,15,NA,7,"","F",56,NA,505932,"Charter","Seward",0,3.2,4.2
