"","PORT","PAGE","LINE","YEAR","AGE","AGE2","AGEERR","SEX","LENGTH","NETWT","RNDWT","AGECONF","USER","BOATNAME","STATAREA","CAS","GAF","MONTH","DAY","SUB"
"84","CCI",6,8,2017,NA,"NA","NA","F",85,12.344859985371,16.4187886382518,"NA","Private","P1",525931,0,0,5,30,2
"85","CCI",6,9,2017,NA,"NA","NA","F",78,9.34448480063655,12.4282592963242,"NA","Private","P1",525931,0,0,5,30,2
"86","CCI",6,10,2017,6,"6","NA","F",71,6.89042324147201,9.16433260189999,"NA","Private","P1",525931,0,0,5,30,2
"87","CCI",6,11,2017,NA,"NA","NA","F",77,8.96187328124,11.9193821057382,"NA","Private","P1",525931,0,0,5,30,2
"88","CCI",6,12,2017,NA,"NA","NA","F",125,43.0682565482885,57.2812168078305,"NA","Private","P1",525931,0,0,5,30,2
"89","CCI",6,13,2017,NA,"NA","NA","M",64,4.92257072920152,6.54706885743389,"NA","Private","P1",525931,0,0,5,30,2
"90","CCI",6,14,2017,NA,"NA","NA","M",62,4.44137990441386,5.90708019363236,"NA","Private","P1",525931,0,0,5,30,2
"91","CCI",7,1,2017,NA,"NA","NA","F",88,13.8131493343522,18.3716283228886,"NA","Private","P1",515938,0,0,5,31,1
"92","CCI",7,2,2017,NA,"NA","NA","F",102,22.2860656615977,29.6406927344324,"NA","Private","P1",515938,0,0,5,31,1
"93","CCI",7,3,2017,NA,"NA","NA","F",84,11.8804731210747,15.8011494118613,"NA","Private","P1",515938,0,0,5,31,1
"94","CCI",7,4,2017,7,"NA","NA","F",81,10.5599122758681,14.0447901313923,"NA","Private","P1",515938,0,0,5,31,1
"95","CCI",7,5,2017,NA,"NA","NA","F",80,10.1433265474259,13.4907268991556,"NA","Private","P1",515938,0,0,5,31,1
"96","CCI",7,6,2017,NA,"NA","NA","F",115,32.8722818526814,43.720467339103,"NA","Private","P1",515938,0,0,5,31,1
"97","CCI",7,7,2017,NA,"NA","NA","F",111,29.3099650456363,38.9825499559431,"NA","Private","P2",515938,0,0,5,31,1
"98","CCI",7,8,2017,NA,"NA","NA","F",101,21.5858969931053,28.7094613237299,"NA","Private","P2",515938,0,0,5,31,1
"99","CCI",7,9,2017,9,"NA","NA","F",97,18.9369166767327,25.1862907107824,"NA","Private","P2",515938,0,0,5,31,1
"100","CCI",7,10,2017,10,"NA","NA","F",88,13.8131493343522,18.3716283228886,"NA","Private","P2",515938,0,0,5,31,1
"101","CCI",7,11,2017,6,"NA","NA","F",87,13.3110166823064,17.703786817025,"NA","Private","P2",515938,0,0,5,31,1
"102","CCI",7,12,2017,NA,"NA","NA","F",85,12.344859985371,16.4187886382518,"NA","Private","P2",515938,0,0,5,31,1
"103","CCI",7,13,2017,NA,"NA","NA","F",90,14.8564340647168,19.7592075662069,"NA","Private","P2",515938,0,0,5,31,1
"104","CCI",7,14,2017,10,"NA","NA","F",84,11.8804731210747,15.8011494118613,"NA","Private","P2",515938,0,0,5,31,1
"105","CCI",7,15,2017,NA,"NA","NA","F",89,14.3282275744224,19.0566875917582,"NA","Private","P2",515938,0,0,5,31,1
"106","CCI",7,16,2017,12,"NA","NA","F",85,12.344859985371,16.4187886382518,"NA","Private","P2",515938,0,0,5,31,1
"107","CCI",8,1,2017,12,"NA","NA","F",85,12.344859985371,16.4187886382518,"NA","Private","P1",525931,0,0,6,1,2
"108","CCI",8,2,2017,NA,"NA","NA","F",68,5.99097802244174,7.96806136347005,"NA","Private","P1",525931,0,0,6,1,2
"109","CCI",8,3,2017,6,"NA","NA","F",64,4.92257072920152,6.54706885743389,"NA","Private","P1",525931,0,0,6,1,2
"110","CCI",8,4,2017,NA,"NA","NA","M",73,7.53936755018688,10.0274350960078,"NA","Private","P1",525931,0,0,6,1,2
"111","CCI",8,5,2017,NA,"NA","NA","M",73,7.53936755018688,10.0274350960078,"NA","Private","P1",525931,0,0,6,1,2
"112","CCI",8,6,2017,19,"NA","NA","M",86,12.8216474535934,17.0529207932853,"NA","Private","P1",525931,0,0,6,1,2
"113","CCI",8,7,2017,NA,"NA","NA","M",73,7.53936755018688,10.0274350960078,"NA","Private","P1",525931,0,0,6,1,2
"114","CCI",8,8,2017,NA,"NA","NA","M",76,8.5902319024382,11.4250953130969,"NA","Private","P1",525931,0,0,6,1,2
"115","CCI",8,9,2017,12,"12","NA","M",82,10.9881791366113,14.614389387734,"NA","Private","P1",525931,0,0,6,1,2
"116","CCI",8,10,2017,NA,"NA","NA","M",70,6.58091829516383,8.7526878929321,"NA","Private","P1",525931,0,0,6,1,2
"117","CCI",8,11,2017,NA,"NA","NA","M",72,7.20984847775072,9.58917139686394,"NA","Private","P1",525931,0,0,6,1,2
"118","CCI",8,12,2017,14,"NA","NA","M",72,7.20984847775072,9.58917139686394,"NA","Private","P1",525931,0,0,6,1,2
"119","CCI",9,1,2017,6,"NA","NA","U",NA,NA,NA,"NA","Charter","REDEEMER",525931,0,0,6,5,1
"120","CCI",9,2,2017,NA,"NA","NA","M",NA,NA,NA,"NA","Charter","REDEEMER",525931,0,0,6,5,1
"121","CCI",9,3,2017,22,"NA","NA","M",93,16.5216570328072,21.9739709560743,"NA","Charter","REDEEMER",525931,0,0,6,5,1
"122","CCI",9,4,2017,14,"NA","NA","F",NA,NA,NA,"NA","Charter","REDEEMER",525931,0,0,6,5,1
"123","CCI",9,5,2017,NA,"NA","NA","F",89,14.3282275744224,19.0566875917582,"NA","Charter","REDEEMER",525931,0,0,6,5,1
"124","CCI",9,6,2017,NA,"NA","NA","F",87,13.3110166823064,17.703786817025,"NA","Charter","REDEEMER",525931,0,0,6,5,1
"125","CCI",9,7,2017,NA,"NA","NA","F",84,11.8804731210747,15.8011494118613,"NA","Charter","REDEEMER",525931,0,0,6,5,1
"126","CCI",9,8,2017,NA,"NA","NA","F",100,20.9010858569024,27.7986555863006,"NA","Charter","REDEEMER",525931,0,0,6,5,1
"127","CCI",9,9,2017,NA,"NA","NA","F",95,17.7008177429845,23.542266626813,"NA","Charter","DEVOTION",525931,0,0,6,5,1
"128","CCI",9,10,2017,NA,"NA","NA","F",97,18.9369166767327,25.1862907107824,"NA","Charter","DEVOTION",525931,0,0,6,5,1
"129","CCI",9,11,2017,NA,"NA","NA","F",88,13.8131493343522,18.3716283228886,"NA","Charter","DEVOTION",525931,0,0,6,5,1
"130","CCI",9,12,2017,NA,"NA","NA","F",75,8.22938427965115,10.9451643251248,"NA","Charter","DEVOTION",525931,0,0,6,5,1
"131","CCI",9,13,2017,8,"NA","NA","F",68,5.99097802244174,7.96806136347005,"NA","Charter","DEVOTION",525931,0,0,6,5,1
"132","CCI",9,14,2017,NA,"NA","NA","F",78,9.34448480063655,12.4282592963242,"NA","Charter","DEVOTION",525931,0,0,6,5,1
"133","CCI",9,15,2017,13,"NA","NA","M",68,5.99097802244174,7.96806136347005,"NA","Charter","DEVOTION",525931,0,0,6,5,1
"134","CCI",9,16,2017,9,"NA","NA","M",67,5.71019855759206,7.59462183537565,"NA","Charter","DEVOTION",525931,0,0,6,5,1
"135","CCI",9,17,2017,NA,"NA","NA","M",65,5.17616515408831,6.8843520074242,"NA","Charter","JUST FISH",525931,0,0,6,5,1
"136","CCI",9,18,2017,NA,"NA","NA","M",71,6.89042324147201,9.16433260189999,"NA","Charter","JUST FISH",525931,0,0,6,5,1
"137","CCI",9,19,2017,NA,"NA","NA","M",66,5.43865111903038,7.23346099561835,"NA","Charter","JUST FISH",525931,0,0,6,5,1
"138","CCI",9,20,2017,9,"NA","NA","M",70,6.58091829516383,8.7526878929321,"NA","Charter","JUST FISH",525931,0,0,6,5,1
"139","CCI",9,21,2017,NA,"NA","NA","F",101,21.5858969931053,28.7094613237299,"NA","Charter","JUST FISH",525931,0,0,6,5,1
"140","CCI",9,22,2017,NA,"NA","NA","F",122,39.8083979910079,52.9455719559642,"NA","Charter","JUST FISH",525931,0,0,6,5,1
"141","CCI",9,23,2017,NA,"NA","NA","F",93,16.5216570328072,21.9739709560743,"NA","Charter","JUST FISH",525931,0,0,6,5,1
"142","CCI",9,24,2017,6,"NA","NA","F",86,12.8216474535934,17.0529207932853,"NA","Charter","JUST FISH",525931,0,0,6,5,1
"143","CCI",9,25,2017,9,"9","NA","F",91,15.3979519606891,20.4794318448409,"NA","Charter","PHOENIX",525931,0,0,6,5,1
"144","CCI",9,26,2017,NA,"NA","NA","F",127,45.3411890544574,60.304240029805,"NA","Charter","PHOENIX",525931,0,0,6,5,1
"145","CCI",9,27,2017,NA,"NA","NA","F",69,6.2811606783156,8.35400723073185,"NA","Charter","PHOENIX",525931,0,0,6,5,1
"146","CCI",9,28,2017,NA,"NA","NA","F",63,4.67769853713618,6.22138636531405,"NA","Charter","PHOENIX",525931,0,0,6,5,1
"147","CCI",9,29,2017,NA,"NA","NA","F",93,16.5216570328072,21.9739709560743,"NA","Charter","PHOENIX",525931,0,0,6,5,1
"148","CCI",9,30,2017,NA,"NA","NA","F",138,59.3440373308037,78.9281698641884,"NA","Charter","PHOENIX",525931,0,0,6,5,1
"149","CCI",9,31,2017,6,"NA","NA","F",62,4.44137990441386,5.90708019363236,"NA","Charter","PHOENIX",525931,0,0,6,5,1
"150","CCI",9,32,2017,NA,"NA","NA","F",129,47.6957311427726,63.4358048214451,"NA","Charter","PHOENIX",525931,0,0,6,5,1
"151","CCI",9,33,2017,NA,"NA","NA","F",65,5.17616515408831,6.8843520074242,"NA","Charter","PHOENIX",525931,0,0,6,5,1
"152","CCI",9,34,2017,11,"NA","NA","F",65,5.17616515408831,6.8843520074242,"NA","Charter","PHOENIX",525931,0,0,6,5,1
"153","CCI",9,35,2017,NA,"NA","NA","M",66,5.43865111903038,7.23346099561835,"NA","Charter","PHOENIX",525931,0,0,6,5,1
"154","CCI",9,36,2017,NA,"NA","NA","M",77,8.96187328124,11.9193821057382,"NA","Charter","PHOENIX",525931,0,0,6,5,1
"155","CCI",10,1,2017,NA,"NA","NA","M",69,6.2811606783156,8.35400723073185,"NA","Private","P1",515937,0,0,6,6,2
"156","CCI",10,2,2017,7,"NA","NA","F",73,7.53936755018688,10.0274350960078,"NA","Private","P1",515937,0,0,6,6,2
"157","CCI",10,3,2017,NA,"NA","NA","F",82,10.9881791366113,14.614389387734,"NA","Private","P1",515937,0,0,6,6,2
"158","CCI",10,4,2017,NA,"NA","NA","F",71,6.89042324147201,9.16433260189999,"NA","Private","P1",515937,0,0,6,6,2
"159","CCI",10,5,2017,NA,"NA","NA","F",67,5.71019855759206,7.59462183537565,"NA","Private","P1",515937,0,0,6,6,2
"160","CCI",10,6,2017,NA,"NA","NA","F",72,7.20984847775072,9.58917139686394,"NA","Private","P1",515937,0,0,6,6,2
"161","CCI",10,7,2017,NA,"NA","NA","F",79,9.7382433958611,12.9519622105045,"NA","Private","P1",515937,0,0,6,6,2
"162","CCI",10,8,2017,NA,"NA","NA","F",74,7.87915458445051,10.4793552882339,"NA","Private","P1",515937,0,0,6,6,2
"163","CCI",11,1,2017,NA,"NA","NA","F",65,5.17616515408831,6.8843520074242,"NA","Private","P1",525931,0,0,6,10,2
"164","CCI",11,2,2017,11,"NA","NA","F",78,9.34448480063655,12.4282592963242,"NA","Private","P1",525931,0,0,6,10,2
"165","CCI",11,3,2017,12,"NA","NA","F",91,15.3979519606891,20.4794318448409,"NA","Private","P1",525931,0,0,6,10,2
"166","CCI",11,4,2017,NA,"NA","NA","F",85,12.344859985371,16.4187886382518,"NA","Private","P1",525931,0,0,6,10,2
"167","CCI",11,5,2017,NA,"NA","NA","F",69,6.2811606783156,8.35400723073185,"NA","Private","P1",525931,0,0,6,10,2
"168","CCI",11,6,2017,13,"NA","NA","F",83,11.4283062149386,15.1997628534186,"NA","Private","P1",525931,0,0,6,10,2
"169","CCI",11,7,2017,NA,"NA","NA","M",73,7.53936755018688,10.0274350960078,"NA","Private","P1",525931,0,0,6,10,2
"170","CCI",11,8,2017,NA,"NA","NA","M",67,5.71019855759206,7.59462183537565,"NA","Private","P1",525931,0,0,6,10,2
"171","CCI",11,9,2017,13,"NA","NA","M",73,7.53936755018688,10.0274350960078,"NA","Private","P1",525931,0,0,6,10,2
"172","CCI",11,10,2017,NA,"NA","NA","M",74,7.87915458445051,10.4793552882339,"NA","Private","P1",525931,0,0,6,10,2
"173","CCI",11,11,2017,13,"NA","NA","M",79,9.7382433958611,12.9519622105045,"NA","Private","P2",525931,0,0,6,10,2
"174","CCI",11,12,2017,NA,"NA","NA","M",83,11.4283062149386,15.1997628534186,"NA","Private","P2",525931,0,0,6,10,2
"175","CCI",11,13,2017,11,"NA","NA","M",71,6.89042324147201,9.16433260189999,"NA","Private","P2",525931,0,0,6,10,2
"176","CCI",12,1,2017,NA,"NA","NA","F",113,31.0558203756211,41.3045552026575,"NA","Private","P1",525931,0,0,6,12,1
"177","CCI",12,2,2017,10,"10","NA","F",92,15.9529649068762,21.2176046767513,"NA","Private","P1",525931,0,0,6,12,1
"178","CCI",12,3,2017,NA,"NA","NA","F",84,11.8804731210747,15.8011494118613,"NA","Private","P1",525931,0,0,6,12,1
"179","CCI",12,4,2017,8,"NA","NA","F",82,10.9881791366113,14.614389387734,"NA","Private","P1",525931,0,0,6,12,1
"180","CCI",12,5,2017,NA,"NA","NA","F",84,11.8804731210747,15.8011494118613,"NA","Private","P1",525931,0,0,6,12,1
"181","CCI",12,6,2017,NA,"NA","NA","F",87,13.3110166823064,17.703786817025,"NA","Private","P1",525931,0,0,6,12,1
"182","CCI",12,7,2017,NA,"NA","NA","F",88,13.8131493343522,18.3716283228886,"NA","Private","P2",525931,0,0,6,12,1
"183","CCI",12,8,2017,6,"NA","NA","F",67,5.71019855759206,7.59462183537565,"NA","Private","P2",525931,0,0,6,12,1
"184","CCI",12,9,2017,NA,"NA","NA","F",67,5.71019855759206,7.59462183537565,"NA","Private","P2",525931,0,0,6,12,1
"185","CCI",12,10,2017,NA,"NA","NA","F",123,40.8753430279002,54.364619646268,"NA","Private","P2",525931,0,0,6,12,1
"186","CCI",12,11,2017,NA,"NA","NA","F",102,22.2860656615977,29.6406927344324,"NA","Private","P2",525931,0,0,6,12,1
"187","CCI",12,12,2017,NA,"NA","NA","F",106,25.2440977221506,33.5749052929341,"NA","Private","P2",525931,0,0,6,12,1
"188","CCI",12,13,2017,NA,"NA","NA","F",83,11.4283062149386,15.1997628534186,"NA","Private","P2",525931,0,0,6,12,1
"189","CCI",12,14,2017,NA,"NA","NA","F",106,25.2440977221506,33.5749052929341,"NA","Private","P2",525931,0,0,6,12,1
"190","CCI",12,15,2017,NA,"NA","NA","F",84,11.8804731210747,15.8011494118613,"NA","Charter","ARCTIC ENDURANCE",525931,0,0,6,12,1
"191","CCI",12,16,2017,NA,"NA","NA","F",99,20.2314439303907,26.9080250511842,"NA","Charter","ARCTIC ENDURANCE",525931,0,0,6,12,1
"192","CCI",12,17,2017,NA,"NA","NA","F",130,48.9041044906044,65.0429535957251,"NA","Charter","ARCTIC ENDURANCE",525931,0,0,6,12,1
"193","CCI",12,18,2017,7,"NA","NA","F",68,5.99097802244174,7.96806136347005,"NA","Charter","ARCTIC ENDURANCE",525931,0,0,6,12,1
"194","CCI",12,19,2017,6,"NA","NA","F",67,5.71019855759206,7.59462183537565,"NA","Charter","ARCTIC ENDURANCE",525931,0,0,6,12,1
"195","CCI",12,20,2017,NA,"NA","NA","F",111,29.3099650456363,38.9825499559431,"NA","Charter","ARCTIC ENDURANCE",525931,0,0,6,12,1
"196","CCI",12,21,2017,NA,"NA","NA","F",90,14.8564340647168,19.7592075662069,"NA","Charter","ARCTIC ENDURANCE",525931,0,0,6,12,1
"197","CCI",12,22,2017,NA,"NA","NA","F",71,6.89042324147201,9.16433260189999,"NA","Charter","ARCTIC ENDURANCE",525931,0,0,6,12,1
"198","CCI",12,23,2017,NA,"NA","NA","M",67,5.71019855759206,7.59462183537565,"NA","Charter","ARCTIC ENDURANCE",525931,0,0,6,12,1
"199","CCI",12,24,2017,NA,"NA","NA","M",72,7.20984847775072,9.58917139686394,"NA","Charter","ARCTIC ENDURANCE",525931,0,0,6,12,1
