"PORT","SUB","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","YEAR","MONTH","DAY","COMMENTS"
"Homer",,130,2011-07-03,3,2,"F",114,,,,,,"C","TIA ROSE",515904,2011,7,3,"CAS, NO FINRAY"
"Homer",,130,2011-07-07,4,1,"F",113,,12,,"2",,"C","DONNA MAE",515903,2011,7,7,
"Homer",,130,2011-07-07,4,2,"F",93,,8,9,"2",,"C","DONNA MAE",515903,2011,7,7,
"Homer",,130,2011-07-07,4,3,"F",111,,12,,"2",,"C","DONNA MAE",515903,2011,7,7,
"Homer",,130,2011-07-07,4,4,"F",114,,14,,"2",,"C","DONNA MAE",515903,2011,7,7,
"Homer",,130,2011-07-07,4,5,"F",101,,9,,"2",,"C","DONNA MAE",515903,2011,7,7,
"Homer",,130,2011-07-07,4,6,"F",109,,10,,"2",,"C","DONNA MAE",515903,2011,7,7,
"Homer",,130,2011-07-07,4,7,"F",106,,11,11,"2",,"C","DONNA MAE",515903,2011,7,7,
"Homer",,130,2011-07-07,4,8,"F",102,,10,10,"2",,"C","DONNA MAE",515903,2011,7,7,
"Homer",,130,2011-07-07,4,9,"F",118,,14,14,"2",,"C","DONNA MAE",515903,2011,7,7,
"Homer",,130,2011-07-07,4,10,"F",112,,16,,"2",,"C","DONNA MAE",515903,2011,7,7,
"Homer",,130,2011-07-07,4,11,"M",95,,8,,"2",,"C","DONNA MAE",515903,2011,7,7,
"Homer",,130,2011-07-07,4,12,"M",101,,16,,"2",,"C","DONNA MAE",515903,2011,7,7,
"Homer",,130,2011-07-07,4,13,"M",101,,15,14,"1",,"C","DONNA MAE",515903,2011,7,7,
"Homer",,130,2011-07-11,5,1,"F",100,,10,,"2",,"C","GRANDE ALASKA",515831,2011,7,11,"NEED STAT AREA"
"Homer",,130,2011-07-11,5,2,"F",104,,10,,"2",,"C","GRANDE ALASKA",515831,2011,7,11,"NEED STAT AREA"
"Homer",,130,2011-07-11,5,3,"F",111,,12,12,"2",,"C","GRANDE ALASKA",515831,2011,7,11,"NEED STAT AREA"
"Homer",,130,2011-07-11,5,4,"F",92,,13,,"2",,"C","GRANDE ALASKA",515831,2011,7,11,"NEED STAT AREA"
"Homer",,130,2011-07-11,5,5,"F",107,,18,19,"1",,"C","GRANDE ALASKA",515831,2011,7,11,"NEED STAT AREA"
"Homer",,130,2011-07-11,5,6,"F",110,,12,,"2",,"C","GRANDE ALASKA",515831,2011,7,11,"NEED STAT AREA"
"Homer",,130,2011-07-11,5,7,"F",108,,13,,"2",,"C","GRANDE ALASKA",515831,2011,7,11,"NEED STAT AREA"
"Homer",,130,2011-07-11,5,8,"F",112,,11,,"2",,"C","GRANDE ALASKA",515831,2011,7,11,"NEED STAT AREA"
"Homer",,130,2011-07-11,5,9,"F",106,,11,,"2",,"C","GRANDE ALASKA",515831,2011,7,11,"NEED STAT AREA"
"Homer",,130,2011-07-11,5,10,"F",122,,14,,"2",,"C","GRANDE ALASKA",515831,2011,7,11,"NEED STAT AREA"
"Homer",,130,2011-07-11,5,11,"F",114,,14,,"2",,"C","GRANDE ALASKA",515831,2011,7,11,"NEED STAT AREA"
"Homer",,130,2011-07-11,5,12,"F",123,,14,,"2",,"C","GRANDE ALASKA",515831,2011,7,11,"NEED STAT AREA"
"Homer",,130,2011-07-11,5,13,"M",100,,14,,"2",,"C","GRANDE ALASKA",515831,2011,7,11,"NEED STAT AREANO OTO"
"Homer",,130,2011-07-11,5,14,"M",105,,20,,"1",,"C","FALCON",515906,2011,7,11,"LOGBOOK WENT OVERBOARD.  NOT CERTAIN IF THIS PAGE HAD BEEN SENT IN YET, OR IF LOST FOREVER…"
"Homer",,130,2011-07-12,6,1,"M",96,,13,,"1",,"C","FRINGE BENEFIT",515905,2011,7,12,
"Homer",,130,2011-07-12,6,2,"M",95,,14,,"2",,"C","FRINGE BENEFIT",515905,2011,7,12,
"Homer",,130,2011-07-16,7,1,"F",131,,22,,"2",,"C","WILD THING",515901,2011,7,16,
"Homer",,130,2011-07-16,7,2,"F",113,,14,,"2",,"C","WILD THING",515901,2011,7,16,
"Homer",,130,2011-07-16,7,3,"F",119,,14,,"2",,"C","WILD THING",515901,2011,7,16,
"Homer",,130,2011-07-16,7,4,"F",115,,14,14,"2",,"C","WILD THING",515901,2011,7,16,
"Homer",,130,2011-07-16,7,5,"F",127,,17,,"1",,"C","WILD THING",515901,2011,7,16,
"Homer",,130,2011-07-16,7,6,"F",104,,12,,"2",,"C","WILD THING",515901,2011,7,16,
"Homer",,130,2011-07-16,7,7,"M",112,,12,,"2",,"C","WILD THING",515901,2011,7,16,
"Homer",,130,2011-07-16,7,8,"F",118,,15,15,"2",,"C","WILD THING",515901,2011,7,16,
"Homer",,130,2011-07-16,7,9,"F",122,,20,,"2",,"C","WILD THING",515901,2011,7,16,
"Homer",,130,2011-07-16,7,10,"F",114,,13,,"2",,"C","WILD THING",515901,2011,7,16,
"Homer",,130,2011-07-16,7,11,"F",112,,13,,"2",,"C","WILD THING",515901,2011,7,16,
"Homer",,130,2011-07-16,7,12,"F",117,,14,,"2",,"C","WILD THING",515901,2011,7,16,
"Homer",,130,2011-07-16,7,13,"F",93,,8,,"2",,"C","WILD THING",515901,2011,7,16,
"Homer",,130,2011-07-16,7,14,"F",115,,14,,"2",,"C","GRANDE ALASKA",525836,2011,7,16,
"Homer",,130,2011-07-16,7,15,"F",112,,14,,"2",,"C","GRANDE ALASKA",525836,2011,7,16,"NO OTO"
"Homer",,130,2011-07-16,7,16,"F",118,,12,,"2",,"C","GRANDE ALASKA",525836,2011,7,16,
"Homer",,130,2011-07-16,7,17,"F",109,,14,,"2",,"C","GRANDE ALASKA",525836,2011,7,16,"NO OTO"
"Homer",,130,2011-07-19,24,1,"M",97,,16,,"1",,"P","P2",515936,2011,7,19,"SAMPLE NEVER ENTERED IN SPREADSHEET"
"Homer",,130,2011-07-22,8,1,"F",104,,10,10,"2",,"C","LAST LAUGH",515905,2011,7,22,
"Homer",,130,2011-07-22,8,2,"F",109,,12,12,"2",,"C","LAST LAUGH",515905,2011,7,22,"NO OTO"
"Homer",,130,2011-07-22,8,3,"F",109,,13,,"2",,"C","LAST LAUGH",515905,2011,7,22,
"Homer",,130,2011-07-22,8,4,"",105,,12,,"2",,"C","LAST LAUGH",515905,2011,7,22,
"Homer",,130,2011-07-22,8,5,"F",88,,7,,"2",,"C","LAST LAUGH",515905,2011,7,22,
"Homer",,130,2011-07-22,8,6,"F",122,,14,14,"2",,"C","LAST LAUGH",515905,2011,7,22,
"Homer",,130,2011-07-22,8,7,"F",105,,11,,"2",,"C","LAST LAUGH",515905,2011,7,22,
"Homer",,130,2011-07-22,8,8,"F",105,,12,,"2",,"C","LAST LAUGH",515905,2011,7,22,
"Homer",,130,2011-07-22,8,9,"F",107,,12,,"2",,"C","LAST LAUGH",515905,2011,7,22,
"Homer",,130,2011-07-22,8,10,"F",116,,14,,"2",,"C","LAST LAUGH",515905,2011,7,22,
"Homer",,130,2011-07-22,8,11,"F",112,,12,12,"2",,"C","LAST LAUGH",515905,2011,7,22,
"Homer",,130,2011-07-22,8,12,"F",129,,22,,"1",,"C","LAST LAUGH",515905,2011,7,22,
"Homer",,130,2011-07-22,8,13,"F",116,,18,18,"1",,"C","LAST LAUGH",515905,2011,7,22,
"Homer",,130,2011-07-22,8,14,"F",105,,11,,"2",,"C","LAST LAUGH",515905,2011,7,22,"NO OTO"
"Homer",,130,2011-07-25,9,1,"M",103,11,21,,"1",,"C","FALCON",515905,2011,7,25,
"Homer",,130,2011-07-25,9,2,"F",114,,14,14,"2",,"C","GRANDE ALASKA",515831,2011,7,25,"NO OTO"
"Homer",,130,2011-07-25,9,3,"F",118,,14,,"2",,"C","GRANDE ALASKA",515831,2011,7,25,"NO OTO"
"Homer",,130,2011-07-25,9,4,"F",106,,12,,"2",,"C","GRANDE ALASKA",515831,2011,7,25,"NO OTO"
"Homer",,130,2011-07-25,9,5,"F",129,,21,22,"2",,"C","GRANDE ALASKA",515831,2011,7,25,"NO OTO"
"Homer",,130,2011-07-25,9,6,"F",101,,14,,"2",,"C","GRANDE ALASKA",515831,2011,7,25,"NO OTO"
"Homer",,130,2011-07-25,9,7,"F",113,,13,,"2",,"C","GRANDE ALASKA",515831,2011,7,25,"NO OTO"
"Homer",,130,2011-07-25,9,8,"F",106,,12,,"2",,"C","GRANDE ALASKA",515831,2011,7,25,"NO OTO"
"Homer",,130,2011-07-25,9,9,"M",92,,14,,"1",,"C","GRANDE ALASKA",515831,2011,7,25,"NO OTO"
"Homer",,130,2011-07-25,9,10,"F",105,,10,,"2",,"C","GRANDE ALASKA",515831,2011,7,25,"NO OTO"
"Homer",,130,2011-07-25,9,11,"F",105,,12,10,"2",,"C","GRANDE ALASKA",515831,2011,7,25,"NO OTO"
"Homer",,130,2011-07-25,9,12,"F",105,,13,,"2",,"C","GRANDE ALASKA",515831,2011,7,25,"NO OTO"
"Homer",,130,2011-07-25,9,13,"F",120,,17,,"2",,"C","GRANDE ALASKA",515831,2011,7,25,"NO OTO"
"Homer",,130,2011-07-31,10,1,"F",103,,10,,"2",,"C","GRANDE ALASKA",525837,2011,7,31,"NO OTO'S"
"Homer",,130,2011-08-01,11,1,"F",104,,9,,"1",,"C","WILD THING",515901,2011,8,1,
"Homer",,130,2011-08-01,11,2,"F",107,,12,12,"2",,"C","WILD THING",515901,2011,8,1,
"Homer",,130,2011-08-01,11,3,"F",92,,8,,"2",,"C","WILD THING",515901,2011,8,1,
"Homer",,130,2011-08-01,11,4,"F",124,,18,18,"2",,"C","WILD THING",515901,2011,8,1,
"Homer",,130,2011-08-01,11,5,"F",112,,15,,"2",,"C","WILD THING",515901,2011,8,1,
"Homer",,130,2011-08-01,11,6,"F",105,,12,,"2",,"C","WILD THING",515901,2011,8,1,
"Homer",,130,2011-08-01,11,7,"F",129,,23,,"2",,"C","WILD THING",515901,2011,8,1,
"Homer",,130,2011-08-01,11,8,"F",115,,14,14,"1",,"C","WILD THING",515901,2011,8,1,
"Homer",,130,2011-08-01,11,9,"F",124,,20,,"1",,"C","WILD THING",515901,2011,8,1,
"Homer",,130,2011-08-01,11,10,"F",127,,18,,"2",,"C","WILD THING",515901,2011,8,1,
"Homer",,130,2011-08-08,12,1,"F",103,,11,,"2",,"P","P1",515901,2011,8,8,"NO OTO"
"Homer",,130,2011-08-08,12,2,"F",115,,13,,"1",,"P","P1",515901,2011,8,8,
"Homer",,130,2011-08-08,12,3,"F",116,,14,,"2",,"P","P1",515901,2011,8,8,
"Homer",,130,2011-08-08,12,4,"F",124,,15,,"2",,"P","P1",515901,2011,8,8,
"Homer",,130,2011-08-08,12,5,"F",120,,16,,"2",,"P","P1",515901,2011,8,8,
"Homer",,130,2011-08-08,12,6,"M",101,,24,26,"1",,"P","P1",515901,2011,8,8,
"Homer",,130,2011-08-08,12,7,"M",98,,11,,"1",,"P","P1",515901,2011,8,8,"NO OTO"
"Homer",,130,2011-08-08,12,8,"F",103,,10,,"2",,"C","STORM PETREL",515901,2011,8,8,
"Homer",,130,2011-08-08,12,9,"F",123,,19,,"2",,"C","STORM PETREL",515901,2011,8,8,
"Homer",,130,2011-08-08,12,10,"F",117,,14,,"2",,"C","STORM PETREL",515901,2011,8,8,
"Homer",,130,2011-08-08,12,11,"F",104,,10,,"2",,"C","STORM PETREL",515901,2011,8,8,
"Homer",,130,2011-08-08,12,12,"F",119,,14,,"2",,"C","STORM PETREL",515901,2011,8,8,
"Homer",,130,2011-08-08,12,13,"F",108,,12,,"2",,"C","STORM PETREL",515901,2011,8,8,
"Homer",,130,2011-08-08,12,14,"M",125,,23,,"1",,"C","STORM PETREL",515901,2011,8,8,
"Homer",,130,2011-08-09,13,1,"F",113,,14,,"2",,"C","BEAR FORCE I",525836,2011,8,9,
"Homer",,130,2011-08-09,13,2,"M",95,,12,13,"2",,"C","BEAR FORCE I",525836,2011,8,9,
"Homer",,130,2011-08-09,13,3,"F",108,,12,,"2",,"C","FRINGE BENEFIT",515905,2011,8,9,"NO OTO"
"Homer",,130,2011-08-09,13,4,"F",93,,8,,"2",,"C","FRINGE BENEFIT",515905,2011,8,9,"NO OTO"
"Homer",,130,2011-08-09,13,5,"F",107,,10,,"2",,"C","FRINGE BENEFIT",515905,2011,8,9,
"Homer",,130,2011-08-09,13,6,"M",102,,,,"I",,"C","FRINGE BENEFIT",515905,2011,8,9,"NO OTO"
"Homer",,130,2011-08-09,13,7,"M",93,,12,12,"2",,"C","FRINGE BENEFIT",515905,2011,8,9,
"Homer",,130,2011-08-09,13,8,"M",97,,22,,"1",,"C","FRINGE BENEFIT",515905,2011,8,9,
"Homer",,130,2011-08-10,14,1,"",123,,23,23,"1",,"C","GRANDE ALASKA",515833,2011,8,10,
"Homer",,130,2011-08-10,14,2,"",93,,13,,"2",,"C","GRANDE ALASKA",515833,2011,8,10,
"Homer",,130,2011-08-10,14,3,"",118,,14,,"2",,"C","GRANDE ALASKA",515833,2011,8,10,
"Homer",,130,2011-08-10,14,4,"",109,,14,,"2",,"C","GRANDE ALASKA",515833,2011,8,10,
"Homer",,130,2011-08-10,14,5,"",116,,23,,"1",,"C","GRANDE ALASKA",515833,2011,8,10,
"Homer",,130,2011-08-10,14,6,"",127,,22,,"1",,"C","GRANDE ALASKA",515833,2011,8,10,"NO OTO"
"Homer",,130,2011-08-11,15,1,"M",101,,20,20,"2",,"C","GRANDE ALASKA",515902,2011,8,11,"INTERVIEW DAY"
"Homer",,130,2011-08-11,15,2,"F",115,,14,,"2",,"C","GRANDE ALASKA",515902,2011,8,11,
"Homer",,130,2011-08-11,15,3,"F",107,,12,12,"2",,"C","GRANDE ALASKA",515902,2011,8,11,
"Homer",,130,2011-08-11,15,4,"F",123,,15,16,"2",,"C","GRANDE ALASKA",515902,2011,8,11,
"Homer",,130,2011-08-11,15,5,"M",99,,,,"I",,"C","GRANDE ALASKA",515902,2011,8,11,
"Homer",,130,2011-08-11,15,6,"F",115,,12,,"2",,"C","GRANDE ALASKA",515902,2011,8,11,
"Homer",,130,2011-08-11,15,7,"F",108,,12,,"2",,"C","GRANDE ALASKA",515902,2011,8,11,
"Homer",,130,2011-08-11,15,8,"M",88,,10,10,"2",,"C","GRANDE ALASKA",515902,2011,8,11,
"Homer",,130,2011-08-11,15,9,"F",110,,13,,"2",,"C","GRANDE ALASKA",515902,2011,8,11,
"Homer",,130,2011-08-11,15,10,"F",130,,21,21,"2",,"C","GRANDE ALASKA",515902,2011,8,11,"NO OTO"
"Homer",,130,2011-08-11,15,11,"F",110,,13,,"2",,"C","GRANDE ALASKA",515902,2011,8,11,
"Homer",,130,2011-08-11,15,12,"F",120,,14,,"2",,"C","KATHY L",525902,2011,8,11,
"Homer",,130,2011-08-15,16,1,"F",93,,9,,"2",,"C","STORM PETREL",515901,2011,8,15,
"Homer",,130,2011-08-15,16,2,"F",103,,10,,"2",,"C","STORM PETREL",515901,2011,8,15,
"Homer",,130,2011-08-15,16,3,"F",103,,11,,"2",,"C","STORM PETREL",515901,2011,8,15,
"Homer",,130,2011-08-15,16,4,"F",116,,14,,"2",,"C","STORM PETREL",515901,2011,8,15,
"Homer",,130,2011-08-15,16,5,"F",109,,12,,"2",,"C","STORM PETREL",515901,2011,8,15,
"Homer",,130,2011-08-15,16,6,"M",104,,15,,"1",,"C","STORM PETREL",515901,2011,8,15,
"Homer",,130,2011-08-17,17,1,"F",129,25,,,"I",,"C","GRANDE ALASKA",515832,2011,8,17,
"Homer",,130,2011-08-17,17,2,"F",100,10,10,,"2",,"C","GRANDE ALASKA",515832,2011,8,17,
"Homer",,130,2011-08-17,17,3,"F",100,9,8,9,"2",,"C","FRINGE BENEFIT",515903,2011,8,17,"NO OTO"
"Homer",,130,2011-08-17,17,4,"F",95,,7,7,"2",,"C","OCEAN HUNTER",515903,2011,8,17,"NO OTO"
"Homer",,130,2011-08-17,17,5,"F",115,,15,,"2",,"C","OCEAN HUNTER",515903,2011,8,17,
"Homer",,130,2011-08-17,17,6,"F",110,,14,,"2",,"C","OCEAN HUNTER",515903,2011,8,17,
"Homer",,130,2011-08-17,17,7,"F",113,,14,14,"2",,"C","OCEAN HUNTER",515903,2011,8,17,
"Homer",,130,2011-08-17,17,8,"F",100,,11,,"2",,"C","OCEAN HUNTER",515903,2011,8,17,
"Homer",,130,2011-08-17,17,9,"F",93,,8,,"2",,"C","OCEAN HUNTER",515903,2011,8,17,
"Homer",,130,2011-08-17,17,10,"F",121,,16,,"2",,"C","OCEAN HUNTER",515903,2011,8,17,
"Homer",,130,2011-08-17,17,11,"F",119,,14,,"2",,"C","OCEAN HUNTER",515903,2011,8,17,
"Homer",,130,2011-08-17,17,12,"F",92,,8,,"2",,"C","OCEAN HUNTER",515903,2011,8,17,
"Homer",,130,2011-08-21,18,1,"M",96,,11,,"2",,"P","P4",525901,2011,8,21,
"Homer",,130,2011-08-21,18,2,"M",101,,23,,"1",,"P","P5",525901,2011,8,21,
"Homer",,130,2011-08-21,18,3,"F",99,,12,,"2",,"C","GRANDE ALASKA",515831,2011,8,21,
"Homer",,130,2011-08-21,18,4,"F",96,,9,,"2",,"C","GRANDE ALASKA",515831,2011,8,21,
"Homer",,130,2011-08-21,18,5,"M",94,,12,,"1",,"C","GRANDE ALASKA",515831,2011,8,21,
"Homer",,130,2011-08-21,18,6,"M",90,,11,,"2",,"C","GRANDE ALASKA",515831,2011,8,21,
"Homer",,130,2011-08-21,18,7,"M",90,,15,18,"1",,"C","GRANDE ALASKA",515831,2011,8,21,
"Homer",,130,2011-08-21,18,8,"M",92,,12,13,"2",,"C","GRANDE ALASKA",515831,2011,8,21,
"Homer",,130,2011-08-22,19,1,"F",111,,12,,"2",,"C","GRANDE ALEUTIAN",515906,2011,8,22,
"Homer",,130,2011-08-22,19,2,"F",127,,20,,"2",,"C","GRANDE ALEUTIAN",515906,2011,8,22,
"Homer",,130,2011-08-22,19,3,"F",127,,18,,"2",,"C","GRANDE ALEUTIAN",515906,2011,8,22,
"Homer",,130,2011-08-22,19,4,"M",98,,13,13,"2",,"C","GRANDE ALEUTIAN",515906,2011,8,22,
"Homer",,130,2011-08-22,20,1,"F",103,,10,10,"2",,"C","LAST LAUGH",515831,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,2,"F",122,,13,,"2",,"C","LAST LAUGH",515831,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,3,"",108,,14,,"2",,"C","LAST LAUGH",515831,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,4,"M",90,,9,,"2",,"C","LAST LAUGH",515831,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,5,"M",96,,15,,"2",,"C","LAST LAUGH",515831,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,6,"F",96,,8,,"2",,"C","LAST LAUGH",515831,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,7,"F",107,,13,,"2",,"C","LAST LAUGH",515831,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,8,"M",91,,11,,"2",,"C","LAST LAUGH",515831,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,9,"F",110,,15,14,"2",,"C","LAST LAUGH",515831,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,10,"F",99,,10,,"2",,"C","LAST LAUGH",515831,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,11,"F",94,,8,,"2",,"C","LAST LAUGH",515831,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,12,"F",113,,11,,"2",,"C","LAST LAUGH",515831,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,13,"F",90,,9,,"2",,"C","LAST LAUGH",515831,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,14,"F",95,,11,,"2",,"C","GRANDE ALASKA",515832,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,15,"M",93,,13,,"2",,"C","GRANDE ALASKA",515832,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,16,"M",90,,12,12,"2",,"C","GRANDE ALASKA",515832,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,17,"F",88,,7,,"2",,"C","DONNA MAE",515903,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,18,"M",99,,16,,"2",,"C","DONNA MAE",515903,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,19,"F",107,,12,,"2",,"C","DONNA MAE",515903,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,20,"F",88,,9,,"2",,"C","DONNA MAE",515903,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,21,"F",95,,8,,"2",,"C","OCEAN HUNTER",515904,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,22,"F",106,,13,13,"2",,"C","OCEAN HUNTER",515904,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,23,"F",107,,11,11,"2",,"C","OCEAN HUNTER",515904,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,24,"M",96,,13,,"2",,"C","OCEAN HUNTER",515904,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,25,"F",95,,9,,"2",,"C","OCEAN HUNTER",515904,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,26,"F",103,,10,,"2",,"C","OCEAN HUNTER",515904,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,27,"F",93,,9,,"2",,"C","OCEAN HUNTER",515904,2011,8,22,"NO OTO"
"Homer",,130,2011-08-22,20,28,"M",99,,18,,"1",,"C","OCEAN HUNTER",515904,2011,8,22,"NO OTO"
"Homer",,130,2011-08-24,21,1,"M",93,,10,,"2",,"P","P10",515907,2011,8,24,
"Homer",,130,2011-08-25,22,1,"M",93,,15,,"2",,"P","P1",,2011,8,25,"VIAL 122"
"Homer",,130,2011-08-30,23,1,"F",100,,8,7,"2",,"C","LAST LAUGH",515831,2011,8,30,"CAS"
"Homer",,130,2011-08-30,23,2,"M",95,,12,,"2",,"C","LAST LAUGH",515831,2011,8,30,"CAS"
"Homer",,130,2011-08-30,23,3,"F",100,,12,,"2",,"C","LAST LAUGH",515831,2011,8,30,"CAS"
"Homer",,130,2011-08-30,23,4,"F",91,,7,7,"2",,"C","LAST LAUGH",515831,2011,8,30,"CAS"
"Homer",,130,2011-08-30,23,5,"M",95,,12,,"2",,"C","LAST LAUGH",515831,2011,8,30,"CAS"
"Homer",,130,2011-08-30,23,6,"M",92,,12,,"1",,"C","LAST LAUGH",515831,2011,8,30,"CAS"
"Homer",,130,2011-08-30,23,7,"F",95,,10,,"2",,"C","LAST LAUGH",515831,2011,8,30,"CAS"
"Kodiak",,130,2011-07-03,1,1,"M",82,6,8,,"2",,"P","P3",525733,2011,7,3,
"Kodiak",,130,2011-07-04,2,1,"",70,,6,6,"2",,"P","P3",525733,2011,7,4,
"Kodiak",,130,2011-07-08,3,1,"",64,2.5,6,6,"2",,"C","REEL FUN",525806,2011,7,8,
"Kodiak",,130,2011-07-08,3,2,"",120,13,22,,"1",,"C","REEL FUN",525806,2011,7,8,"BROKEN OTOLITHS"
"Kodiak",,130,2011-07-09,4,1,"M",74,,8,7,"2",,"P","P1",525733,2011,7,9,
"Kodiak",,130,2011-07-10,5,1,"M",67,2.5,5,5,"2",,"P","P3",525733,2011,7,10,
"Kodiak",,130,2011-07-11,6,1,"",85,6,9,,"2",,"P","P1",,2011,7,11,"DID NOT INTERVIEW SO NO STAT AREA SAMPLED AT PROCESSOR"
"Kodiak",,130,2011-07-11,6,2,"",116,16,14,,"2",,"P","P1",,2011,7,11,"NO OTOS"
"Kodiak",,130,2011-07-11,6,3,"",77,4,8,,"2",,"P","P1",,2011,7,11,
"Kodiak",,130,2011-07-11,6,4,"",83,5,8,,"2",,"P","P1",,2011,7,11,
"Kodiak",,130,2011-07-12,7,1,"",99,11,23,23,"1",,"C","CUDA",525733,2011,7,12,"DID NOT INTERVIEW SO NO STAT AREA YET"
"Kodiak",,130,2011-07-12,7,2,"",73,3,5,,"2",,"C","RUNNAMUCK V",525733,2011,7,12,"DID NOT INTERVIEW SO NO STAT AREA YET"
"Kodiak",,130,2011-07-12,7,3,"",81,5,8,,"2",,"C","RUNNAMUCK V",525733,2011,7,12,
"Kodiak",,130,2011-07-12,7,4,"",77,,6,7,"2",,"C","RUNNAMUCK V",525733,2011,7,12,"FORGOT TO WRITE DOWN WEIGHT"
"Kodiak",,130,2011-07-12,7,5,"",76,4.5,7,,"2",,"C","RUNNAMUCK V",525733,2011,7,12,
"Kodiak",,130,2011-07-12,7,6,"",73,3.5,7,,"2",,"C","RUNNAMUCK V",525733,2011,7,12,
"Kodiak",,130,2011-07-12,7,7,"",85,6,8,,"2",,"C","RUNNAMUCK V",525733,2011,7,12,"BROKEN OTOLITHS"
"Kodiak",,130,2011-07-12,7,8,"",94,7.5,10,,"2",,"C","RUNNAMUCK V",525733,2011,7,12,
"Kodiak",,130,2011-07-12,7,9,"",92,6,9,9,"2",,"C","RUNNAMUCK V",525733,2011,7,12,
