"PORT","SUB","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","YEAR","MONTH","DAY","COMMENTS"
"Homer",,130,2016-07-04,1,1,"M",92,,15,,"2",,"P","P4",,2016,7,4,
"Homer",,130,2016-07-05,2,1,"F",102,,14,,"2",,"C","HUNTRESS",475934,2016,7,5,
"Homer",,130,2016-07-05,2,2,"F",132,,18,,"2",,"C","HUNTRESS",475934,2016,7,5,
"Homer",,130,2016-07-09,3,1,"F",118,,15,15,"2",,"C","FRINGE BENEFIT",515831,2016,7,9,
"Homer",,130,2016-07-09,3,2,"F",107,,13,13,"2",,"C","FRINGE BENEFIT",515831,2016,7,9,
"Homer",,130,2016-07-09,3,3,"F",100,,12,12,"2",,"C","FRINGE BENEFIT",515831,2016,7,9,
"Homer",,130,2016-07-09,3,4,"F",114,,13,,"2",,"C","FRINGE BENEFIT",515831,2016,7,9,
"Homer",,130,2016-07-09,3,5,"F",97,,9,9,"2",,"C","FRINGE BENEFIT",515831,2016,7,9,
"Homer",,130,2016-07-09,3,6,"",106,,11,,"2",,"C","RED RYDER",515903,2016,7,9,
"Homer",,130,2016-07-09,3,7,"",117,,19,19,"2",,"C","RED RYDER",515903,2016,7,9,
"Homer",,130,2016-07-09,3,8,"",112,,15,14,"2",,"C","RED RYDER",515903,2016,7,9,
"Homer",,130,2016-07-09,3,9,"",104,,11,,"2",,"C","RED RYDER",515903,2016,7,9,
"Homer",,130,2016-07-09,3,10,"",103,,12,12,"2",,"C","RED RYDER",515903,2016,7,9,
"Homer",,130,2016-07-09,3,11,"",97,,11,,"2",,"C","RED RYDER",515903,2016,7,9,
"Homer",,130,2016-07-09,3,12,"",122,,17,,"2",,"C","RED RYDER",515903,2016,7,9,
"Homer",,130,2016-07-09,3,13,"",100,,10,,"2",,"C","RED RYDER",515903,2016,7,9,
"Homer",,130,2016-07-10,4,1,"",119,,18,,"2",,"C","RED RYDER",515903,2016,7,10,
"Homer",,130,2016-07-10,4,2,"",117,,18,19,"2",,"C","RED RYDER",515903,2016,7,10,
"Homer",,130,2016-07-10,4,3,"",113,,18,,"2",,"C","RED RYDER",515903,2016,7,10,
"Homer",,130,2016-07-10,4,4,"",95,,9,,"2",,"C","RED RYDER",515903,2016,7,10,
"Homer",,130,2016-07-29,5,1,"",90,,13,,"2",,"C","RED RYDER",515905,2016,7,29,
"Homer",,130,2016-07-30,6,1,"M",101,,19,20,"2",,"P","P3",515904,2016,7,30,
"Homer",,130,2016-07-30,6,2,"F",95,,9,,"2",,"P","P3",515904,2016,7,30,
"Homer",,130,2016-07-30,6,3,"F",113,,13,,"2",,"P","P3",515904,2016,7,30,
"Homer",,130,2016-07-30,6,4,"F",113,,11,11,"2",,"P","P3",515904,2016,7,30,
"Homer",,130,2016-07-30,6,5,"M",91,,12,,"2",,"C","CASINO",515833,2016,7,30,"STAT AREA MAY BE WRONG, BOAT DIDN'T HAVE MAP THAT SHOWED ALL STAT AREAS. I EMAILED HIM A MORE EXPANSIVE MAP, SO PERHAPS GO TO THE BOAT LATER AND SEE IF HE UPDATED HIS STAT AREAS."
"Homer",,130,2016-07-30,6,6,"M",87,,13,,"2",,"C","CASINO",515833,2016,7,30,"STAT AREA MAY BE WRONG, BOAT DIDN'T HAVE MAP THAT SHOWED ALL STAT AREAS. I EMAILED HIM A MORE EXPANSIVE MAP, SO PERHAPS GO TO THE BOAT LATER AND SEE IF HE UPDATED HIS STAT AREAS."
"Homer",,130,2016-07-30,6,7,"M",86,,11,,"2",,"C","CASINO",515833,2016,7,30,"STAT AREA MAY BE WRONG, BOAT DIDN'T HAVE MAP THAT SHOWED ALL STAT AREAS. I EMAILED HIM A MORE EXPANSIVE MAP, SO PERHAPS GO TO THE BOAT LATER AND SEE IF HE UPDATED HIS STAT AREAS."
"Homer",,130,2016-07-30,6,8,"M",91,,13,13,"2",,"C","CASINO",515833,2016,7,30,"STAT AREA MAY BE WRONG, BOAT DIDN'T HAVE MAP THAT SHOWED ALL STAT AREAS. I EMAILED HIM A MORE EXPANSIVE MAP, SO PERHAPS GO TO THE BOAT LATER AND SEE IF HE UPDATED HIS STAT AREAS."
"Homer",,130,2016-07-30,6,9,"M",75,,10,,"2",,"C","CASINO",515833,2016,7,30,"STAT AREA MAY BE WRONG, BOAT DIDN'T HAVE MAP THAT SHOWED ALL STAT AREAS. I EMAILED HIM A MORE EXPANSIVE MAP, SO PERHAPS GO TO THE BOAT LATER AND SEE IF HE UPDATED HIS STAT AREAS."
"Homer",,130,2016-07-30,6,10,"M",88,,13,,"2",,"C","CASINO",515833,2016,7,30,"STAT AREA MAY BE WRONG, BOAT DIDN'T HAVE MAP THAT SHOWED ALL STAT AREAS. I EMAILED HIM A MORE EXPANSIVE MAP, SO PERHAPS GO TO THE BOAT LATER AND SEE IF HE UPDATED HIS STAT AREAS."
"Homer",,130,2016-07-30,6,11,"M",86,,11,,"2",,"C","CASINO",515833,2016,7,30,"STAT AREA MAY BE WRONG, BOAT DIDN'T HAVE MAP THAT SHOWED ALL STAT AREAS. I EMAILED HIM A MORE EXPANSIVE MAP, SO PERHAPS GO TO THE BOAT LATER AND SEE IF HE UPDATED HIS STAT AREAS."
"Homer",,130,2016-07-30,6,12,"F",103,,12,,"2",,"C","CASINO",515833,2016,7,30,"STAT AREA MAY BE WRONG, BOAT DIDN'T HAVE MAP THAT SHOWED ALL STAT AREAS. I EMAILED HIM A MORE EXPANSIVE MAP, SO PERHAPS GO TO THE BOAT LATER AND SEE IF HE UPDATED HIS STAT AREAS."
