"","AREA","SITE","YEAR","MONTH","DAY","PAGE","LINE","SP","SEX","LENGTH","WEIGHT","AGE","STATAREA","FL","AGECONF","RARE","AGE2","PORT","USER"
"1",161,2,1991,6,18,0,1,130,"",73.5,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"2",161,2,1991,6,18,0,2,130,"",86.7,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"3",161,2,1991,6,18,0,3,130,"",109.5,NA,13,NA,NA,NA,"",NA,"Seward","Unknown"
"4",161,2,1991,6,18,0,4,130,"",89.4,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"5",161,2,1991,6,18,0,5,130,"",85,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"6",161,2,1991,6,18,0,6,130,"",105.3,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"7",161,2,1991,6,18,0,7,130,"",104,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"8",161,2,1991,6,18,0,8,130,"",99,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"9",161,2,1991,6,18,0,9,130,"",110.1,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"10",161,2,1991,6,18,0,10,130,"",119.1,NA,13,NA,NA,NA,"",NA,"Seward","Unknown"
"11",161,2,1991,6,18,0,11,130,"",90.9,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"12",161,2,1991,6,18,0,12,130,"",109,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"13",161,2,1991,6,18,0,13,130,"",103.5,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"14",161,2,1991,6,18,0,14,130,"",77.6,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"15",161,2,1991,6,18,0,15,130,"",115,NA,13,NA,NA,NA,"",NA,"Seward","Unknown"
"16",161,2,1991,6,18,0,16,130,"",106,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"17",161,2,1991,6,18,0,17,130,"",88.5,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"18",161,2,1991,6,18,0,18,130,"",90.8,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"19",161,2,1991,6,18,0,19,130,"",90,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"20",161,2,1991,6,18,0,20,130,"",106.4,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"21",161,2,1991,6,18,0,21,130,"",123,NA,13,NA,NA,NA,"",NA,"Seward","Unknown"
"22",161,2,1991,6,18,0,22,130,"",102,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"23",161,2,1991,6,18,0,23,130,"",92.3,NA,11,NA,NA,NA,"",NA,"Seward","Unknown"
"24",161,2,1991,6,18,0,24,130,"",125.5,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"25",161,2,1991,6,18,0,25,130,"",88.5,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"26",161,2,1991,6,18,0,26,130,"",109,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"27",161,2,1991,6,18,0,27,130,"",115.2,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"28",161,2,1991,6,18,0,28,130,"",106.5,NA,13,NA,NA,NA,"",NA,"Seward","Unknown"
"29",161,2,1991,6,18,0,29,130,"",79.2,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"30",161,2,1991,6,18,0,30,130,"",86.3,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"31",161,2,1991,6,18,1,1,130,"",127.2,NA,14,NA,NA,NA,"",NA,"Seward","Unknown"
"32",161,2,1991,6,18,1,2,130,"",80,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"33",161,2,1991,6,18,1,3,130,"",79.2,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"34",161,2,1991,6,18,1,4,130,"",89.2,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"35",161,2,1991,6,18,1,5,130,"",87.9,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"36",161,2,1991,6,18,1,6,130,"",82.2,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"37",161,2,1991,6,18,1,7,130,"",89.5,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"38",161,2,1991,6,18,1,8,130,"",97,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"39",161,2,1991,6,18,1,9,130,"",88.3,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"40",161,2,1991,6,18,1,10,130,"",90.7,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"41",161,2,1991,6,18,1,11,130,"",76.1,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"42",161,2,1991,6,18,1,12,130,"",108.7,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"43",161,2,1991,6,18,1,13,130,"",90.8,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"44",161,2,1991,6,22,2,1,130,"F",89.8,6.5,7,NA,NA,NA,"",NA,"Seward","Unknown"
"45",161,2,1991,6,22,2,2,130,"M",84.3,5.5,9,NA,NA,NA,"",NA,"Seward","Unknown"
"46",161,2,1991,6,22,2,3,130,"M",76.5,4,7,NA,NA,NA,"",NA,"Seward","Unknown"
"47",161,2,1991,6,22,2,4,130,"F",92.6,6.75,7,NA,NA,NA,"",NA,"Seward","Unknown"
"48",161,2,1991,6,22,2,5,130,"F",97.4,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"49",161,2,1991,6,22,2,6,130,"F",115.1,13.75,12,NA,NA,NA,"",NA,"Seward","Unknown"
"50",161,2,1991,6,22,2,7,130,"M",86.1,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"51",161,2,1991,6,22,2,8,130,"M",84.6,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"52",161,2,1991,6,23,3,1,130,"M",87.6,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"53",161,2,1991,6,23,3,2,130,"M",120.6,14.5,13,NA,NA,NA,"",NA,"Seward","Unknown"
"54",161,2,1991,6,23,3,3,130,"M",75.2,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"55",161,2,1991,6,23,3,4,130,"M",82.7,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"56",161,2,1991,6,23,3,5,130,"M",84.5,NA,11,NA,NA,NA,"",NA,"Seward","Unknown"
"57",161,2,1991,6,24,4,1,130,"F",82.2,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"58",161,2,1991,6,24,4,2,130,"F",88.5,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"59",161,2,1991,6,24,4,3,130,"M",79.5,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"60",161,2,1991,6,24,4,4,130,"F",81.9,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"61",161,2,1991,6,24,4,5,130,"M",85,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"62",161,2,1991,6,24,4,6,130,"F",100.4,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"63",161,2,1991,6,24,4,7,130,"M",80.1,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"64",161,2,1991,6,24,4,8,130,"F",103.4,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"65",161,2,1991,6,24,4,9,130,"M",85.7,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"66",161,2,1991,6,24,4,10,130,"M",79,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"67",161,2,1991,6,27,5,1,130,"M",77.3,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"68",161,2,1991,6,27,5,2,130,"M",77.4,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"69",161,2,1991,6,27,5,3,130,"",78.1,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"70",161,2,1991,6,27,5,4,130,"F",112.5,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"71",161,2,1991,6,28,6,1,130,"M",97.7,NA,15,NA,NA,NA,"",NA,"Seward","Unknown"
"72",161,2,1991,6,28,6,2,130,"F",101.2,NA,11,NA,NA,NA,"",NA,"Seward","Unknown"
"73",161,2,1991,6,28,6,3,130,"F",86.2,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"74",161,2,1991,6,28,6,4,130,"M",77.7,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"75",161,2,1991,6,28,6,5,130,"F",89,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"76",161,2,1991,6,28,6,6,130,"M",111.2,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"77",161,2,1991,6,28,6,7,130,"",119.9,NA,13,NA,NA,NA,"",NA,"Seward","Unknown"
"78",161,2,1991,6,28,6,8,130,"F",89.4,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"79",161,2,1991,6,28,6,9,130,"F",96.5,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"80",161,2,1991,6,29,7,1,130,"",101.6,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"81",161,2,1991,6,29,7,2,130,"M",84.4,6,8,NA,NA,NA,"",NA,"Seward","Unknown"
"82",161,2,1991,6,29,7,3,130,"F",94.2,NA,11,NA,NA,NA,"",NA,"Seward","Unknown"
"83",161,2,1991,6,29,7,4,130,"F",94.5,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"84",161,2,1991,6,29,7,5,130,"F",117,NA,14,NA,NA,NA,"",NA,"Seward","Unknown"
"85",161,2,1991,6,29,7,6,130,"M",91.3,NA,14,NA,NA,NA,"",NA,"Seward","Unknown"
"86",161,2,1991,6,30,8,1,130,"F",114.9,NA,11,NA,NA,NA,"",NA,"Seward","Unknown"
"87",161,2,1991,6,30,8,2,130,"",74.5,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"88",161,2,1991,6,30,8,3,130,"",77.4,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"89",161,2,1991,6,30,8,4,130,"",75,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"90",161,2,1991,6,30,8,5,130,"M",84.3,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"91",161,2,1991,6,30,8,6,130,"F",101.8,8.25,10,NA,NA,NA,"",NA,"Seward","Unknown"
"92",161,2,1991,6,30,8,7,130,"M",83.3,6.5,9,NA,NA,NA,"",NA,"Seward","Unknown"
"93",161,2,1991,6,30,8,8,130,"M",46.5,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"94",161,2,1991,6,30,8,9,130,"M",79.9,4.75,8,NA,NA,NA,"",NA,"Seward","Unknown"
"95",161,2,1991,6,30,8,10,130,"M",81.2,5.5,9,NA,NA,NA,"",NA,"Seward","Unknown"
"96",161,2,1991,6,30,8,11,130,"M",74,4,6,NA,NA,NA,"",NA,"Seward","Unknown"
"97",161,2,1991,6,30,8,12,130,"M",83.6,5.25,10,NA,NA,NA,"",NA,"Seward","Unknown"
"98",161,2,1991,6,30,8,13,130,"M",73.5,4.5,7,NA,NA,NA,"",NA,"Seward","Unknown"
"99",161,2,1991,7,1,9,1,130,"F",91.3,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"100",161,2,1991,7,1,9,2,130,"M",82.9,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"101",161,2,1991,7,1,9,3,130,"M",77,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"102",161,2,1991,7,1,9,4,130,"F",123.7,NA,18,NA,NA,NA,"",NA,"Seward","Unknown"
"103",161,2,1991,7,1,9,5,130,"M",86,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"104",161,2,1991,7,1,9,6,130,"",87,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"105",161,2,1991,7,1,9,7,130,"",94.4,NA,11,NA,NA,NA,"",NA,"Seward","Unknown"
"106",161,2,1991,7,1,9,8,130,"",84.3,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"107",161,2,1991,7,4,10,1,130,"M",79,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"108",161,2,1991,7,4,10,2,130,"F",81.2,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"109",161,2,1991,7,4,10,3,130,"M",70.5,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"110",161,2,1991,7,4,10,4,130,"M",82.1,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"111",161,2,1991,7,4,10,5,130,"M",78.5,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"112",161,2,1991,7,5,11,1,130,"M",88.5,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"113",161,2,1991,7,5,11,2,130,"M",80.8,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"114",161,2,1991,7,5,11,3,130,"M",83.6,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"115",161,2,1991,7,5,11,4,130,"F",104.5,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"116",161,2,1991,7,5,11,5,130,"F",77.5,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"117",161,2,1991,7,5,11,6,130,"M",94.4,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"118",161,2,1991,7,5,11,7,130,"M",94.7,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"119",161,2,1991,7,5,11,8,130,"F",107.5,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"120",161,2,1991,7,5,11,9,130,"F",100.8,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"121",161,2,1991,7,6,12,1,130,"",126,NA,14,NA,NA,NA,"",NA,"Seward","Unknown"
"122",161,2,1991,7,6,12,2,130,"F",110,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"123",161,2,1991,7,6,12,3,130,"F",87,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"124",161,2,1991,7,6,12,4,130,"F",112,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"125",161,2,1991,7,6,12,5,130,"F",101.6,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"126",161,2,1991,7,6,12,6,130,"M",86.7,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"127",161,2,1991,7,6,12,7,130,"M",87.8,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"128",161,2,1991,7,6,12,8,130,"M",88.3,NA,11,NA,NA,NA,"",NA,"Seward","Unknown"
"129",161,2,1991,7,6,12,9,130,"F",120.3,NA,13,NA,NA,NA,"",NA,"Seward","Unknown"
"130",161,2,1991,7,7,13,1,130,"M",84.6,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"131",161,2,1991,7,7,13,2,130,"F",89.1,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"132",161,2,1991,7,7,13,3,130,"M",78.9,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"133",161,2,1991,7,7,13,4,130,"M",79.5,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"134",161,2,1991,7,7,13,5,130,"F",88.4,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"135",161,2,1991,7,7,13,6,130,"F",87,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"136",161,2,1991,7,7,13,7,130,"F",77.2,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"137",161,2,1991,7,7,13,8,130,"M",85,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"138",161,2,1991,7,7,13,9,130,"M",51.4,NA,4,NA,NA,NA,"",NA,"Seward","Unknown"
"139",161,2,1991,7,7,13,10,130,"F",74.2,NA,5,NA,NA,NA,"",NA,"Seward","Unknown"
"140",161,2,1991,7,7,13,11,130,"F",51.6,NA,4,NA,NA,NA,"",NA,"Seward","Unknown"
"141",161,2,1991,7,8,14,1,130,"F",105.5,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"142",161,2,1991,7,8,14,2,130,"M",88.7,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"143",161,2,1991,7,8,14,3,130,"F",107,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"144",161,2,1991,7,8,14,4,130,"F",97.5,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"145",161,2,1991,7,8,14,5,130,"M",93.5,NA,11,NA,NA,NA,"",NA,"Seward","Unknown"
"146",161,2,1991,7,8,14,6,130,"F",99.6,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"147",161,2,1991,7,8,14,7,130,"F",106.5,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"148",161,2,1991,7,8,14,8,130,"M",83.8,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"149",161,2,1991,7,11,15,1,130,"F",106.8,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"150",161,2,1991,7,11,15,2,130,"F",115.2,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"151",161,2,1991,7,11,15,3,130,"F",103.7,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"152",161,2,1991,7,11,15,4,130,"F",79.8,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"153",161,2,1991,7,11,15,5,130,"M",87,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"154",161,2,1991,7,11,15,6,130,"F",133.4,21,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"155",161,2,1991,7,11,15,7,130,"F",93.5,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"156",161,2,1991,7,11,15,8,130,"F",109,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"157",161,2,1991,7,11,15,9,130,"M",80,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"158",161,2,1991,7,11,15,10,130,"F",114,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"159",161,2,1991,7,12,16,1,130,"F",112.5,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"160",161,2,1991,7,12,16,2,130,"F",99.5,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"161",161,2,1991,7,12,16,3,130,"F",111.3,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"162",161,2,1991,7,12,16,4,130,"M",89.1,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"163",161,2,1991,7,12,16,5,130,"F",88.8,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"164",161,2,1991,7,12,16,6,130,"F",97.1,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"165",161,2,1991,7,12,16,7,130,"F",101.5,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"166",161,2,1991,7,12,16,8,130,"M",95,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"167",161,2,1991,7,13,17,1,130,"M",75.5,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"168",161,2,1991,7,13,17,2,130,"M",95,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"169",161,2,1991,7,13,17,3,130,"M",84,NA,11,NA,NA,NA,"",NA,"Seward","Unknown"
"170",161,2,1991,7,13,17,4,130,"F",82,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"171",161,2,1991,7,13,17,5,130,"F",94.5,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"172",161,2,1991,7,13,17,6,130,"F",119.5,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"173",161,2,1991,7,13,17,7,130,"M",71,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"174",161,2,1991,7,13,17,8,130,"F",86.5,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"175",161,2,1991,7,13,17,9,130,"F",95,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"176",161,2,1991,7,13,17,10,130,"",71.5,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"177",161,2,1991,7,13,17,11,130,"M",81,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"178",161,2,1991,7,13,17,12,130,"M",79,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"179",161,2,1991,7,13,17,13,130,"F",114.5,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"180",161,2,1991,7,13,17,14,130,"F",87.5,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"181",161,2,1991,7,13,17,15,130,"F",76,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"182",161,2,1991,7,19,18,1,130,"F",89,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"183",161,2,1991,7,19,18,2,130,"F",106.5,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"184",161,2,1991,7,19,18,3,130,"F",95,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"185",161,2,1991,7,19,18,4,130,"",NA,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"186",161,2,1991,7,19,18,5,130,"M",86,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"187",161,2,1991,7,19,18,6,130,"",NA,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"188",161,2,1991,7,19,18,7,130,"",NA,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"189",161,2,1991,7,19,18,8,130,"F",92,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"190",161,2,1991,7,19,18,9,130,"M",74,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"191",161,2,1991,7,19,18,10,130,"F",91,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"192",161,2,1991,7,19,18,11,130,"",NA,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"193",161,2,1991,7,19,18,12,130,"M",83,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"194",161,2,1991,7,19,18,13,130,"F",80,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"195",161,2,1991,7,19,18,14,130,"F",95,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"196",161,2,1991,7,19,18,15,130,"",104.5,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"197",161,2,1991,7,19,18,16,130,"",107.5,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"198",161,2,1991,7,19,18,17,130,"M",88.5,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"199",161,2,1991,7,20,19,1,130,"F",82,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"200",161,2,1991,7,20,19,2,130,"F",107,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"201",161,2,1991,7,20,19,3,130,"M",105,NA,11,NA,NA,NA,"",NA,"Seward","Unknown"
"202",161,2,1991,7,20,19,4,130,"M",92.5,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"203",161,2,1991,7,20,19,5,130,"M",85,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"204",161,2,1991,7,20,19,6,130,"M",86.5,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"205",161,2,1991,7,20,19,7,130,"M",87.5,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"206",161,2,1991,7,20,19,8,130,"F",86.5,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"207",161,2,1991,7,20,19,9,130,"M",82,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"208",161,2,1991,7,20,19,10,130,"M",92.5,NA,11,NA,NA,NA,"",NA,"Seward","Unknown"
"209",161,2,1991,7,21,20,1,130,"F",58.5,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"210",161,2,1991,7,21,20,2,130,"F",101,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"211",161,2,1991,7,21,20,3,130,"F",78,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"212",161,2,1991,7,21,20,4,130,"F",112,NA,13,NA,NA,NA,"",NA,"Seward","Unknown"
"213",161,2,1991,7,21,20,5,130,"F",107,NA,11,NA,NA,NA,"",NA,"Seward","Unknown"
"214",161,2,1991,7,21,20,6,130,"M",83.5,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"215",161,2,1991,7,21,20,7,130,"M",76,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"216",161,2,1991,7,21,20,8,130,"M",86,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"217",161,2,1991,7,21,20,9,130,"F",100,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"218",161,2,1991,7,21,20,10,130,"F",119.5,NA,13,NA,NA,NA,"",NA,"Seward","Unknown"
"219",161,2,1991,7,21,20,11,130,"",120,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"220",161,2,1991,7,22,21,1,130,"F",102,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"221",161,2,1991,7,22,21,2,130,"",77.5,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"222",161,2,1991,7,22,21,3,130,"",90.5,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"223",161,2,1991,7,22,21,4,130,"M",87,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"224",161,2,1991,7,22,21,5,130,"M",80.5,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"225",161,2,1991,7,22,21,6,130,"M",87,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"226",161,2,1991,7,22,21,7,130,"F",85,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"227",161,2,1991,7,22,21,8,130,"M",82,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"228",161,2,1991,7,22,21,9,130,"M",75,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"229",161,2,1991,7,22,21,10,130,"F",88,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"230",161,2,1991,7,22,21,11,130,"M",89,NA,10,NA,NA,NA,"",NA,"Seward","Unknown"
"231",161,2,1991,7,22,21,12,130,"F",102.5,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"232",161,2,1991,7,22,21,13,130,"F",105,NA,9,NA,NA,NA,"",NA,"Seward","Unknown"
"233",161,2,1991,7,22,21,14,130,"F",111,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"234",161,2,1991,7,22,21,15,130,"F",101.5,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"235",161,2,1991,7,22,21,16,130,"F",88.5,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"236",161,2,1991,7,22,21,17,130,"",88,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"237",161,2,1991,7,25,22,1,130,"F",115.5,NA,15,NA,NA,NA,"",NA,"Seward","Unknown"
"238",161,2,1991,7,25,22,2,130,"F",121,NA,14,NA,NA,NA,"",NA,"Seward","Unknown"
"239",161,2,1991,7,25,22,3,130,"",74,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"240",161,2,1991,7,25,22,4,130,"M",89,NA,8,NA,NA,NA,"",NA,"Seward","Unknown"
"241",161,2,1991,7,25,22,5,130,"M",95,NA,11,NA,NA,NA,"",NA,"Seward","Unknown"
"242",161,2,1991,7,25,22,6,130,"M",92.5,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"243",161,2,1991,7,25,22,7,130,"M",80,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"244",161,2,1991,7,25,22,8,130,"F",117,NA,12,NA,NA,NA,"",NA,"Seward","Unknown"
"245",161,2,1991,7,25,22,9,130,"M",75.5,NA,7,NA,NA,NA,"",NA,"Seward","Unknown"
"246",161,2,1991,7,25,22,10,130,"M",76,NA,6,NA,NA,NA,"",NA,"Seward","Unknown"
"247",161,2,1991,7,25,22,11,130,"F",112.5,NA,14,NA,NA,NA,"",NA,"Seward","Unknown"
