"","AREA","SITE","YEAR","MONTH","DAY","PAGE","LINE","SP","SEX","LENGTH","WEIGHT","AGE","STATAREA","FL","AGECONF","RARE","AGE2","PORT","USER"
"1459",161,2,1992,8,15,37,13,130,"F",100.5,NA,NA,495938,NA,NA,"",NA,"Seward","SewMilC"
"1460",161,2,1992,8,15,37,14,130,"M",82,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1461",161,2,1992,8,15,37,15,130,"F",100,NA,NA,495938,NA,NA,"",NA,"Seward","SewMilC"
"1462",161,2,1992,8,15,37,16,130,"M",78.5,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1463",161,2,1992,8,15,37,17,130,"M",80,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1464",161,2,1992,8,15,37,18,130,"F",105,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1465",161,2,1992,8,15,37,19,130,"M",86.5,NA,NA,495932,NA,NA,"",NA,"Seward","Charter"
"1466",161,2,1992,8,16,38,1,130,"F",90.5,NA,NA,495938,NA,NA,"",NA,"Seward","SewMilC"
"1467",161,2,1992,8,16,38,2,130,"M",84,NA,NA,495938,NA,NA,"",NA,"Seward","SewMilC"
"1468",161,2,1992,8,16,38,3,130,"M",97.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1469",161,2,1992,8,16,38,4,130,"M",74,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1470",161,2,1992,8,16,38,5,130,"M",84,NA,NA,495938,NA,NA,"",NA,"Seward","SewMilC"
"1471",161,2,1992,8,16,38,6,130,"M",76.5,NA,NA,495938,NA,NA,"",NA,"Seward","SewMilC"
"1472",161,2,1992,8,16,38,7,130,"F",93,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1473",161,2,1992,8,16,38,8,130,"M",70.5,NA,NA,495938,NA,NA,"",NA,"Seward","SewMilC"
"1474",161,2,1992,8,20,39,1,130,"F",98,NA,NA,505932,NA,NA,"",NA,"Seward","SewMilC"
"1475",161,2,1992,8,20,39,2,130,"F",109,NA,NA,505932,NA,NA,"",NA,"Seward","SewMilC"
"1476",161,2,1992,8,20,39,3,130,"M",88,NA,NA,505932,NA,NA,"",NA,"Seward","SewMilC"
"1477",161,2,1992,8,21,40,1,130,"M",80.5,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1478",161,2,1992,8,21,40,2,130,"M",92,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1479",161,2,1992,8,21,40,3,130,"F",114,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1480",161,2,1992,8,21,40,4,130,"F",93.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1481",161,2,1992,8,21,40,5,130,"F",93.5,NA,NA,495938,NA,NA,"",NA,"Seward","Charter"
"1482",161,2,1992,8,21,40,6,130,"F",110,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1483",161,2,1992,8,22,41,1,130,"M",93.5,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1484",161,2,1992,8,22,41,2,130,"M",86,NA,NA,495938,NA,NA,"",NA,"Seward","Unknown"
"1485",161,2,1992,8,22,41,3,130,"F",85.5,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1486",161,2,1992,8,22,41,4,130,"F",105.5,NA,NA,495936,NA,NA,"",NA,"Seward","Private"
"1487",161,2,1992,8,22,41,5,130,"F",102.5,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1488",161,2,1992,8,22,41,6,130,"M",85,NA,NA,495938,NA,NA,"",NA,"Seward","Private"
"1489",161,2,1992,8,22,41,7,130,"F",87.5,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1490",161,2,1992,8,22,41,8,130,"M",89,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1491",161,2,1992,8,22,41,9,130,"M",76.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1492",161,2,1992,8,22,41,10,130,"M",84,NA,NA,495938,NA,NA,"",NA,"Seward","Private"
"1493",161,2,1992,8,22,41,11,130,"M",88.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1494",161,2,1992,8,22,41,12,130,"M",96,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1495",161,2,1992,8,22,41,13,130,"",83,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1496",161,2,1992,8,22,41,14,130,"M",82,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1497",161,2,1992,8,22,41,15,130,"F",108,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1498",161,2,1992,8,22,41,16,130,"M",82,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1499",161,2,1992,8,22,41,17,130,"M",81.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1500",161,2,1992,8,22,41,18,130,"",101,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1501",161,2,1992,8,22,41,19,130,"M",91.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1502",161,2,1992,8,22,41,20,130,"M",92.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1503",161,2,1992,8,22,41,21,130,"",93.5,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1504",161,2,1992,8,22,41,22,130,"F",82.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1505",161,2,1992,8,22,41,23,130,"M",83,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1506",161,2,1992,8,26,42,1,130,"M",95.5,NA,NA,505932,NA,NA,"",NA,"Seward","Charter"
"1507",161,2,1992,8,26,42,2,130,"F",124,NA,NA,495935,NA,NA,"",NA,"Seward","Charter"
"1508",161,2,1992,8,26,42,3,130,"M",103.5,NA,NA,495934,NA,NA,"",NA,"Seward","SewMilC"
"1509",161,2,1992,8,26,42,4,130,"F",110,10.5,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1510",161,2,1992,8,26,42,5,130,"",NA,11.5,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1511",161,2,1992,8,27,43,1,130,"M",93,NA,NA,495934,NA,NA,"",NA,"Seward","SewMilC"
"1512",161,2,1992,8,27,43,2,130,"M",88,NA,NA,495934,NA,NA,"",NA,"Seward","SewMilC"
"1513",161,2,1992,8,27,43,3,130,"F",128.5,NA,NA,495934,NA,NA,"",NA,"Seward","SewMilC"
"1514",161,2,1992,8,27,43,4,130,"M",80.5,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1515",161,2,1992,8,27,43,5,130,"",NA,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1516",161,2,1992,8,27,43,6,130,"M",84.5,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1517",161,2,1992,8,27,43,7,130,"M",89.5,NA,NA,495934,NA,NA,"",NA,"Seward","SewMilC"
"1518",161,2,1992,8,27,43,8,130,"F",124,NA,NA,495938,NA,NA,"",NA,"Seward","Charter"
"1519",161,2,1992,8,27,43,9,130,"M",92,NA,NA,495938,NA,NA,"",NA,"Seward","Charter"
"1520",161,2,1992,8,28,44,1,130,"M",84.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1521",161,2,1992,8,28,44,2,130,"M",89.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1522",161,2,1992,8,28,44,3,130,"M",77.5,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1523",161,2,1992,8,28,44,4,130,"M",82.5,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1524",161,2,1992,8,28,44,5,130,"M",84.5,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1525",161,2,1992,8,28,44,6,130,"M",85,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1526",161,2,1992,8,28,44,7,130,"M",87.5,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1527",161,2,1992,8,28,44,8,130,"M",84,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1528",161,2,1992,8,28,44,9,130,"M",84,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1529",161,2,1992,8,28,44,10,130,"F",92.5,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1530",161,2,1992,8,28,44,11,130,"M",83.5,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1531",161,2,1992,8,28,44,12,130,"M",86.5,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1532",161,2,1992,8,28,44,13,130,"M",89.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1533",161,2,1992,8,28,44,14,130,"F",89,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1534",161,2,1992,8,28,44,15,130,"F",98,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1535",161,2,1992,8,28,44,16,130,"F",117,NA,NA,495938,NA,NA,"",NA,"Seward","Charter"
"1536",161,2,1992,8,29,45,1,130,"F",117.5,NA,NA,505932,NA,NA,"",NA,"Seward","Charter"
"1537",161,2,1992,8,29,45,2,130,"F",108.5,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1538",161,2,1992,8,29,45,3,130,"F",117,NA,NA,505932,NA,NA,"",NA,"Seward","Charter"
"1539",161,2,1992,8,29,45,4,130,"F",105.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1540",161,2,1992,8,29,45,5,130,"F",94.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1541",161,2,1992,8,29,45,6,130,"M",91,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1542",161,2,1992,8,29,45,7,130,"M",84,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1543",161,2,1992,8,29,45,8,130,"M",102,NA,NA,485935,NA,NA,"",NA,"Seward","SewMilC"
"1544",161,2,1992,8,29,45,9,130,"M",91,NA,NA,485935,NA,NA,"",NA,"Seward","SewMilC"
"1545",161,2,1992,8,29,45,10,130,"",118.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1546",161,2,1992,8,29,45,11,130,"F",104,NA,NA,505932,NA,NA,"",NA,"Seward","Charter"
"1547",161,2,1992,8,29,45,12,130,"F",111,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1548",161,2,1992,8,29,45,13,130,"",108.5,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1549",161,2,1992,8,29,45,14,130,"F",125.5,NA,NA,495938,NA,NA,"",NA,"Seward","Charter"
"1550",161,2,1992,8,29,45,15,130,"M",64.5,NA,NA,485935,NA,NA,"",NA,"Seward","Charter"
"1551",161,2,1992,8,29,45,16,130,"F",113,NA,NA,495938,NA,NA,"",NA,"Seward","Charter"
"1552",161,2,1992,8,29,45,17,130,"F",112.5,NA,NA,495938,NA,NA,"",NA,"Seward","Unknown"
"1553",161,2,1992,8,29,45,18,130,"F",99.5,NA,NA,505932,NA,NA,"",NA,"Seward","Charter"
"1554",161,2,1992,8,29,45,19,130,"M",75,NA,NA,495938,NA,NA,"",NA,"Seward","Private"
"1555",161,2,1992,8,29,45,20,130,"M",93,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1556",161,2,1992,8,29,45,21,130,"M",87.5,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1557",161,2,1992,8,29,45,22,130,"F",69.5,NA,NA,485935,NA,NA,"",NA,"Seward","Charter"
"1558",161,2,1992,8,29,45,23,130,"M",84,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1559",161,2,1992,8,29,45,24,130,"M",79,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1560",161,2,1992,8,29,45,25,130,"F",86.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1561",161,2,1992,8,29,45,26,130,"M",85,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1562",161,2,1992,8,29,45,27,130,"F",98.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1563",161,2,1992,8,29,45,28,130,"M",88,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1564",161,2,1992,8,29,45,29,130,"F",105.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1565",161,2,1992,8,29,45,30,130,"M",84.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1566",161,2,1992,8,30,46,1,130,"M",89,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1567",161,2,1992,8,30,46,2,130,"F",96,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1568",161,2,1992,8,30,46,3,130,"F",101.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1569",161,2,1992,8,30,46,4,130,"F",98.5,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1570",161,2,1992,8,30,46,5,130,"M",86,NA,NA,NA,NA,NA,"",NA,"Seward","SewMilC"
"1571",161,2,1992,8,30,46,6,130,"M",88,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1572",161,2,1992,8,30,46,7,130,"F",113,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1573",161,2,1992,8,30,46,8,130,"M",89.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1574",161,2,1992,8,30,46,9,130,"F",124.5,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1575",161,2,1992,8,30,46,10,130,"M",80.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1576",161,2,1992,8,30,46,11,130,"M",90,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1577",161,2,1992,8,30,46,12,130,"M",86,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1578",161,2,1992,8,30,46,13,130,"F",102,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1579",161,2,1992,8,31,47,1,130,"F",101.5,NA,NA,495934,NA,NA,"",NA,"Seward","SewMilC"
"1580",161,2,1992,8,31,47,2,130,"F",113,NA,NA,495934,NA,NA,"",NA,"Seward","SewMilC"
"1581",161,2,1992,8,31,47,3,130,"F",107,NA,NA,495934,NA,NA,"",NA,"Seward","SewMilC"
"1582",161,2,1992,8,31,47,4,130,"M",92.5,NA,NA,495934,NA,NA,"",NA,"Seward","SewMilC"
"1583",161,2,1992,8,31,47,5,130,"F",113.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1584",161,2,1992,8,31,47,6,130,"F",90,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1585",161,2,1992,8,31,47,7,130,"M",88.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1586",161,2,1992,8,31,47,8,130,"F",91.5,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1587",161,2,1992,8,31,47,9,130,"F",69,NA,NA,495932,NA,NA,"",NA,"Seward","SewMilC"
"1588",161,2,1992,9,3,48,1,130,"F",105,NA,11,NA,NA,3,"",NA,"Seward","SewMilC"
"1589",161,2,1992,9,3,48,2,130,"F",99,NA,8,NA,NA,2,"",NA,"Seward","SewMilC"
"1590",161,2,1992,9,3,48,3,130,"F",106.5,NA,11,485932,NA,2,"",NA,"Seward","Charter"
"1591",161,2,1992,9,4,49,1,130,"M",89.5,NA,9,495934,NA,2,"",NA,"Seward","SewMilC"
"1592",161,2,1992,9,4,49,2,130,"",106.5,NA,11,495934,NA,3,"",NA,"Seward","SewMilC"
"1593",161,2,1992,9,4,49,3,130,"M",95,NA,14,NA,NA,3,"",NA,"Seward","Unknown"
"1594",161,2,1992,9,4,49,4,130,"M",85.5,NA,8,NA,NA,3,"",NA,"Seward","Unknown"
"1595",161,2,1992,9,4,49,5,130,"M",91.5,NA,10,495934,NA,3,"",NA,"Seward","SewMilC"
"1596",161,2,1992,9,4,49,6,130,"M",81,NA,9,NA,NA,3,"",NA,"Seward","SewMilC"
"1597",161,2,1992,9,4,49,7,130,"",106,NA,11,495934,NA,3,"",NA,"Seward","SewMilC"
"1598",161,2,1992,9,4,49,8,130,"M",93.5,NA,16,495934,NA,3,"",NA,"Seward","SewMilC"
"1599",161,2,1992,9,4,49,9,130,"M",92.5,NA,12,495934,NA,2,"",NA,"Seward","SewMilC"
"1600",161,2,1992,9,4,49,10,130,"M",86,NA,11,495938,NA,2,"",NA,"Seward","Private"
"1601",161,2,1992,9,5,50,1,130,"F",109,NA,12,NA,NA,2,"",NA,"Seward","Unknown"
"1602",161,2,1992,9,5,50,2,130,"F",111.5,NA,12,NA,NA,2,"",NA,"Seward","Unknown"
"1603",161,2,1992,9,5,50,3,130,"",62,NA,4,NA,NA,3,"",NA,"Seward","Unknown"
"1604",161,2,1992,9,5,50,4,130,"M",67,NA,5,NA,NA,3,"",NA,"Seward","Unknown"
"1605",161,2,1992,9,5,50,5,130,"F",91.5,NA,8,NA,NA,3,"",NA,"Seward","Unknown"
"1606",161,2,1992,9,5,50,6,130,"F",107.5,NA,12,505932,NA,3,"",NA,"Seward","Charter"
"1607",161,2,1992,9,5,50,7,130,"M",90.5,NA,10,NA,NA,3,"",NA,"Seward","Unknown"
"1608",161,2,1992,9,5,50,8,130,"F",105.5,NA,9,495938,NA,3,"",NA,"Seward","SewMilC"
"1609",161,2,1992,9,5,50,9,130,"F",107,NA,11,495938,NA,3,"",NA,"Seward","SewMilC"
"1610",161,2,1992,9,5,50,10,130,"M",88,NA,8,495938,NA,3,"",NA,"Seward","SewMilC"
"1611",161,2,1992,9,5,50,11,130,"F",123.5,NA,15,495934,NA,3,"",NA,"Seward","SewMilC"
"1612",161,2,1992,9,5,50,12,130,"F",105.5,NA,9,495934,NA,3,"",NA,"Seward","SewMilC"
"1613",161,2,1992,9,5,50,13,130,"M",97.5,NA,13,495934,NA,1,"",NA,"Seward","SewMilC"
"1614",161,2,1992,9,5,50,14,130,"M",85.5,NA,9,495934,NA,3,"",NA,"Seward","SewMilC"
"1615",161,2,1992,9,5,50,15,130,"M",89,NA,9,495934,NA,3,"",NA,"Seward","SewMilC"
"1616",161,2,1992,9,5,50,16,130,"F",125.5,NA,15,NA,NA,3,"",NA,"Seward","Unknown"
"1617",161,2,1992,9,5,50,17,130,"F",103,NA,9,505932,NA,3,"",NA,"Seward","Charter"
"1618",161,2,1992,9,5,50,18,130,"",84.5,NA,11,495932,NA,3,"",NA,"Seward","Charter"
"1619",161,2,1992,9,5,50,19,130,"M",94.5,NA,11,505932,NA,2,"",NA,"Seward","Charter"
"1620",161,2,1992,9,5,50,20,130,"M",91,NA,10,495932,NA,3,"",NA,"Seward","Charter"
"1621",161,2,1992,9,5,50,21,130,"F",129.5,NA,19,505932,NA,3,"",NA,"Seward","Charter"
"1622",161,2,1992,9,6,51,1,130,"M",80,NA,8,495938,NA,2,"",NA,"Seward","SewMilC"
"1623",161,2,1992,9,6,51,2,130,"M",75,NA,7,495938,NA,3,"",NA,"Seward","SewMilC"
"1624",161,2,1992,9,6,51,3,130,"M",84.5,NA,8,505909,NA,3,"",NA,"Seward","Charter"
"1625",161,2,1992,9,6,51,4,130,"M",84.5,NA,8,495938,NA,2,"",NA,"Seward","SewMilC"
"1626",161,2,1992,9,6,51,5,130,"F",93,NA,9,495938,NA,3,"",NA,"Seward","SewMilC"
"1627",161,2,1992,9,6,51,6,130,"M",84.5,NA,10,495938,NA,3,"",NA,"Seward","SewMilC"
"1628",161,2,1992,9,6,51,7,130,"F",99,NA,11,495938,NA,3,"",NA,"Seward","SewMilC"
"1629",161,2,1992,9,6,51,8,130,"M",100,NA,15,NA,NA,3,"",NA,"Seward","Unknown"
"1630",161,2,1992,9,6,51,9,130,"M",88,NA,10,NA,NA,2,"",NA,"Seward","Unknown"
"1631",161,2,1992,9,6,51,10,130,"F",108,NA,9,NA,NA,3,"",NA,"Seward","SewMilC"
"1632",161,2,1992,9,6,51,11,130,"F",123.5,NA,16,NA,NA,3,"",NA,"Seward","SewMilC"
"1633",161,2,1992,9,6,51,12,130,"M",79.5,NA,7,495938,NA,3,"",NA,"Seward","SewMilC"
"1634",161,2,1992,9,6,51,13,130,"M",86,NA,9,495938,NA,3,"",NA,"Seward","SewMilC"
"1635",161,2,1992,9,6,51,14,130,"M",81,NA,8,495938,NA,3,"",NA,"Seward","SewMilC"
"1636",161,2,1992,9,6,51,15,130,"M",96,NA,12,505909,NA,2,"",NA,"Seward","Charter"
"1637",161,2,1992,9,7,52,1,130,"F",71,NA,4,495934,NA,2,"",NA,"Seward","SewMilC"
"1638",161,2,1992,9,11,53,1,130,"F",121.5,NA,15,NA,NA,2,"",NA,"Seward","Charter"
"1639",161,2,1992,9,11,53,2,130,"F",92,NA,8,NA,NA,3,"",NA,"Seward","Unknown"
"1640",161,2,1992,9,11,53,3,130,"F",111.5,NA,10,NA,NA,3,"",NA,"Seward","Charter"
"1641",161,2,1992,9,11,53,4,130,"M",86,NA,11,NA,NA,3,"",NA,"Seward","Unknown"
"1642",161,2,1992,9,11,53,5,130,"F",126,NA,20,NA,NA,3,"",NA,"Seward","Unknown"
"1643",161,2,1992,9,11,53,6,130,"F",112,NA,11,NA,NA,3,"",NA,"Seward","Unknown"
"1644",161,2,1992,9,11,53,7,130,"M",87,NA,10,NA,NA,3,"",NA,"Seward","Unknown"
"1645",161,2,1992,9,11,53,8,130,"M",84,NA,9,NA,NA,3,"",NA,"Seward","Unknown"
"1646",161,2,1992,9,11,53,9,130,"M",83,NA,NA,NA,NA,NA,"",NA,"Seward","Unknown"
"1647",161,2,1992,9,11,53,10,130,"F",81.5,NA,8,NA,NA,3,"",NA,"Seward","Unknown"
"1648",161,2,1992,9,11,53,11,130,"F",92,NA,8,NA,NA,3,"",NA,"Seward","Unknown"
"1649",161,2,1992,9,11,53,12,130,"F",91.5,NA,8,NA,NA,3,"",NA,"Seward","Unknown"
"1650",161,2,1992,9,11,53,13,130,"F",93,NA,7,NA,NA,3,"",NA,"Seward","Unknown"
"1651",161,2,1992,9,11,53,14,130,"F",112.5,NA,14,NA,NA,2,"",NA,"Seward","Unknown"
"1652",161,2,1992,9,11,53,15,130,"F",95.5,NA,9,NA,NA,3,"",NA,"Seward","Unknown"
"1653",161,2,1992,9,11,53,16,130,"F",81,NA,7,NA,NA,3,"",NA,"Seward","Unknown"
"1654",161,2,1992,9,11,53,17,130,"M",101,NA,15,NA,NA,3,"",NA,"Seward","Unknown"
"1655",161,2,1992,9,11,53,18,130,"M",84,NA,9,NA,NA,3,"",NA,"Seward","Unknown"
"1656",161,2,1992,9,11,53,19,130,"M",88.5,NA,11,NA,NA,3,"",NA,"Seward","Unknown"
"1657",161,2,1992,9,11,53,20,130,"F",118.5,NA,16,NA,NA,3,"",NA,"Seward","Unknown"
"1658",161,2,1992,9,11,53,21,130,"F",93.5,NA,10,NA,NA,3,"",NA,"Seward","Charter"
"1659",161,2,1992,9,11,53,22,130,"F",126.5,NA,17,NA,NA,3,"",NA,"Seward","Charter"
"1660",161,2,1992,9,12,54,1,130,"M",89.5,NA,11,495932,NA,2,"",NA,"Seward","Charter"
"1661",161,2,1992,9,12,54,2,130,"M",89.5,NA,9,495932,NA,3,"",NA,"Seward","Charter"
"1662",161,2,1992,9,12,54,3,130,"M",96.5,NA,11,495932,NA,2,"",NA,"Seward","Charter"
"1663",161,2,1992,9,12,54,4,130,"M",80,NA,7,495932,NA,3,"",NA,"Seward","Charter"
"1664",161,2,1992,9,12,54,5,130,"F",91.5,NA,8,495932,NA,3,"",NA,"Seward","Charter"
"1665",161,2,1992,9,12,54,6,130,"M",94,NA,13,495932,NA,3,"",NA,"Seward","Charter"
"1666",161,2,1992,9,12,54,7,130,"M",94,NA,15,495932,NA,2,"",NA,"Seward","Charter"
"1667",161,2,1992,9,12,54,8,130,"F",94.5,NA,9,495932,NA,3,"",NA,"Seward","Charter"
"1668",161,2,1992,9,12,54,9,130,"M",96.5,NA,15,495932,NA,2,"",NA,"Seward","Charter"
"1669",161,2,1992,9,12,54,10,130,"M",84.5,NA,10,495932,NA,2,"",NA,"Seward","Charter"
"1670",161,2,1992,9,12,54,11,130,"F",112.5,NA,13,495932,NA,2,"",NA,"Seward","Charter"
"1671",161,2,1992,9,12,54,12,130,"M",80,NA,12,495932,NA,3,"",NA,"Seward","Charter"
"1672",161,2,1992,9,12,54,13,130,"F",107.5,NA,11,495932,NA,3,"",NA,"Seward","Charter"
"1673",161,2,1992,9,12,54,14,130,"M",90,NA,11,495932,NA,3,"",NA,"Seward","Charter"
"1674",161,2,1992,9,12,54,15,130,"F",107,NA,11,495932,NA,3,"",NA,"Seward","Charter"
"1675",161,2,1992,9,12,54,16,130,"F",120,NA,14,NA,NA,2,"",NA,"Seward","Unknown"
"1676",161,2,1992,9,12,54,17,130,"M",88,NA,10,NA,NA,3,"",NA,"Seward","Unknown"
"1677",161,2,1992,9,12,54,18,130,"M",89.5,NA,9,495932,NA,3,"",NA,"Seward","Private"
"1678",161,2,1992,9,12,54,19,130,"F",98,NA,8,495932,NA,3,"",NA,"Seward","Private"
"1679",161,2,1992,9,12,54,20,130,"F",91,NA,8,495932,NA,3,"",NA,"Seward","Charter"
"1680",161,2,1992,9,12,54,21,130,"F",114.5,NA,11,505908,NA,3,"",NA,"Seward","Charter"
"1681",161,2,1992,9,12,54,22,130,"F",103,NA,9,505908,NA,2,"",NA,"Seward","Charter"
"1682",161,2,1992,9,12,54,23,130,"F",126.5,NA,13,505907,NA,3,"",NA,"Seward","Charter"
"1683",161,2,1992,9,12,54,24,130,"M",94,NA,11,505907,NA,3,"",NA,"Seward","Charter"
"1684",161,2,1992,9,12,54,25,130,"F",126.5,NA,14,505907,NA,3,"",NA,"Seward","Charter"
"1685",161,2,1992,9,12,54,26,130,"M",93.5,NA,11,495932,NA,3,"",NA,"Seward","Charter"
"1686",161,2,1992,9,12,54,27,130,"M",86,NA,9,495932,NA,3,"",NA,"Seward","Charter"
"1687",161,2,1992,9,12,54,28,130,"M",88.5,NA,8,495932,NA,3,"",NA,"Seward","Charter"
"1688",161,2,1992,9,12,54,29,130,"M",95.5,NA,10,495938,NA,3,"",NA,"Seward","Private"
"1689",161,2,1992,9,12,54,30,130,"F",100,NA,8,NA,NA,3,"",NA,"Seward","Charter"
"1690",161,2,1992,9,12,55,1,130,"F",113.5,NA,10,495932,NA,3,"",NA,"Seward","Charter"
"1691",161,2,1992,9,12,55,2,130,"F",109,NA,11,495932,NA,3,"",NA,"Seward","Charter"
"1692",161,2,1992,9,13,56,1,130,"F",114,NA,13,495932,NA,3,"",NA,"Seward","Charter"
"1693",161,2,1992,9,13,56,2,130,"F",122.5,NA,15,495932,NA,3,"",NA,"Seward","Charter"
"1694",161,2,1992,9,13,56,3,130,"F",100,NA,10,495932,NA,3,"",NA,"Seward","Charter"
"1695",161,2,1992,9,13,56,4,130,"M",86.5,NA,9,495932,NA,3,"",NA,"Seward","Charter"
"1696",161,2,1992,9,13,56,5,130,"M",89,NA,9,495932,NA,3,"",NA,"Seward","Charter"
"1697",161,2,1992,9,13,56,6,130,"F",100.5,NA,11,495932,NA,3,"",NA,"Seward","Charter"
"1698",161,2,1992,9,13,56,7,130,"F",120,NA,12,495932,NA,3,"",NA,"Seward","Charter"
"1699",161,2,1992,9,13,56,8,130,"M",60.5,NA,4,495938,NA,3,"",NA,"Seward","Charter"
"1700",161,2,1992,9,13,56,9,130,"M",85,NA,9,495932,NA,3,"",NA,"Seward","Charter"
"1701",161,2,1992,9,13,56,10,130,"F",114.5,NA,11,495932,NA,3,"",NA,"Seward","Charter"
