"PORT","SUB","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","YEAR","MONTH","DAY","COMMENTS"
"CCI","A",130,2012-08-13,1,1,"M",97,10.5,15,15,"2",,"C","HIGHLINER",515905,2012,8,13,
"CCI","A",130,2012-08-13,1,2,"F",109,,9,9,"2",,"C","HIGHLINER",515905,2012,8,13,
"CCI","A",130,2012-08-13,1,3,"F",117,9.5,10,10,"2",,"C","HIGHLINER",515905,2012,8,13,
"CCI","A",130,2012-08-13,1,4,"F",94,9,9,12,"2",,"C","HIGHLINER",515905,2012,8,13,
"CCI","A",130,2012-08-13,1,5,"F",96,7.5,9,9,"2",,"C","HIGHLINER",515905,2012,8,13,
"CCI","A",130,2012-08-13,1,6,"F",100,11,9,9,"2",,"C","HIGHLINER",515905,2012,8,13,
"CCI","A",130,2012-08-13,1,7,"F",99,10,10,9,"2",,"C","HIGHLINER",515905,2012,8,13,
"CCI","A",130,2012-08-13,1,8,"F",100,9,11,12,"2",,"C","HIGHLINER",515905,2012,8,13,
"CCI","A",130,2012-08-13,1,9,"F",124,17.5,15,15,"2",,"C","HIGHLINER",515905,2012,8,13,
"CCI","A",130,2012-08-13,1,10,"F",113,15,12,12,"2",,"C","HIGHLINER",515905,2012,8,13,
"CCI","A",130,2012-08-13,1,11,"F",112,12.5,9,11,"1",,"C","HIGHLINER",515905,2012,8,13,
"CCI","A",130,2012-08-13,1,12,"F",97,8,9,9,"2",,"C","HIGHLINER",515905,2012,8,13,
"CCI","A",130,2012-08-13,1,13,"F",99,9.5,9,9,"2",,"C","HIGHLINER",515905,2012,8,13,
"Homer",,130,2012-07-01,1,1,"M",94,,15,,"2",,"P","P1",515903,2012,7,1,
"Homer",,130,2012-07-01,1,2,"M",102,,23,22,"1",,"P","P1",515903,2012,7,1,
"Homer",,130,2012-07-01,1,3,"F",112,14,16,,"2",,"P","P4",515903,2012,7,1,
"Homer",,130,2012-07-01,1,4,"M",129,25,19,,"2",,"P","P4",515903,2012,7,1,
"Homer",,130,2012-07-01,1,5,"M",120,17,13,,"2",,"P","P4",515903,2012,7,1,
"Homer",,130,2012-07-01,1,6,"M",113,14,13,,"2",,"P","P4",515903,2012,7,1,
"Homer",,130,2012-07-01,1,7,"M",121,27,21,22,"1",,"P","P4",515903,2012,7,1,
"Homer",,130,2012-07-01,1,8,"F",112,,14,,"2",,"C","FRINGE BENEFIT",515904,2012,7,1,
"Homer",,130,2012-07-01,1,9,"F",114,,16,,"2",,"C","FRINGE BENEFIT",515904,2012,7,1,
"Homer",,130,2012-07-01,1,10,"F",114,,15,,"2",,"C","FRINGE BENEFIT",515904,2012,7,1,"""ONE OTO"""
"Homer",,130,2012-07-01,1,11,"F",112,,20,,"2",,"C","FRINGE BENEFIT",515904,2012,7,1,
"Homer",,130,2012-07-01,1,12,"F",112,,13,13,"2",,"C","FRINGE BENEFIT",515904,2012,7,1,"""ONE OTO"""
"Homer",,130,2012-07-01,1,13,"",108,,15,16,"2",,"C","FRINGE BENEFIT",515904,2012,7,1,
"Homer",,130,2012-07-01,1,14,"F",109,,13,13,"2",,"C","STORM PETREL",515903,2012,7,1,
"Homer",,130,2012-07-01,1,15,"F",136,,20,,"2",,"C","STORM PETREL",515903,2012,7,1,
"Homer",,130,2012-07-01,1,16,"F",133,,,,"I",,"C","STORM PETREL",515903,2012,7,1,"NO OTOS"
"Homer",,130,2012-07-01,1,17,"F",123,,21,,"2",,"C","STORM PETREL",515903,2012,7,1,
"Homer",,130,2012-07-01,1,18,"F",115,,15,15,"2",,"C","STORM PETREL",515903,2012,7,1,
"Homer",,130,2012-07-01,1,19,"F",107,,11,,"2",,"C","STORM PETREL",515903,2012,7,1,
"Homer",,130,2012-07-01,1,20,"M",102,,,,"I",,"C","STORM PETREL",515903,2012,7,1,
"Homer",,130,2012-07-01,1,21,"M",93,,13,,"2",,"C","STORM PETREL",515903,2012,7,1,
"Homer",,130,2012-07-02,2,1,"F",90,,10,11,"2",,"C","BRAZEN",515903,2012,7,2,"""1 OTOLITH"""
"Homer",,130,2012-07-02,2,2,"F",107,,11,,"2",,"C","BRAZEN",515903,2012,7,2,
"Homer",,130,2012-07-02,2,3,"F",111,,13,,"2",,"C","BRAZEN",515903,2012,7,2,
"Homer",,130,2012-07-02,2,4,"F",108,,12,,"2",,"C","BRAZEN",515903,2012,7,2,
"Homer",,130,2012-07-02,2,5,"",135,,20,,"2",,"C","BRAZEN",515903,2012,7,2,
"Homer",,130,2012-07-02,2,6,"",95,,8,9,"2",,"C","BRAZEN",515903,2012,7,2,"""1 OTOLITH"""
"Homer",,130,2012-07-02,2,7,"",92,,11,,"2",,"C","BRAZEN",515903,2012,7,2,
"Homer",,130,2012-07-02,2,8,"",116,,14,,"2",,"C","BRAZEN",515903,2012,7,2,"""DEFORMED FIN # 5"""
"Homer",,130,2012-07-12,3,1,"F",122,,19,,"2",,"C","GRANDE ALEUTIAN",525901,2012,7,12,
"Homer",,130,2012-07-12,3,2,"M",87,,9,,"2",,"C","GRANDE ALEUTIAN",525901,2012,7,12,
"Homer",,130,2012-07-12,3,3,"M",105,,23,,"1",,"C","GRANDE ALEUTIAN",525901,2012,7,12,"""ONE OTO"""
"Homer",,130,2012-07-17,4,1,"F",95,,11,,"2",,"C","DONNA MAE",515903,2012,7,17,
"Homer",,130,2012-07-17,4,2,"F",92,,8,,"2",,"C","DONNA MAE",515903,2012,7,17,
"Homer",,130,2012-07-17,4,3,"F",110,,15,,"2",,"C","DONNA MAE",515903,2012,7,17,
"Homer",,130,2012-07-17,4,4,"F",101,,9,,"2",,"C","DONNA MAE",515903,2012,7,17,
"Homer",,130,2012-07-17,4,5,"M",92,,13,13,"2",,"C","STORM PETREL",515903,2012,7,17,
"Homer",,130,2012-07-17,4,6,"F",101,,9,,"2",,"C","STORM PETREL",515903,2012,7,17,
"Homer",,130,2012-07-17,4,7,"M",91,,12,,"2",,"C","STORM PETREL",515903,2012,7,17,
"Homer",,130,2012-07-17,4,8,"F",99,,11,,"2",,"C","STORM PETREL",515903,2012,7,17,"NO OTOS"
"Homer",,130,2012-07-17,4,9,"F",117,,15,,"2",,"C","STORM PETREL",515903,2012,7,17,
"Homer",,130,2012-07-17,4,10,"F",107,,12,,"2",,"C","STORM PETREL",515903,2012,7,17,
"Homer",,130,2012-07-17,4,11,"F",107,,,,"I",,"C","STORM PETREL",515903,2012,7,17,"NO OTOSYES THERE WERE"
"Homer",,130,2012-07-22,5,1,"M",101,,,,"I",,"C","BEAU SOLEIL",515906,2012,7,22,
"Homer",,130,2012-07-22,5,2,"M",89,,10,,"2",,"C","FALCON",515906,2012,7,22,
"Homer",,130,2012-07-23,6,1,"F",110,,11,11,"2",,"C","GRANDE ALEUTIAN",525901,2012,7,23,
"Homer",,130,2012-07-23,6,2,"M",103,,27,26,"1",,"C","GRANDE ALEUTIAN",525901,2012,7,23,"""NO OTO"""
