"PORT","SUB","SP","DATE","PAGE","LINE","SEX","LENGTH","WEIGHT","AGE","AGE2","AGECONF","AGEERR","USER","BOATNAME","STATAREA","...18","...19","YEAR","MONTH","DAY","COMMENTS"
"Whittier",,130,2013-08-12,22,1,"F",101,,13,,,,"C","CRAZY RAY",466002,,,2013,8,12,
"Whittier",,130,2013-08-12,22,2,"F",125,22,18,18,,,"C","CRAZY RAY",466002,,,2013,8,12,
"Whittier",,130,2013-08-12,22,3,"F",117,15,14,,,,"C","CRAZY RAY",466002,,,2013,8,12,
"Whittier",,130,2013-08-12,22,4,"F",102,13.5,12,,,,"C","CRAZY RAY",466002,,,2013,8,12,
"Whittier",,130,2013-08-12,22,5,"F",121,18,17,18,,,"C","CRAZY RAY",466002,,,2013,8,12,
"Whittier",,130,2013-08-12,22,6,"F",113,,16,,,,"C","CRAZY RAY",466002,,,2013,8,12,
"Whittier",,130,2013-08-12,22,7,"M",97,11,20,,,,"C","CRAZY RAY",466002,,,2013,8,12,
"Whittier",,130,2013-08-12,22,8,"M",93,10,19,,,,"C","CRAZY RAY",466002,,,2013,8,12,
"Whittier",,130,2013-08-13,23,1,"M",99,11,17,,,,"C","CRAZY RAY",466002,,,2013,8,13,
"Whittier",,130,2013-08-13,23,2,"M",93,9,10,,,,"C","CRAZY RAY",466002,,,2013,8,13,
"Whittier",,130,2013-08-13,23,3,"M",105,12,21,21,,,"C","CRAZY RAY",466002,,,2013,8,13,
"Whittier",,130,2013-08-13,23,4,"M",107,14,18,,,,"C","CRAZY RAY",466002,,,2013,8,13,
"Whittier",,130,2013-08-13,23,5,"M",105,11.5,22,,,,"C","CRAZY RAY",466002,,,2013,8,13,
"Whittier",,130,2013-08-13,23,6,"M",98,10,18,,,,"C","CRAZY RAY",466002,,,2013,8,13,
"Whittier",,130,2013-08-13,23,7,"M",94,9,13,,,,"C","CRAZY RAY",466002,,,2013,8,13,
"Whittier",,130,2013-08-13,23,8,"M",100,12.5,22,,,,"C","CRAZY RAY",466002,,,2013,8,13,
"Whittier",,130,2013-08-13,23,9,"F",111,,15,,,,"C","CRAZY RAY",466002,,,2013,8,13,
"Whittier",,130,2013-08-13,23,10,"F",101,11.5,12,,,,"C","CRAZY RAY",466002,,,2013,8,13,
"Whittier",,130,2013-08-13,23,11,"F",121,19,17,,,,"C","CRAZY RAY",466002,,,2013,8,13,
"Whittier",,130,2013-08-13,23,12,"F",96,9.5,11,,,,"C","CRAZY RAY",466002,,,2013,8,13,
"Whittier",,130,2013-08-13,23,13,"F",111,16,14,,,,"C","CRAZY RAY",466002,,,2013,8,13,
"Whittier",,130,2013-08-13,23,14,"F",91,,10,,,,"C","SWEE PEA",466003,,,2013,8,13,
"Whittier",,130,2013-08-14,24,1,"M",98,,19,,,,"C","CRAZY RAY",466002,,,2013,8,14,
"Whittier",,130,2013-08-14,24,2,"M",99,10.5,22,,,,"C","CRAZY RAY",466002,,,2013,8,14,
"Whittier",,130,2013-08-14,24,3,"M",96,10,17,,,,"C","CRAZY RAY",466002,,,2013,8,14,
"Whittier",,130,2013-08-14,24,4,"F",123,21,17,,,,"C","CRAZY RAY",466002,,,2013,8,14,
"Whittier",,130,2013-08-14,24,5,"F",102,12,13,,,,"C","CRAZY RAY",466002,,,2013,8,14,
"Whittier",,130,2013-08-14,24,6,"F",117,15.5,15,,,,"C","CRAZY RAY",466002,,,2013,8,14,
"Whittier",,130,2013-08-14,24,7,"F",108,11.5,13,,,,"C","CRAZY RAY",466002,,,2013,8,14,
"Whittier",,130,2013-08-14,24,8,"F",108,11,16,,,,"C","CRAZY RAY",466002,,,2013,8,14,
"Whittier",,130,2013-08-14,24,9,"F",102,,11,,,,"C","CRAZY RAY",466002,,,2013,8,14,
"Whittier",,130,2013-08-14,24,10,"F",119,18,17,18,,,"C","CRAZY RAY",466002,,,2013,8,14,
"Whittier",,130,2013-08-14,24,11,"F",110,18.5,13,,,,"C","CRAZY RAY",466002,,,2013,8,14,
"Whittier",,130,2013-08-14,24,12,"F",115,16,15,,,,"C","CRAZY RAY",466002,,,2013,8,14,
"Whittier",,130,2013-08-14,24,13,"F",111,14,17,,,,"C","SWEE PEA",466005,,,2013,8,14,
"Whittier",,130,2013-08-14,24,14,"F",136,26,24,24,,,"P","P1",476008,,,2013,8,14,
"Whittier",,130,2013-08-15,25,1,"M",96,10,15,,,,"C","CRAZY RAY",466002,,,2013,8,15,
"Whittier",,130,2013-08-15,25,2,"M",98,10.5,17,,,,"C","CRAZY RAY",466002,,,2013,8,15,
"Whittier",,130,2013-08-15,25,3,"M",93,8.5,16,,,,"C","CRAZY RAY",466002,,,2013,8,15,
"Whittier",,130,2013-08-15,25,4,"F",109,14.5,12,,,,"C","CRAZY RAY",466002,,,2013,8,15,
"Whittier",,130,2013-08-15,25,5,"F",106,14.5,13,,,,"C","CRAZY RAY",466002,,,2013,8,15,
"Whittier",,130,2013-08-15,25,6,"F",111,18,16,,,,"C","CRAZY RAY",466002,,,2013,8,15,
"Whittier",,130,2013-08-15,25,7,"F",110,14,13,,,,"C","CRAZY RAY",466002,,,2013,8,15,
"Whittier",,130,2013-08-15,25,8,"F",121,,18,,,,"C","CRAZY RAY",466002,,,2013,8,15,
"Whittier",,130,2013-08-15,25,9,"F",114,18.5,16,,,,"C","CRAZY RAY",466002,,,2013,8,15,
"Whittier",,130,2013-08-15,25,10,"",,,15,,,,"C","CRAZY RAY",466002,,,2013,8,15,
"Whittier",,130,2013-08-21,26,1,"F",138,28,24,25,,,"C","CRAZY RAY",475933,,,2013,8,21,
"Whittier",,130,2013-08-24,27,1,"M",98,11.5,16,15,,,"C","CRAZY RAY",485932,,,2013,8,24,
"Whittier",,130,2013-08-24,27,2,"F",122,20,18,17,,,"C","CRAZY RAY",485932,,,2013,8,24,
"Whittier",,130,2013-08-24,27,3,"M",103,10.5,20,,,,"C","CRAZY RAY",485932,,,2013,8,24,
"Whittier",,130,2013-08-24,27,4,"M",108,15,28,,,,"C","CRAZY RAY",485932,,,2013,8,24,
"Whittier",,130,2013-08-24,27,5,"",96,9.5,9,9,,,"P","P1",476032,,,2013,8,24,
"Whittier",,130,2013-08-25,28,1,"M",101,10.5,17,,,,"C","CRAZY RAY",485932,,,2013,8,25,
"Whittier",,130,2013-08-25,28,2,"M",97,11,15,,,,"C","CRAZY RAY",485932,,,2013,8,25,
"Whittier",,130,2013-08-25,28,3,"M",96,8.5,15,17,,,"C","CRAZY RAY",485932,,,2013,8,25,
"Whittier",,130,2013-08-25,28,4,"M",103,11,18,,,,"C","CRAZY RAY",485932,,,2013,8,25,
"Whittier",,130,2013-08-25,28,5,"M",93,9,14,13,,,"C","CRAZY RAY",485932,,,2013,8,25,
"Whittier",,130,2013-08-25,28,6,"F",120,16,17,17,,,"P","P6",485932,,,2013,8,25,
"Whittier",,130,2013-08-26,29,1,"F",98,,10,,,,"P","P1",476007,,,2013,8,26,
"Whittier",,130,2013-08-26,29,2,"M",93,9.5,18,,,,"C","CARRY ME",476003,,,2013,8,26,
"Whittier",,130,2013-08-27,30,1,"M",101,11.5,25,,,,"C","SWEE PEA",466002,,,2013,8,27,
"Whittier",,130,2013-08-27,30,2,"M",93,9,15,,,,"C","SWEE PEA",466002,,,2013,8,27,
"Whittier",,130,2013-08-28,31,1,"F",122,18.5,22,,,,"C","CRAZY RAY",476003,,,2013,8,28,
