"","YEAR","SPECIES","Abbrev","piC","vpiC","piP","vpiP","HiC","SEHiC","HiP","SEHiP","Hi","SEHi","pi","SEpi"
"127",2006,"Copper","COP",0.0199667221297837,1.08590744379443e-05,0.0428396572827417,5.02505159885282e-05,634.662229617304,106.333820143222,1844.54712362301,309.777563747831,2012.82310606061,239.877185393257,0.0268939393939394,0.00314910835752721
"128",2006,"Dark","DRK",0.0404880754298392,2.15587076458528e-05,0.0575275397796818,6.64437768953173e-05,1286.95396561287,152.253100774118,2476.96328029376,358.150757649102,3628.75151515151,323.168900932629,0.0484848484848485,0.0041811060230149
"129",2006,"Dusky","DUS",0.0188574597892402,1.026740066567e-05,0.025703794369645,3.06900849566765e-05,599.403216860788,103.307054990877,1106.72827417381,240.594279546826,1729.32689393939,222.211577266754,0.0231060606060606,0.00292460330603346
"130",2006,"DuskyDrk","DUSDRK",0.00443704936217415,2.45136623481231e-06,0.00244798041615667,2.99263211769459e-06,141.036051026068,49.9163783437697,105.402692778458,74.5168865468765,283.496212121212,89.6976668707623,0.00378787878787879,0.0011957881690625
"131",2006,"Quill","QUI",0.0488075429839157,2.57632445792391e-05,0.0820073439412485,9.22575238737135e-05,1551.39656128674,167.534923270225,3530.99020807833,425.970062511357,4394.19128787879,356.189282260127,0.0587121212121212,0.00457620449794457
"132",2006,"Redstrpe","RSTP",0,0,0.00122399020807834,1.49815202947165e-06,0,0,52.7013463892289,52.7013463892289,28.3496212121212,28.3496212121212,0.000378787878787879,0.000378787878787879
"133",2006,"Rougheye","REYE",0.00388241819190238,2.14614041114627e-06,0.00122399020807834,1.49815202947165e-06,123.406544647809,46.6854700668187,52.7013463892289,52.7013463892289,226.79696969697,80.2184354271775,0.00303030303030303,0.00106995204707589
"134",2006,"Shortrkr","SRAK",0.00166389351081531,9.21822957380674e-07,0,0,52.8885191347754,30.5444080627689,0,0,85.0488636363636,49.1088635872959,0.00113636363636364,0.000655831194965675
"135",2006,"Silvergr","SGRY",0.00831946755407654,4.57838735499068e-06,0.0428396572827417,5.02505159885282e-05,264.442595673877,68.4227716040356,1844.54712362301,309.777563747831,1417.48106060606,201.049318869985,0.0189393939393939,0.0026534521614487
"136",2006,"Tiger","TIG",0.00610094287298946,3.3649952103496e-06,0.00489596083231334,5.97057647039436e-06,193.924570160843,58.5585580314058,210.805385556916,105.342977905224,425.244318181818,109.889602969888,0.00568181818181818,0.00146314262109263
"137",2006,"Vermilon","VER",0.000554631170271769,3.07615735037032e-07,0,0,17.6295063782585,17.6295063782585,0,0,28.3496212121212,28.3496212121212,0.000378787878787879,0.000378787878787879
"138",2006,"Yelleye","YEYE",0.26344980587909,0.000107682578058468,0.268053855569155,0.000240442384906453,8374.01552967277,410.77124135056,11541.5948592411,747.120843317807,19759.6859848485,779.015216622708,0.264015151515152,0.00858082741924
"139",2006,"Yelltail","YTAL",0.00221852468108708,1.22841444468728e-06,0.00244798041615667,2.99263211769459e-06,70.5180255130338,35.2749590719504,105.402692778458,74.5168865468765,170.097727272727,69.4628908723314,0.00227272727272727,0.000926957640564518
"140",2007,"Black","BLK",0.70213963963964,0.000117825107654285,0.514005602240896,0.000350356021186353,26777.4994369369,890.947302833837,26121.7647058823,1325.38639562003,57638.1364913689,1717.59682829246,0.647932557205941,0.0095714593843567
"141",2007,"Canary","CAN",0.00168918918918919,9.50048354406938e-07,0,0,64.4206081081081,37.2046111059669,0,0,107.134082697712,61.8705036689218,0.00120433560818948,0.000695044185106193
"142",2007,"China","CHI",0.00563063063063063,3.15432486159551e-06,0.00560224089635854,7.81326198218473e-06,214.73536036036,67.9985298885987,284.705882352941,142.320740930089,499.959052589322,133.852767043662,0.00562023283821758,0.00149814420958584
"143",2007,"Copper","COP",0.0135135135135135,7.51036533297668e-06,0.030812324929972,4.18834860622466e-05,515.364864864865,105.567187524045,1565.88235294118,333.318266188221,1642.72260136491,243.665650758065,0.0184664793255721,0.00269801864433455
"144",2007,"Dark","DRK",0.0281531531531532,1.54143961243314e-05,0.0504201680672269,6.71500346694242e-05,1073.6768018018,152.97258891555,2562.35294117647,425.930451682667,3106.88839823364,336.918702938707,0.034925732637495,0.0036792005110477
"145",2007,"Dusky","DUS",0.0146396396396396,8.12694117794993e-06,0.0280112044817927,3.81859423636352e-05,558.311936936937,109.911125915978,1423.52941176471,317.854565520759,1642.72260136491,243.665650758065,0.0184664793255721,0.00269801864433455
"146",2007,"DuskyDrk","DUSDRK",0.0163288288288288,9.04912573403247e-06,0.0406162464985994,5.4651566646514e-05,622.732545045045,116.131840906674,2064.11764705882,382.487043249435,2071.25893215576,274.04372535244,0.02328382175833,0.00302211961858206
"147",2007,"Quill","QUI",0.0287162162162162,1.57135747281351e-05,0.0868347338935574,0.00011121243041121,1095.15033783784,154.517980638631,4412.94117647059,557.860719931999,4035.38378161381,385.284865749162,0.0453633079084705,0.00417034270952499
"148",2007,"Redstrpe","RSTP",0.000563063063063063,3.17040012985959e-07,0.00140056022408964,1.96156894130201e-06,21.473536036036,21.473536036036,71.1764705882353,71.1764705882353,71.4227217984745,50.5102732655209,0.000802890405459655,0.00056761523694439
"149",2007,"Rosethrn","ROS",0.000563063063063063,3.17040012985959e-07,0,0,21.473536036036,21.473536036036,0,0,35.7113608992373,35.7113608992373,0.000401445202729827,0.000401445202729827
"150",2007,"Rougheye","REYE",0.00112612612612613,6.33722797788272e-07,0,0,42.9470720720721,30.3728021823201,0,0,71.4227217984745,50.5102732655209,0.000802890405459655,0.00056761523694439
"151",2007,"Shortrkr","SRAK",0.00225225225225225,1.26601668284196e-06,0.00280112044817927,3.91763558543347e-06,85.8941441441441,42.9667391747453,142.352941176471,100.651140929179,214.268165395424,87.5333333407918,0.00240867121637896,0.000982348125206399
"152",2007,"Silvergr","SGRY",0.0129504504504505,7.20154156821458e-06,0.0112044817927171,1.55384872096406e-05,493.891328828829,103.328801606731,569.411764705882,201.21118863168,1107.05218787635,199.631953205246,0.0124448012846246,0.00222164671781981
"153",2007,"Tiger","TIG",0.00112612612612613,6.33722797788272e-07,0.00280112044817927,3.91763558543347e-06,42.9470720720721,30.3728021823201,142.352941176471,100.651140929179,142.845443596949,71.451493014079,0.00160578081091931,0.000802406590769467
"154",2007,"Widow","WID",0.000563063063063063,3.17040012985959e-07,0,0,21.473536036036,21.473536036036,0,0,35.7113608992373,35.7113608992373,0.000401445202729827,0.000401445202729827
"155",2007,"Yelleye","YEYE",0.168355855855856,7.8880091073182e-05,0.225490196078431,0.000244943011992906,6420.58727477477,387.838672968889,11459.4117647059,892.167545827844,16427.2260136491,811.767050688554,0.184664793255721,0.00777607564035195
"156",2007,"Yelltail","YTAL",0.00168918918918919,9.50048354406938e-07,0,0,64.4206081081081,37.2046111059669,0,0,107.134082697712,61.8705036689218,0.00120433560818948,0.000695044185106193
"157",2008,"Black","BLK",0.636207881210737,0.000132255664626332,0.378076062639821,0.000263308570547135,26139.8732153055,915.924185406129,18683.384787472,1080.68670441893,49683.1032136106,1699.25820103868,0.548960302457467,0.00967714232113527
"158",2008,"Bocaccio","BOC",0.000571102227298686,3.26157754025521e-07,0.00111856823266219,1.25119489112102e-06,23.4648772130211,23.4648772130211,55.2762863534676,55.2762863534676,68.4340264650284,48.4018102539254,0.000756143667296786,0.00053457319425815
"159",2008,"Canary","CAN",0.00228440890919475,1.30239450578876e-06,0.00447427293064877,4.98796619528649e-06,93.8595088520845,46.9530061094766,221.10514541387,110.616942073598,273.736105860113,96.9432559046866,0.00302457466918715,0.00106793213896096
"160",2008,"China","CHI",0.0119931467732724,6.77103497356981e-06,0.00894854586129754,9.93109673937939e-06,492.762421473444,107.8842543796,442.21029082774,156.557273412442,992.293383742911,185.501962313395,0.0109640831758034,0.00202516991460587
"161",2008,"Copper","COP",0.0085665334094803,4.85322737989975e-06,0.0570469798657718,6.02380984926831e-05,351.973158195317,91.0890128024278,2819.09060402685,398.565081978782,2258.32287334594,282.295958024471,0.024952741020794,0.00303348070626609
"162",2008,"Dark","DRK",0.0085665334094803,4.85322737989975e-06,0.0425055928411633,4.55754394382806e-05,351.973158195317,91.0890128024278,2100.49888143177,343.184827430204,1813.50170132325,252.20221595249,0.0200378071833648,0.00272520408725453
"163",2008,"Dusky","DUS",0.0285551113649343,1.58512668456403e-05,0.0659955257270693,6.90258861266261e-05,1173.24386065106,167.259394736559,3261.30089485459,429.339480201057,3729.65444234405,366.404980548035,0.0412098298676749,0.00386572959169142
"164",2008,"DuskyDrk","DUSDRK",0.010850942318675,6.13325678255533e-06,0.0536912751677852,5.68964413646611e-05,445.832667047402,102.584708208955,2653.26174496644,386.443949111213,2292.53988657845,284.492900081768,0.0253308128544423,0.0030557826171694
"165",2008,"Quill","QUI",0.047401484865791,2.58026194847481e-05,0.120805369127517,0.000118937773703786,1947.58480868075,216.651620794546,5969.8389261745,586.259597379797,6535.44952741021,494.041956941493,0.0722117202268431,0.00503381859879742
"166",2008,"Redstrpe","RSTP",0.00114220445459737,6.51942756332155e-07,0.00671140939597315,7.46513592373214e-06,46.9297544260423,33.1898289733813,331.657718120805,135.530064384852,273.736105860113,96.9432559046866,0.00302457466918715,0.00106793213896096
"167",2008,"Rosethrn","ROS",0.000571102227298686,3.26157754025521e-07,0,0,23.4648772130211,23.4648772130211,0,0,34.2170132325142,34.2170132325142,0.000378071833648393,0.000378071833648393
"168",2008,"Shortrkr","SRAK",0.000571102227298686,3.26157754025521e-07,0,0,23.4648772130211,23.4648772130211,0,0,34.2170132325142,34.2170132325142,0.000378071833648393,0.000378071833648393
"169",2008,"Silvergr","SGRY",0.00799543118218161,4.53228814993863e-06,0.0369127516778524,3.98098549176053e-05,328.508280982296,87.9858754696849,1824.11744966443,319.50470129571,1608.19962192817,237.163111548991,0.0177693761814745,0.00256928393012803
"170",2008,"Tiger","TIG",0.00399771559109081,2.27527649208203e-06,0.00335570469798658,3.74517798876426e-06,164.254140491148,62.1437325975259,165.828859060403,95.7785036941348,342.170132325142,108.437844174628,0.00378071833648393,0.00119353156179911
"171",2008,"Yelleye","YEYE",0.229011993146773,0.000100894571509552,0.220357941834452,0.00019238557592938,9409.41576242147,499.969312016174,10889.4284116331,804.820233614084,20461.7739130435,949.39860709919,0.226086956521739,0.00813491672518825
"172",2008,"Yelltail","YTAL",0.00171330668189606,9.77355006919903e-07,0,0,70.3946316390634,40.6557850001747,0,0,102.651039697543,59.2941289160136,0.00113421550094518,0.000654591907881018
"173",2009,"Black","BLK",0.617068645640074,8.77115561276907e-05,0.432323232323232,0.000165377260860394,24003.3532467532,704.868249955225,25878.004040404,1035.63351274454,54458.1064593301,1349.96897112117,0.551435406698565,0.00769349425020116
"174",2009,"Canary","CAN",0.000371057513914657,1.37683678632526e-07,0.00134680134680135,9.06325790386524e-07,14.4337662337662,14.4337662337662,80.616835016835,57.0059654794177,70.8782296650718,40.9289604639803,0.000717703349282297,0.000414267055643934
"175",2009,"China","CHI",0.0155844155844156,5.6947073405003e-06,0.00606060606060606,4.05921503691658e-06,606.218181818182,94.0409658577242,362.775757575758,120.946544889002,1204.92990430622,169.48459835496,0.012200956937799,0.00169822434380603
"176",2009,"Copper","COP",0.00593692022263451,2.19067305156072e-06,0.0808080808080808,5.00526515392153e-05,230.94025974026,57.8480406305066,4837.0101010101,442.711693692095,3213.14641148325,278.866161630191,0.0325358851674641,0.00274449573551627
"177",2009,"Dark","DRK",0.0608534322820037,2.1213916875094e-05,0.107070707070707,6.44249129097614e-05,2367.13766233766,188.735699674542,6409.03838383838,510.034433753617,7631.22272727273,436.79371470175,0.0772727272727273,0.00413060449443977
"178",2009,"Dusky","DUS",0.051948051948052,1.8281162526672e-05,0.0841750841750842,5.19471963471709e-05,2020.72727272727,173.854818370264,5038.55218855219,451.890197513169,6260.91028708134,393.673506270406,0.0633971291866029,0.00376943581642301
"179",2009,"DuskyDrk","DUSDRK",0.00111317254174397,4.12744390733585e-07,0.0101010101010101,6.73785693797129e-06,43.3012987012987,25.0065446456792,604.626262626263,156.161931112685,425.269377990431,100.390828420455,0.00430622009569378,0.00101291924624878
"180",2009,"Quill","QUI",0.0326530612244898,1.17248844904081e-05,0.0821548821548822,5.08123028928569e-05,1270.17142857143,136.930311779671,4917.62693602694,446.405261297295,4961.47607655502,348.780966230913,0.0502392344497608,0.00337903300186268
"181",2009,"Redstrpe","RSTP",0.000371057513914657,1.37683678632526e-07,0.000673400673400673,4.5346846693648e-07,14.4337662337662,14.4337662337662,40.3084175084175,40.3084175084175,47.2521531100478,33.4153372211704,0.000478468899521531,0.000338288121403882
"182",2009,"Shortrkr","SRAK",0.000742115027829314,2.75265142210387e-07,0,0,28.8675324675325,20.4150932579254,0,0,47.2521531100478,33.4153372211704,0.000478468899521531,0.000338288121403882
"183",2009,"Silvergr","SGRY",0.010760667903525,3.95132736814963e-06,0.0222222222222222,1.4641775648065e-05,418.579220779221,78.0118866983392,1330.17777777778,231.717273605914,1464.81674641148,187.054614501367,0.0148325358851675,0.001869935163903
"184",2009,"Tiger","TIG",0.00519480519480519,1.91826993088093e-06,0.00404040404040404,2.71164364932232e-06,202.072727272727,54.0978085168091,241.850505050505,98.7459213072559,472.521531100478,105.840290469536,0.00478468899521531,0.0010674540659545
"185",2009,"Yelleye","YEYE",0.180333951762523,5.48677125479715e-05,0.169023569023569,9.46459583140861e-05,7014.81038961039,337.749614151422,10117.4127946128,642.110026797048,17412.4184210526,682.723732391912,0.176315789473684,0.00589508115121094
"186",2009,"Yelltail","YTAL",0.0170686456400742,6.22765663551885e-06,0,0,663.953246753247,98.4681263593957,0,0,1086.7995215311,160.890166423502,0.0110047846889952,0.00161380733340226
"187",2010,"Black","BLK",0.526371681415929,8.8280642499751e-05,0.476545048399106,0.000185879184236512,25241.6276106195,756.218306965421,23761.4892032762,938.810443598877,49917.1381957773,1251.44109535046,0.51031669865643,0.00774400789012147
"188",2010,"Canary","CAN",0.000707964601769912,2.50518196845805e-07,0,0,33.9497345132743,24.0087905301545,0,0,46.936660268714,33.1918601109831,0.000479846449136276,0.000339261962605337
"189",2010,"China","CHI",0.00707964601769911,2.48920843837224e-06,0.0126582278481013,9.31296357365635e-06,339.497345132743,76.0761572373122,631.164556962025,153.078075211631,868.328214971209,143.158849577611,0.00887715930902111,0.00145307823928378
"190",2010,"Copper","COP",0.0176991150442478,6.15646472057304e-06,0.0402084884586746,2.87569045562915e-05,848.743362831858,120.69090156238,2004.87565152643,272.818302986853,2440.70633397313,241.276051624351,0.0249520153550864,0.00241631783112333
"191",2010,"Dark","DRK",0.131327433628319,4.03967913615149e-05,0.122114668652271,7.98827692639472e-05,6297.67575221239,340.308785192394,6088.88160833954,475.404336180531,12555.556621881,565.322895808196,0.128358925143954,0.00518167451458505
"192",2010,"Dusky","DUS",0.0382300884955752,1.30200243729447e-05,0.0536113179448995,3.78071121707231e-05,1833.28566371681,178.520822487405,2673.16753536858,315.019238767214,4224.29942418426,319.29465600741,0.0431861804222649,0.00314901237151568
"193",2010,"DuskyDrk","DUSDRK",0,0,0.00148920327624721,1.10803692239137e-06,0,0,74.2546537602383,52.5059302975989,46.936660268714,33.1918601109831,0.000479846449136276,0.000339261962605337
"194",2010,"Quill","QUI",0.048141592920354,1.62266217958374e-05,0.104244229337305,6.95807525984918e-05,2308.58194690266,200.94603059509,5197.82576321668,439.251201848492,6477.25911708253,398.289105762967,0.0662188099808061,0.00385213497803706
"195",2010,"Redstrpe","RSTP",0.000353982300884956,1.25303469339807e-07,0.000744601638123604,5.54431599496354e-07,16.9748672566372,16.9748672566372,37.1273268801191,37.1273268801191,46.936660268714,33.1918601109831,0.000479846449136276,0.000339261962605337
"196",2010,"Rougheye","REYE",0.000353982300884956,1.25303469339807e-07,0,0,16.9748672566372,16.9748672566372,0,0,23.468330134357,23.468330134357,0.000239923224568138,0.000239923224568138
"197",2010,"Shortrkr","SRAK",0.00106194690265487,3.75644182517992e-07,0.00148920327624721,1.10803692239137e-06,50.9246017699115,29.4079532273356,74.2546537602383,52.5059302975989,117.341650671785,52.493408984778,0.00119961612284069,0.00053622708566488
"198",2010,"Silvergr","SGRY",0.0063716814159292,2.24188494754359e-06,0.0245718540580789,1.78599687378744e-05,305.547610619469,72.155993394297,1225.20178704393,213.275197281683,1196.88483685221,168.259994520051,0.012236084452975,0.00170308396917352
"199",2010,"Tiger","TIG",0.00601769911504425,2.11809008937856e-06,0.00744601638123604,5.50713354790343e-06,288.572743362832,70.1151545888514,371.273268801191,117.406133305192,633.644913627639,122.195954200058,0.00647792706333973,0.00124278223563809
"200",2010,"Yelleye","YEYE",0.207787610619469,5.82903397636406e-05,0.154132539091586,9.71502976786637e-05,9964.24707964602,437.565753372104,7685.35666418466,534.087660508585,18633.8541266795,701.60814875792,0.190499040307102,0.00608335736652501
"201",2010,"Yelltail","YTAL",0.00849557522123894,2.9827905180238e-06,0.000744601638123604,5.54431599496354e-07,407.396814159292,83.374623034064,37.1273268801191,37.1273268801191,586.708253358925,117.564555429768,0.00599808061420345,0.00119615651614781
"202",2011,"Black","BLK",0.617596566523605,0.000101404485848802,0.460368294635709,0.000199061961482306,26638.1751072961,708.275628393287,19906.325060048,918.096199106413,48603.8580609109,1238.07587421614,0.562727018720313,0.00829287344015833
"203",2011,"Canary","CAN",0.000858369098712446,3.68240575870684e-07,0.00320256204963971,2.55793721631243e-06,37.0231759656652,26.1794964203906,138.478783026421,69.2797473206895,144.797988264878,59.13605126303,0.00167644593461861,0.000683927815247509
"204",2011,"China","CHI",0.00944206008583691,4.01584696744197e-06,0.0056044835868695,4.4656036463093e-06,407.254935622318,86.8380224229261,242.337870296237,91.7018457878883,699.856943280246,130.237185717762,0.00810282201732327,0.00149875729151166
"205",2011,"Copper","COP",0.0330472103004292,1.37205204773673e-05,0.0488390712570056,3.72226092754477e-05,1425.39227467811,162.512843615936,2111.80144115292,273.523105348065,3330.3537300922,286.44307851523,0.038558256496228,0.00321884462050351
"206",2011,"Dark","DRK",0.0935622317596567,3.6414057770635e-05,0.0600480384307446,4.52261790956446e-05,4035.52618025751,273.67721636538,2596.4771817454,304.096446841704,7070.9684269349,422.182618779183,0.081866443140542,0.00458337850021794
"207",2011,"Dusky","DUS",0.0240343347639485,1.0071569564793e-05,0.0720576461168935,5.35779981995081e-05,1036.64892703863,138.573909019386,3115.77261809448,334.063556219814,3523.41771444538,294.804710053483,0.0407935177423861,0.00330697919825873
"208",2011,"DuskyDrk","DUSDRK",0.00772532188841202,3.29138741525652e-06,0.0208166533226581,1.63327886755628e-05,333.208583690987,78.5460553062383,900.112089671737,177.382076767365,1061.85191394244,160.603910764162,0.0122939368538698,0.00184221019243123
"209",2011,"Quill","QUI",0.0347639484978541,1.44076497993528e-05,0.100080064051241,7.21667025887344e-05,1499.43862660944,166.684526900566,4327.46196957566,396.277554536517,4971.39759709416,351.743276697899,0.0575579770885722,0.00389367693272931
"210",2011,"Shortrkr","SRAK",0.00343347639484979,1.46916600888613e-06,0.00400320256204964,3.19485331033401e-06,148.092703862661,52.3608844089895,173.098478783026,77.4721461186607,313.728974573903,87.0922975068268,0.00363229952500699,0.0010057278559182
"211",2011,"Silvergr","SGRY",0.0128755364806867,5.45717348261967e-06,0.0432345876701361,3.3145318989687e-05,555.347639484979,101.409846544671,1869.46357085669,257.008730165554,2027.1718357083,222.577207156486,0.0234702430846605,0.00253093718483811
"212",2011,"Tiger","TIG",0.00300429184549356,1.2860738840707e-06,0.0056044835868695,4.4656036463093e-06,129.581115879828,48.9788275861603,242.337870296237,91.7018457878883,337.86197261805,90.3868231850675,0.00391170718077675,0.00104354677059132
"213",2011,"Yelleye","YEYE",0.151502145922747,5.51950389452767e-05,0.174539631705364,0.0001154451511775,6534.59055793991,348.537549683846,7547.09367493995,532.273428179063,13779.9418832076,601.200552326426,0.159541771444538,0.00612174314476566
"214",2011,"Yelltail","YTAL",0.00815450643776824,3.47273957171517e-06,0.00160128102481986,1.28102317620145e-06,351.72017167382,80.698886345536,69.2393915132106,48.9691570669027,506.792958927075,110.759719059093,0.00586756077116513,0.00127682316320449
"215",2012,"Black","BLK",0.56665442526625,9.02120454050058e-05,0.533243787777032,0.00016726804474075,26807.2875504958,739.661942685107,17536.7884486232,722.79241052053,44495.6588319088,1047.61350035057,0.554843304843305,0.00765859332702299
"216",2012,"Canary","CAN",0.0025706940874036,9.41985899820936e-07,0.00134318334452653,9.01464518164996e-07,121.614395886889,45.9815413868861,44.1732706514439,31.2420878537089,171.356837606838,57.1478369105854,0.00213675213675214,0.000711573828550883
"217",2012,"China","CHI",0.012853470437018,4.66137352488711e-06,0.00671591672263264,4.48307337715545e-06,608.071979434447,102.980693558473,220.86635325722,69.9821806228885,856.784188034188,128.076755351347,0.0106837606837607,0.00158429854695174
"218",2012,"Copper","COP",0.00881380829966948,3.20945080195671e-06,0.0308932169241101,2.01201788119557e-05,416.963643040764,85.2231663439472,1015.98522498321,151.274083262112,1332.77540360874,159.990739334109,0.01661918328585,0.00197003110831833
"219",2012,"Dark","DRK",0.0848329048843188,2.8521779255403e-05,0.0523841504365346,3.33602494755222e-05,4013.27506426735,267.47229971885,1722.75755540631,198.339621833911,5883.25142450142,341.14335734733,0.0733618233618234,0.0040178852768641
"220",2012,"Dusky","DUS",0.0539845758354756,1.87620284376706e-05,0.0617864338482203,3.89575742207929e-05,2553.90231362468,212.37727680498,2031.97044996642,216.045696287093,4550.47602089269,298.743322012645,0.0567426400759734,0.00356514542521292
"221",2012,"DuskyDrk","DUSDRK",0.00146896804994491,5.38872219990138e-07,0.00470114170584285,3.14451678259706e-06,69.493940506794,34.7528746866345,154.606447280054,58.5128022080309,209.436134852802,63.1872934103146,0.00261158594491928,0.000786487274623386
"222",2012,"Quill","QUI",0.0705104663973559,2.40774212071209e-05,0.0745466756212223,4.63638903058109e-05,3335.70914432611,243.324772253516,2451.61652115514,238.259983396475,5769.01353276353,337.691649949983,0.0719373219373219,0.00398174245916479
"223",2012,"Redstrpe","RSTP",0.00183621006243114,6.73342540425338e-07,0,0,86.8674256334925,38.8570953095507,0,0,95.1982431149098,42.5847170053688,0.00118708452041785,0.000530628136839363
"224",2012,"Rougheye","REYE",0,0,0.000671591672263264,4.51035374253367e-07,0,0,22.086635325722,22.086635325722,19.039648622982,19.039648622982,0.000237416904083571,0.000237416904083571
"225",2012,"Shortrkr","SRAK",0.00293793609988983,1.07615893878133e-06,0,0,138.987881013588,49.1591180130578,0,0,152.317188983856,53.8760932573702,0.00189933523266857,0.000670958044014641
"226",2012,"Silvergr","SGRY",0.0183621006243114,6.62194485120282e-06,0.0322364002686367,2.09658701386807e-05,868.674256334925,123.189612114485,1060.15849563465,154.594296778257,1865.88556505223,189.635616469471,0.0232668566001899,0.00232308017345817
"227",2012,"Tiger","TIG",0.00367242012486228,1.34420773522733e-06,0.00604432505036938,4.03749407597772e-06,173.734851266985,54.9677863246704,198.779717931498,66.3763809182084,361.753323836657,83.0863242919522,0.00451092117758784,0.00103266212448132
"228",2012,"Yelleye","YEYE",0.165258905618803,5.06790594167812e-05,0.190732034922767,0.000103732073774857,7818.06830701432,377.804820923743,6272.60443250504,394.697204072443,13975.1020892688,539.212376918152,0.174264007597341,0.00584563689705734
"229",2012,"Yelltail","YTAL",0.00624311421226588,2.2792570673029e-06,0.00470114170584285,3.14451678259706e-06,295.349247153874,71.6976093210271,154.606447280054,58.5128022080309,456.951566951567,93.410423051821,0.0056980056980057,0.00115991983250025
"230",2013,"Black","BLK",0.583228247162673,7.66550169896654e-05,0.526259946949602,0.0001323303689948,30102.7427490542,743.302588188481,22865.4684350133,868.728068524296,53424.7668578208,1163.93732585998,0.561993276646233,0.0069775413008421
"231",2013,"Canary","CAN",0.00189155107187894,5.95387293100414e-07,0.00212201591511936,1.12394530975337e-06,97.6305170239596,39.8643865236385,92.1994694960212,46.1298633402301,187.982993869883,59.4782903833571,0.00197745699031046,0.000624769997894721
"232",2013,"China","CHI",0.0119798234552333,3.73267337912795e-06,0.013262599469496,6.94623297495103e-06,618.326607818411,100.434152357728,576.246684350133,115.850537532413,1184.29286138026,149.773932200947,0.0124579790389559,0.00155990466716811
"233",2013,"Copper","COP",0.005359394703657,1.68106956545803e-06,0.0530503978779841,2.6664571742554e-05,276.619798234552,67.1272870455115,2304.98673740053,235.419000201343,2199.40102827763,204.778144388471,0.0231362467866324,0.0021142674274085
"234",2013,"Dark","DRK",0.109394703656999,3.07245356256059e-05,0.0854111405835544,4.14628862249314e-05,5646.29823455233,306.716460841721,3711.02864721485,302.495890454236,9549.53608859007,436.685464663738,0.100454815107771,0.0042275946369123
"235",2013,"Dusky","DUS",0.0680958385876419,2.00122344227965e-05,0.0535809018567639,2.69161299431952e-05,3514.69861286255,240.917407171862,2328.03660477454,236.642588110457,5959.0609056753,341.127765944853,0.0626853865928416,0.00340896322089367
"236",2013,"DuskyDrk","DUSDRK",0.005359394703657,1.68106956545803e-06,0.00530503978779841,2.80090039312542e-06,276.619798234552,67.1272870455115,230.498673740053,73.0328999097502,507.554083448685,97.8346756423564,0.00533913387383824,0.00102487143405988
"237",2013,"Northern","NOR",0,0,0.000530503978779841,2.81434471501242e-07,0,0,23.0498673740053,23.0498673740053,18.7982993869883,18.7982993869883,0.000197745699031046,0.000197745699031046
"238",2013,"Quill","QUI",0.0453972257250946,1.36664514732133e-05,0.0917771883289125,4.42431719911634e-05,2343.13240857503,196.22478247342,3987.62705570292,314.332059200166,5959.0609056753,341.127765944853,0.0626853865928416,0.00340896322089367
"239",2013,"Redstrpe","RSTP",0.00157629255989912,4.96312791442675e-07,0.0026525198938992,1.40418473042021e-06,81.358764186633,36.3897808320286,115.249336870027,51.58597848623,187.982993869883,59.4782903833571,0.00197745699031046,0.000624769997894721
"240",2013,"Rougheye","REYE",0.000630517023959647,1.98713173207866e-07,0,0,32.5435056746532,23.0125297500922,0,0,37.5965987739767,26.586442582788,0.000395491398062092,0.000279626992382175
"241",2013,"Shortrkr","SRAK",0.000630517023959647,1.98713173207866e-07,0,0,32.5435056746532,23.0125297500922,0,0,37.5965987739767,26.586442582788,0.000395491398062092,0.000279626992382175
"242",2013,"Silvergr","SGRY",0.00851197982345523,2.66147146734164e-06,0.0148541114058355,7.76723289818395e-06,439.337326607818,84.6265365045129,645.396286472149,122.683983990554,1033.90646628436,139.87349796086,0.0108760134467075,0.00145866882822593
"243",2013,"Tiger","TIG",0.00472887767969735,1.48423695855812e-06,0.00212201591511936,1.12394530975337e-06,244.076292559899,63.0507478113312,92.1994694960212,46.1298633402301,357.167688352778,82.0304185367132,0.00375716828158988,0.000860417818738862
"244",2013,"Yelleye","YEYE",0.141866330390921,3.83917611770214e-05,0.141644562334218,6.45336413457354e-05,7322.28877679697,350.497509372517,6154.31458885942,397.872033198203,13478.3806604706,525.027069701986,0.14178366620526,0.00490577873457556
"245",2013,"Yelltail","YTAL",0.0113493064312736,3.53847356505919e-06,0.00742705570291777,3.91289519453478e-06,585.783102143758,97.7486778215439,322.698143236074,86.4886914420511,939.914969349417,133.323458764103,0.0098872849515523,0.00139148109922251
"246",2014,"Black","BLK",0.628860028860029,6.73773363054828e-05,0.476683937823834,0.000161669709166946,37462.4496392496,964.166802566384,24339.0051813471,1026.63642017617,64381.9854262328,1474.96871156451,0.581952485526053,0.00696986596518929
"247",2014,"Bocaccio","BOC",0.000288600288600289,8.32901265801699e-08,0,0,17.1924963924964,17.1924963924964,0,0,22.0864444000799,22.0864444000799,0.000199640646835696,0.000199640646835696
"248",2014,"Canary","CAN",0.00115440115440115,3.32871972394882e-07,0.000647668393782383,4.19474348304652e-07,68.7699855699856,34.3954900185738,33.0693005181347,33.0693005181347,110.432222000399,49.4047508812473,0.000998203234178479,0.000446231743006707
