"","species","SFmgmtarea","YEAR","n","piC","vpiC","piP","vpiP","HiC","SEHiC","HiP","SEHiP","Hi","SEHi","pi","SEpi"
"527","Yelloweye","NG",2011,905,0.0687022900763359,0.0001223370658023,0.141732283464567,0.000320116429706544,930.297709923664,159.87761109799,2061.2125984252,348.133239270117,2991.51030834886,383.089549342063,0.106520093588836,0.010943977794732
"528","Yellowtail","NG",2011,905,0.0343511450381679,6.34247492786514e-05,0.005249343832021,1.37415479509322e-05,465.148854961832,111.307898164211,76.3412073490814,54.2559008234229,541.490062310913,123.827101104304,0.0192810875342157,0.00439332657361521
"529","Black","NG",2012,1056,0.658928571428571,0.0004020424135665,0.754032258064516,0.000374682044166956,6765.87857142857,464.383605291992,7265.85483870968,802.153013683875,14031.7334101382,926.877332890448,0.704970529046335,0.0142638395600076
"530","Canary","NG",2012,1056,0.00178571428571429,3.18877551020408e-06,0,0,18.3357142857143,18.3357142857143,0,0,18.3357142857143,18.3357142857143,0.000921207510335324,0.000922860461321725
"531","China","NG",2012,1056,0.00892857142857143,1.58297889817823e-05,0.00604838709677419,1.21450588086904e-05,91.6785714285714,41.1640931514937,58.2822580645161,33.9687730646145,149.960829493088,53.3700300590146,0.00753420566183117,0.00265841913415097
"532","Copper","NG",2012,1056,0.00357142857142857,6.36614216348436e-06,0.0161290322580645,3.20583567201673e-05,36.6714285714286,25.9566154197635,155.41935483871,56.754130102581,192.090783410138,62.4081498504017,0.00965086331441611,0.00305919175319965
"533","Dark","NG",2012,1056,0.0482142857142857,8.20924299952539e-05,0.032258064516129,6.30656197773784e-05,495.064285714286,97.7285674888217,310.838709677419,83.0839393058604,805.902995391705,128.272420550939,0.0404894993665447,0.0060721945801509
"534","Dusky","NG",2012,1056,0.0267857142857143,4.66337026760615e-05,0.00604838709677419,1.21450588086904e-05,275.035714285714,72.004348782316,58.2822580645161,33.9687730646145,333.31797235023,79.6147209194423,0.0167462807651844,0.00395829852094909
"535","DuskyDrk","NG",2012,1056,0.00178571428571429,3.18877551020408e-06,0,0,18.3357142857143,18.3357142857143,0,0,18.3357142857143,18.3357142857143,0.000921207510335324,0.000922860461321725
"536","Quillback","NG",2012,1056,0.0571428571428571,9.63820232923223e-05,0.0342741935483871,6.68676226363531e-05,586.742857142857,106.899377247492,330.266129032258,85.997588304343,917.008986175115,137.197164876191,0.0460715929549395,0.00646699690761448
"537","Redstripe","NG",2012,1056,0.00178571428571429,3.18877551020408e-06,0,0,18.3357142857143,18.3357142857143,0,0,18.3357142857143,18.3357142857143,0.000921207510335324,0.000922860461321725
"538","Silvergray","NG",2012,1056,0.0267857142857143,4.66337026760615e-05,0.030241935483871,5.92471935799199e-05,275.035714285714,72.004348782316,291.411290322581,80.109287676562,566.447004608295,107.713157114679,0.0284589532058026,0.00512913989510505
"539","Tiger","NG",2012,1056,0.00714285714285714,1.26866488992735e-05,0.00403225806451613,8.11312921094399e-06,73.3428571428571,36.7816252680364,38.8548387096774,27.6052616475046,112.197695852535,45.9884597261687,0.00563694211477766,0.00229935783771981
"540","Yelloweye","NG",2012,1056,0.132142857142857,0.000205154065203899,0.112903225806452,0.000202335530119089,1356.84285714286,168.885937118783,1087.93548387097,179.515084192537,2444.77834101382,246.471347643378,0.122828493821032,0.0101179887047276
"541","Yellowtail","NG",2012,1056,0.025,4.36046511627907e-05,0.00403225806451613,8.11312921094399e-06,256.7,69.4949002646288,38.8548387096774,27.6052616475046,295.554838709677,74.776945868482,0.0148490172181309,0.00373178372232297
"542","Black","NG",2013,1208,0.701449275362319,0.000303945122577644,0.776061776061776,0.000336150668854193,9532.69565217391,595.42861623664,11800.0193050193,1280.598217048,21332.7149571932,1412.25600743633,0.740847888772121,0.0129014689771611
"543","Canary","NG",2013,1208,0.00434782608695652,6.28290637920769e-06,0.00193050193050193,3.72683770367168e-06,59.0869565217391,34.1765532338157,29.3532818532819,29.3532818532819,88.440238375021,45.0516586431847,0.00307137483504153,0.00156329600365535
"544","China","NG",2013,1208,0.0144927536231884,2.07296280342612e-05,0.00386100386100386,7.43925824021117e-06,196.95652173913,62.7964716740179,58.7065637065637,41.7046672992465,255.663085445694,75.3835269090441,0.00887873191337712,0.00260644323123988
"545","Copper","NG",2013,1208,0.00144927536231884,2.10039907582441e-06,0.00965250965250965,1.84900168470365e-05,19.695652173913,19.695652173913,146.766409266409,66.8473291316511,166.462061440322,69.6884791525188,0.0057809363236785,0.00238412695229379
"546","Dark","NG",2013,1208,0.0782608695652174,0.000104696815471863,0.0482625482625483,8.88457924521344e-05,1063.5652173913,151.622819314641,733.832046332046,162.34244028067,1797.39726372335,222.13632582989,0.0624204640987446,0.00699316836409805
"547","Dusky","NG",2013,1208,0.0347826086956522,4.87268197793575e-05,0.0231660231660232,4.37705194133355e-05,472.695652173913,98.508216402389,352.239382239382,106.764289220275,824.935034413295,145.266934129865,0.0286485512906163,0.00481453102378418
"548","DuskyDrk","NG",2013,1208,0,0,0.00386100386100386,7.43925824021117e-06,0,0,58.7065637065637,41.7046672992465,58.7065637065637,41.7046672992465,0.00203877630514199,0.0014448945056728
"549","Quillback","NG",2013,1208,0.0478260869565217,6.60939802074731e-05,0.0250965250965251,4.73243511114209e-05,649.95652173913,116.424703139029,381.592664092664,111.592186865219,1031.54918583179,161.268495591584,0.0358238994905989,0.00532757431278427
"550","Redstripe","NG",2013,1208,0.00579710144927536,8.36501460676658e-06,0.00193050193050193,3.72683770367168e-06,78.7826086956522,39.4998247182964,29.3532818532819,29.3532818532819,108.135890548934,49.2123085044214,0.00375537039586505,0.00170759427543045
"551","Silvergray","NG",2013,1208,0.0101449275362319,1.45747575929122e-05,0.0115830115830116,2.21447687150472e-05,137.869565217391,52.3965221443764,176.119691119691,73.5555938370129,313.989256337082,90.3095837524553,0.0109042978411906,0.00306967563776638
"552","Tiger","NG",2013,1208,0.00144927536231884,2.10039907582441e-06,0,0,19.695652173913,19.695652173913,0,0,19.695652173913,19.695652173913,0.000683995560823512,0.00068537797499836
"553","Yelloweye","NG",2013,1208,0.0869565217391304,0.000115232344072805,0.0926640926640927,0.000162625645251128,1181.73913043478,160.625977869408,1408.95752895753,243.845767257801,2590.69665939231,291.995655748591,0.0899703649728186,0.00842860737217927
"554","Yellowtail","NG",2013,1208,0.0130434782608696,1.86841015032334e-05,0.00193050193050193,3.72683770367168e-06,177.260869565217,59.5200487089884,29.3532818532819,29.3532818532819,206.614151418499,66.3645338556563,0.00717534819998261,0.00230482487385775
"555","Black","NG",2014,1120,0.66884176182708,0.000361915783436483,0.686390532544379,0.00042541219244629,8787.24306688418,577.081906539199,12287.7633136095,1247.61291893453,21075.0063804936,1374.61322645581,0.67896283442312,0.0143728344153157
"556","Canary","NG",2014,1120,0.0065252854812398,1.05926570761897e-05,0.0019723865877712,3.89030885161973e-06,85.7292006525285,42.9852097800712,35.3096646942801,35.3096646942801,121.038865346809,55.6282363612152,0.00389944798153378,0.00179099302459113
"557","China","NG",2014,1120,0.00489396411092985,7.95753795132481e-06,0.0019723865877712,3.89030885161973e-06,64.2969004893964,37.1914993002562,35.3096646942801,35.3096646942801,99.6065651836765,51.2833310250363,0.00320897439380401,0.0016511171241904
"558","Copper","NG",2014,1120,0.00489396411092985,7.95753795132481e-06,0.0177514792899408,3.44592179307503e-05,64.2969004893964,37.1914993002562,317.786982248521,109.042796238897,382.083882737917,115.210845981611,0.0123094034387216,0.00360763085446826
"559","Dark","NG",2014,1120,0.0261011419249592,4.1535739077079e-05,0.0335305719921105,6.40440172608544e-05,342.916802610114,86.9286018445517,600.264299802761,154.0256427455,943.181102412876,176.862885993113,0.0303859891241261,0.00536530282935672
"560","Dusky","NG",2014,1120,0.0522022838499184,8.08451068803447e-05,0.0374753451676529,7.12864499450951e-05,685.833605220228,124.719473414412,670.883629191321,163.915311092511,1356.71723441155,205.968872064016,0.0437086737890319,0.00619372708581309
"561","Quillback","NG",2014,1120,0.065252854812398,9.96649015542976e-05,0.0532544378698225,9.96411120889164e-05,857.292006525285,140.42719979808,953.360946745562,200.472708112877,1810.65295327085,244.763365602863,0.0583328915357876,0.00714907227397841
"562","Redstripe","NG",2014,1120,0.032626427406199,5.15718033348154e-05,0,0,428.646003262643,97.5436104076177,0,0,428.646003262643,97.5436104076177,0.0138094717545954,0.00317154217085183
"563","Silvergray","NG",2014,1120,0.0244698205546493,3.90049811056741e-05,0.0138067061143984,2.69092509499388e-05,321.484502446982,84.0913347592968,247.167652859961,95.4875824031829,568.652155306943,127.236908854329,0.0183199792302494,0.00400325504271342
"564","Tiger","NG",2014,1120,0.0032626427406199,5.31372206367154e-06,0.00591715976331361,1.16247964103736e-05,42.8646003262643,30.3383041222849,105.92899408284,61.6124897875185,148.793594409105,68.6768636065547,0.00479360806730362,0.00219638697002028
"565","Yelloweye","NG",2014,1120,0.0636215334420881,9.73428658898127e-05,0.142011834319527,0.000240799354214881,835.859706362153,138.539351850859,2542.29585798817,370.531466433124,3378.15556435032,395.58402347458,0.108832331325719,0.0101127252588896
"566","Yellowtail","NG",2014,1120,0.0473083197389886,7.36441872916049e-05,0.00591715976331361,1.16247964103736e-05,621.536704730832,118.412845997912,105.92899408284,61.6124897875185,727.465698813672,133.48296144131,0.0234363949360075,0.00428709579293353
"567","Black","NG",2015,791,0.710801393728223,0.00071875095245538,0.728174603174603,0.000393511631145353,14157.031358885,951.052028775271,11066.0694444444,1112.37620296292,25223.1008033295,1463.5165794605,0.718320350952027,0.0174692822165019
"568","China","NG",2015,791,0,0,0.00793650793650794,1.56531208315739e-05,0,0,120.611111111111,60.9712646074872,120.611111111111,60.9712646074872,0.00343484396853423,0.00172605265765062
"569","Copper","NG",2015,791,0,0,0.00992063492063492,1.95272682373885e-05,0,0,150.763888888889,68.4142419398205,150.763888888889,68.4142419398205,0.00429355496066779,0.00193171610230424
"570","Dark","NG",2015,791,0.0731707317073171,0.000237121593457108,0.0615079365079365,0.000114760855376684,1457.34146341463,316.772442917318,934.736111111111,185.58517910795,2392.07757452575,367.132999465228,0.0681231866072149,0.00989374066902038
"571","Dusky","NG",2015,791,0.0662020905923345,0.000216151656620765,0.0238095238095238,4.62080126948062e-05,1318.54703832753,301.429378537976,361.833333333333,108.620283277503,1680.38037166086,320.402927865954,0.0478549971994321,0.00891889752930865
"572","DuskyDrk","NG",2015,791,0,0,0.00396825396825397,7.85786665745011e-06,0,0,60.3055555555556,42.7999516541094,60.3055555555556,42.7999516541094,0.00171742198426712,0.00121805787446777
"573","Quillback","NG",2015,791,0.0662020905923345,0.000216151656620765,0.0357142857142857,6.84667505173043e-05,1318.54703832753,301.429378537976,542.75,135.735642340822,1861.29703832753,330.581056395351,0.0530072631522335,0.00911396063600837
"574","Redstripe","NG",2015,791,0,0,0.00198412698412698,3.93675988914084e-06,0,0,30.1527777777778,30.1527777777778,30.1527777777778,30.1527777777778,0.000858710992133559,0.000860431006555352
"575","Silvergray","NG",2015,791,0.0313588850174216,0.000106208060656943,0.0158730158730159,3.10557917298427e-05,624.574912891986,207.865863418621,241.222222222222,87.4659005228011,865.797135114208,225.518294000805,0.0246567504446719,0.00633775095916508
"576","Tiger","NG",2015,791,0.00348432055749129,1.21404897473564e-05,0.00198412698412698,3.93675988914084e-06,69.397212543554,69.397212543554,30.1527777777778,30.1527777777778,99.5499903213318,75.664807648809,0.00283505127075616,0.00215522525596573
"577","Yelloweye","NG",2015,791,0.0383275261324042,0.000128875968087322,0.109126984126984,0.000193276909467859,763.369337979094,229.714231095433,1658.40277777778,264.551284205842,2421.77211575687,350.36553760712,0.0689688476321943,0.00902386066979985
"578","Yellowtail","NG",2015,791,0.0104529616724739,3.61667736529638e-05,0,0,208.191637630662,120.152504174479,0,0,208.191637630662,120.152504174479,0.0059290208358678,0.003423140391801
"579","Black","NG",2016,1570,0.722763507528786,0.000177638669958752,0.684807256235828,0.000490559722824057,20238.1009743136,958.689564065653,11197.9682539683,1260.51864855125,31436.0692282818,1583.66440371496,0.70876985160602,0.011770156157262
"580","Canary","NG",2016,1570,0.00177147918511957,1.56767823281584e-06,0.00226757369614512,5.14189046744926e-06,49.6031886625332,35.0926298426165,37.0793650793651,37.0793650793651,86.6825537418983,51.0526393437179,0.00195437859314811,0.00115061317903214
"581","China","NG",2016,1570,0.0150575730735164,1.31479100768192e-05,0.0090702947845805,2.04273284934121e-05,421.627103631532,103.090432489148,148.31746031746,75.1961229971951,569.944563948993,127.601309494099,0.0128501919588076,0.00283605016702968
"582","Copper","NG",2016,1570,0.00265721877767936,2.34943082096357e-06,0.00680272108843537,1.53555547141553e-05,74.4047829937998,43.0014042060785,111.238095238095,64.8236667552329,185.642878231895,77.7896428535832,0.0041855765840393,0.00174246927702061
"583","Dark","NG",2016,1570,0.0531443755535872,4.46099742026654e-05,0.0793650793650794,0.000166059689869214,1488.095659876,197.807030796277,1297.77777777778,251.963539307361,2785.87343765377,320.333024480354,0.0628113867755005,0.00639186360507451
"584","Dusky","NG",2016,1570,0.0744021257750221,6.105181689289e-05,0.0249433106575964,5.52753225250796e-05,2083.3339238264,236.734476963297,407.873015873016,128.623297395554,2491.20693969941,269.420053477819,0.0561677212296668,0.00580009068863477
"585","DuskyDrk","NG",2016,1570,0.00177147918511957,1.56767823281584e-06,0,0,49.6031886625332,35.0926298426165,0,0,49.6031886625332,35.0926298426165,0.00111837279693669,0.000791913303267618
"586","Quillback","NG",2016,1570,0.0496014171833481,4.17917700325812e-05,0.054421768707483,0.000116954635905073,1388.88928255093,190.731771359916,889.904761904762,200.310578065696,2278.79404445569,276.591641759299,0.0513785774233015,0.00570708198171478
"587","Redstripe","NG",2016,1570,0.000885739592559787,7.84534625827978e-07,0,0,24.8015943312666,24.8015943312666,0,0,24.8015943312666,24.8015943312666,0.000559186398468347,0.000559700801820954
"588","Silvergray","NG",2016,1570,0.0150575730735164,1.31479100768192e-05,0.0204081632653061,4.54356139487335e-05,421.627103631532,103.090432489148,333.714285714286,115.341023762247,755.341389345818,154.697087992382,0.0170302209398647,0.00338187933394672
"589","Tiger","NG",2016,1570,0,0,0.00453514739229025,1.0260408705501e-05,0,0,74.1587301587302,52.6837916746697,74.1587301587302,52.6837916746697,0.00167201159242284,0.00118731779660917
"590","Yelloweye","NG",2016,1570,0.0593445527015058,4.94882772749681e-05,0.111111111111111,0.000224466891133558,1661.70682019486,209.73004644013,1816.88888888889,312.629587227961,3478.59570908375,376.462416703321,0.0784297727117388,0.00722500944083432
"591","Yellowtail","NG",2016,1570,0.00354295837023915,3.12979239027119e-06,0.00226757369614512,5.14189046744926e-06,99.2063773250664,49.6790032573487,37.0793650793651,37.0793650793651,136.285742404432,61.9909886945877,0.00307275139008481,0.00139553941199204
"592","Black","NG",2017,626,0.655737704918033,0.000463543669952492,0.630434782608696,0.00170063333931257,7257.70491803279,496.721836492794,7430.9347826087,1004.30018982357,14688.6397006415,1120.42467579415,0.642688238925464,0.0237011347046598
"593","Canary","NG",2017,626,0.00204918032786885,4.1991400161247e-06,0,0,22.6803278688525,22.6803278688525,0,0,22.6803278688525,22.6803278688525,0.000992357377766461,0.000994684889073037
"594","China","NG",2017,626,0.0102459016393443,2.08232507986471e-05,0.0072463768115942,5.25099768956102e-05,113.401639344262,50.8731439150276,85.4130434782609,85.4130434782609,198.814682822523,99.4156163186568,0.00869895790078859,0.00434278480702554
"595","Copper","NG",2017,626,0.0368852459016393,7.2946046276006e-05,0.0072463768115942,5.25099768956102e-05,408.245901639344,97.4953033872174,85.4130434782609,85.4130434782609,493.658945117605,129.617599803363,0.0215996038117526,0.00566048753217418
"596","Dark","NG",2017,626,0.0245901639344262,4.92515149324523e-05,0.036231884057971,0.000254884194420297,272.16393442623,79.2399140387125,427.065217391304,193.588375517117,699.229151817534,209.177969949559,0.0305941435929789,0.00891588282353256
"597","Dusky","NG",2017,626,0.0778688524590164,0.000147444136089799,0.123188405797101,0.000788416222439928,861.852459016393,143.799347045325,1452.02173913043,370.96503397714,2313.87419814683,397.860916206056,0.101241487558382,0.0157016229838385
"598","DuskyDrk","NG",2017,626,0.0122950819672131,2.49361661737836e-05,0,0,136.081967213115,55.772029274007,0,0,136.081967213115,55.772029274007,0.00595414426659876,0.00245244172752562
"599","Quillback","NG",2017,626,0.0471311475409836,9.22172535368658e-05,0.0652173913043478,0.00044499330785258,521.647540983607,110.626509706388,768.717391304348,263.166792968468,1290.36493228795,285.47326594819,0.0564587587962351,0.0118467235651467
"600","Rougheye","NG",2017,626,0.00614754098360656,1.25456852637812e-05,0,0,68.0409836065574,39.3448718373526,0,0,68.0409836065574,39.3448718373526,0.00297707213329938,0.00172737098990698
"601","Silvergray","NG",2017,626,0.0512295081967213,9.98050219438262e-05,0.0434782608695652,0.000303561326287031,567.008196721311,115.510363708814,512.478260869565,212.771254422926,1079.48645759088,242.103801772809,0.0472319605158992,0.0102084556283193
"602","Tiger","NG",2017,626,0.00819672131147541,1.6693090495313e-05,0.0072463768115942,5.25099768956102e-05,90.7213114754098,45.4669477237928,85.4130434782609,85.4130434782609,176.134354953671,96.7606910451625,0.00770660052302213,0.00422874320515881
"603","Yelloweye","NG",2017,626,0.0655737704918033,0.000125818996129962,0.0797101449275362,0.000535448450534069,725.770491803279,131.372740999373,939.54347826087,292.825243629781,1665.31397006415,320.944575253312,0.0728643172200459,0.013120361170267
"604","Yellowtail","NG",2017,626,0.00204918032786885,4.1991400161247e-06,0,0,22.6803278688525,22.6803278688525,0,0,22.6803278688525,22.6803278688525,0.000992357377766461,0.000994684889073037
"605","Black","NG",2018,1011,0.693593314763231,0.000296403944880034,0.515358361774744,0.000855356577820535,14352.5264623955,1011.9415821751,5002.06825938567,689.393703171656,19354.5947217812,1224.45475363844,0.636664300058592,0.0159628279733131
"606","Canary","NG",2018,1011,0,0,0.00341296928327645,1.16483593285886e-05,0,0,33.1262798634812,33.1262798634812,33.1262798634812,33.1262798634812,0.00108968025866715,0.00109476350565768
"607","China","NG",2018,1011,0.0194986072423398,2.66644512663163e-05,0.0238907849829352,7.9863066355597e-05,403.484679665738,109.897217423015,231.883959044369,90.8596634789249,635.368638710107,142.593396918739,0.0209002841680956,0.00452925225133359
"608","Copper","NG",2018,1011,0.0181058495821727,2.47950178425111e-05,0.0136518771331058,4.61147376159191e-05,374.6643454039,105.748132069067,132.505119453925,67.4789520002015,507.169464857825,125.443518761004,0.0166832060808495,0.00402594686191792
"609","Dark","NG",2018,1011,0.0306406685236769,4.14251296458843e-05,0.146757679180887,0.000428835146514819,634.047353760446,139.329850389953,1424.43003412969,268.084250756137,2058.47738789014,302.129066316312,0.0677130719700703,0.00870410111092938
"610","Dusky","NG",2018,1011,0.0598885793871866,7.85243200086071e-05,0.0068259385665529,2.32169353741046e-05,1239.27437325905,200.424864984025,66.2525597269625,47.1384703184758,1305.52693298602,205.893569321216,0.0429449649008558,0.00643694067483935
"611","DuskyDrk","NG",2018,1011,0.00557103064066852,7.72663076467121e-06,0.0068259385665529,2.32169353741046e-05,115.281337047354,57.896806373792,66.2525597269625,47.1384703184758,181.533896774316,74.6597319326167,0.00597150976231303,0.002438899580155
"612","POP","NG",2018,1011,0.00139275766016713,1.93977389995422e-06,0,0,28.8203342618384,28.8203342618384,0,0,28.8203342618384,28.8203342618384,0.000948037311244686,0.00094901205351759
"613","Quillback","NG",2018,1011,0.0571030640668524,7.50938690948805e-05,0.0443686006825939,0.000145205575191994,1181.63370473538,195.190999119707,430.641638225256,128.053310122925,1612.27534296063,233.446302970913,0.053035373123705,0.00705340006428084
"614","Redstripe","NG",2018,1011,0.00139275766016713,1.93977389995422e-06,0,0,28.8203342618384,28.8203342618384,0,0,28.8203342618384,28.8203342618384,0.000948037311244686,0.00094901205351759
"615","Silvergray","NG",2018,1011,0.00696378830083565,9.64476144119498e-06,0.0238907849829352,7.9863066355597e-05,144.101671309192,64.8257731837199,231.883959044369,90.8596634789249,375.985630353561,111.614780904549,0.0123679483668934,0.00358928527258986
"616","Tiger","NG",2018,1011,0.00278551532033426,3.87413699405083e-06,0.0204778156996587,6.86934067254435e-05,57.6406685236769,40.8185691485243,198.757679180887,83.6308599575481,256.398347704564,93.0606056533692,0.00843415617449225,0.00301593410405966
"617","Yelloweye","NG",2018,1011,0.101671309192201,0.000127383896902852,0.191126279863481,0.000529441866469272,2103.88440111421,271.286958101245,1855.07167235495,321.78693028785,3958.95607346916,420.884119610023,0.130228818206222,0.0109827242355892
"618","Yellowtail","NG",2018,1011,0.00139275766016713,1.93977389995422e-06,0.00341296928327645,1.16483593285886e-05,28.8203342618384,28.8203342618384,33.1262798634812,33.1262798634812,61.9466141253197,43.9085650478102,0.00203771756991183,0.00144570687212275
"619","","NG",2019,988,0.0075642965204236,1.1374360512992e-05,0,0,147.995461422088,66.483067952393,0,0,147.995461422088,66.483067952393,0.00421387379123851,0.00189574789750801
"620","Black","NG",2019,988,0.700453857791225,0.000317906440752447,0.541284403669725,0.000761642938692133,13704.3797276853,909.806929371113,8419.67889908257,1103.73564383347,22124.0586267679,1430.37792915026,0.629938174504368,0.0166256656141012
"621","Canary","NG",2019,988,0.00151285930408472,2.2887432739557e-06,0,0,29.5990922844176,29.5990922844175,0,0,29.5990922844176,29.5990922844175,0.000842774758247702,0.000844293059680318
"622","China","NG",2019,988,0.00907715582450832,1.36284258585544e-05,0,0,177.594553706505,72.9097942011329,0,0,177.594553706505,72.9097942011329,0.00505664854948621,0.00207883235986515
"623","Copper","NG",2019,988,0.00151285930408472,2.2887432739557e-06,0.00305810397553517,9.351999925184e-06,29.5990922844176,29.5990922844175,47.5688073394495,47.5688073394495,77.1678996238671,56.0258663097603,0.00219720109404251,0.0015960614991953
"624","Dark","NG",2019,988,0.0393343419062027,5.72532597772859e-05,0.119266055045872,0.000322213690673824,769.576399394856,155.117505451161,1855.18348623853,356.581453429476,2624.75988563339,388.859580603679,0.0747347708104379,0.0093873717005318
"625","Dusky","NG",2019,988,0.0892586989409985,0.00012316906606721,0.0489296636085627,0.000142747090882563,1746.34644478064,241.750023730021,761.100917431193,206.166184508717,2507.44736221183,317.722472620915,0.0713945321093314,0.00824890854780128
"626","Quillback","NG",2019,988,0.0499243570347958,7.18665388022091e-05,0.0825688073394495,0.000232365642312854,976.770045385779,176.055004268954,1284.35779816514,281.997126553476,2261.12784355092,332.442091066336,0.0643810780886341,0.00831116781588832
"627","Redstripe","NG",2019,988,0,0,0.00305810397553517,9.351999925184e-06,0,0,47.5688073394495,47.5688073394495,47.5688073394495,47.5688073394495,0.00135442633579481,0.00135828462195205
"628","Silvergray","NG",2019,988,0.0121028744326778,1.81157497926433e-05,0.0275229357798165,8.21025269505417e-05,236.79273827534,84.3762865018733,428.119266055046,149.181341673799,664.912004330386,171.389703388042,0.0189320350881349,0.00468967791321341
"629","Tiger","NG",2019,988,0.00151285930408472,2.2887432739557e-06,0,0,29.5990922844176,29.5990922844175,0,0,29.5990922844176,29.5990922844175,0.000842774758247702,0.000844293059680318
"630","Yelloweye","NG",2019,988,0.0680786686838124,9.61272175061395e-05,0.174311926605505,0.000441494720394423,1331.95915279879,208.16343407099,2711.42201834862,461.266611500809,4043.38117114741,506.062152477011,0.115127165261451,0.0113606516830433
"631","Yellowtail","NG",2019,988,0.0196671709531014,2.92126868784892e-05,0,0,384.788199697428,108.153705736,0,0,384.788199697428,108.153705736,0.0109560718572201,0.00308196506677702
"632","Black","NG",2020,708,0.642701525054466,0.000501389246172772,0.566265060240964,0.000990358636255086,NA,NA,NA,NA,NA,NA,NA,NA
"633","China","NG",2020,708,0.00217864923747277,4.74651249994067e-06,0.00803212851405622,3.21274734902819e-05,NA,NA,NA,NA,NA,NA,NA,NA
"634","Copper","NG",2020,708,0.00217864923747277,4.74651249994067e-06,0.00803212851405622,3.21274734902819e-05,NA,NA,NA,NA,NA,NA,NA,NA
"635","Dark","NG",2020,708,0.0152505446623094,3.27903177943499e-05,0.0401606425702811,0.000155434537736384,NA,NA,NA,NA,NA,NA,NA,NA
"636","Dusky","NG",2020,708,0.093681917211329,0.000185383440172355,0.0281124497991968,0.000110169919215663,NA,NA,NA,NA,NA,NA,NA,NA
"637","DuskyDrk","NG",2020,708,0,0,0.00401606425702811,1.61287721165788e-05,NA,NA,NA,NA,NA,NA,NA,NA
"638","Quillback","NG",2020,708,0.065359477124183,0.000133379073961215,0.100401606425703,0.000364198080051779,NA,NA,NA,NA,NA,NA,NA,NA
"639","Redstripe","NG",2020,708,0.00217864923747277,4.74651249994067e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"640","Silvergray","NG",2020,708,0.0152505446623094,3.27903177943499e-05,0.0281124497991968,0.000110169919215663,NA,NA,NA,NA,NA,NA,NA,NA
"641","Tiger","NG",2020,708,0,0,0.0120481927710843,4.79961041211094e-05,NA,NA,NA,NA,NA,NA,NA,NA
"642","Yelloweye","NG",2020,708,0.152505446623094,0.000282199858893852,0.200803212851406,0.000647101945806285,NA,NA,NA,NA,NA,NA,NA,NA
"643","Yellowtail","NG",2020,708,0.00871459694989107,1.88616872268385e-05,0.00401606425702811,1.61287721165788e-05,NA,NA,NA,NA,NA,NA,NA,NA
"644","Black","NG",2021,676,0.764591439688716,0.000350860370455073,0.728395061728395,0.00122879314147877,NA,NA,NA,NA,NA,NA,NA,NA
"645","China","NG",2021,676,0.00389105058365759,7.5553807193236e-06,0.0123456790123457,7.57345541743466e-05,NA,NA,NA,NA,NA,NA,NA,NA
"646","Copper","NG",2021,676,0.0175097276264591,3.35343802434822e-05,0.00617283950617284,3.81039475689681e-05,NA,NA,NA,NA,NA,NA,NA,NA
"647","Dark","NG",2021,676,0.0252918287937743,4.80548775634322e-05,0.0246913580246914,0.000149575744494335,NA,NA,NA,NA,NA,NA,NA,NA
"648","Dusky","NG",2021,676,0.0291828793774319,5.52265866056027e-05,0.037037037037037,0.000221523570959964,NA,NA,NA,NA,NA,NA,NA,NA
"649","POP","NG",2021,676,0.00194552529182879,3.78506866114551e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"650","Quillback","NG",2021,676,0.0486381322957198,9.01997356384092e-05,0.037037037037037,0.000221523570959964,NA,NA,NA,NA,NA,NA,NA,NA
"651","Redstripe","NG",2021,676,0.00583657587548638,1.13109361745343e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"652","Silvergray","NG",2021,676,0.0136186770428016,2.61855919657026e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"653","Tiger","NG",2021,676,0.00194552529182879,3.78506866114551e-06,0.0123456790123457,7.57345541743466e-05,NA,NA,NA,NA,NA,NA,NA,NA
"654","Yelloweye","NG",2021,676,0.066147859922179,0.00012041388021422,0.12962962962963,0.000700781296594501,NA,NA,NA,NA,NA,NA,NA,NA
"655","Yellowtail","NG",2021,676,0.0214007782101167,4.08241421093921e-05,0.0123456790123457,7.57345541743466e-05,NA,NA,NA,NA,NA,NA,NA,NA
"656","Black","PWS",1996,243,0.54421768707483,0.00169893695992981,0.142857142857143,0.00255102040816327,6011.42857142857,780.839876229518,1141.85714285714,423.843387157019,7153.28571428571,888.456036698983,0.375717512174259,0.0356106970909648
"657","China","PWS",1996,243,0.054421768707483,0.000352466026015289,0,0,601.142857142857,215.804419508187,0,0,601.142857142857,215.804419508187,0.0315742873650327,0.0110984946886936
"658","Copper","PWS",1996,243,0,0,0.346938775510204,0.00472025544911842,0,0,2773.08163265306,639.909299374368,2773.08163265306,639.909299374368,0.145652693558121,0.0318783757117088
"659","DrkDsky","PWS",1996,243,0,0,0.0612244897959184,0.00119741774260725,0,0,489.367346938775,280.857941695016,489.367346938775,280.857941695016,0.0257034165102566,0.0147236148237325
