"","species","PORT","YEAR","piC","vpiC","piP","vpiP","HiC","SEHiC","HiP","SEHiP","Hi","SEHi","pi","SEpi"
"189","Black","Kodiak",1999,0.875862068965517,0.000755053507728894,0.718061674008811,0.000895792505878209,NA,NA,NA,NA,NA,NA,NA,NA
"190","DrkDsky","Kodiak",1999,0.0896551724137931,0.000566785572730876,0.255506607929515,0.000841694607229506,NA,NA,NA,NA,NA,NA,NA,NA
"191","Yelloweye","Kodiak",1999,0.0344827586206897,0.000231206235962479,0.026431718061674,0.000113863196203461,NA,NA,NA,NA,NA,NA,NA,NA
"192","Black","Kodiak",2000,0.850746268656716,0.000954714699423989,0.683760683760684,0.000928034382419768,NA,NA,NA,NA,NA,NA,NA,NA
"193","DrkDsky","Kodiak",2000,0.0746268656716418,0.000519230801441117,0.282051282051282,0.000869091658130945,NA,NA,NA,NA,NA,NA,NA,NA
"194","Yelloweye","Kodiak",2000,0.0746268656716418,0.000519230801441117,0.0341880341880342,0.000141713358396532,NA,NA,NA,NA,NA,NA,NA,NA
"195","Black","Kodiak",2001,0.894736842105263,0.00125577100646353,0.836363636363636,0.00125559178102965,NA,NA,NA,NA,NA,NA,NA,NA
"196","DrkDsky","Kodiak",2001,0.0394736842105263,0.000505540166204986,0.163636363636364,0.00125559178102965,NA,NA,NA,NA,NA,NA,NA,NA
"197","Yelloweye","Kodiak",2001,0.0657894736842105,0.000819482917820868,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"198","Black","Kodiak",2002,0.793650793650794,0.00264143889335902,0.605714285714286,0.001372554539057,NA,NA,NA,NA,NA,NA,NA,NA
"199","China","Kodiak",2002,0,0,0.00571428571428571,3.26530612244898e-05,NA,NA,NA,NA,NA,NA,NA,NA
"200","Copper","Kodiak",2002,0.0158730158730159,0.000251952632905014,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"201","DrkDsky","Kodiak",2002,0.158730158730159,0.00215378863612351,0.325714285714286,0.0012622097114708,NA,NA,NA,NA,NA,NA,NA,NA
"202","Yelloweye","Kodiak",2002,0.0317460317460317,0.000495777761522769,0.0628571428571429,0.000338540933614825,NA,NA,NA,NA,NA,NA,NA,NA
"203","Black","Kodiak",2003,0.7890625,0.00131057378813976,0.735849056603774,0.000921209585303839,NA,NA,NA,NA,NA,NA,NA,NA
"204","Dark","Kodiak",2003,0.046875,0.000351793184055118,0.117924528301887,0.000492977885908362,NA,NA,NA,NA,NA,NA,NA,NA
"205","Dusky","Kodiak",2003,0.0625,0.00046136811023622,0.113207547169811,0.000475789566036049,NA,NA,NA,NA,NA,NA,NA,NA
"206","Yelloweye","Kodiak",2003,0.1015625,0.000718484713336614,0.0330188679245283,0.000151320484765454,NA,NA,NA,NA,NA,NA,NA,NA
"207","Black","Kodiak",2004,0.719387755102041,0.00103522570723737,0.782258064516129,0.00138479987817568,NA,NA,NA,NA,NA,NA,NA,NA
"208","China","Kodiak",2004,0.00510204081632653,2.60308204914619e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"209","Dark","Kodiak",2004,0.147959183673469,0.000646498787898205,0.0806451612903226,0.000602776579274638,NA,NA,NA,NA,NA,NA,NA,NA
"210","DrkDsky","Kodiak",2004,0,0,0.00806451612903226,6.50364203954214e-05,NA,NA,NA,NA,NA,NA,NA,NA
"211","Dusky","Kodiak",2004,0.0306122448979592,0.0001521801813347,0.0887096774193548,0.000657237971963487,NA,NA,NA,NA,NA,NA,NA,NA
"212","Tiger","Kodiak",2004,0.00510204081632653,2.60308204914619e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"213","Yelloweye","Kodiak",2004,0.0918367346938776,0.000427706404382789,0.0403225806451613,0.000314607074270535,NA,NA,NA,NA,NA,NA,NA,NA
"214","Black","Kodiak",2005,0.704819277108434,0.00126090341651381,0.823863636363636,0.000829213400236128,NA,NA,NA,NA,NA,NA,NA,NA
"215","China","Kodiak",2005,0.00602409638554217,3.62897372623022e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"216","Dark","Kodiak",2005,0.0180722891566265,0.000107549584977368,0.00568181818181818,3.22830578512397e-05,NA,NA,NA,NA,NA,NA,NA,NA
"217","DrkDsky","Kodiak",2005,0,0,0.00568181818181818,3.22830578512397e-05,NA,NA,NA,NA,NA,NA,NA,NA
"218","Dusky","Kodiak",2005,0.036144578313253,0.000211140289526122,0.159090909090909,0.000764462809917355,NA,NA,NA,NA,NA,NA,NA,NA
"219","Tiger","Kodiak",2005,0.00602409638554217,3.62897372623022e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"220","Yelloweye","Kodiak",2005,0.228915662650602,0.00106977746693235,0.00568181818181818,3.22830578512397e-05,NA,NA,NA,NA,NA,NA,NA,NA
"221","Black","Kodiak",2006,0.679012345679012,0.00135375515586645,0.78448275862069,0.00147017008737011,NA,NA,NA,NA,NA,NA,NA,NA
"222","Dark","Kodiak",2006,0.0925925925925926,0.000521858412357607,0.129310344827586,0.000979036343897017,NA,NA,NA,NA,NA,NA,NA,NA
"223","Dusky","Kodiak",2006,0.0246913580246914,0.000149575744494335,0.0344827586206897,0.000289510417205191,NA,NA,NA,NA,NA,NA,NA,NA
"224","Quillback","Kodiak",2006,0,0,0.00862068965517241,7.43162901307967e-05,NA,NA,NA,NA,NA,NA,NA,NA
"225","Tiger","Kodiak",2006,0.00617283950617284,3.81039475689681e-05,0.00862068965517241,7.43162901307967e-05,NA,NA,NA,NA,NA,NA,NA,NA
"226","Yelloweye","Kodiak",2006,0.197530864197531,0.000984549204266506,0.0344827586206897,0.000289510417205191,NA,NA,NA,NA,NA,NA,NA,NA
"227","Black","Kodiak",2007,0.739495798319328,0.00163255731006261,0.894117647058824,0.00112703905091448,NA,NA,NA,NA,NA,NA,NA,NA
"228","Dark","Kodiak",2007,0.0420168067226891,0.000341113514199299,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"229","DrkDsky","Kodiak",2007,0.201680672268908,0.0013644540567972,0.0588235294117647,0.000659087164277476,NA,NA,NA,NA,NA,NA,NA,NA
"230","Dusky","Kodiak",2007,0.00840336134453781,7.06164818868724e-05,0.0352941176470588,0.000405338606030648,NA,NA,NA,NA,NA,NA,NA,NA
"231","Rosethorn","Kodiak",2007,0.00840336134453781,7.06164818868724e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"232","Yelloweye","Kodiak",2007,0,0,0.0117647058823529,0.00013840830449827,NA,NA,NA,NA,NA,NA,NA,NA
"233","Black","Kodiak",2008,0.724137931034483,0.00138723741577487,0.693333333333333,0.00287327327327327,NA,NA,NA,NA,NA,NA,NA,NA
"234","Dark","Kodiak",2008,0.0482758620689655,0.00031906460562822,0.04,0.000518918918918919,NA,NA,NA,NA,NA,NA,NA,NA
"235","DrkDsky","Kodiak",2008,0.0275862068965517,0.000186286167261197,0.0133333333333333,0.000177777777777778,NA,NA,NA,NA,NA,NA,NA,NA
"236","Dusky","Kodiak",2008,0.0758620689655172,0.000486854274012419,0.226666666666667,0.00236876876876877,NA,NA,NA,NA,NA,NA,NA,NA
"237","Quillback","Kodiak",2008,0.00689655172413793,4.75624256837099e-05,0.0133333333333333,0.000177777777777778,NA,NA,NA,NA,NA,NA,NA,NA
"238","Yelloweye","Kodiak",2008,0.117241379310345,0.000718721099220505,0.0133333333333333,0.000177777777777778,NA,NA,NA,NA,NA,NA,NA,NA
"239","Black","Kodiak",2009,0.761111111111111,0.00101575970756604,0.52,0.00337297297297297,NA,NA,NA,NA,NA,NA,NA,NA
"240","Dark","Kodiak",2009,0.00555555555555556,3.08641975308642e-05,0.0266666666666667,0.000350750750750751,NA,NA,NA,NA,NA,NA,NA,NA
"241","Dusky","Kodiak",2009,0.105555555555556,0.000527450168977171,0.36,0.00311351351351351,NA,NA,NA,NA,NA,NA,NA,NA
"242","Quillback","Kodiak",2009,0.00555555555555556,3.08641975308642e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"243","Tiger","Kodiak",2009,0.00555555555555556,3.08641975308642e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"244","Yelloweye","Kodiak",2009,0.116666666666667,0.000575729360645562,0.0933333333333333,0.00114354354354354,NA,NA,NA,NA,NA,NA,NA,NA
"245","Black","Kodiak",2010,0.529850746268657,0.00187299949584364,0.63265306122449,0.00484173261141191,NA,NA,NA,NA,NA,NA,NA,NA
"246","China","Kodiak",2010,0.00746268656716418,5.56916907997327e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"247","Dark","Kodiak",2010,0.082089552238806,0.000566547801895025,0.163265306122449,0.00284603637373317,NA,NA,NA,NA,NA,NA,NA,NA
"248","Dusky","Kodiak",2010,0.17910447761194,0.00110545912564883,0.183673469387755,0.00312369845897543,NA,NA,NA,NA,NA,NA,NA,NA
"249","Quillback","Kodiak",2010,0.00746268656716418,5.56916907997327e-05,0.0204081632653061,0.00041649312786339,NA,NA,NA,NA,NA,NA,NA,NA
"250","Tiger","Kodiak",2010,0.00746268656716418,5.56916907997327e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"251","Yelloweye","Kodiak",2010,0.104477611940299,0.000703473989049255,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"252","Yellowtail","Kodiak",2010,0.082089552238806,0.000566547801895025,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"253","Black","Kodiak",2011,0.789473684210526,0.0011006952725138,0.68,0.00294054054054054,NA,NA,NA,NA,NA,NA,NA,NA
"254","Dark","Kodiak",2011,0.111842105263158,0.000657837408963328,0.173333333333333,0.00193633633633634,NA,NA,NA,NA,NA,NA,NA,NA
"255","Dusky","Kodiak",2011,0.0131578947368421,8.5991818165141e-05,0.0933333333333333,0.00114354354354354,NA,NA,NA,NA,NA,NA,NA,NA
"256","Tiger","Kodiak",2011,0,0,0.0133333333333333,0.000177777777777778,NA,NA,NA,NA,NA,NA,NA,NA
"257","Yelloweye","Kodiak",2011,0.0855263157894737,0.000517957384748033,0.04,0.000518918918918919,NA,NA,NA,NA,NA,NA,NA,NA
"258","Black","Kodiak",2012,0.772020725388601,0.000916691275828434,0.757396449704142,0.00109373254571252,NA,NA,NA,NA,NA,NA,NA,NA
"259","Dark","Kodiak",2012,0.00518134715025907,2.68463582914978e-05,0.0887573964497041,0.000481425720387942,NA,NA,NA,NA,NA,NA,NA,NA
"260","Dusky","Kodiak",2012,0.196891191709845,0.000823567970504801,0.112426035502959,0.000593966797881227,NA,NA,NA,NA,NA,NA,NA,NA
"261","DuskyDrk","Kodiak",2012,0,0,0.0177514792899408,0.000103787882577141,NA,NA,NA,NA,NA,NA,NA,NA
"262","Tiger","Kodiak",2012,0.00518134715025907,2.68463582914978e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"263","Yelloweye","Kodiak",2012,0.0207253886010363,0.000105707535772772,0.0236686390532544,0.000137550205825126,NA,NA,NA,NA,NA,NA,NA,NA
"264","Black","Kodiak",2013,0.516949152542373,0.000530175639550096,0.66120218579235,0.00123084535876796,NA,NA,NA,NA,NA,NA,NA,NA
"265","Dark","Kodiak",2013,0.192796610169492,0.000330416299950413,0.191256830601093,0.000849877227195152,NA,NA,NA,NA,NA,NA,NA,NA
"266","Dusky","Kodiak",2013,0.222457627118644,0.000367240406062391,0.087431693989071,0.000438392268545453,NA,NA,NA,NA,NA,NA,NA,NA
"267","DuskyDrk","Kodiak",2013,0,0,0.00546448087431694,2.98605512257756e-05,NA,NA,NA,NA,NA,NA,NA,NA
"268","Silvergray","Kodiak",2013,0,0,0.0218579234972678,0.000117473377349755,NA,NA,NA,NA,NA,NA,NA,NA
"269","Tiger","Kodiak",2013,0.00211864406779661,4.48865268600977e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"270","Yelloweye","Kodiak",2013,0.0402542372881356,8.20251245615415e-05,0.0327868852459016,0.000174241238471284,NA,NA,NA,NA,NA,NA,NA,NA
"271","Yellowtail","Kodiak",2013,0.0254237288135593,5.26058658742546e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"272","Black","Kodiak",2014,0.742937853107345,0.000541023228123497,0.777777777777778,0.00138271604938272,NA,NA,NA,NA,NA,NA,NA,NA
"273","Bocaccio","Kodiak",2014,0.00282485875706215,7.9798269973507e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"274","Dark","Kodiak",2014,0.0508474576271186,0.000136719528838462,0.0873015873015873,0.000637440161249685,NA,NA,NA,NA,NA,NA,NA,NA
"275","Dusky","Kodiak",2014,0.152542372881356,0.000366213023674451,0.0396825396825397,0.000304862685815067,NA,NA,NA,NA,NA,NA,NA,NA
"276","Quillback","Kodiak",2014,0,0,0.00793650793650794,6.29881582262535e-05,NA,NA,NA,NA,NA,NA,NA,NA
"277","Tiger","Kodiak",2014,0.00564971751412429,1.59144425102971e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"278","Yelloweye","Kodiak",2014,0.0423728813559322,0.000114950199097814,0.0793650793650794,0.000584530108339632,NA,NA,NA,NA,NA,NA,NA,NA
"279","Yellowtail","Kodiak",2014,0.00282485875706215,7.9798269973507e-06,0.00793650793650794,6.29881582262535e-05,NA,NA,NA,NA,NA,NA,NA,NA
"280","Black","Kodiak",2015,0.639784946236559,0.00124573064219266,0.735,0.000488157894736842,NA,NA,NA,NA,NA,NA,NA,NA
"281","China","Kodiak",2015,0,0,0.0025,6.25e-06,NA,NA,NA,NA,NA,NA,NA,NA
"282","Dark","Kodiak",2015,0.0860215053763441,0.000424982735076388,0.0875,0.000200109649122807,NA,NA,NA,NA,NA,NA,NA,NA
"283","Dusky","Kodiak",2015,0.17741935483871,0.000788874201985544,0.125,0.000274122807017544,NA,NA,NA,NA,NA,NA,NA,NA
"284","DuskyDrk","Kodiak",2015,0,0,0.0075,1.8656015037594e-05,NA,NA,NA,NA,NA,NA,NA,NA
"285","Quillback","Kodiak",2015,0.00537634408602151,2.89050757312984e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"286","Tiger","Kodiak",2015,0.00537634408602151,2.89050757312984e-05,0.0075,1.8656015037594e-05,NA,NA,NA,NA,NA,NA,NA,NA
"287","Yelloweye","Kodiak",2015,0.0752688172043011,0.000376234715464684,0.035,8.46491228070175e-05,NA,NA,NA,NA,NA,NA,NA,NA
"288","Yellowtail","Kodiak",2015,0.010752688172043,5.74976641573936e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"289","Black","Kodiak",2016,0.560975609756098,0.000602156418129272,0.834375,0.000433208023119122,NA,NA,NA,NA,NA,NA,NA,NA
"290","China","Kodiak",2016,0.00975609756097561,2.36208218126072e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"291","Dark","Kodiak",2016,0.214634146341463,0.000412142615075146,0.06875,0.000200700431034483,NA,NA,NA,NA,NA,NA,NA,NA
"292","Dusky","Kodiak",2016,0.153658536585366,0.000317964769486087,0.078125,0.000225772678291536,NA,NA,NA,NA,NA,NA,NA,NA
"293","Quillback","Kodiak",2016,0.00975609756097561,2.36208218126072e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"294","Tiger","Kodiak",2016,0.0121951219512195,2.94533030606709e-05,0.003125,9.765625e-06,NA,NA,NA,NA,NA,NA,NA,NA
"295","Yelloweye","Kodiak",2016,0.0365853658536585,8.61781830293704e-05,0.015625,4.82158601097179e-05,NA,NA,NA,NA,NA,NA,NA,NA
"296","Yellowtail","Kodiak",2016,0.0024390243902439,5.94883997620464e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"297","Black","Kodiak",2017,0.739030023094688,0.000446445944581835,0.737704918032787,0.000530127046419249,NA,NA,NA,NA,NA,NA,NA,NA
"298","China","Kodiak",2017,0,0,0.00546448087431694,1.4889370748195e-05,NA,NA,NA,NA,NA,NA,NA,NA
"299","Dark","Kodiak",2017,0.0808314087759815,0.000171985398452018,0.0765027322404372,0.000193561819726535,NA,NA,NA,NA,NA,NA,NA,NA
"300","Dusky","Kodiak",2017,0.150115473441109,0.000295325967765418,0.128415300546448,0.0003066433181699,NA,NA,NA,NA,NA,NA,NA,NA
"301","DuskyDrk","Kodiak",2017,0.0069284064665127,1.59268603017303e-05,0.0300546448087432,7.98667483127766e-05,NA,NA,NA,NA,NA,NA,NA,NA
"302","Quillback","Kodiak",2017,0,0,0.00273224043715847,7.46513780644391e-06,NA,NA,NA,NA,NA,NA,NA,NA
"303","Tiger","Kodiak",2017,0.0023094688221709,5.33364624057945e-06,0.00273224043715847,7.46513780644391e-06,NA,NA,NA,NA,NA,NA,NA,NA
"304","Yelloweye","Kodiak",2017,0.0207852193995381,4.71138751251184e-05,0.0163934426229508,4.41772538682708e-05,NA,NA,NA,NA,NA,NA,NA,NA
"305","Black","Kodiak",2018,0.746835443037975,0.000479878842792505,0.759615384615385,0.000587137788009665,NA,NA,NA,NA,NA,NA,NA,NA
"306","China","Kodiak",2018,0.00506329113924051,1.27859244215223e-05,0.0128205128205128,4.0695007303961e-05,NA,NA,NA,NA,NA,NA,NA,NA
"307","Dark","Kodiak",2018,0.108860759493671,0.000246218514051096,0.108974358974359,0.000312215267075519,NA,NA,NA,NA,NA,NA,NA,NA
"308","Dusky","Kodiak",2018,0.0962025316455696,0.000220679199366885,0.0833333333333333,0.000245623436941765,NA,NA,NA,NA,NA,NA,NA,NA
"309","DuskyDrk","Kodiak",2018,0.00506329113924051,1.27859244215223e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"310","Quillback","Kodiak",2018,0.00506329113924051,1.27859244215223e-05,0.00320512820512821,1.02728468113084e-05,NA,NA,NA,NA,NA,NA,NA,NA
"311","Tiger","Kodiak",2018,0.00759493670886076,1.91300853940334e-05,0.00641025641025641,2.04796302990713e-05,NA,NA,NA,NA,NA,NA,NA,NA
"312","Yelloweye","Kodiak",2018,0.0253164556962025,6.2628255754276e-05,0.0256410256410256,8.03330014311958e-05,NA,NA,NA,NA,NA,NA,NA,NA
"313","Black","Seward",1996,0.87192118226601,0.000552844723672542,0.722222222222222,0.00378523177265316,NA,NA,NA,NA,NA,NA,0.82903981264637,0.0182402332019651
"314","China","Seward",1996,0.0344827586206897,0.000164820287022757,0,0,NA,NA,NA,NA,NA,NA,0.0163934426229508,0.00615234938558034
"315","DrkDsky","Seward",1996,0,0,0.0925925925925926,0.00158526800735047,NA,NA,NA,NA,NA,NA,0.0234192037470726,0.00732715456350405
"316","Quillback","Seward",1996,0.0147783251231527,7.20788427213223e-05,0.0740740740740741,0.00129409633253099,NA,NA,NA,NA,NA,NA,0.0234192037470726,0.00732715456350405
"317","Silvergray","Seward",1996,0,0,0.037037037037037,0.000672930092916117,NA,NA,NA,NA,NA,NA,0.00468384074941452,0.00330808597669743
"318","Tiger","Seward",1996,0.00492610837438424,2.42665437161785e-05,0,0,NA,NA,NA,NA,NA,NA,0.00468384074941452,0.00330808597669743
"319","Yelloweye","Seward",1996,0.0738916256157636,0.000338770560790215,0.0740740740740741,0.00129409633253099,NA,NA,NA,NA,NA,NA,0.0983606557377049,0.014428538259033
"320","Black","Seward",1997,0.56701030927835,0.00127207056191927,0.816326530612245,0.00102696935637548,NA,NA,NA,NA,NA,NA,0.696682464454976,0.0224039787024652
"321","Canary","Seward",1997,0.00515463917525773,2.65703050271017e-05,0,0,NA,NA,NA,NA,NA,NA,0.004739336492891,0.00334723453851311
"322","China","Seward",1997,0.0309278350515464,0.0001552917309356,0,0,NA,NA,NA,NA,NA,NA,0.018957345971564,0.00664647943265021
"323","DrkDsky","Seward",1997,0.0927835051546392,0.000436138478372322,0.0136054421768707,9.19200967126204e-05,NA,NA,NA,NA,NA,NA,0.0592417061611374,0.011505665898703
"324","Quillback","Seward",1997,0.0103092783505155,5.2865270105736e-05,0.00680272108843537,4.62770142070434e-05,NA,NA,NA,NA,NA,NA,0.00710900473933649,0.00409462505888012
"325","Silvergray","Seward",1997,0.0206185567010309,0.000104629180417603,0.00680272108843537,4.62770142070434e-05,NA,NA,NA,NA,NA,NA,0.0118483412322275,0.00527350704796813
"326","Tiger","Seward",1997,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0023696682464455,0.0023696682464455
"327","Yelloweye","Seward",1997,0.27319587628866,0.00102880771744835,0.156462585034014,0.000903986606291012,NA,NA,NA,NA,NA,NA,0.199052132701422,0.0194600743083512
"328","Black","Seward",1998,0.735772357723577,0.000793515899320268,0.728813559322034,0.00112297929017263,NA,NA,NA,NA,NA,NA,0.738197424892704,0.0166397006347088
"329","Canary","Seward",1998,0.024390243902439,9.71239179788513e-05,0,0,NA,NA,NA,NA,NA,NA,0.00858369098712446,0.00349170347753317
"330","China","Seward",1998,0.00813008130081301,3.29142166483885e-05,0,0,NA,NA,NA,NA,NA,NA,0.0100143061516452,0.00376874870434269
"331","Copper","Seward",1998,0,0,0.0169491525423729,9.46697657412969e-05,NA,NA,NA,NA,NA,NA,0.00429184549356223,0.00247434560704958
"332","DrkDsky","Seward",1998,0.040650406504065,0.000159175310020895,0.0847457627118644,0.000440704081899141,NA,NA,NA,NA,NA,NA,0.055793991416309,0.00868759134998835
"333","Quillback","Seward",1998,0.00813008130081301,3.29142166483885e-05,0.0338983050847458,0.000186075056801859,NA,NA,NA,NA,NA,NA,0.0214592274678112,0.00548490100214117
"334","Silvergray","Seward",1998,0.00813008130081301,3.29142166483885e-05,0.0169491525423729,9.46697657412969e-05,NA,NA,NA,NA,NA,NA,0.0171673819742489,0.00491659125666341
"335","Tiger","Seward",1998,0,0,0,0,NA,NA,NA,NA,NA,NA,0.00286123032904149,0.00202174556839675
"336","Yelloweye","Seward",1998,0.17479674796748,0.000588746305581523,0.11864406779661,0.000594134391893656,NA,NA,NA,NA,NA,NA,0.141630901287554,0.0131973986479031
"337","Black","Seward",1999,0.559210526315789,0.000813511925984842,0.61875,0.00148363797169811,NA,NA,NA,NA,NA,NA,0.593959731543624,0.0201328181785905
"338","Canary","Seward",1999,0.00657894736842105,2.15698508909063e-05,0,0,NA,NA,NA,NA,NA,NA,0.00503355704697987,0.00290123716017048
"339","China","Seward",1999,0.0296052631578947,9.48144935684704e-05,0.05,0.00029874213836478,NA,NA,NA,NA,NA,NA,0.0385906040268456,0.00789653357707867
"340","Copper","Seward",1999,0.0131578947368421,4.2854008392529e-05,0.01875,0.000115713443396226,NA,NA,NA,NA,NA,NA,0.0268456375838926,0.00662627179187841
"341","DrkDsky","Seward",1999,0.0230263157894737,7.42445695400565e-05,0.06875,0.000402663128930818,NA,NA,NA,NA,NA,NA,0.0436241610738255,0.00837373782230431
"342","Quillback","Seward",1999,0.0263157894736842,8.45652432279239e-05,0.04375,0.000263119103773585,NA,NA,NA,NA,NA,NA,0.0268456375838926,0.00662627179187841
"343","Redstripe","Seward",1999,0,0,0,0,NA,NA,NA,NA,NA,NA,0.00167785234899329,0.00167785234899329
"344","Silvergray","Seward",1999,0.00986842105263158,3.22476413153781e-05,0.04375,0.000263119103773585,NA,NA,NA,NA,NA,NA,0.0268456375838926,0.00662627179187841
"345","Tiger","Seward",1999,0.00986842105263158,3.22476413153781e-05,0.0125,7.76336477987421e-05,NA,NA,NA,NA,NA,NA,0.0100671140939597,0.00409257727508835
"346","Yelloweye","Seward",1999,0.322368421052632,0.00072094726785698,0.14375,0.000774125393081761,NA,NA,NA,NA,NA,NA,0.226510067114094,0.0171598151157531
"347","Black","Seward",2000,0.385869565217391,0.00129494122325865,0.735135135135135,0.00105821450122273,NA,NA,NA,NA,NA,NA,0.588014981273408,0.0213192195908159
"348","Canary","Seward",2000,0,0,0,0,NA,NA,NA,NA,NA,NA,0.00374531835205993,0.00264585446658581
"349","China","Seward",2000,0.0271739130434783,0.000144456237668764,0.00540540540540541,2.9218407596786e-05,NA,NA,NA,NA,NA,NA,0.0149812734082397,0.00526178385479062
"350","Copper","Seward",2000,0.0597826086956522,0.000307151084115818,0.0756756756756757,0.000380156890145139,NA,NA,NA,NA,NA,NA,0.0617977528089888,0.0104296797017252
"351","DrkDsky","Seward",2000,0.0543478260869565,0.000280842294462177,0.0594594594594595,0.000303934957283958,NA,NA,NA,NA,NA,NA,0.0692883895131086,0.0109995316795914
"352","Quillback","Seward",2000,0.0652173913043478,0.000333137066534445,0.0108108108108108,5.81192238066504e-05,NA,NA,NA,NA,NA,NA,0.0449438202247191,0.00897399549880773
"353","Redstripe","Seward",2000,0.00543478260869565,2.95368620037807e-05,0,0,NA,NA,NA,NA,NA,NA,0.00187265917602996,0.00187265917602996
"354","Silvergray","Seward",2000,0.00543478260869565,2.95368620037807e-05,0,0,NA,NA,NA,NA,NA,NA,0.00374531835205993,0.00264585446658581
"355","Tiger","Seward",2000,0.00543478260869565,2.95368620037807e-05,0.00540540540540541,2.9218407596786e-05,NA,NA,NA,NA,NA,NA,0.00749063670411985,0.00373476318306243
"356","Yelloweye","Seward",2000,0.385869565217391,0.00129494122325865,0.108108108108108,0.000524025788420618,NA,NA,NA,NA,NA,NA,0.202247191011236,0.0173985003310571
"357","Yellowtail","Seward",2000,0.00543478260869565,2.95368620037807e-05,0,0,NA,NA,NA,NA,NA,NA,0.00187265917602996,0.00187265917602996
"358","Black","Seward",2001,0.697058823529412,0.000622913923507977,0.70873786407767,0.00100696831268435,NA,NA,NA,NA,NA,NA,NA,NA
"359","Canary","Seward",2001,0.00588235294117647,1.72500025517755e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"360","China","Seward",2001,0.0147058823529412,4.27422400506272e-05,0.00485436893203883,2.35648977283439e-05,NA,NA,NA,NA,NA,NA,NA,NA
"361","Copper","Seward",2001,0.0176470588235294,5.1137581529228e-05,0.00485436893203883,2.35648977283439e-05,NA,NA,NA,NA,NA,NA,NA,NA
"362","DrkDsky","Seward",2001,0.0588235294117647,0.000163313633626277,0.0436893203883495,0.000203807627670018,NA,NA,NA,NA,NA,NA,NA,NA
"363","Quillback","Seward",2001,0.0441176470588235,0.000124399056863766,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"364","Silvergray","Seward",2001,0,0,0.00485436893203883,2.35648977283439e-05,NA,NA,NA,NA,NA,NA,NA,NA
"365","Tiger","Seward",2001,0.00882352941176471,2.5798450561901e-05,0.00485436893203883,2.35648977283439e-05,NA,NA,NA,NA,NA,NA,NA,NA
"366","Yelloweye","Seward",2001,0.15,0.000376106194690266,0.228155339805825,0.000859026735238603,NA,NA,NA,NA,NA,NA,NA,NA
"367","Yellowtail","Seward",2001,0.00294117647058824,8.65051903114187e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"368","Black","Seward",2002,0.686468646864686,0.000712680277273023,0.786231884057971,0.00061116839472227,NA,NA,NA,NA,NA,NA,NA,NA
"369","Bocaccio","Seward",2002,0,0,0.0072463768115942,2.61595157625403e-05,NA,NA,NA,NA,NA,NA,NA,NA
"370","China","Seward",2002,0.0132013201320132,4.31359115191566e-05,0.0036231884057971,1.31274942239025e-05,NA,NA,NA,NA,NA,NA,NA,NA
"371","Copper","Seward",2002,0,0,0.0036231884057971,1.31274942239025e-05,NA,NA,NA,NA,NA,NA,NA,NA
"372","DrkDsky","Seward",2002,0.0858085808580858,0.000259753206321878,0.0942028985507246,0.000310286227110424,NA,NA,NA,NA,NA,NA,NA,NA
"373","Quillback","Seward",2002,0.0198019801980198,6.42710654909173e-05,0.0253623188405797,8.98875331767581e-05,NA,NA,NA,NA,NA,NA,NA,NA
"374","Silvergray","Seward",2002,0.0099009900990099,3.24601340863219e-05,0.0036231884057971,1.31274942239025e-05,NA,NA,NA,NA,NA,NA,NA,NA
"375","Tiger","Seward",2002,0.0033003300330033,1.08921783267436e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"376","Yelloweye","Seward",2002,0.181518151815182,0.000491951365486034,0.0760869565217391,0.000255628114796357,NA,NA,NA,NA,NA,NA,NA,NA
