"","species","PORT","YEAR","piC","vpiC","piP","vpiP","HiC","SEHiC","HiP","SEHiP","Hi","SEHi","pi","SEpi"
"377","Black","Seward",2003,0.828525641025641,0.00022804318328843,0.851963746223565,0.000382186428315982,NA,NA,NA,NA,NA,NA,NA,NA
"378","Canary","Seward",2003,0.00480769230769231,7.67990112739464e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"379","China","Seward",2003,0.0016025641025641,2.56821170282709e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"380","DrkDsky","Seward",2003,0.0304487179487179,4.73861854317775e-05,0.0483383685800604,0.000139399305160844,NA,NA,NA,NA,NA,NA,NA,NA
"381","Harlequin","Seward",2003,0.0016025641025641,2.56821170282709e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"382","Quillback","Seward",2003,0.0272435897435897,4.25383251388005e-05,0.00906344410876133,2.72160548171172e-05,NA,NA,NA,NA,NA,NA,NA,NA
"383","Silvergray","Seward",2003,0.00961538461538462,1.52856003115294e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"384","Yelloweye","Seward",2003,0.0961538461538462,0.000139499653328521,0.0906344410876133,0.000249757088413179,NA,NA,NA,NA,NA,NA,NA,NA
"385","Black","Seward",2004,0.722943722943723,0.000173566807972264,0.703781512605042,0.000438890726569265,NA,NA,NA,NA,NA,NA,NA,NA
"386","Canary","Seward",2004,0,0,0.00420168067226891,8.80847695115198e-06,NA,NA,NA,NA,NA,NA,NA,NA
"387","China","Seward",2004,0.00692640692640693,5.9605128366523e-06,0.0189075630252101,3.90527728119111e-05,NA,NA,NA,NA,NA,NA,NA,NA
"388","Copper","Seward",2004,0.00779220779220779,6.69973075383956e-06,0.00210084033613445,4.41353011792952e-06,NA,NA,NA,NA,NA,NA,NA,NA
"389","Dark","Seward",2004,0.0415584415584416,3.45158903758017e-05,0.0357142857142857,7.25026852846402e-05,NA,NA,NA,NA,NA,NA,NA,NA
"390","DrkDsky","Seward",2004,0.000865800865800866,7.49611139221529e-07,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"391","Dusky","Seward",2004,0.0121212121212121,1.03763330484616e-05,0.0147058823529412,3.05044618466582e-05,NA,NA,NA,NA,NA,NA,NA,NA
"392","Quillback","Seward",2004,0.0181818181818182,1.54690118452526e-05,0.0168067226890756,3.47879089716382e-05,NA,NA,NA,NA,NA,NA,NA,NA
"393","Redstripe","Seward",2004,0.000865800865800866,7.49611139221529e-07,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"394","Silvergray","Seward",2004,0.00952380952380952,8.17426912995123e-06,0.0105042016806723,2.18818177425769e-05,NA,NA,NA,NA,NA,NA,NA,NA
"395","Tiger","Seward",2004,0.00346320346320346,2.99064964036041e-06,0.0147058823529412,3.05044618466582e-05,NA,NA,NA,NA,NA,NA,NA,NA
"396","Widow","Seward",2004,0.0025974025974026,2.24493595940174e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"397","Yelloweye","Seward",2004,0.167965367965368,0.000121103122296037,0.176470588235294,0.000305955199417228,NA,NA,NA,NA,NA,NA,NA,NA
"398","Yellowtail","Seward",2004,0.00519480519480519,4.47817954401492e-06,0.00210084033613445,4.41353011792952e-06,NA,NA,NA,NA,NA,NA,NA,NA
"399","Black","Seward",2005,0.711764705882353,0.000302143901829986,0.623015873015873,0.000935725478032441,NA,NA,NA,NA,NA,NA,NA,NA
"400","Canary","Seward",2005,0.00588235294117647,8.61229877032681e-06,0.0158730158730159,6.22353117135891e-05,NA,NA,NA,NA,NA,NA,NA,NA
"401","China","Seward",2005,0.00882352941176471,1.28802278946752e-05,0.00396825396825397,1.57470395565634e-05,NA,NA,NA,NA,NA,NA,NA,NA
"402","Copper","Seward",2005,0.00147058823529412,2.16262975778547e-06,0.0238095238095238,9.26001210577192e-05,NA,NA,NA,NA,NA,NA,NA,NA
"403","Dark","Seward",2005,0.0117647058823529,1.71226768451468e-05,0.0277777777777778,0.000107594314101618,NA,NA,NA,NA,NA,NA,NA,NA
"404","DrkDsky","Seward",2005,0.00588235294117647,8.61229877032681e-06,0.0119047619047619,4.68646954133579e-05,NA,NA,NA,NA,NA,NA,NA,NA
"405","Dusky","Seward",2005,0.0294117647058824,4.20422868965658e-05,0.0515873015873016,0.000194924509570687,NA,NA,NA,NA,NA,NA,NA,NA
"406","Quillback","Seward",2005,0.0485294117647059,6.80033990551952e-05,0.0515873015873016,0.000194924509570687,NA,NA,NA,NA,NA,NA,NA,NA
"407","Silvergray","Seward",2005,0.0294117647058824,4.20422868965658e-05,0.0357142857142857,0.000137206276933084,NA,NA,NA,NA,NA,NA,NA,NA
"408","Tiger","Seward",2005,0,0,0.00396825396825397,1.57470395565634e-05,NA,NA,NA,NA,NA,NA,NA,NA
"409","Yelloweye","Seward",2005,0.144117647058824,0.000181660899653979,0.146825396825397,0.000499074500687098,NA,NA,NA,NA,NA,NA,NA,NA
"410","Yellowtail","Seward",2005,0.00294117647058824,4.31888947210176e-06,0.00396825396825397,1.57470395565634e-05,NA,NA,NA,NA,NA,NA,NA,NA
"411","Black","Seward",2006,0.723157894736842,0.000210959487899495,0.671641791044776,0.000660296693314196,NA,NA,NA,NA,NA,NA,NA,NA
"412","Blackgill","Seward",2006,0,0,0.00597014925373134,1.77679837473638e-05,NA,NA,NA,NA,NA,NA,NA,NA
"413","Canary","Seward",2006,0.00526315789473684,5.5168146087586e-06,0.0119402985074627,3.53225382605251e-05,NA,NA,NA,NA,NA,NA,NA,NA
"414","China","Seward",2006,0.0115789473684211,1.2059931871718e-05,0.017910447761194,5.26636635394837e-05,NA,NA,NA,NA,NA,NA,NA,NA
"415","Copper","Seward",2006,0.0242105263157895,2.48939691583793e-05,0.00597014925373134,1.77679837473638e-05,NA,NA,NA,NA,NA,NA,NA,NA
"416","Dark","Seward",2006,0.0315789473684211,3.22252027940185e-05,0.0298507462686567,8.67056263947934e-05,NA,NA,NA,NA,NA,NA,NA,NA
"417","Dusky","Seward",2006,0.00631578947368421,6.61317205164206e-06,0.0119402985074627,3.53225382605251e-05,NA,NA,NA,NA,NA,NA,NA,NA
"418","Quillback","Seward",2006,0.0326315789473684,3.32631812463331e-05,0.0298507462686567,8.67056263947934e-05,NA,NA,NA,NA,NA,NA,NA,NA
"419","Redstripe","Seward",2006,0,0,0.00298507462686567,8.91067052795723e-06,NA,NA,NA,NA,NA,NA,NA,NA
"420","Silvergray","Seward",2006,0.0105263157894737,1.09752502269483e-05,0.0417910447761194,0.000119893872313293,NA,NA,NA,NA,NA,NA,NA,NA
"421","Tiger","Seward",2006,0.00315789473684211,3.31709424412342e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"422","Yelloweye","Seward",2006,0.147368421052632,0.000132403550610206,0.164179104477612,0.000410851275839944,NA,NA,NA,NA,NA,NA,NA,NA
"423","Yellowtail","Seward",2006,0.00421052631578947,4.41812200625239e-06,0.00597014925373134,1.77679837473638e-05,NA,NA,NA,NA,NA,NA,NA,NA
"424","Black","Seward",2007,0.792626728110599,0.000189584311413247,0.703557312252964,0.000827636589795036,NA,NA,NA,NA,NA,NA,NA,NA
"425","Canary","Seward",2007,0.00345622119815668,3.97263637045686e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"426","China","Seward",2007,0.00691244239631336,7.91771688169667e-06,0.0158102766798419,6.17472691712252e-05,NA,NA,NA,NA,NA,NA,NA,NA
"427","Copper","Seward",2007,0.00345622119815668,3.97263637045686e-06,0.00395256916996047,1.5622803043322e-05,NA,NA,NA,NA,NA,NA,NA,NA
"428","Dark","Seward",2007,0.00806451612903226,9.22662019450616e-06,0.0711462450592885,0.000262239908227191,NA,NA,NA,NA,NA,NA,NA,NA
"429","DrkDsky","Seward",2007,0.00115207373271889,1.32727388562085e-06,0.0316205533596838,0.000121510690336949,NA,NA,NA,NA,NA,NA,NA,NA
"430","Dusky","Seward",2007,0.0115207373271889,1.31349595601232e-05,0.00790513833992095,3.11216155863002e-05,NA,NA,NA,NA,NA,NA,NA,NA
"431","Quillback","Seward",2007,0.0391705069124424,4.34096635532465e-05,0.0434782608695652,0.000165031355957632,NA,NA,NA,NA,NA,NA,NA,NA
"432","Redstripe","Seward",2007,0.00115207373271889,1.32727388562085e-06,0.00395256916996047,1.5622803043322e-05,NA,NA,NA,NA,NA,NA,NA,NA
"433","Silvergray","Seward",2007,0.00806451612903226,9.22662019450616e-06,0.0158102766798419,6.17472691712252e-05,NA,NA,NA,NA,NA,NA,NA,NA
"434","Tiger","Seward",2007,0.00115207373271889,1.32727388562085e-06,0.00790513833992095,3.11216155863002e-05,NA,NA,NA,NA,NA,NA,NA,NA
"435","Yelloweye","Seward",2007,0.119815668202765,0.000121637686108293,0.0948616600790514,0.000340725894944833,NA,NA,NA,NA,NA,NA,NA,NA
"436","Yellowtail","Seward",2007,0.00345622119815668,3.97263637045686e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"437","Black","Seward",2008,0.744827586206897,0.000218710532833262,0.696356275303644,0.000859529321743413,NA,NA,NA,NA,NA,NA,NA,NA
"438","Bocaccio","Seward",2008,0.00114942528735632,1.32117849121416e-06,0.00404858299595142,1.6391024275107e-05,NA,NA,NA,NA,NA,NA,NA,NA
"439","Canary","Seward",2008,0.00344827586206897,3.95441341271351e-06,0.0161943319838057,6.47645349406665e-05,NA,NA,NA,NA,NA,NA,NA,NA
"440","China","Seward",2008,0.0172413793103448,1.94984052356981e-05,0.0161943319838057,6.47645349406665e-05,NA,NA,NA,NA,NA,NA,NA,NA
"441","Copper","Seward",2008,0.00459770114942529,5.26646984299869e-06,0.0121457489878543,4.87732917454402e-05,NA,NA,NA,NA,NA,NA,NA,NA
"442","Dark","Seward",2008,0.00689655172413793,7.88146064264007e-06,0.0242914979757085,9.63472402512384e-05,NA,NA,NA,NA,NA,NA,NA,NA
"443","DrkDsky","Seward",2008,0.00919540229885057,1.04842886943761e-05,0.0121457489878543,4.87732917454402e-05,NA,NA,NA,NA,NA,NA,NA,NA
"444","Dusky","Seward",2008,0.0390804597701149,4.3214243307562e-05,0.0283400809716599,0.000111938702366584,NA,NA,NA,NA,NA,NA,NA,NA
"445","Quillback","Seward",2008,0.0310344827586207,3.46045381340916e-05,0.0283400809716599,0.000111938702366584,NA,NA,NA,NA,NA,NA,NA,NA
"446","Rosethorn","Seward",2008,0.00114942528735632,1.32117849121416e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"447","Silvergray","Seward",2008,0.00804597701149425,9.18439501199627e-06,0.0121457489878543,4.87732917454402e-05,NA,NA,NA,NA,NA,NA,NA,NA
"448","Tiger","Seward",2008,0.00114942528735632,1.32117849121416e-06,0.00809716599190283,3.26487881902537e-05,NA,NA,NA,NA,NA,NA,NA,NA
"449","Yelloweye","Seward",2008,0.128735632183908,0.000129071080771136,0.1417004048583,0.000494395935452413,NA,NA,NA,NA,NA,NA,NA,NA
"450","Yellowtail","Seward",2008,0.00344827586206897,3.95441341271351e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"451","Black","Seward",2009,0.65406427221172,0.000142663430030185,0.726495726495726,0.000340239188149269,NA,NA,NA,NA,NA,NA,NA,NA
"452","Canary","Seward",2009,0.000630119722747322,3.97050864995162e-07,0.00341880341880342,5.83410137326541e-06,NA,NA,NA,NA,NA,NA,NA,NA
"453","China","Seward",2009,0.0207939508506616,1.28383117646166e-05,0.011965811965812,2.02442316948815e-05,NA,NA,NA,NA,NA,NA,NA,NA
"454","Copper","Seward",2009,0.00819155639571519,5.12260706149496e-06,0.00683760683760684,1.16281746067485e-05,NA,NA,NA,NA,NA,NA,NA,NA
"455","Dark","Seward",2009,0.0825456836798992,4.77502482885985e-05,0.0683760683760684,0.000109076680906677,NA,NA,NA,NA,NA,NA,NA,NA
"456","DrkDsky","Seward",2009,0.00189035916824197,1.18965051100694e-06,0.00170940170940171,2.92205420410549e-06,NA,NA,NA,NA,NA,NA,NA,NA
"457","Dusky","Seward",2009,0.0453686200378072,2.73078867299321e-05,0.0188034188034188,3.15922093231542e-05,NA,NA,NA,NA,NA,NA,NA,NA
"458","Quillback","Seward",2009,0.0296156269691241,1.81201397278372e-05,0.0581196581196581,9.37358963351236e-05,NA,NA,NA,NA,NA,NA,NA,NA
"459","Redstripe","Seward",2009,0.000630119722747322,3.97050864995162e-07,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"460","Silvergray","Seward",2009,0.0113421550094518,7.07030928700717e-06,0.0188034188034188,3.15922093231542e-05,NA,NA,NA,NA,NA,NA,NA,NA
"461","Tiger","Seward",2009,0.00441083805923125,2.76884146711632e-06,0.00683760683760684,1.16281746067485e-05,NA,NA,NA,NA,NA,NA,NA,NA
"462","Yelloweye","Seward",2009,0.111531190926276,6.24791830875426e-05,0.0786324786324786,0.000124057212220191,NA,NA,NA,NA,NA,NA,NA,NA
"463","Yellowtail","Seward",2009,0.0289855072463768,1.77461208171797e-05,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"464","Black","Seward",2010,0.636937647987372,0.000182660411187746,0.679012345679012,0.000385078763417841,NA,NA,NA,NA,NA,NA,NA,NA
"465","Canary","Seward",2010,0.0015785319652723,1.2448974740181e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"466","China","Seward",2010,0.0102604577742699,8.02146981084704e-06,0.017636684303351,3.06106566610157e-05,NA,NA,NA,NA,NA,NA,NA,NA
"467","Copper","Seward",2010,0.00394632991318074,3.10486286998189e-06,0.0194003527336861,3.3611270401934e-05,NA,NA,NA,NA,NA,NA,NA,NA
"468","Dark","Seward",2010,0.0481452249408051,3.61984693966859e-05,0.0458553791887125,7.73015254207984e-05,NA,NA,NA,NA,NA,NA,NA,NA
"469","Dusky","Seward",2010,0.0197316495659037,1.52782871811312e-05,0.0194003527336861,3.3611270401934e-05,NA,NA,NA,NA,NA,NA,NA,NA
"470","Quillback","Seward",2010,0.0481452249408051,3.61984693966859e-05,0.0458553791887125,7.73015254207984e-05,NA,NA,NA,NA,NA,NA,NA,NA
"471","Redstripe","Seward",2010,0.000789265982636148,6.22940791346605e-07,0.0017636684303351,3.11052633216067e-06,NA,NA,NA,NA,NA,NA,NA,NA
"472","Silvergray","Seward",2010,0.00552486187845304,4.33991925724886e-06,0.0211640211640212,3.6600892883728e-05,NA,NA,NA,NA,NA,NA,NA,NA
"473","Tiger","Seward",2010,0.00473559589581689,3.72288311795293e-06,0.00881834215167548,1.54427190695609e-05,NA,NA,NA,NA,NA,NA,NA,NA
"474","Yelloweye","Seward",2010,0.210734017363852,0.000131378508127601,0.139329805996473,0.000211867510878901,NA,NA,NA,NA,NA,NA,NA,NA
"475","Yellowtail","Seward",2010,0.00947119179163378,7.41033832360179e-06,0.0017636684303351,3.11052633216067e-06,NA,NA,NA,NA,NA,NA,NA,NA
"476","Black","Seward",2011,0.67687074829932,0.000186141905017905,0.685148514851485,0.000428015927476765,NA,NA,NA,NA,NA,NA,NA,NA
"477","Canary","Seward",2011,0.00170068027210884,1.44492592231566e-06,0.00396039603960396,7.82680814050288e-06,NA,NA,NA,NA,NA,NA,NA,NA
"478","China","Seward",2011,0.00850340136054422,7.17539874540061e-06,0.00198019801980198,3.92118419762768e-06,NA,NA,NA,NA,NA,NA,NA,NA
"479","Copper","Seward",2011,0.0119047619047619,1.00110966372365e-05,0.00594059405940594,1.17168718286256e-05,NA,NA,NA,NA,NA,NA,NA,NA
"480","Dark","Seward",2011,0.102040816326531,7.79816920254858e-05,0.0415841584158416,7.90772146521583e-05,NA,NA,NA,NA,NA,NA,NA,NA
"481","Dusky","Seward",2011,0.0246598639455782,2.04695787708628e-05,0.0217821782178218,4.22772121625175e-05,NA,NA,NA,NA,NA,NA,NA,NA
"482","DuskyDrk","Seward",2011,0.00255102040816327,2.16554272599183e-06,0.00198019801980198,3.92118419762768e-06,NA,NA,NA,NA,NA,NA,NA,NA
"483","Quillback","Seward",2011,0.0297619047619048,2.45754330100835e-05,0.0594059405940594,0.000110866815111497,NA,NA,NA,NA,NA,NA,NA,NA
"484","Silvergray","Seward",2011,0.0119047619047619,1.00110966372365e-05,0.0415841584158416,7.90772146521583e-05,NA,NA,NA,NA,NA,NA,NA,NA
"485","Tiger","Seward",2011,0.000850340136054422,7.23078346985053e-07,0.00792079207920792,1.55913752619958e-05,NA,NA,NA,NA,NA,NA,NA,NA
"486","Yelloweye","Seward",2011,0.113945578231293,8.59250922832586e-05,0.124752475247525,0.000216645426918929,NA,NA,NA,NA,NA,NA,NA,NA
"487","Yellowtail","Seward",2011,0.0153061224489796,1.28271021826012e-05,0.00396039603960396,7.82680814050288e-06,NA,NA,NA,NA,NA,NA,NA,NA
"488","Black","Seward",2012,0.583627381792519,0.000171614732354893,0.745814307458143,0.000288986777818405,NA,NA,NA,NA,NA,NA,NA,NA
"489","Canary","Seward",2012,0.00494001411432604,3.47147625344371e-06,0.0015220700152207,2.31669713123394e-06,NA,NA,NA,NA,NA,NA,NA,NA
"490","China","Seward",2012,0.018348623853211,1.27203049829833e-05,0.0045662100456621,6.92890209067225e-06,NA,NA,NA,NA,NA,NA,NA,NA
"491","Copper","Seward",2012,0.00705716302046577,4.94870019107934e-06,0.0121765601217656,1.83358102215955e-05,NA,NA,NA,NA,NA,NA,NA,NA
"492","Dark","Seward",2012,0.0395201129146083,2.68066903882944e-05,0.0258751902587519,3.84232694936361e-05,NA,NA,NA,NA,NA,NA,NA,NA
"493","Dusky","Seward",2012,0.0515172900494001,3.45079511831682e-05,0.0091324200913242,1.37942362722558e-05,NA,NA,NA,NA,NA,NA,NA,NA
"494","DuskyDrk","Seward",2012,0.00141143260409315,9.95367557978289e-07,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"495","Quillback","Seward",2012,0.0832745236414961,5.39123427639675e-05,0.0410958904109589,6.00716740888557e-05,NA,NA,NA,NA,NA,NA,NA,NA
"496","Redstripe","Seward",2012,0.00352858151023289,2.48314309516845e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"497","Silvergray","Seward",2012,0.0261115031757234,1.79588224418274e-05,0.0289193302891933,4.28094552207589e-05,NA,NA,NA,NA,NA,NA,NA,NA
"498","Tiger","Seward",2012,0.00352858151023289,2.48314309516845e-06,0.0030441400304414,4.62633116145802e-06,NA,NA,NA,NA,NA,NA,NA,NA
"499","Yelloweye","Seward",2012,0.165137614678899,9.73638297295639e-05,0.123287671232877,0.000164768020358004,NA,NA,NA,NA,NA,NA,NA,NA
"500","Yellowtail","Seward",2012,0.0119971771347918,8.37093564660187e-06,0.0045662100456621,6.92890209067225e-06,NA,NA,NA,NA,NA,NA,NA,NA
"501","Black","Seward",2013,0.616086235489221,0.000196285465502026,0.782477341389728,0.00025749856520634,NA,NA,NA,NA,NA,NA,NA,NA
"502","Canary","Seward",2013,0.00414593698175788,3.42634704423334e-06,0.00151057401812689,2.28183386424001e-06,NA,NA,NA,NA,NA,NA,NA,NA
"503","China","Seward",2013,0.0149253731343284,1.22013330880742e-05,0.00604229607250755,9.08591033385736e-06,NA,NA,NA,NA,NA,NA,NA,NA
"504","Copper","Seward",2013,0.0033167495854063,2.74335996480831e-06,0.0105740181268882,1.58278491188207e-05,NA,NA,NA,NA,NA,NA,NA,NA
"505","Dark","Seward",2013,0.0961857379767828,7.21444330179622e-05,0.040785498489426,5.91861446329728e-05,NA,NA,NA,NA,NA,NA,NA,NA
"506","Dusky","Seward",2013,0.0538971807628524,4.23172403889368e-05,0.0226586102719033,3.35025683093031e-05,NA,NA,NA,NA,NA,NA,NA,NA
"507","DuskyDrk","Seward",2013,0,0,0.00302114803625378,4.55676354129624e-06,NA,NA,NA,NA,NA,NA,NA,NA
"508","Northern","Seward",2013,0,0,0.00151057401812689,2.28183386424001e-06,NA,NA,NA,NA,NA,NA,NA,NA
"509","Quillback","Seward",2013,0.0597014925373134,4.65869081544652e-05,0.0332326283987915,4.86054777738266e-05,NA,NA,NA,NA,NA,NA,NA,NA
"510","Redstripe","Seward",2013,0.00414593698175788,3.42634704423334e-06,0.00302114803625378,4.55676354129624e-06,NA,NA,NA,NA,NA,NA,NA,NA
"511","Silvergray","Seward",2013,0.0157545605306799,1.28683438615478e-05,0.0105740181268882,1.58278491188207e-05,NA,NA,NA,NA,NA,NA,NA,NA
"512","Tiger","Seward",2013,0.000829187396351575,6.87551738268305e-07,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"513","Yelloweye","Seward",2013,0.114427860696517,8.40947098696563e-05,0.081570996978852,0.000113339136808968,NA,NA,NA,NA,NA,NA,NA,NA
"514","Yellowtail","Seward",2013,0.0165837479270315,1.35342134703105e-05,0.00302114803625378,4.55676354129624e-06,NA,NA,NA,NA,NA,NA,NA,NA
"515","Black","Seward",2014,0.615023474178404,0.000158905772072436,0.694402420574887,0.000321526816476704,NA,NA,NA,NA,NA,NA,NA,NA
"516","Canary","Seward",2014,0.00268276324614353,1.79568189765683e-06,0.00151285930408472,2.2887432739557e-06,NA,NA,NA,NA,NA,NA,NA,NA
"517","China","Seward",2014,0.00670690811535882,4.47109093885299e-06,0.00151285930408472,2.2887432739557e-06,NA,NA,NA,NA,NA,NA,NA,NA
"518","Copper","Seward",2014,0.00469483568075117,3.13610348904827e-06,0.0136157337367625,2.03490083811698e-05,NA,NA,NA,NA,NA,NA,NA,NA
"519","Dark","Seward",2014,0.0824949698189135,5.07983555526779e-05,0.0257186081694402,3.79653960049501e-05,NA,NA,NA,NA,NA,NA,NA,NA
"520","Dusky","Seward",2014,0.0724346076458753,4.50925068866197e-05,0.0393343419062027,5.72532597772859e-05,NA,NA,NA,NA,NA,NA,NA,NA
"521","DuskyDrk","Seward",2014,0.00134138162307176,8.99048535847684e-07,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"522","Quillback","Seward",2014,0.06841046277666,4.27721284290894e-05,0.048411497730711,6.97997342699703e-05,NA,NA,NA,NA,NA,NA,NA,NA
"523","Redstripe","Seward",2014,0.0147551978537894,9.75669932220465e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"524","Silvergray","Seward",2014,0.0174379610999329,1.14992473910135e-05,0.0151285930408472,2.25753313840176e-05,NA,NA,NA,NA,NA,NA,NA,NA
"525","Tiger","Seward",2014,0.00268276324614353,1.79568189765683e-06,0.00453857791225416,6.84542306483115e-06,NA,NA,NA,NA,NA,NA,NA,NA
"526","Yelloweye","Seward",2014,0.07981220657277,4.92900793656077e-05,0.151285930408472,0.000194543178286235,NA,NA,NA,NA,NA,NA,NA,NA
"527","Yellowtail","Seward",2014,0.0315224681421865,2.04891289559807e-05,0.00453857791225416,6.84542306483115e-06,NA,NA,NA,NA,NA,NA,NA,NA
"528","Black","Seward",2015,0.596264367816092,0.000346378664012904,0.713438735177866,0.000404839418466679,NA,NA,NA,NA,NA,NA,NA,NA
"529","China","Seward",2015,0.00862068965517241,1.22969400935851e-05,0.00790513833992095,1.55299943123716e-05,NA,NA,NA,NA,NA,NA,NA,NA
"530","Copper","Seward",2015,0.00431034482758621,6.17520252525685e-06,0.00988142292490119,1.93738225859018e-05,NA,NA,NA,NA,NA,NA,NA,NA
"531","Dark","Seward",2015,0.0905172413793103,0.000118451612075381,0.0671936758893281,0.000124116209524372,NA,NA,NA,NA,NA,NA,NA,NA
"532","Dusky","Seward",2015,0.100574712643678,0.000130157467367367,0.0237154150197628,4.58475130895114e-05,NA,NA,NA,NA,NA,NA,NA,NA
"533","DuskyDrk","Seward",2015,0.0014367816091954,2.06434139252213e-06,0.00395256916996047,7.79593339983594e-06,NA,NA,NA,NA,NA,NA,NA,NA
"534","Quillback","Seward",2015,0.0761494252873563,0.000101224014842823,0.0454545454545455,8.59176826773587e-05,NA,NA,NA,NA,NA,NA,NA,NA
"535","Redstripe","Seward",2015,0.0014367816091954,2.06434139252213e-06,0.00197628458498024,3.90570076083051e-06,NA,NA,NA,NA,NA,NA,NA,NA
"536","Silvergray","Seward",2015,0.0373563218390805,5.17421972053748e-05,0.0197628458498024,3.83609421261769e-05,NA,NA,NA,NA,NA,NA,NA,NA
"537","Tiger","Seward",2015,0.0028735632183908,4.12274223427441e-06,0.00197628458498024,3.90570076083051e-06,NA,NA,NA,NA,NA,NA,NA,NA
"538","Yelloweye","Seward",2015,0.0761494252873563,0.000101224014842823,0.104743083003953,0.000185687068449069,NA,NA,NA,NA,NA,NA,NA,NA
"539","Yellowtail","Seward",2015,0.00431034482758621,6.17520252525685e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"540","Black","Seward",2016,0.63682092555332,0.000116396595033081,0.664864864864865,0.000402201401323267,NA,NA,NA,NA,NA,NA,NA,NA
"541","Canary","Seward",2016,0.00301810865191147,1.51434306596715e-06,0.0018018018018018,3.24648973297622e-06,NA,NA,NA,NA,NA,NA,NA,NA
"542","China","Seward",2016,0.0135814889336016,6.74234126419128e-06,0.00720720720720721,1.29156378546563e-05,NA,NA,NA,NA,NA,NA,NA,NA
"543","Copper","Seward",2016,0.00704225352112676,3.51920492524959e-06,0.00540540540540541,9.70430866030437e-06,NA,NA,NA,NA,NA,NA,NA,NA
"544","Dark","Seward",2016,0.0915492957746479,4.1856075600309e-05,0.0828828828828829,0.000137208141891526,NA,NA,NA,NA,NA,NA,NA,NA
"545","Dusky","Seward",2016,0.0749496981891348,3.48929244743294e-05,0.0342342342342342,5.96791542249636e-05,NA,NA,NA,NA,NA,NA,NA,NA
"546","DuskyDrk","Seward",2016,0.00201207243460765,1.01058077459765e-06,0.0018018018018018,3.24648973297622e-06,NA,NA,NA,NA,NA,NA,NA,NA
"547","Quillback","Seward",2016,0.0704225352112676,3.29457482363792e-05,0.0522522522522523,8.93898093624896e-05,NA,NA,NA,NA,NA,NA,NA,NA
"548","Redstripe","Seward",2016,0.0045271629778672,2.26807638310973e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"549","Silvergray","Seward",2016,0.0140845070422535,6.98849205014103e-06,0.0198198198198198,3.50667771879597e-05,NA,NA,NA,NA,NA,NA,NA,NA
"550","Tiger","Seward",2016,0.00251509054325956,1.26258926160985e-06,0.0036036036036036,6.48125928641101e-06,NA,NA,NA,NA,NA,NA,NA,NA
"551","Yelloweye","Seward",2016,0.0749496981891348,3.48929244743294e-05,0.124324324324324,0.000196512250371163,NA,NA,NA,NA,NA,NA,NA,NA
"552","Yellowtail","Seward",2016,0.0045271629778672,2.26807638310973e-06,0.0018018018018018,3.24648973297622e-06,NA,NA,NA,NA,NA,NA,NA,NA
"553","Black","Seward",2017,0.629896907216495,0.000240584926208039,0.687242798353909,0.00088818237382065,NA,NA,NA,NA,NA,NA,NA,NA
"554","Canary","Seward",2017,0.00206185567010309,2.12343077533411e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"555","China","Seward",2017,0.0123711340206186,1.26089670419633e-05,0.00411522633744856,1.69350878084303e-05,NA,NA,NA,NA,NA,NA,NA,NA
"556","Copper","Seward",2017,0.0206185567010309,2.0839454923217e-05,0.0123456790123457,5.03853852151645e-05,NA,NA,NA,NA,NA,NA,NA,NA
"557","Dark","Seward",2017,0.0298969072164948,2.99309413368247e-05,0.0329218106995885,0.00013156183917293,NA,NA,NA,NA,NA,NA,NA,NA
"558","Dusky","Seward",2017,0.0938144329896907,8.77330084133267e-05,0.106995884773663,0.000394825476922164,NA,NA,NA,NA,NA,NA,NA,NA
"559","DuskyDrk","Seward",2017,0.0175257731958763,1.77694741690021e-05,0.00823045267489712,3.37302162134851e-05,NA,NA,NA,NA,NA,NA,NA,NA
"560","Quillback","Seward",2017,0.0597938144329897,5.80170425062362e-05,0.0452674897119342,0.000178588198707083,NA,NA,NA,NA,NA,NA,NA,NA
"561","Rougheye","Seward",2017,0.00309278350515464,3.18185572275014e-06,0,0,NA,NA,NA,NA,NA,NA,NA,NA
