"","PORT","BOATNAME","LOGBOOK","HOUR","TRIP1OR2","NUMDAYS","TARGET","ADFGSTAT","INTLOC","CLIENTDAYS","CREWDAYS","BOATHRS","HAKEPT","GAFHAKEPT","HAVER","HACAS","HARELCIR","HARELOTH","PELKEPT","PELVER","PCAS","PELRSURF","PELRDRM","PELRVENT","PELDEPTH","YEKEPT","YEVER","YECAS","YERSURF","YERDRM","YERVENT","YEDEPTH","NPKEPT","NPVER","NPCAS","NPRSURF","NPRDRM","NPRVENT","NPDEPTH","LCKEPT","LCVER","LCCAS","LCRELOVR","LCRELUND","CODKEPT","CODVER","CODCAS","CODREL","SABKEPT","SABVER","SABCAS","SABREL","POLKEPT","POLVER","POLCAS","POLREL","SSKKEPT","SSKVER","SSKCAS","SSKREL","SDFKEPT","SDFVER","SDFCAS","SDFREL","PSSKEPT","PSSVER","PSSCAS","PSSREL","YEAR","MONTH","DAY","USER","SUBLOC","RESBAY","ANGLDAYS","HAREL","LCREL","TRFKEPT","PELREL","YEREL","NPREL","TRFREL","TRFCAS","NONGAFHA"
"2153","Seward","GLACIER BREEZE",160207,19,1,1,"B",495933,1,6,1,5,12,0,"N",0,9,0,21,"N",0,0,2,0,130,4,"N",0,0,0,0,0,1,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,1,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,9,"Charter","","Out",7,9,0,26,2,0,0,2,0,12
"2154","Seward","SUDSY",160036,19,1,1,"S",495934,1,6,0,4,0,0,"N",0,0,0,8,"N",0,5,0,0,60,0,"N",0,0,0,0,0,3,"N",0,2,0,0,50,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,1,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,9,"Charter","","Out",6,0,0,11,5,0,2,7,0,0
"2155","Seward","MISSTRESS",160190,16,1,1,"H",485935,1,6,0,6,1,0,"N",0,0,0,8,"N",0,2,0,0,40,2,"N",0,0,0,0,0,1,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,13,"Charter","","Out",6,0,0,11,2,0,0,2,0,1
"2156","Seward","PROVIDER",160236,16,1,1,"H",475934,1,6,0,4,12,0,"N",0,5,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,13,"Charter","","Out",6,5,0,0,0,0,0,0,0,12
"2157","Seward","CRACKERJACK",160319,16,1,1,"B+S",475934,1,5,0,5,0,0,"N",0,0,0,1,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,13,"Charter","","Out",5,0,0,1,0,0,0,0,0,0
"2158","Seward","P30",160000,16,1,1,"B",495932,1,4,0,8,0,0,"N",0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,8,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,13,"Private","","Out",4,0,0,0,0,0,0,0,0,0
"2159","Seward","RELENTLESS",160221,16,1,1,"B+S",485932,1,6,0,8,12,0,"N",0,0,0,23,"N",0,0,0,0,0,0,"N",0,0,0,0,0,1,"N",0,0,0,0,0,1,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,13,"Charter","","Out",6,0,0,24,0,0,0,0,0,12
"2160","Seward","KENAI KLIPPER",160188,16,1,1,"B+S",495935,1,6,0,8,2,0,"N",0,0,0,5,"N",0,0,0,0,0,5,"N",0,0,0,0,0,1,"N",0,0,1,0,225,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,13,"Charter","","Out",6,0,0,11,0,0,1,1,0,2
"2161","Seward","HARVESTER",160235,16,1,1,"S",495932,1,6,0,6,0,0,"N",0,0,0,23,"N",0,0,0,0,0,0,"N",0,0,0,0,0,1,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,13,"Charter","","Out",6,0,0,24,0,0,0,0,0,0
"2162","Seward","DREKKAR",160383,16,1,1,"H",475933,1,9,0,8,18,0,"N",18,3,0,10,"N",10,0,0,0,0,2,"N",2,0,0,0,0,6,"N",6,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2016,8,13,"Charter","","Out",9,3,0,18,0,0,0,0,18,18
