"","PORT","BOATNAME","LOGBOOK","HOUR","TRIP1OR2","NUMDAYS","TARGET","ADFGSTAT","INTLOC","CLIENTDAYS","CREWDAYS","BOATHRS","HAKEPT","HAVER","HACAS","HARELCIR","HARELOTH","PELKEPT","PELVER","P_KPT_CAS","PELREL","PRELMETH","PELDEPTH","YEKEPT","YEVER","YECAS","YEREL","YERELMETH","YEDEPTH","NPKEPT","NPVER","NPCAS","NPREL","NPRELMETH","NPDEPTH","LCKEPT","LCVER","LCCAS","LCRELOVR","LCRELUND","CODKEPT","CODVER","CODCAS","CODREL","SABKEPT","SABVER","SABCAS","SABREL","POLKEPT","POLVER","POLCAS","POLREL","SSKKEPT","SSKVER","SSKCAS","SSKREL","SDFKEPT","SDFVER","SDFCAS","SDFREL","PSSKEPT","PSSVER","PSSCAS","PSSREL","PCAS","YEAR","MONTH","DAY","USER","SUBLOC","RESBAY","ANGLDAYS","HAREL","LCREL","TRFKEPT","TRFREL","TRFCAS"
"1","CCI","SHAY LYNN",122188,16,1,1,"B+S",515938,NA,5,0,4,10,"N",0,8,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,10,"N",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Charter","DeepCr","",5,8,0,0,0,0
"2","CCI","KYRA KAY",122032,16,1,1,"B+S",515939,NA,4,0,3.5,8,"N",0,12,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Charter","DeepCr","",4,12,0,0,0,0
"3","CCI","WOLVERINE",122052,16,1,1,"B+S",525931,NA,5,1,6,11,"N",11,38,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,7,"N",7,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Charter","DeepCr","",6,38,0,0,0,0
"4","CCI","HURRICANE JANE",122144,16,1,1,"B+S",525931,NA,4,0,4,8,"N",8,8,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,12,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Charter","DeepCr","",4,8,0,0,0,0
"5","CCI","BENITA",121782,17,1,1,"B+S",515938,NA,3,2,4,12,"N",0,7,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,5,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Charter","DeepCr","",5,7,0,0,0,0
"6","CCI","",NA,17,1,1,"H",515938,NA,3,0,2.5,6,"N",0,4,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Private","DeepCr","",3,4,0,0,0,0
"7","CCI","",NA,17,1,1,"B+S",525931,NA,3,0,3,6,"N",6,6,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Private","DeepCr","",3,6,0,0,0,0
"8","CCI","CALLIE ANN",123231,17,1,1,"B+S",525931,NA,6,2,3.5,16,"N",0,19,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,15,"N",0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Charter","DeepCr","",8,19,0,0,0,0
"9","CCI","",NA,17,1,1,"H",525931,NA,4,0,5,8,"N",8,10,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,1,"N",1,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Private","DeepCr","",4,10,0,0,0,0
"10","CCI","",NA,17,1,1,"B+S",515938,NA,4,0,3,8,"N",0,10,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,4,"N",0,6,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Private","DeepCr","",4,10,0,0,0,0
"11","CCI","",NA,17,1,1,"B+S",525931,NA,4,0,3,8,"N",0,4,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Private","DeepCr","",4,4,0,0,0,0
"12","CCI","CATCHER II",123217,17,1,1,"B+S",525931,NA,4,2,4,12,"N",0,10,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Charter","DeepCr","",6,10,0,0,0,0
"13","CCI","",NA,17,1,1,"H",525931,NA,3,0,5.5,6,"N",0,1,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Private","DeepCr","",3,1,0,0,0,0
"14","CCI","DISCOVER",123208,17,1,1,"H",515938,NA,4,2,3,12,"N",2,24,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,4,"N",4,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Charter","DeepCr","",6,24,0,0,0,0
"15","CCI","",NA,17,1,1,"B+S",515938,NA,2,0,3,4,"N",4,2,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Private","DeepCr","",2,2,0,0,0,0
"16","CCI","",NA,17,1,1,"B+S",515938,NA,3,0,4,6,"N",0,6,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,20,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Private","DeepCr","",3,6,0,0,0,0
"17","CCI","AUTUMN SEA",120198,18,1,1,"B+S",515938,NA,4,1,3,10,"N",0,8,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Charter","DeepCr","",5,8,0,0,0,0
"18","CCI","",NA,18,1,1,"B+S",525931,NA,5,0,3,9,"N",0,6,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,2,"N",0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Private","DeepCr","",5,6,0,0,0,0
"19","CCI","INTIMIDATOR TOO",123225,18,1,1,"B+S",515938,NA,4,1,4,8,"N",0,6,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,2,"N",1,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Charter","DeepCr","",5,6,0,0,0,0
"20","CCI","SARAH C",123226,19,1,1,"B+S",525931,NA,3,1,5,8,"N",0,12,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,1,"N",1,8,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,17,"Charter","DeepCr","",4,12,0,0,0,0
"21","CCI","SOLO",121778,19,1,1,"B+S",525931,NA,4,2,5,10,"N",0,7,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,6,"N",1,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,1,0,"",NA,0,NA,2012,5,17,"Charter","DeepCr","",6,7,0,0,0,0
"22","CCI","",NA,12,1,1,"H",515937,NA,2,0,6,3,"N",0,2,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,20,"Private","AnchorPt","",2,2,0,0,0,0
"23","CCI","GHOST",123249,12,1,1,"H",525931,NA,6,2,5,16,"N",0,10,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,20,"Charter","AnchorPt","",8,10,0,0,0,0
"24","CCI","",NA,13,1,1,"H",525931,NA,5,0,4,10,"N",0,15,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,20,"Private","AnchorPt","",5,15,0,0,0,0
"25","CCI","ULTIMATE",120187,14,1,1,"H",515936,NA,4,1,6,9,"N",8,12,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,20,"Charter","AnchorPt","",5,12,0,0,0,0
"26","CCI","GAME FISHER",122033,14,1,1,"B+S",525931,NA,4,0,2,8,"N",8,10,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,4,"N",4,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,20,"Charter","AnchorPt","",4,10,0,0,0,0
"27","CCI","HIGHLINER",123250,14,1,1,"B+S",525902,NA,5,0,2,10,"N",0,0,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,20,"Charter","AnchorPt","",5,0,0,0,0,0
"28","CCI","",NA,14,1,1,"B+S",515939,NA,5,0,9,4,"N",0,0,2,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,20,"Private","AnchorPt","",5,2,0,0,0,0
"29","CCI","",NA,14,1,1,"H",515939,NA,2,0,3,1,"N",0,0,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,20,"Private","AnchorPt","",2,0,0,0,0,0
"30","CCI","",NA,14,1,1,"H",515937,NA,2,0,6,3,"N",0,0,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,20,"Private","AnchorPt","",2,0,0,0,0,0
"31","CCI","FISH MAGNET",122027,15,1,1,"B+S",525931,NA,5,0,4,7,"N",7,2,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,1,"N",1,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,20,"Charter","AnchorPt","",5,2,0,0,0,0
"32","CCI","",NA,15,1,1,"B+S",525931,NA,4,0,1,0,"N",0,0,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,20,"Private","AnchorPt","",4,0,0,0,0,0
"33","CCI","",NA,16,1,1,"H",515937,NA,2,0,2,0,"N",0,0,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,20,"Private","AnchorPt","",2,0,0,0,0,0
"34","CCI","",NA,9,1,1,"H",515939,NA,4,0,2,8,"N",0,0,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Private","DeepCr","",4,0,0,0,0,0
"35","CCI","FRONTIERSMEN",123239,9,1,1,"B+S",525931,NA,6,0,1,12,"N",0,8,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",6,8,0,0,0,0
"36","CCI","RUBY TOO",120256,9,1,1,"H",515938,NA,3,3,2.5,12,"N",0,9,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",6,9,0,0,0,0
"37","CCI","",NA,10,1,1,"H",515938,NA,4,0,2,8,"N",0,2,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,4,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Private","DeepCr","",4,2,0,0,0,0
"38","CCI","SUNDAY'S TEMPTATION",122143,10,1,1,"B+S",525931,NA,6,2,3,16,"N",0,11,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",8,11,0,0,0,0
"39","CCI","FUN HOG",120123,10,1,1,"H",525931,NA,4,1,4,10,"N",0,24,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,1,"N",1,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",5,24,0,0,0,0
"40","CCI","HERS TOO",120167,10,1,1,"H",525931,NA,6,2,5,16,"N",0,25,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",8,25,0,0,0,0
"41","CCI","LORA LEE",120121,11,1,1,"B+S",525931,NA,5,2,5,14,"N",0,54,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,1,"N",1,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",7,54,0,0,0,0
"42","CCI","REEL TIME",123230,11,1,1,"B+S",515938,NA,5,0,2.5,10,"N",0,12,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,5,"N",0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",5,12,0,0,0,0
"43","CCI","O'DEA",122218,11,1,1,"B+S",525931,NA,6,2,6,16,"N",0,5,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,2,"N",2,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",8,5,0,0,0,0
"44","CCI","BIG BUT",122029,12,1,1,"B+S",515938,NA,5,1,3,12,"N",0,63,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,1,"N",0,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",6,63,0,0,0,0
"45","CCI","ALASKAN ADVENTURES",123197,12,1,1,"B+S",525931,NA,6,2,3,16,"N",0,6,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,6,"N",3,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",8,6,0,0,0,0
"46","CCI","AUTUMN SEA",120198,12,1,1,"B+S",515938,NA,4,1,3,10,"N",0,9,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",5,9,0,0,0,0
"47","CCI","",NA,12,1,1,"B+S",525931,NA,5,0,4,10,"N",0,7,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Private","DeepCr","",5,7,0,0,0,0
"48","CCI","REDEEMER",122073,12,1,1,"B+S",525931,NA,4,0,3.5,8,"N",0,23,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,6,"N",0,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",4,23,0,0,0,0
"49","CCI","TRUE GRIT",123245,12,1,1,"B+S",525931,NA,6,2,5,16,"N",0,30,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",8,30,0,0,0,0
"50","CCI","",NA,13,1,1,"H",515939,NA,5,0,3,8,"N",0,7,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Private","DeepCr","",5,7,0,0,0,0
"51","CCI","SOLO",121778,13,1,1,"H",525931,NA,6,1,8,13,"N",0,39,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,12,"N",0,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",7,39,0,0,0,0
"52","CCI","",NA,14,1,1,"B+S",515939,NA,3,0,4,2,"N",0,0,3,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Private","DeepCr","",3,3,0,0,0,0
"53","CCI","CALLIE ANN",123231,14,1,1,"B+S",525931,NA,6,2,3,16,"N",0,27,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,2,"N",2,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",8,27,0,0,0,0
"54","CCI","WOLVERINE",122052,14,1,1,"B+S",525931,NA,6,1,4,14,"N",14,19,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,4,"N",4,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",7,19,0,0,0,0
"55","CCI","BENITA",121782,14,1,1,"B+S",515938,NA,4,2,3,12,"N",0,9,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",6,9,0,0,0,0
"56","CCI","",NA,14,1,1,"H",515938,NA,4,0,1,0,"N",0,0,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Private","DeepCr","",4,0,0,0,0,0
"57","CCI","A M",120250,14,1,1,"B+S",525931,NA,6,0,3,12,"N",0,20,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,4,"N",1,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Charter","DeepCr","",6,20,0,0,0,0
"58","CCI","",NA,14,1,1,"H",515938,NA,2,0,3,4,"N",0,4,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,25,"Private","DeepCr","",2,4,0,0,0,0
"59","CCI","GHOST",123249,11,1,1,"B+S",525931,NA,6,2,5,16,"N",0,8,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,4,"N",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,27,"Charter","AnchorPt","",8,8,0,0,0,0
"60","CCI","INDEPENDENCE",121735,11,1,1,"B+S",525931,NA,5,1,4,12,"N",12,24,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,4,"N",4,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,27,"Charter","AnchorPt","",6,24,0,0,0,0
"61","CCI","GAME FISHER",122033,12,1,1,"B+S",525931,NA,6,0,4,12,"N",12,3,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,2,"N",2,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,27,"Charter","AnchorPt","",6,3,0,0,0,0
"62","CCI","ALASKA SPIRIT",120188,13,1,1,"B+S",525931,NA,5,2,6.5,14,"N",14,9,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,12,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,27,"Charter","AnchorPt","",7,9,0,0,0,0
"63","CCI","HIGHLINER",123250,13,1,1,"H",525931,NA,6,1,6,14,"N",0,2,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,5,"N",4,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,27,"Charter","AnchorPt","",7,2,0,0,0,0
"64","CCI","O FISHIAL",121828,13,1,1,"H",525931,NA,6,0,6,11,"N",11,0,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,3,"N",3,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,3,0,"",NA,0,NA,2012,5,27,"Charter","AnchorPt","",6,0,0,0,0,0
"65","CCI","",NA,16,1,1,"H",515939,NA,3,0,0.5,0,"N",0,1,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,27,"Private","AnchorPt","",3,1,0,0,0,0
"66","CCI","",NA,16,1,1,"B+S",525931,NA,5,0,11,10,"N",0,50,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,1,"N",0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,27,"Private","AnchorPt","",5,50,0,0,0,0
"67","CCI","ULTIMATE",120187,11,1,1,"B+S",515937,NA,4,1,2,10,"N",10,15,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,2,"N",2,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,28,"Charter","AnchorPt","",5,15,0,0,0,0
"68","CCI","",NA,12,1,1,"H",515938,NA,3,0,2,6,"N",6,2,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,28,"Private","AnchorPt","",3,2,0,0,0,0
"69","CCI","",NA,12,1,1,"B+S",515938,NA,6,0,5.5,12,"N",12,12,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,28,"Private","AnchorPt","",6,12,0,0,0,0
"70","CCI","",NA,12,1,1,"H",515938,NA,5,0,3,6,"N",0,0,6,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,28,"Private","AnchorPt","",5,6,0,0,0,0
"71","CCI","",NA,12,1,1,"H",525931,NA,6,0,1.5,12,"N",0,10,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,28,"Private","AnchorPt","",6,10,0,0,0,0
"72","CCI","",NA,12,1,1,"H",515938,NA,3,0,3.5,6,"Y",0,30,0,0,"",NA,0,"",0,0,"",0,0,"",0,0,"",NA,0,"",0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2012,5,28,"Private","AnchorPt","",3,30,0,0,0,0
