"","PORT","BOATNAME","LOGBOOK","HOUR","TRIP1OR2","NUMDAYS","TARGET","ADFGSTAT","INTLOC","CLIENTDAYS","CREWDAYS","BOATHRS","HAKEPT","GAFHAKEPT","HAVER","HACAS","HARELCIR","HARELOTH","PELKEPT","PELVER","PCAS","PELRSURF","PELRDRM","PELRVENT","PELDEPTH","YEKEPT","YEVER","YECAS","YERSURF","YERDRM","YERVENT","YEDEPTH","NPKEPT","NPVER","NPCAS","NPRSURF","NPRDRM","NPRVENT","NPDEPTH","LCKEPT","LCVER","LCCAS","LCRELOVR","LCRELUND","CODKEPT","CODVER","CODCAS","CODREL","SABKEPT","SABVER","SABCAS","SABREL","POLKEPT","POLVER","POLCAS","POLREL","SSKKEPT","SSKVER","SSKCAS","SSKREL","SDFKEPT","SDFVER","SDFCAS","SDFREL","PSSKEPT","PSSVER","PSSCAS","PSSREL","YEAR","MONTH","DAY","USER","SUBLOC","RESBAY","SFmgmtarea","ANGLDAYS","HAREL","LCREL","TRFKEPT","PELREL","YEREL","NPREL","TRFREL","TRFCAS","NONGAFHA"
"1","Kodiak","",NA,15,1,1,"B+S",525733,3,2,0,6,4,0,"Y",0,10,1,0,"",NA,2,0,0,66,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,4,0,"",NA,0,0,"",NA,0,0,"",NA,0,2015,5,30,"Private","","","Kod",2,11,0,0,2,0,0,2,0,4
"2","Kodiak","",NA,15,1,1,"B+S",525733,3,3,0,5,0,0,"N",0,0,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2015,5,30,"Private","","","Kod",3,0,0,0,0,0,0,0,0,0
"3","Kodiak","",NA,16,1,1,"B",525733,1,3,0,8.5,1,0,"Y",0,0,0,15,"N",0,3,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,1,"N",0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2015,5,30,"Private","","","Kod",3,0,0,15,3,0,0,3,0,1
"4","Kodiak","",NA,17,1,1,"H",525733,1,4,0,5,6,0,"N",0,0,0,0,"",NA,3,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2015,5,30,"Private","","","Kod",4,0,0,0,3,0,0,3,0,6
"5","Kodiak","",NA,17,1,1,"H",525733,1,2,0,6,0,0,"N",0,0,0,7,"N",0,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,15,0,"",NA,0,0,"",NA,0,0,"",NA,0,2015,5,30,"Private","","","Kod",2,0,0,7,0,0,0,0,0,0
"6","Kodiak","",NA,17,1,1,"B+S",525733,1,3,0,4,0,0,"N",0,0,0,6,"N",0,4,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2015,5,30,"Private","","","Kod",3,0,0,6,4,0,0,4,0,0
"7","Kodiak","",NA,17,1,1,"H",525733,1,6,0,2,2,0,"N",0,0,0,3,"Y",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,5,"N",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2015,5,30,"Private","","","Kod",6,0,0,3,0,0,0,0,0,2
"8","Kodiak","",NA,18,1,1,"B",525733,1,2,0,6,0,0,"N",0,0,0,8,"N",0,0,0,0,4,2,"N",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,1,0,0,"",NA,4,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2015,5,30,"Private","","","Kod",2,0,1,10,0,0,0,0,0,0
"9","Kodiak","",NA,19,1,1,"B",525733,2,3,0,3,2,0,"Y",0,0,2,1,"Y",0,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",0,0,0,2,"Y",0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2015,5,30,"Private","","","Kod",3,2,0,1,0,0,0,0,0,2
"10","Kodiak","",NA,21,1,1,"B+S",525733,2,3,0,2,0,0,"N",0,0,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2015,5,30,"Private","","","Kod",3,0,0,0,0,0,0,0,0,0
