"","YEAR","MONTH","DAY","SUBL","LITHO","LINE","HOUR","NUMDAYS","ADFGSTAT","INTLOC","ANGLDAYS","WHOLEHRS","FRACHRS","LOGBOOK","PROXY","ZEROCATCH","HACAS","HAKEPT","HAREL","RFKEPT","RFREL","PELKEPT","PELREL","NPKEPT","NPREL","LCKEPT","LCREL","PSSKEPT","PSSREL","SDFKEPT","SDFREL","SSKKEPT","SSKREL","CODKEPT","CODREL","PORT","SUBLOC","TRFKEPT","TRFREL","USER","TARGET","BOATHRS","HALCPUE","HALHPUE","HALCPHR","HALHPHR"
"1423",2005,6,3,1,6348,7,18,1,516001,NA,2,4,0,NA,NA,NA,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"CCI","DeepCr",0,0,"Private","B+S",4,7,2,1.75,0.5
"1424",2005,6,3,1,6348,8,18,1,525931,NA,4,8,0,NA,NA,NA,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,"CCI","DeepCr",0,0,"Charter","B+S",8,2.75,2,0.34375,0.25
"1425",2005,6,3,1,6348,9,18,1,525931,NA,9,5,0,50430,NA,NA,0,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"CCI","DeepCr",0,0,"Charter","H",5,4.77777777777778,2,0.955555555555556,0.4
"1426",2005,6,3,1,6346,1,18,1,525931,NA,6,6,0,50361,NA,NA,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"CCI","DeepCr",0,0,"Charter","B+S",6,1.83333333333333,1.83333333333333,0.305555555555556,0.305555555555556
"1427",2005,6,3,1,6346,2,19,1,525931,NA,6,4,0,50696,NA,NA,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",4,2,2,0.5,0.5
"1428",2005,6,3,1,6346,3,19,1,525931,NA,4,8,0,50665,NA,NA,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"CCI","DeepCr",0,0,"Charter","H",8,2.75,1.75,0.34375,0.21875
"1429",2005,6,3,1,6346,4,19,1,525931,NA,3,7,0,NA,NA,NA,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","B+S",7,6.66666666666667,1.66666666666667,0.952380952380952,0.238095238095238
"1430",2005,6,3,1,6346,5,19,1,525931,NA,3,6,0,50419,NA,NA,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"CCI","DeepCr",0,0,"Charter","H",6,2.66666666666667,1.66666666666667,0.444444444444444,0.277777777777778
"1431",2005,6,3,1,6346,6,19,1,525931,NA,5,5,0,50441,NA,NA,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",5,6,2,1.2,0.4
"1432",2005,6,3,1,6346,7,19,1,515939,NA,8,8,0,50391,NA,NA,0,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"CCI","DeepCr",0,0,"Charter","B+S",8,5.125,2,0.640625,0.25
"1433",2005,6,3,1,6346,8,19,1,525931,NA,2,11,0,NA,NA,NA,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",11,2.5,2,0.227272727272727,0.181818181818182
"1434",2005,6,3,1,6346,9,19,1,525931,NA,5,7,0,NA,NA,NA,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"CCI","DeepCr",0,0,"Charter","B+S",7,2.8,2,0.4,0.285714285714286
"1435",2005,6,10,1,6345,1,11,1,525931,NA,6,4,50,50387,NA,NA,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",4.5,3.5,1.5,0.777777777777778,0.333333333333333
"1436",2005,6,10,1,6345,2,11,1,525931,NA,6,4,0,50081,NA,NA,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",4,2.83333333333333,2,0.708333333333333,0.5
"1437",2005,6,10,1,6345,3,12,1,525931,NA,5,6,0,50440,NA,NA,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",6,1.6,1.2,0.266666666666667,0.2
"1438",2005,6,10,1,6345,4,16,1,525931,NA,5,6,50,50370,NA,NA,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",6.5,2.4,1.6,0.369230769230769,0.246153846153846
"1439",2005,6,10,1,6345,5,16,1,525931,NA,7,3,0,50452,NA,NA,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"CCI","DeepCr",0,0,"Charter","H",3,4,2,1.33333333333333,0.666666666666667
"1440",2005,6,10,1,6345,6,17,1,525931,NA,8,4,0,50657,NA,NA,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,"CCI","DeepCr",0,0,"Charter","H",4,4,2,1,0.5
"1441",2005,6,10,1,6345,7,17,1,525931,NA,5,5,0,50437,NA,NA,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,"CCI","DeepCr",0,0,"Charter","H",5,2.6,2,0.52,0.4
"1442",2005,6,10,1,6345,8,17,1,525931,NA,5,5,0,50402,NA,NA,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"CCI","DeepCr",0,0,"Charter","H",5,3.4,1.8,0.68,0.36
"1443",2005,6,10,1,6345,9,17,1,525931,NA,4,3,0,50378,NA,NA,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",3,3.5,2,1.16666666666667,0.666666666666667
"1444",2005,6,10,1,23083,1,18,1,525931,NA,5,4,50,NA,NA,NA,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",4.5,3.2,2,0.711111111111111,0.444444444444444
"1445",2005,6,10,1,23083,2,18,1,525931,NA,8,4,0,50431,NA,NA,0,16,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,"CCI","DeepCr",0,0,"Charter","H",4,3.125,2,0.78125,0.5
"1446",2005,6,10,1,23083,3,18,1,525931,NA,5,5,0,50410,NA,NA,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",5,7,2,1.4,0.4
"1447",2005,6,12,2,23081,1,10,1,525931,NA,6,2,50,NA,NA,NA,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",2.5,3.33333333333333,2,1.33333333333333,0.8
"1448",2005,6,12,2,23081,2,10,1,525931,NA,4,3,0,NA,NA,NA,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",3,5,2,1.66666666666667,0.666666666666667
"1449",2005,6,12,2,23081,3,10,1,515939,NA,2,6,0,NA,NA,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","B+S",6,1.5,0.5,0.25,0.0833333333333333
"1450",2005,6,12,2,23081,4,10,1,515938,NA,4,4,0,NA,NA,NA,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","B+S",4,7,2,1.75,0.5
"1451",2005,6,12,2,23081,5,10,1,515937,NA,3,4,0,NA,NA,NA,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",4,7,2,1.75,0.5
"1452",2005,6,12,2,23081,6,10,1,525931,NA,7,4,0,50368,NA,NA,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Charter","H",4,3.14285714285714,2,0.785714285714286,0.5
"1453",2005,6,12,2,23081,7,10,1,525931,NA,6,4,0,50284,NA,NA,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Charter","H",4,2.66666666666667,2,0.666666666666667,0.5
"1454",2005,6,12,2,23081,8,10,1,515937,NA,4,6,0,50597,NA,NA,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Charter","B+S",6,7,2,1.16666666666667,0.333333333333333
"1455",2005,6,12,2,23081,9,10,1,525931,NA,6,3,50,NA,NA,NA,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",3.5,1.83333333333333,1.5,0.523809523809524,0.428571428571429
"1456",2005,6,12,2,23199,1,10,1,515939,NA,3,4,0,NA,NA,NA,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",4,5.66666666666667,1.66666666666667,1.41666666666667,0.416666666666667
"1457",2005,6,12,2,23199,2,11,1,525931,NA,8,6,0,50437,NA,NA,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"CCI","AnchorPt",0,0,"Charter","H",6,2.5,2,0.416666666666667,0.333333333333333
"1458",2005,6,12,2,23199,3,11,1,525931,NA,3,5,0,NA,NA,NA,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",5,12,2,2.4,0.4
"1459",2005,6,12,2,23199,4,11,1,525931,NA,6,4,0,NA,NA,NA,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Charter","H",4,4,2,1,0.5
"1460",2005,6,12,2,23199,5,11,1,515938,NA,4,5,0,NA,NA,NA,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",5,4.25,1.75,0.85,0.35
"1461",2005,6,12,2,23199,6,12,1,515937,NA,2,2,0,NA,NA,NA,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",2,2.5,2,1.25,1
"1462",2005,6,12,2,23199,7,12,1,525931,NA,6,5,0,50426,NA,NA,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,"CCI","AnchorPt",0,0,"Charter","H",5,4,2,0.8,0.4
"1463",2005,6,12,2,23199,8,12,1,515937,NA,3,6,0,50605,NA,NA,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Charter","B+S",6,4.33333333333333,2,0.722222222222222,0.333333333333333
"1464",2005,6,12,2,23199,9,12,1,525931,NA,6,7,0,50603,NA,NA,0,10,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",1,0,"Charter","",7,NA,NA,NA,NA
"1465",2005,6,12,2,23200,1,12,1,515937,NA,5,6,0,NA,NA,NA,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",6,3.4,1.4,0.566666666666667,0.233333333333333
"1466",2005,6,12,2,23200,2,12,1,525931,NA,2,6,0,NA,NA,NA,0,3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,2,"Private","B+S",6,4,1.5,0.666666666666667,0.25
"1467",2005,6,12,2,23200,3,12,1,525931,NA,7,6,0,50575,NA,NA,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Charter","H",6,3.71428571428571,2,0.619047619047619,0.333333333333333
"1468",2005,6,12,2,23200,4,13,1,525931,NA,6,7,0,NA,NA,NA,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"CCI","AnchorPt",0,0,"Charter","B+S",7,2.83333333333333,1.66666666666667,0.404761904761905,0.238095238095238
"1469",2005,6,12,2,23200,5,13,1,515936,NA,2,9,0,NA,NA,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","S",9,NA,NA,NA,NA
"1470",2005,6,12,2,23200,6,14,1,515938,NA,4,6,0,NA,NA,NA,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",6,4.5,2,0.75,0.333333333333333
"1471",2005,6,12,2,23200,7,14,1,525931,NA,6,7,50,50649,NA,NA,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,"CCI","AnchorPt",0,0,"Charter","B+S",7.5,2.83333333333333,2,0.377777777777778,0.266666666666667
"1472",2005,6,12,2,23200,8,14,1,525931,NA,2,4,0,NA,NA,NA,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",4,2.5,2,0.625,0.5
"1473",2005,6,12,2,23200,9,15,1,525931,NA,7,7,0,NA,NA,NA,0,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Charter","B+S",7,7,2,1,0.285714285714286
"1474",2005,6,12,2,23198,1,15,1,515938,NA,5,9,0,NA,NA,NA,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",9,6,2,0.666666666666667,0.222222222222222
"1475",2005,6,12,2,23198,2,15,1,515937,NA,2,4,0,NA,NA,NA,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",4,2,1.5,0.5,0.375
"1476",2005,6,12,2,23198,3,15,1,515937,NA,5,4,0,NA,NA,NA,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",4,2.6,2,0.65,0.5
"1477",2005,6,12,2,23198,4,15,1,515937,NA,3,2,50,NA,NA,NA,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",2.5,3.33333333333333,2,1.33333333333333,0.8
"1478",2005,6,12,2,23198,5,15,1,525931,NA,2,7,0,NA,NA,NA,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","AnchorPt",0,0,"Private","H",7,7,2,1,0.285714285714286
"1479",2005,6,14,1,6275,1,10,1,525931,NA,7,3,0,50049,NA,NA,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",3,4,2,1.33333333333333,0.666666666666667
"1480",2005,6,14,1,6275,2,11,1,515938,NA,2,4,50,NA,NA,NA,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",4.5,7,2,1.55555555555556,0.444444444444444
"1481",2005,6,14,1,6275,3,11,1,525931,NA,5,5,0,NA,NA,NA,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",5,3.2,2,0.64,0.4
"1482",2005,6,14,1,6275,4,11,1,525931,NA,7,7,0,50714,NA,NA,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,"CCI","DeepCr",0,0,"Charter","H",7,2.57142857142857,2,0.36734693877551,0.285714285714286
"1483",2005,6,14,1,6275,5,11,1,525931,NA,7,4,0,50364,NA,NA,0,14,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"CCI","DeepCr",0,0,"Charter","H",4,3.42857142857143,2,0.857142857142857,0.5
"1484",2005,6,14,1,6275,6,11,1,525931,NA,7,2,0,50431,NA,NA,0,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,"CCI","DeepCr",0,0,"Charter","H",2,3.85714285714286,2,1.92857142857143,1
"1485",2005,6,14,1,6275,7,11,1,515938,NA,3,3,0,NA,NA,NA,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",3,4,1.33333333333333,1.33333333333333,0.444444444444444
"1486",2005,6,14,1,6275,8,11,1,525931,NA,6,4,0,NA,NA,NA,0,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",4,4.5,2,1.125,0.5
"1487",2005,6,14,1,6275,9,11,1,525931,NA,4,3,0,NA,NA,NA,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",3,4.5,2,1.5,0.666666666666667
"1488",2005,6,14,1,23348,1,12,1,525931,NA,2,5,0,NA,NA,NA,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",5,4.5,2,0.9,0.4
"1489",2005,6,14,1,23348,2,12,1,525931,NA,7,5,0,50401,NA,NA,0,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",5,6,2,1.2,0.4
"1490",2005,6,14,1,23348,3,12,1,526002,NA,5,5,0,50420,NA,NA,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,"CCI","DeepCr",0,0,"Charter","H",5,4.4,2,0.88,0.4
"1491",2005,6,14,1,23348,4,12,1,515938,NA,2,4,0,NA,NA,NA,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",4,8,2,2,0.5
"1492",2005,6,14,1,23348,5,12,1,525931,NA,3,3,0,NA,NA,NA,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",3,4,2,1.33333333333333,0.666666666666667
"1493",2005,6,14,1,23348,6,12,1,525931,NA,4,3,50,NA,NA,NA,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",3.5,7,2,2,0.571428571428571
"1494",2005,6,14,1,23348,7,12,1,525931,NA,4,3,0,50378,NA,NA,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",3,3.5,2,1.16666666666667,0.666666666666667
"1495",2005,6,14,1,23348,8,12,1,515939,NA,4,4,0,NA,NA,NA,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",4,3.25,2,0.8125,0.5
"1496",2005,6,14,1,23348,9,12,1,515938,NA,2,5,0,NA,NA,NA,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"CCI","DeepCr",0,0,"Private","H",5,5,2,1,0.4
"1497",2005,6,14,1,6279,1,12,1,515938,NA,5,4,50,NA,NA,NA,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",4.5,6,2,1.33333333333333,0.444444444444444
"1498",2005,6,14,1,6279,2,12,1,525931,NA,6,5,0,50411,NA,NA,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"CCI","DeepCr",0,0,"Charter","H",5,5.33333333333333,2,1.06666666666667,0.4
"1499",2005,6,14,1,6279,3,12,1,525931,NA,8,4,50,50013,NA,NA,0,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,"CCI","DeepCr",0,0,"Charter","H",4.5,5.75,2,1.27777777777778,0.444444444444444
"1500",2005,6,14,1,6279,4,12,1,525931,NA,5,4,0,NA,NA,NA,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",4,3.2,2,0.8,0.5
"1501",2005,6,14,1,6279,5,12,1,525931,NA,7,3,0,50063,NA,NA,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,"CCI","DeepCr",0,0,"Charter","H",3,3.42857142857143,2,1.14285714285714,0.666666666666667
"1502",2005,6,14,1,6279,6,13,1,525931,NA,5,6,0,50419,NA,NA,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"CCI","DeepCr",0,0,"Charter","H",6,4,2,0.666666666666667,0.333333333333333
"1503",2005,6,14,1,6279,7,13,1,525931,NA,7,2,50,NA,NA,NA,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",2.5,6.28571428571429,2,2.51428571428571,0.8
"1504",2005,6,14,1,6279,8,13,1,525931,NA,6,4,0,50301,NA,NA,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",4,3.66666666666667,2,0.916666666666667,0.5
"1505",2005,6,14,1,6279,9,13,1,515938,NA,2,5,0,NA,NA,NA,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",5,3,2,0.6,0.4
"1506",2005,6,14,1,6280,1,13,1,515939,NA,3,4,50,NA,NA,NA,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",4.5,2.66666666666667,2,0.592592592592593,0.444444444444444
"1507",2005,6,14,1,6280,2,13,1,525931,NA,8,5,0,50713,NA,NA,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,"CCI","DeepCr",0,0,"Charter","H",5,3,2,0.6,0.4
"1508",2005,6,14,1,6280,3,13,1,515938,NA,8,8,0,NA,NA,NA,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",8,1.75,1.125,0.21875,0.140625
"1509",2005,6,14,1,6280,4,13,1,525931,NA,5,4,0,NA,NA,NA,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",4,6,2,1.5,0.5
"1510",2005,6,14,1,6280,5,13,1,525931,NA,5,4,0,50108,NA,NA,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",4,6,2,1.5,0.5
"1511",2005,6,14,1,6280,6,13,1,526002,NA,6,5,50,NA,NA,NA,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",5.5,2.83333333333333,2,0.515151515151515,0.363636363636364
"1512",2005,6,14,1,6280,7,14,1,525931,NA,8,5,0,50383,NA,NA,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"CCI","DeepCr",0,0,"Charter","H",5,3.25,2,0.65,0.4
"1513",2005,6,14,1,6280,8,14,1,515938,NA,2,5,50,NA,NA,NA,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",5.5,4,2,0.727272727272727,0.363636363636364
"1514",2005,6,14,1,6280,9,14,1,515939,NA,6,6,50,NA,NA,NA,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",6.5,5.33333333333333,2,0.82051282051282,0.307692307692308
"1515",2005,6,14,1,23188,1,14,1,525931,NA,8,4,0,50294,NA,NA,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,"CCI","DeepCr",0,0,"Charter","H",4,3,2,0.75,0.5
"1516",2005,6,14,1,23188,2,14,1,525931,NA,5,4,0,50099,NA,NA,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",4,6,2,1.5,0.5
"1517",2005,6,14,1,23188,3,14,1,525931,NA,7,6,0,50445,NA,NA,0,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"CCI","DeepCr",0,0,"Charter","H",6,6,1.71428571428571,1,0.285714285714286
"1518",2005,6,14,1,23188,4,14,1,525931,NA,3,5,0,50552,NA,NA,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",5,12,2,2.4,0.4
"1519",2005,6,14,1,23188,5,14,1,515938,NA,2,5,0,NA,NA,NA,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",5,3,2,0.6,0.4
"1520",2005,6,14,1,23188,6,14,1,525931,NA,6,6,0,50709,NA,NA,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"CCI","DeepCr",0,0,"Charter","H",6,2.66666666666667,2,0.444444444444444,0.333333333333333
"1521",2005,6,14,1,23188,7,14,1,525931,NA,4,7,0,NA,NA,NA,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",7,6.75,1.75,0.964285714285714,0.25
"1522",2005,6,14,1,23188,8,14,1,525931,NA,3,4,50,NA,NA,NA,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",4.5,3.33333333333333,2,0.740740740740741,0.444444444444444
"1523",2005,6,14,1,23188,9,14,1,525931,NA,3,6,0,NA,NA,NA,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","B+S",6,12,2,2,0.333333333333333
"1524",2005,6,21,1,26509,1,16,1,515939,NA,4,7,0,NA,NA,NA,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,"CCI","DeepCr",0,0,"Private","H",7,2,1.75,0.285714285714286,0.25
"1525",2005,6,21,1,26509,2,17,1,515938,NA,4,6,0,NA,NA,NA,0,8,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",6,5,2,0.833333333333333,0.333333333333333
"1526",2005,6,21,1,26509,3,17,1,515938,NA,4,4,0,NA,NA,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",4,0.75,0.75,0.1875,0.1875
"1527",2005,6,21,1,26509,4,17,1,515939,NA,3,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",1,0,0,0,0
"1528",2005,6,21,1,26509,5,18,1,516002,NA,2,2,50,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",2.5,1,0,0.4,0
"1529",2005,6,21,1,26509,6,18,1,525931,NA,6,1,0,NA,NA,NA,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",1,4,2.33333333333333,4,2.33333333333333
"1530",2005,6,21,1,26509,7,18,1,515939,NA,4,8,0,NA,NA,NA,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"CCI","DeepCr",0,0,"Private","H",8,2.5,2,0.3125,0.25
"1531",2005,6,21,1,26509,8,18,1,525931,NA,4,3,0,50366,NA,NA,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Charter","H",3,5.75,2,1.91666666666667,0.666666666666667
"1532",2005,6,21,1,26509,9,18,1,515939,NA,4,3,0,NA,NA,NA,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCI","DeepCr",0,0,"Private","H",3,3,2,1,0.666666666666667
