"","YEAR","MONTH","DAY","SUBL","LITHO","LINE","HOUR","NUMDAYS","ADFGSTAT","INTLOC","ANGLDAYS","WHOLEHRS","FRACHRS","LOGBOOK","PROXY","ZEROCATCH","HACAS","HAKEPT","HAREL","RFKEPT","RFREL","PELKEPT","PELREL","NPKEPT","NPREL","LCKEPT","LCREL","PSSKEPT","PSSREL","SDFKEPT","SDFREL","SSKKEPT","SSKREL","CODKEPT","CODREL","PORT","SUBLOC","TRFKEPT","TRFREL","USER","TARGET","BOATHRS","HALCPUE","HALHPUE","HALCPHR","HALHPHR"
"621",2005,5,27,NA,6352,9,17,1,515936,2,6,8,0,50608,NA,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,1,"Charter","S",8,NA,NA,NA,NA
"622",2005,5,27,NA,23085,1,18,1,525901,4,4,4,0,NA,NA,NA,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",4,2.75,1.5,0.6875,0.375
"623",2005,5,27,NA,23085,2,18,1,515935,4,3,9,0,NA,NA,NA,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Homer","",0,0,"Private","H",9,3.33333333333333,0,0.37037037037037,0
"624",2005,5,27,NA,23085,3,19,1,515932,4,3,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","S",2,NA,NA,NA,NA
"625",2005,5,27,NA,23085,4,19,1,515934,4,2,5,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Homer","",0,0,"Private","S",5,NA,NA,NA,NA
"626",2005,5,29,NA,7399,1,13,1,525901,1,3,2,50,NA,NA,NA,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",2.5,3.33333333333333,2,1.33333333333333,0.8
"627",2005,5,29,NA,7399,2,13,1,525931,1,7,3,0,50579,NA,NA,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,"Homer","",0,0,"Charter","H",3,2.57142857142857,2,0.857142857142857,0.666666666666667
"628",2005,5,29,NA,7399,3,13,1,515906,1,7,4,50,50561,NA,NA,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",4.5,2.42857142857143,2,0.53968253968254,0.444444444444444
"629",2005,5,29,NA,7399,4,14,1,525902,1,5,4,0,50048,NA,NA,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",4,4,2,1,0.5
"630",2005,5,29,NA,7399,5,14,1,515937,3,6,3,0,NA,NA,NA,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",3,5.33333333333333,2,1.77777777777778,0.666666666666667
"631",2005,5,29,NA,7399,6,14,1,515936,3,3,6,0,NA,NA,NA,0,6,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",1,3,"Private","B+S",6,2.66666666666667,2,0.444444444444444,0.333333333333333
"632",2005,5,29,NA,7399,7,15,1,515907,5,6,3,0,NA,NA,NA,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",3,2.66666666666667,2,0.888888888888889,0.666666666666667
"633",2005,5,29,NA,7399,8,15,1,515907,5,3,3,50,NA,NA,NA,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",3.5,4.33333333333333,2,1.23809523809524,0.571428571428571
"634",2005,5,29,NA,7399,9,15,1,525902,5,3,1,0,NA,NA,NA,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Homer","",0,0,"Private","H",1,4,2,4,2
"635",2005,5,29,NA,23084,1,16,1,525931,2,6,3,50,NA,NA,NA,0,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",3.5,7,2,2,0.571428571428571
"636",2005,5,29,NA,23084,2,16,1,525931,2,7,9,0,50573,NA,NA,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",9,6.28571428571429,2,0.698412698412698,0.222222222222222
"637",2005,5,29,NA,23084,3,16,1,515937,2,6,6,0,50588,NA,NA,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","B+S",6,4,2,0.666666666666667,0.333333333333333
"638",2005,5,29,NA,23084,4,16,1,515932,2,2,3,0,NA,NA,NA,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Homer","",0,0,"Private","H",3,4,2,1.33333333333333,0.666666666666667
"639",2005,5,29,NA,23084,5,16,1,525931,2,5,6,0,50567,NA,NA,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","B+S",6,6,2,1,0.333333333333333
"640",2005,5,29,NA,23084,6,16,1,515936,2,5,3,0,NA,NA,NA,0,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",3,2.8,2,0.933333333333333,0.666666666666667
"641",2005,5,29,NA,23084,7,16,1,515935,2,4,4,50,NA,NA,NA,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",4.5,1.75,1.5,0.388888888888889,0.333333333333333
"642",2005,5,29,NA,23084,8,16,1,525901,2,5,7,0,50498,NA,NA,0,10,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",7,4,2,0.571428571428571,0.285714285714286
"643",2005,5,29,NA,23084,9,17,1,525931,4,5,4,0,NA,NA,NA,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",4,3,2,0.75,0.5
"644",2005,5,29,NA,23082,1,17,1,515907,4,4,2,50,NA,NA,NA,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Homer","",0,0,"Private","H",2.5,2.5,2,1,0.8
"645",2005,5,29,NA,23082,2,17,1,515906,4,2,7,50,NA,NA,NA,0,0,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",3,4,"Private","S",7.5,NA,NA,NA,NA
"646",2005,5,29,NA,23082,3,17,1,515932,4,2,2,0,NA,NA,NA,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,"Homer","",2,0,"Private","H",2,1,1,0.5,0.5
"647",2005,5,29,NA,23082,4,17,1,515936,4,2,9,0,NA,NA,NA,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Homer","",0,0,"Private","H",9,3,1,0.333333333333333,0.111111111111111
"648",2005,5,29,NA,23082,5,17,1,515936,4,2,2,50,NA,NA,NA,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Homer","",0,0,"Private","H",2.5,2,1.5,0.8,0.6
"649",2005,5,29,NA,23082,6,19,1,515937,3,4,8,0,NA,NA,NA,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",8,2.5,1,0.3125,0.125
"650",2005,5,29,NA,23082,7,19,1,525901,3,3,6,0,50481,NA,NA,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",6,3,2,0.5,0.333333333333333
"651",2005,5,29,NA,23082,8,19,1,525931,3,7,6,0,NA,NA,NA,0,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",6,4.71428571428571,1.85714285714286,0.785714285714286,0.30952380952381
"652",2005,5,29,NA,23082,9,19,1,525902,3,2,5,0,NA,NA,NA,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",5,5,2,1,0.4
"653",2005,5,30,NA,7400,1,13,1,515907,3,3,3,0,NA,NA,NA,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",3,2.33333333333333,1.66666666666667,0.777777777777778,0.555555555555556
"654",2005,5,30,NA,7400,2,13,1,525902,3,4,3,0,50048,NA,NA,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,"Homer","",0,0,"Charter","H",3,3.25,2,1.08333333333333,0.666666666666667
"655",2005,5,30,NA,7400,3,13,1,515907,3,5,1,0,NA,NA,NA,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",1,2.4,2,2.4,2
"656",2005,5,30,NA,7400,4,13,1,525931,3,3,3,0,NA,NA,NA,0,6,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",3,8.66666666666667,2,2.88888888888889,0.666666666666667
"657",2005,5,30,NA,7400,5,13,1,525931,3,6,3,0,NA,NA,NA,0,12,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Homer","",0,0,"Private","H",3,2.83333333333333,2,0.944444444444444,0.666666666666667
"658",2005,5,30,NA,7400,6,13,1,525931,3,6,2,0,50582,NA,NA,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Homer","",0,0,"Charter","H",2,5.33333333333333,2,2.66666666666667,1
"659",2005,5,30,NA,7400,7,13,1,515907,3,6,2,0,NA,NA,NA,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",2,2.83333333333333,2,1.41666666666667,1
"660",2005,5,30,NA,7400,8,13,1,515907,3,4,3,0,NA,NA,NA,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",3,8.25,2,2.75,0.666666666666667
"661",2005,5,30,NA,7400,9,15,1,525902,2,7,3,0,50663,NA,NA,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",3,4.85714285714286,2,1.61904761904762,0.666666666666667
"662",2005,5,30,NA,6349,1,15,1,515935,2,3,4,0,NA,NA,NA,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Homer","",0,0,"Private","H",4,6,2,1.5,0.5
"663",2005,5,30,NA,6349,2,15,1,515936,2,4,9,0,50604,NA,NA,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,4,"Charter","S",9,NA,NA,NA,NA
"664",2005,5,30,NA,6349,3,15,1,515931,2,7,7,0,50573,NA,NA,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,"Homer","",0,0,"Charter","H",7,6.28571428571429,2,0.897959183673469,0.285714285714286
"665",2005,5,30,NA,6349,4,15,1,525902,2,3,4,0,NA,NA,NA,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",4,4,2,1,0.5
"666",2005,5,30,NA,6349,5,15,1,525931,2,4,2,0,NA,NA,NA,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",2,3,0.5,1.5,0.25
"667",2005,5,30,NA,6349,6,16,1,515936,4,2,4,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",4,0,0,0,0
"668",2005,5,30,NA,6349,7,16,1,515937,4,2,6,0,NA,NA,NA,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",6,3,0,0.5,0
"669",2005,5,30,NA,6349,8,16,1,515936,4,2,8,0,NA,NA,NA,0,4,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,"Homer","",0,4,"Private","H",8,6,2,0.75,0.25
"670",2005,5,30,NA,6349,9,16,1,525931,4,4,3,50,NA,NA,NA,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","B+S",3.5,4.5,2,1.28571428571429,0.571428571428571
"671",2005,5,30,NA,6347,1,16,1,525931,4,6,5,0,NA,NA,NA,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",5,4,2,0.8,0.4
"672",2005,5,30,NA,6347,2,16,1,515939,4,3,3,50,NA,NA,NA,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",3.5,4.66666666666667,2,1.33333333333333,0.571428571428571
"673",2005,5,30,NA,6347,3,17,1,525931,4,6,7,0,50583,NA,NA,0,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","B+S",7,3.66666666666667,2,0.523809523809524,0.285714285714286
"674",2005,5,30,NA,6347,4,18,1,525931,3,3,6,0,NA,NA,NA,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",6,3,2,0.5,0.333333333333333
"675",2005,5,30,NA,6347,5,18,1,515936,3,4,8,0,50650,NA,NA,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","S",8,NA,NA,NA,NA
"676",2005,5,30,NA,6347,6,18,1,525902,3,4,8,0,NA,NA,NA,0,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","B+S",8,7,2,0.875,0.25
"677",2005,6,12,NA,23197,1,13,1,515935,4,4,4,0,NA,NA,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Homer","",0,0,"Private","H",4,0.5,0,0.125,0
"678",2005,6,12,NA,23197,2,13,1,525902,4,4,1,0,NA,NA,NA,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Homer","",0,0,"Private","H",1,3.25,2,3.25,2
"679",2005,6,12,NA,23197,3,13,1,515936,4,4,4,0,NA,NA,NA,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",4,3,1.5,0.75,0.375
"680",2005,6,12,NA,23197,4,13,1,515936,4,4,5,0,NA,NA,NA,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",5,1.5,0.25,0.3,0.05
"681",2005,6,12,NA,23197,5,14,1,525931,1,7,3,0,50583,NA,NA,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",3,4.85714285714286,2,1.61904761904762,0.666666666666667
"682",2005,6,12,NA,23197,6,14,1,525931,1,7,4,0,50564,NA,NA,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,"Homer","",0,0,"Charter","H",4,2.57142857142857,2,0.642857142857143,0.5
"683",2005,6,12,NA,23197,7,14,1,525902,1,7,4,0,50594,NA,NA,0,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",4,6.85714285714286,1.85714285714286,1.71428571428571,0.464285714285714
"684",2005,6,12,NA,23197,8,14,1,525902,1,4,2,0,NA,NA,NA,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",2,5,0,2.5,0
"685",2005,6,12,NA,23197,9,15,1,515933,1,5,4,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","S",4,NA,NA,NA,NA
"686",2005,6,12,NA,23196,1,15,1,525931,3,2,2,0,NA,NA,NA,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",2,3,2,1.5,1
"687",2005,6,12,NA,23196,2,15,1,525901,3,4,4,0,NA,NA,NA,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",4,2.5,1.25,0.625,0.3125
"688",2005,6,12,NA,23193,1,16,1,525931,5,7,6,0,NA,NA,NA,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",6,4.85714285714286,2,0.80952380952381,0.333333333333333
"689",2005,6,12,NA,23193,2,16,1,525901,5,4,8,0,50664,NA,NA,0,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",8,8.25,2,1.03125,0.25
"690",2005,6,12,NA,23193,3,16,1,515907,5,4,5,0,NA,NA,NA,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",5,3.5,2,0.7,0.4
"691",2005,6,12,NA,23193,4,17,1,525902,2,7,6,0,50633,NA,NA,0,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Homer","",0,0,"Charter","H",6,6.28571428571429,2,1.04761904761905,0.333333333333333
"692",2005,6,12,NA,23193,5,17,1,525931,2,6,6,0,50620,NA,NA,0,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",6,8.66666666666667,2,1.44444444444444,0.333333333333333
"693",2005,6,12,NA,23193,6,17,1,525902,2,7,2,0,50614,NA,NA,14,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",2,3.71428571428571,2,1.85714285714286,1
"694",2005,6,12,NA,23193,7,17,1,515937,2,7,7,50,50562,NA,NA,14,14,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,2,"Charter","B+S",7.5,2.85714285714286,2,0.380952380952381,0.266666666666667
"695",2005,6,12,NA,23193,8,17,1,525931,2,12,6,0,50694,NA,NA,0,24,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,"Homer","",0,0,"Charter","H",6,6.16666666666667,2,1.02777777777778,0.333333333333333
"696",2005,6,12,NA,23193,9,18,1,515936,4,3,6,0,NA,NA,NA,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,15,"Private","S",6,NA,NA,NA,NA
"697",2005,6,12,NA,23190,1,18,1,525902,4,2,6,0,NA,NA,NA,0,4,25,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",10,3,"Private","B+S",6,14.5,2,2.41666666666667,0.333333333333333
"698",2005,6,12,NA,23190,2,18,1,515936,4,3,6,0,NA,NA,NA,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",6,1.66666666666667,1,0.277777777777778,0.166666666666667
"699",2005,6,12,NA,23190,3,18,1,515932,4,3,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","B+S",2,0,0,0,0
"700",2005,6,12,NA,23190,4,18,1,515937,4,6,5,50,NA,NA,NA,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",5.5,5.66666666666667,0.666666666666667,1.03030303030303,0.121212121212121
"701",2005,6,12,NA,23190,5,18,1,515935,4,3,8,0,NA,NA,NA,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"Homer","",0,0,"Private","H",8,2.33333333333333,0,0.291666666666667,0
"702",2005,6,12,NA,23190,6,18,1,525931,4,6,5,0,NA,NA,NA,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",5,2.33333333333333,1.83333333333333,0.466666666666667,0.366666666666667
"703",2005,6,12,NA,23190,7,18,1,515935,4,2,2,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Homer","",0,0,"Private","H",2,0,0,0,0
"704",2005,6,12,NA,23190,8,18,1,525902,4,4,4,0,NA,NA,NA,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",4,3,2,0.75,0.5
"705",2005,6,14,NA,7220,1,14,1,525931,1,7,4,50,50672,NA,NA,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",4.5,4.14285714285714,2,0.920634920634921,0.444444444444444
"706",2005,6,14,NA,7220,2,14,1,525931,1,6,4,0,50593,NA,NA,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",4,4.33333333333333,1.83333333333333,1.08333333333333,0.458333333333333
"707",2005,6,14,NA,7220,3,14,1,515937,1,2,5,0,50586,NA,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","S",5,NA,NA,NA,NA
"708",2005,6,14,NA,7220,4,15,1,525902,3,7,3,50,NA,NA,NA,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",3.5,4.85714285714286,2,1.38775510204082,0.571428571428571
"709",2005,6,14,NA,7220,5,14,1,525902,3,5,5,0,50048,NA,NA,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",5,6,2,1.2,0.4
"710",2005,6,14,NA,7220,6,14,1,515907,3,3,5,0,NA,NA,NA,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",5,3.33333333333333,2,0.666666666666667,0.4
"711",2005,6,14,NA,7220,7,14,1,525902,3,6,8,0,50563,NA,NA,0,12,30,0,0,1,20,0,0,0,1,0,0,0,0,0,0,0,0,"Homer","",1,20,"Charter","H",8,7,2,0.875,0.25
"712",2005,6,14,NA,7220,8,14,1,525931,3,6,6,0,NA,NA,NA,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",6,5.33333333333333,2,0.888888888888889,0.333333333333333
"713",2005,6,14,NA,7220,9,15,1,525931,5,16,4,0,50673,NA,NA,32,32,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",4,5.3125,2,1.328125,0.5
"714",2005,6,14,NA,23189,1,15,1,515905,5,6,6,0,50564,NA,NA,0,12,15,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,"Homer","",6,0,"Charter","H",6,4.5,2,0.75,0.333333333333333
"715",2005,6,14,NA,23189,2,16,1,525836,2,7,5,0,50498,NA,NA,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",5,2.42857142857143,2,0.485714285714286,0.4
"716",2005,6,14,NA,23189,3,16,1,525931,2,7,8,0,50573,NA,NA,0,14,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",8,10.5714285714286,2,1.32142857142857,0.25
"717",2005,6,14,NA,23189,4,16,1,525902,2,8,4,0,50496,NA,NA,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",4,3,2,0.75,0.5
"718",2005,6,14,NA,23189,5,16,1,515936,2,5,10,0,50607,NA,NA,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Homer","",1,0,"Charter","S",10,NA,NA,NA,NA
"719",2005,6,14,NA,23189,6,16,1,525902,2,5,5,0,50669,NA,NA,0,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","B+S",5,7,2,1.4,0.4
"720",2005,6,14,NA,23189,7,16,1,515903,2,7,5,0,50637,NA,NA,14,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",5,3.42857142857143,2,0.685714285714286,0.4
"721",2005,6,14,NA,23189,8,16,1,525902,2,12,5,50,50588,NA,NA,0,22,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",5.5,4.33333333333333,1.83333333333333,0.787878787878788,0.333333333333333
"722",2005,6,14,NA,23189,9,17,1,515937,4,2,4,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","S",4,NA,NA,NA,NA
"723",2005,6,14,NA,23195,1,17,1,515935,4,3,7,0,NA,NA,NA,0,4,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,"Homer","",0,0,"Private","B+S",7,11.3333333333333,1.33333333333333,1.61904761904762,0.19047619047619
"724",2005,6,14,NA,23195,2,17,1,525931,4,5,3,0,NA,NA,NA,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",3,3.6,2,1.2,0.666666666666667
"725",2005,6,14,NA,23195,3,17,1,515937,4,3,5,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","S",5,NA,NA,NA,NA
"726",2005,6,14,NA,23195,4,17,1,515933,4,5,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Homer","",0,0,"Private","H",1,0,0,0,0
"727",2005,6,14,NA,23195,5,18,1,515831,1,15,6,0,50693,NA,NA,0,30,22,0,0,11,0,11,0,0,11,0,0,0,0,0,0,0,0,"Homer","",22,0,"Charter","H",6,3.46666666666667,2,0.577777777777778,0.333333333333333
"728",2005,6,14,NA,23195,6,18,1,525902,1,7,6,0,50608,NA,NA,11,11,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",6,6.57142857142857,1.57142857142857,1.0952380952381,0.261904761904762
"729",2005,6,14,NA,23195,7,18,1,525836,1,13,6,0,50565,NA,NA,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",6,3.84615384615385,1.92307692307692,0.641025641025641,0.320512820512821
"730",2005,6,14,NA,23195,8,18,1,525832,1,8,4,0,50030,NA,NA,0,12,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"Homer","",5,0,"Charter","H",4,3,1.5,0.75,0.375
"731",2005,6,14,NA,23195,9,18,1,525832,1,7,4,0,50592,NA,NA,0,12,30,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,"Homer","",1,0,"Charter","H",4,6,1.71428571428571,1.5,0.428571428571429
"732",2005,6,19,NA,26505,1,13,1,515932,3,1,3,50,NA,NA,NA,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",3.5,3,2,0.857142857142857,0.571428571428571
"733",2005,6,19,NA,26505,2,13,1,515907,3,5,3,0,NA,NA,NA,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Private","H",3,2,2,0.666666666666667,0.666666666666667
"734",2005,6,19,NA,26505,3,13,1,515907,3,6,2,50,50602,NA,NA,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Homer","",0,0,"Charter","H",2.5,2.66666666666667,2,1.06666666666667,0.8
"735",2005,6,19,NA,26505,4,13,1,515907,3,7,1,0,NA,NA,NA,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Homer","",0,0,"Private","H",1,0.428571428571429,0.142857142857143,0.428571428571429,0.142857142857143
"736",2005,6,19,NA,26505,5,13,1,525902,3,8,1,50,50677,NA,NA,0,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Homer","",0,0,"Charter","H",1.5,4.875,1.75,3.25,1.16666666666667
