"","YEAR","MONTH","DAY","SUBL","LITHO","LINE","HOUR","NUMDAYS","ADFGSTAT","INTLOC","ANGLDAYS","WHOLEHRS","FRACHRS","LOGBOOK","PROXY","ZEROCATCH","PORT","SUBLOC","USER","TARGET","BOATHRS","RESBAY","HACAS","HAKEPT","HAVER","HAREL","RFKEPT","RFREL","PELKEPT","PELVER","PELREL","NPKEPT","NPVER","NPREL","LCKEPT","LCVER","LCREL","PSSKEPT","PSSREL","SDFKEPT","SDFREL","SSKKEPT","SSKVER","SSKREL","CODKEPT","CODREL","TRFKEPT","TRFREL","HALCPUE","HALHPUE","HALCPHR","HALHPHR"
"1",2006,5,26,2,23274,1,15,1,525931,NA,5,4,0,61205,NA,NA,"CCI","AnchorPt","Charter","B+S",4,"",0,10,"N",13,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4.6,2,1.15,0.5
"2",2006,5,26,2,23274,4,16,1,525931,NA,6,7,0,61208,NA,NA,"CCI","AnchorPt","Charter","B+S",7,"",0,12,"N",45,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,9.5,2,1.35714285714286,0.285714285714286
"3",2006,5,26,2,23274,5,16,1,525931,NA,6,3,0,61204,NA,NA,"CCI","AnchorPt","Charter","B+S",3,"",0,12,"N",25,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,5,0,0,0,6.16666666666667,2,2.05555555555556,0.666666666666667
"4",2006,5,26,2,23274,9,17,1,525931,NA,7,4,0,60082,NA,NA,"CCI","AnchorPt","Charter","B+S",4,"",0,13,"N",21,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4.85714285714286,1.85714285714286,1.21428571428571,0.464285714285714
"5",2006,5,26,2,23279,1,17,1,515938,NA,5,8,0,NA,NA,NA,"CCI","AnchorPt","Charter","B+S",8,"",0,10,"Y",14,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4.8,2,0.6,0.25
"6",2006,5,28,1,23282,1,11,1,525931,2,6,2,0,60942,NA,NA,"CCI","DeepCr","Charter","B+S",2,"",0,12,"N",20,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,5.33333333333333,2,2.66666666666667,1
"7",2006,5,28,1,23282,2,12,1,525931,1,7,3,0,60084,NA,NA,"CCI","DeepCr","Charter","B+S",3,"",0,10,"Y",2,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,1.71428571428571,1.42857142857143,0.571428571428571,0.476190476190476
"8",2006,5,28,1,23282,6,13,1,525931,1,8,2,0,60910,NA,NA,"CCI","DeepCr","Charter","H",2,"",0,14,"N",12,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,2,0,0,0,3.25,1.75,1.625,0.875
"9",2006,5,28,1,23282,7,13,1,525931,2,5,8,0,60092,NA,NA,"CCI","DeepCr","Charter","B+S",8,"",0,10,"N",10,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4,2,0.5,0.25
"10",2006,5,28,1,23282,8,13,1,525931,1,6,2,0,60913,NA,NA,"CCI","DeepCr","Charter","H",2,"",0,12,"N",15,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4.5,2,2.25,1
"11",2006,5,29,2,23270,5,13,1,525931,NA,6,1,50,61204,NA,NA,"CCI","AnchorPt","Charter","B+S",1.5,"",0,12,"N",4,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,2.66666666666667,2,1.77777777777778,1.33333333333333
"12",2006,5,29,2,23270,6,14,1,525931,NA,6,2,0,61205,NA,NA,"CCI","AnchorPt","Charter","B+S",2,"",0,12,"N",10,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.66666666666667,2,1.83333333333333,1
"13",2006,5,29,2,23270,7,14,1,525931,NA,5,6,0,61089,NA,NA,"CCI","AnchorPt","Charter","B+S",6,"",0,10,"Y",82,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,18.4,2,3.06666666666667,0.333333333333333
"14",2006,5,29,2,23270,8,14,1,515939,NA,4,8,0,61157,NA,NA,"CCI","AnchorPt","Charter","B+S",8,"",0,4,"Y",3,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,1.75,1,0.21875,0.125
"15",2006,5,29,2,23270,9,14,1,525931,NA,7,3,0,61208,NA,NA,"CCI","AnchorPt","Charter","B+S",3,"",0,12,"N",15,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.85714285714286,1.71428571428571,1.28571428571429,0.571428571428571
"16",2006,5,29,2,23269,1,14,1,515939,NA,4,2,0,61210,NA,NA,"CCI","AnchorPt","Charter","B+S",2,"",0,0,"",2,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,0.5,0,0.25,0
"17",2006,5,29,2,23269,2,15,1,525931,NA,7,4,0,60109,NA,NA,"CCI","AnchorPt","Charter","B+S",4,"",0,14,"N",10,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.42857142857143,2,0.857142857142857,0.5
"18",2006,5,29,2,23269,3,15,1,516002,NA,6,4,0,60085,NA,NA,"CCI","AnchorPt","Charter","H",4,"",0,12,"N",5,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,2.83333333333333,2,0.708333333333333,0.5
"19",2006,5,29,2,23269,4,15,1,525931,NA,4,3,50,60097,NA,NA,"CCI","AnchorPt","Charter","B+S",3.5,"",0,6,"Y",8,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.5,1.5,1,0.428571428571429
"20",2006,5,29,2,23269,5,15,1,525931,NA,6,4,0,61176,NA,NA,"CCI","AnchorPt","Charter","B+S",4,"",0,8,"N",2,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,1.66666666666667,1.33333333333333,0.416666666666667,0.333333333333333
"21",2006,6,2,1,23268,7,11,1,525931,1,7,2,50,60913,NA,NA,"CCI","DeepCr","Charter","H",2.5,"",0,13,"N",15,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,2,0,0,0,4,1.85714285714286,1.6,0.742857142857143
"22",2006,6,2,1,23268,8,11,1,525931,1,5,2,50,60878,NA,NA,"CCI","DeepCr","Charter","B+S",2.5,"",0,10,"N",6,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.2,2,1.28,0.8
"23",2006,6,2,1,23265,2,11,1,525931,2,6,3,0,60838,NA,NA,"CCI","DeepCr","Charter","B+S",3,"",0,12,"N",20,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,5.33333333333333,2,1.77777777777778,0.666666666666667
"24",2006,6,2,1,23265,4,11,1,525931,1,6,2,50,60897,NA,NA,"CCI","DeepCr","Charter","B+S",2.5,"",0,12,"N",15,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4.5,2,1.8,0.8
"25",2006,6,2,1,23265,5,11,1,525931,1,5,3,50,60906,NA,NA,"CCI","DeepCr","Charter","H",3.5,"",0,10,"N",4,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,2,0,0,0,2.8,2,0.8,0.571428571428571
"26",2006,6,2,1,23265,8,11,1,525931,1,7,3,0,60103,NA,NA,"CCI","DeepCr","Charter","H",3,"",0,14,"N",4,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,2.57142857142857,2,0.857142857142857,0.666666666666667
"27",2006,6,2,1,23265,9,11,1,525931,1,6,3,0,60843,NA,NA,"CCI","DeepCr","Charter","B+S",3,"",0,12,"N",21,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,5.5,2,1.83333333333333,0.666666666666667
"28",2006,6,2,1,23257,6,12,1,525931,1,5,3,0,60840,NA,NA,"CCI","DeepCr","Charter","B+S",3,"",0,10,"N",2,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,2.4,2,0.8,0.666666666666667
"29",2006,6,2,1,23257,8,12,1,525931,2,8,5,0,60722,NA,NA,"CCI","DeepCr","Charter","H",5,"",0,16,"N",10,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.25,2,0.65,0.4
"30",2006,6,2,1,23258,8,12,1,515939,2,7,5,0,60659,NA,NA,"CCI","DeepCr","Charter","H",5,"",0,14,"N",8,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,3,0,0,0,3.14285714285714,2,0.628571428571429,0.4
"31",2006,6,2,1,23258,9,12,1,516002,1,4,3,0,60850,NA,NA,"CCI","DeepCr","Charter","B+S",3,"",0,8,"N",2,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,2,0,0,2.5,2,0.833333333333333,0.666666666666667
"32",2006,6,2,1,23256,2,12,1,525931,1,8,4,0,60023,NA,NA,"CCI","DeepCr","Charter","B+S",4,"",0,15,"N",15,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.75,1.875,0.9375,0.46875
"33",2006,6,2,1,23256,3,12,1,525931,2,8,3,0,60460,NA,NA,"CCI","DeepCr","Charter","B+S",3,"",0,16,"N",12,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.5,2,1.16666666666667,0.666666666666667
"34",2006,6,2,1,23256,4,12,1,525931,1,8,4,0,60910,NA,NA,"CCI","DeepCr","Charter","B+S",4,"",0,16,"N",6,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,2.75,2,0.6875,0.5
"35",2006,6,2,1,23256,5,12,1,525931,2,7,2,50,60914,NA,NA,"CCI","DeepCr","Charter","B+S",2.5,"",0,14,"N",20,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4.85714285714286,2,1.94285714285714,0.8
"36",2006,6,2,1,23256,6,12,1,525931,1,5,4,0,61123,NA,NA,"CCI","DeepCr","Charter","B+S",4,"",0,10,"N",3,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,2,0,0,2.6,2,0.65,0.5
"37",2006,6,2,1,23256,9,12,1,525931,2,5,4,0,60086,NA,NA,"CCI","DeepCr","Charter","B+S",4,"",0,10,"N",5,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3,2,0.75,0.5
"38",2006,6,2,1,23266,1,13,1,525931,1,7,4,0,60735,NA,NA,"CCI","DeepCr","Charter","B+S",4,"",0,14,"N",10,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.42857142857143,2,0.857142857142857,0.5
"39",2006,6,2,1,23266,4,13,1,525931,2,6,6,0,61178,NA,NA,"CCI","DeepCr","Charter","B+S",6,"",0,12,"N",20,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,5.33333333333333,2,0.888888888888889,0.333333333333333
"40",2006,6,2,1,23266,6,13,1,525931,1,6,4,0,60095,NA,NA,"CCI","DeepCr","Charter","B+S",4,"",0,12,"N",8,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.33333333333333,2,0.833333333333333,0.5
"41",2006,6,2,1,23266,7,13,1,525931,2,3,4,0,60672,NA,NA,"CCI","DeepCr","Charter","B+S",4,"",0,6,"Y",2,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,2.66666666666667,2,0.666666666666667,0.5
"42",2006,6,2,1,23266,9,13,1,525931,1,8,4,50,60026,NA,NA,"CCI","DeepCr","Charter","B+S",4.5,"",0,13,"N",5,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,2.25,1.625,0.5,0.361111111111111
"43",2006,6,2,1,23255,1,13,1,525931,1,5,6,0,60647,NA,NA,"CCI","DeepCr","Charter","B+S",6,"",0,10,"N",4,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,2.8,2,0.466666666666667,0.333333333333333
"44",2006,6,2,1,23255,2,13,1,525931,2,7,4,0,60944,NA,NA,"CCI","DeepCr","Charter","B+S",4,"",0,14,"N",9,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.28571428571429,2,0.821428571428571,0.5
"45",2006,6,2,1,23255,4,13,1,525931,2,8,4,0,60908,NA,NA,"CCI","DeepCr","Charter","B+S",4,"",0,16,"N",3,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,2,0,0,2.375,2,0.59375,0.5
"46",2006,6,2,1,23255,5,14,1,526002,1,5,5,0,60649,NA,NA,"CCI","DeepCr","Charter","B+S",5,"",0,10,"N",7,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.4,2,0.68,0.4
"47",2006,6,2,1,23255,6,14,1,525931,2,5,6,0,60862,NA,NA,"CCI","DeepCr","Charter","H",6,"",0,10,"N",15,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,5,2,0.833333333333333,0.333333333333333
"48",2006,6,2,1,23255,7,14,1,525931,2,8,4,0,60867,NA,NA,"CCI","DeepCr","Charter","B+S",4,"",0,16,"N",45,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,7.625,2,1.90625,0.5
"49",2006,6,2,1,23255,9,14,1,525931,1,8,4,50,60655,NA,NA,"CCI","DeepCr","Charter","B+S",4.5,"",0,16,"N",50,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,8.25,2,1.83333333333333,0.444444444444444
"50",2006,6,2,1,23267,2,14,1,515938,2,4,1,50,60646,NA,NA,"CCI","DeepCr","Charter","B+S",1.5,"",0,8,"N",8,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4,2,2.66666666666667,1.33333333333333
"51",2006,6,2,1,23267,3,14,1,525931,2,7,3,50,60643,NA,NA,"CCI","DeepCr","Charter","H",3.5,"",0,14,"N",5,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,2.71428571428571,2,0.775510204081633,0.571428571428571
"52",2006,6,2,1,23267,4,15,1,525931,2,6,4,0,60942,NA,NA,"CCI","DeepCr","Charter","B+S",4,"",0,12,"N",8,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.33333333333333,2,0.833333333333333,0.5
"53",2006,6,11,2,23278,1,12,1,525931,NA,6,4,0,60447,NA,NA,"CCI","AnchorPt","Charter","H",4,"",0,12,"N",12,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4,2,1,0.5
"54",2006,6,11,2,23278,2,12,1,525931,NA,6,4,0,61208,NA,NA,"CCI","AnchorPt","Charter","H",4,"",0,12,"N",32,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,7.33333333333333,2,1.83333333333333,0.5
"55",2006,6,11,2,23278,4,13,1,515937,NA,4,6,0,61205,NA,NA,"CCI","AnchorPt","Charter","B+S",6,"",0,8,"N",2,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,2.5,2,0.416666666666667,0.333333333333333
"56",2006,6,11,2,23278,5,13,1,525931,NA,8,3,0,60086,NA,NA,"CCI","AnchorPt","Charter","B+S",3,"",0,16,"Y",12,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.5,2,1.16666666666667,0.666666666666667
"57",2006,6,11,2,23278,7,13,1,525931,NA,4,3,0,60103,NA,NA,"CCI","AnchorPt","Charter","H",3,"",0,8,"N",6,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.5,2,1.16666666666667,0.666666666666667
"58",2006,6,11,2,23278,9,13,1,525931,NA,6,6,0,60035,NA,NA,"CCI","AnchorPt","Charter","H",6,"",0,12,"N",15,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4.5,2,0.75,0.333333333333333
"59",2006,6,11,2,23277,1,13,1,525931,NA,7,7,0,60092,NA,NA,"CCI","AnchorPt","Charter","H",7,"",0,14,"N",12,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.71428571428571,2,0.530612244897959,0.285714285714286
"60",2006,6,11,2,23277,2,13,1,515936,NA,4,6,0,61201,NA,NA,"CCI","AnchorPt","Charter","B+S",6,"",0,7,"N",12,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4.75,1.75,0.791666666666667,0.291666666666667
"61",2006,6,11,2,23277,3,14,1,525931,NA,6,4,0,60904,NA,NA,"CCI","AnchorPt","Charter","H",4,"",0,12,"N",14,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4.33333333333333,2,1.08333333333333,0.5
"62",2006,6,11,2,23277,4,14,1,525931,NA,7,3,50,60467,NA,NA,"CCI","AnchorPt","Charter","B+S",3.5,"",0,14,"N",14,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4,2,1.14285714285714,0.571428571428571
"63",2006,6,11,2,23277,5,14,1,525931,NA,3,3,0,61204,NA,NA,"CCI","AnchorPt","Charter","B+S",3,"",0,5,"Y",12,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,5.66666666666667,1.66666666666667,1.88888888888889,0.555555555555556
"64",2006,6,11,2,23277,6,15,1,525931,NA,6,4,0,60097,NA,NA,"CCI","AnchorPt","Charter","H",4,"",0,11,"N",20,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,5.16666666666667,1.83333333333333,1.29166666666667,0.458333333333333
"65",2006,6,11,2,23277,7,15,1,525931,NA,4,6,0,61089,NA,NA,"CCI","AnchorPt","Charter","B+S",6,"",0,8,"Y",40,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,12,2,2,0.333333333333333
"66",2006,6,11,2,23277,8,15,1,525931,NA,7,3,50,60109,NA,NA,"CCI","AnchorPt","Charter","H",3.5,"",0,11,"N",1,0,0,0,"",0,0,"",0,0,"",0,0,0,0,2,0,"",0,0,0,0,0,1.71428571428571,1.57142857142857,0.489795918367347,0.448979591836735
"67",2006,6,11,2,23277,9,15,1,525931,NA,6,6,0,60933,NA,NA,"CCI","AnchorPt","Charter","B+S",6,"",0,12,"N",31,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,7.16666666666667,2,1.19444444444444,0.333333333333333
"68",2006,6,11,2,23276,2,16,1,525931,NA,5,10,0,61161,NA,NA,"CCI","AnchorPt","Charter","B+S",10,"",7,7,"N",12,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.8,1.4,0.38,0.14
"69",2006,6,13,1,23253,1,13,1,525931,1,6,3,0,60840,NA,NA,"CCI","DeepCr","Charter","H",3,"",6,12,"N",11,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.83333333333333,2,1.27777777777778,0.666666666666667
"70",2006,6,13,1,23253,4,14,1,525931,2,3,4,0,60948,NA,NA,"CCI","DeepCr","Charter","H",4,"",0,6,"Y",4,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,1,0,0,0,3.33333333333333,2,0.833333333333333,0.5
"71",2006,6,13,1,23253,5,14,1,525931,1,5,3,0,60843,NA,NA,"CCI","DeepCr","Charter","H",3,"",0,10,"N",25,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,7,2,2.33333333333333,0.666666666666667
"72",2006,6,18,2,23254,4,12,1,525931,NA,4,3,0,61208,NA,NA,"CCI","AnchorPt","Charter","H",3,"",0,8,"N",12,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,1,0,0,0,5,2,1.66666666666667,0.666666666666667
"73",2006,6,18,2,23254,5,12,1,525931,NA,6,2,50,60128,NA,NA,"CCI","AnchorPt","Charter","H",2.5,"",12,12,"N",25,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,2,0,0,6.16666666666667,2,2.46666666666667,0.8
"74",2006,6,18,2,23254,6,12,1,525931,NA,6,3,25,60931,NA,NA,"CCI","AnchorPt","Charter","H",3.25,"",12,12,"N",19,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,1,0,0,0,5.16666666666667,2,1.58974358974359,0.615384615384615
"75",2006,6,18,2,23254,7,12,1,525931,NA,6,4,0,61089,NA,NA,"CCI","AnchorPt","Charter","H",4,"",0,12,"N",63,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,12.5,2,3.125,0.5
"76",2006,6,18,2,23275,1,12,1,525931,NA,6,5,0,60097,NA,NA,"CCI","AnchorPt","Charter","H",5,"",0,12,"N",35,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,7.83333333333333,2,1.56666666666667,0.4
"77",2006,6,18,2,23275,4,13,1,525931,NA,8,5,50,60082,NA,NA,"CCI","AnchorPt","Charter","H",5.5,"",16,16,"N",12,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.5,2,0.636363636363636,0.363636363636364
"78",2006,6,18,2,23275,6,13,1,525931,NA,7,5,0,60131,NA,NA,"CCI","AnchorPt","Charter","H",5,"",14,14,"N",25,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,5.57142857142857,2,1.11428571428571,0.4
"79",2006,6,18,2,23275,8,14,1,525931,NA,4,6,0,60933,NA,NA,"CCI","AnchorPt","Charter","H",6,"",0,8,"N",18,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,6.5,2,1.08333333333333,0.333333333333333
"80",2006,6,18,2,26668,1,15,1,525931,NA,7,5,0,60109,NA,NA,"CCI","AnchorPt","Charter","H",5,"",0,13,"N",10,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,1,0,0,0,3.28571428571429,1.85714285714286,0.657142857142857,0.371428571428571
"81",2006,6,18,2,26668,2,15,1,525931,NA,6,4,0,60467,NA,NA,"CCI","AnchorPt","Charter","B+S",4,"",0,12,"N",40,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,1,0,0,0,8.66666666666667,2,2.16666666666667,0.5
"82",2006,6,18,2,26668,4,15,1,525931,NA,7,4,0,61205,NA,NA,"CCI","AnchorPt","Charter","B+S",4,"",0,14,"N",22,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,5.14285714285714,2,1.28571428571429,0.5
"83",2006,6,18,2,26668,7,16,1,525931,NA,6,8,0,60092,NA,NA,"CCI","AnchorPt","Charter","H",8,"",0,12,"N",12,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4,2,0.5,0.25
"84",2006,6,20,1,23242,2,14,1,525931,2,6,3,0,60834,NA,NA,"CCI","DeepCr","Charter","H",3,"",0,12,"N",25,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,6.16666666666667,2,2.05555555555556,0.666666666666667
"85",2006,6,20,1,23242,3,14,1,525931,2,7,5,0,60447,NA,NA,"CCI","DeepCr","Charter","H",5,"",0,14,"N",40,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,7.71428571428571,2,1.54285714285714,0.4
"86",2006,6,20,1,23242,4,14,1,525931,2,4,3,0,60948,NA,NA,"CCI","DeepCr","Charter","B+S",3,"",0,8,"Y",20,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,1,0,0,0,7,2,2.33333333333333,0.666666666666667
"87",2006,6,20,1,23242,6,14,1,525931,1,6,4,0,60897,NA,NA,"CCI","DeepCr","Charter","H",4,"",0,11,"N",8,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,2,0,0,0,3.16666666666667,1.83333333333333,0.791666666666667,0.458333333333333
"88",2006,6,20,1,23242,7,14,1,525931,2,6,3,0,60796,NA,NA,"CCI","DeepCr","Charter","H",3,"",0,11,"N",17,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4.66666666666667,1.83333333333333,1.55555555555556,0.611111111111111
"89",2006,6,20,1,23242,9,14,1,525931,2,6,4,0,60944,NA,NA,"CCI","DeepCr","Charter","H",4,"",0,12,"N",16,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4.66666666666667,2,1.16666666666667,0.5
"90",2006,6,20,1,23432,3,15,1,525931,1,6,4,0,60026,NA,NA,"CCI","DeepCr","Charter","H",4,"",0,13,"N",1,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,2,0,0,2.33333333333333,2.16666666666667,0.583333333333333,0.541666666666667
"91",2006,6,20,1,23432,4,15,1,525931,1,5,4,0,61123,NA,NA,"CCI","DeepCr","Charter","H",4,"",0,10,"N",4,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,4,0,0,2.8,2,0.7,0.5
"92",2006,6,20,1,23432,5,15,1,525931,2,4,5,0,60902,NA,NA,"CCI","DeepCr","Charter","H",5,"",0,8,"Y",10,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4.5,2,0.9,0.4
"93",2006,6,20,1,23432,6,15,1,515939,2,6,6,50,60872,NA,NA,"CCI","DeepCr","Charter","H",6.5,"",0,11,"N",11,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,3.66666666666667,1.83333333333333,0.564102564102564,0.282051282051282
"94",2006,6,20,1,23432,7,15,1,525931,1,3,5,0,60647,NA,NA,"CCI","DeepCr","Charter","H",5,"",0,6,"N",7,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4.33333333333333,2,0.866666666666667,0.4
"95",2006,6,20,1,23432,8,15,1,525931,1,7,4,0,60098,NA,NA,"CCI","DeepCr","Charter","H",4,"",0,13,"N",5,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,4,0,0,0,2.57142857142857,1.85714285714286,0.642857142857143,0.464285714285714
"96",2006,6,20,1,23432,9,15,1,525931,1,6,5,0,60840,NA,NA,"CCI","DeepCr","Charter","H",5,"",0,12,"N",10,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,4,0,0,0,3.66666666666667,2,0.733333333333333,0.4
"97",2006,6,20,1,23241,1,15,1,525931,1,7,4,0,60023,NA,NA,"CCI","DeepCr","Charter","H",4,"",0,14,"N",14,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,2,0,0,0,4,2,1,0.5
"98",2006,6,20,1,23241,2,15,1,525931,2,6,4,50,60441,NA,NA,"CCI","DeepCr","Charter","H",4.5,"",0,12,"N",12,0,0,0,"",0,0,"",0,0,"",0,0,0,0,0,0,"",0,0,0,0,0,4,2,0.888888888888889,0.444444444444444
