"PORT","TARGET","BOATNAME","LOGBOOK","HOUR","NUMDAYS","ADFGSTATHAL","ADFGSTATRF","ADFGSTATLING","ADFGSTATCOMBI","INTLOC","CLIENTDAYS","CREWDAYS","HOURS_H","HOURS_R","HOURS_L","HOURS_COMBI","HAKEPT","GAFHAKEPT","HACAS","HARELCIR","HARELOTH","PELKEPT","PCAS","PELRSURF","PELRDRM","PELDEPTH","YEKEPT","YECAS","YERSURF","YERDRM","YEDEPTH","NPKEPT","NPCAS","NPRSURF","NPRDRM","NPDEPTH","LCKEPT","LCCAS","LCRELOVR","LCRELUND","CODKEPT","CODCAS","CODREL","SABKEPT","SABCAS","SABREL","POLKEPT","POLCAS","POLREL","SSKKEPT","SSKCAS","SSKREL","SDFKEPT","SDFCAS","SDFREL","PSSKEPT","PSSCAS","PSSREL","COMMENTS","YEAR","MONTH","DAY","USER","SUBLOC","RESBAY","BOATHRS","SFmgmtareaHAL","ANGLDAYS","HAREL","LCREL","TRFKEPT","PELREL","YEREL","NPREL","TRFREL","TRFCAS","NONGAFHA"
"Whittier","H","",,17,1,476006,,,,,4,0,4,0,0,0,2,0,2,0,1,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Private",,,4,"PWS",4,1,0,0,0,0,0,0,0,2
"Whittier","H","",,17,1,476031,476031,,,,4,0,7,0,0,0,6,0,6,5,0,0,"0",0,0,0,3,3,0,0,0,1,"1",0,0,0,0,"0",0,0,0,"0",20,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Private",,,7,"PWS",4,5,0,4,0,0,0,0,4,6
"Whittier","B","",,17,1,486033,486033,,,,3,0,0,0,0,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",1,0,40,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Private",,,1,"PWS",3,0,0,0,0,0,1,1,0,0
"Whittier","S","CYANE",220214,17,1,,486033,,,,2,0,0,0,0,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,"1",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Charter",,,1,,2,0,0,1,0,0,0,0,1,0
"Whittier","S","",,17,1,,486031,,,,4,0,0,0,0,4,0,0,0,0,0,0,"0",1,0,150,0,0,0,0,0,1,"1",0,1,150,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Private",,,4,,4,0,0,1,1,0,1,2,1,0
"Whittier","H","",,17,1,476033,476033,,,,4,0,6,0,0,0,8,0,8,3,0,0,"0",0,0,0,1,1,0,0,0,0,"0",0,0,0,0,"0",0,0,0,"0",1,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Private",,,6,"PWS",4,3,0,1,0,0,0,0,1,8
"Whittier","B+S","",,18,1,,,,486034,,3,0,0,0,0,5,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,0,"0",1,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,"DIDN'T HAVE HALIBUT HRS BC THEY COULDN'T GET TO HALIBUT GROUNDS (TRIED THO), TARGET WAS HALIBUT AND SALMON (HRS TECHNICALLY SALMON HRS)",2022,8,21,"Private",,,5,,3,0,0,0,0,0,0,0,0,0
"Whittier","B+S","",,18,1,486031,486031,,,,4,0,1,0,0,0,1,0,1,0,1,0,"0",0,0,0,0,0,0,0,0,0,"0",6,0,55,0,"0",0,0,0,"0",0,1,"1",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Private",,,1,"PWS",4,1,0,0,0,0,6,6,0,1
"Whittier","B+S","FOOL'S GOLD",220204,18,1,476009,,,,,9,0,1,0,0,0,18,0,18,3,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,1,"1",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Charter",,,1,"PWS",9,3,0,0,0,0,0,0,0,18
"Whittier","B+S","SALTWATER ADDICTION",220218,18,1,476003,476003,,,,6,0,5.5,0,0,0,11,0,11,1,0,15,"15",0,0,0,1,1,0,0,0,4,"4",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,"ONE ROCKFISH WAS SHORTRAKER :)",2022,8,21,"Charter",,,5.5,"PWS",6,1,0,20,0,0,0,0,20,11
"Whittier","H","THE WILDLIFE",220297,18,1,485932,,,,,5,0,6,0,0,0,9,0,9,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,10,"10",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Charter",,,6,"PWS",5,0,0,0,0,0,0,0,0,9
"Whittier","H","",,18,1,476034,476034,,,,2,0,6,0,0,0,4,0,4,1,0,1,"1",0,0,0,1,1,0,0,0,0,"0",0,0,0,0,"0",0,0,5,"5",1,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Private",,,6,"PWS",2,1,0,2,0,0,0,0,2,4
"Whittier","S","",,18,1,,476032,476033,,,4,0,0,0,0,6,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",2,0,60,0,"0",0,1,0,"0",0,0,"0",1,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Private",,,6,,4,0,1,0,0,0,2,2,0,0
"Whittier","H","",,18,1,476033,476033,,,,3,0,4,0,0,0,1,0,1,0,1,0,"0",0,0,0,2,2,0,0,0,0,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,"GUTTED ROCKFISH BUT NOT FILLETED",2022,8,21,"Private",,,4,"PWS",3,1,0,2,0,0,0,0,2,1
"Whittier","B+S","",,19,1,,476006,,,,5,0,0,6,0,0,0,0,0,0,0,5,"5",0,0,0,0,0,0,0,0,3,"3",1,0,40,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,"TARGET SALMON AND ROCKFISH (SAME TIME)",2022,8,21,"Private",,,6,,5,0,0,8,0,0,1,1,8,0
"Whittier","B+S","",,19,1,486031,486031,,,,5,0,4,0,0,0,0,0,0,0,0,0,"0",0,0,0,1,0,0,0,0,2,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Private",,,4,"PWS",5,0,0,3,0,0,0,0,0,0
"Whittier","B+S","",,19,1,476006,476006,,,,4,0,6,0,0,0,0,0,0,0,0,0,"0",0,0,0,4,0,0,0,0,0,"0",10,0,70,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Private",,,6,"PWS",4,0,0,4,0,0,10,10,0,0
"Whittier","B","STRAIT CRAZY",220147,20,1,476009,476009,,,,12,0,0,0,0,8,15,0,15,0,0,9,"9",0,0,0,4,4,0,0,0,0,"0",0,0,0,0,"0",0,0,42,"42",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Charter",,,8,"PWS",12,0,0,13,0,0,0,0,13,15
"Whittier","H","",,20,2,476032,476032,,,,4,0,3,0,0,0,2,0,2,0,0,0,"0",0,0,0,0,0,0,1,85,0,"0",0,0,0,0,"0",0,0,1,"1",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Private",,,3,"PWS",4,0,0,0,0,1,0,1,0,2
"Whittier","H","",,20,1,476032,476032,,,,4,0,3,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,4,"0",4,0,160,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,21,"Private",,,3,"PWS",4,0,0,4,0,0,4,4,0,0
"Whittier","H","",,16,3,475933,475933,,,,15,0,5,0,0,0,3,0,3,0,0,0,"0",0,3,230,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,6,"6",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,22,"Private",,,5,"PWS",15,0,0,0,3,0,0,3,0,3
"Whittier","H","FOOL'S GOLD",220204,17,1,476009,,,,,11,0,3,0,0,0,22,0,22,6,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,6,"6",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,22,"Charter",,,3,"PWS",11,6,0,0,0,0,0,0,0,22
"Whittier","H","THE WILDLIFE",220297,17,1,466032,466032,,,,4,0,6,0,0,0,5,0,5,0,0,3,"3",0,0,0,0,0,0,0,0,2,"2",0,0,0,0,"0",0,0,3,"3",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,22,"Charter",,,6,"PWS",4,0,0,5,0,0,0,0,5,5
"Whittier","H","",,18,4,476006,476006,,,,8,0,12,0,0,0,1,0,1,0,0,2,"2",0,4,450,1,1,0,2,450,0,"0",0,0,0,0,"0",0,0,2,"2",2,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,22,"Private",,,12,"PWS",8,0,0,3,4,2,0,6,3,1
"Whittier","B+S","",,19,4,476033,476033,,,,16,0,8,0,0,0,0,0,0,0,0,0,"0",0,3,300,4,4,0,0,0,0,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,22,"Private",,,8,"PWS",16,0,0,4,3,0,0,3,4,0
"Whittier","B","STRAIT CRAZY",220153,20,1,485932,485932,,,,6,0,0,0,0,8,6,0,6,0,0,20,"20",0,0,0,1,1,0,0,0,3,"3",0,0,0,0,"0",0,0,30,"30",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,22,"Charter",,,8,"PWS",6,0,0,24,0,0,0,0,24,6
"Whittier","B+S","",,15,3,476033,476033,,,,6,0,3,3,0,0,0,0,0,0,0,2,"2",0,0,0,1,1,0,0,0,0,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,24,"Private",,,6,"PWS",6,0,0,3,0,0,0,0,3,0
"Whittier","H","",,18,1,486034,,,,,3,0,5,0,0,0,1,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,5,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,24,"Private",,,5,"PWS",3,0,0,0,0,0,0,0,0,1
"Whittier","R","",,18,1,,486033,,,,2,0,0,1,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",1,0,20,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,"CAUGHT FROM ""THE TRIANGLE"" (ON LAND)",2022,8,24,"Private",,,1,,2,0,0,0,0,0,1,1,0,0
"Whittier","H","",,18,1,486033,,,,,2,0,3,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,24,"Private",,,3,"PWS",2,0,0,0,0,0,0,0,0,0
"Whittier","S","ICRAZY II",220150,19,1,,486001,486001,,,4,1,0,0,0,6,0,0,0,0,0,17,"0",0,0,0,0,0,0,0,0,1,"0",0,0,0,0,"0",0,6,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,24,"Charter",,,6,,5,0,6,18,0,0,0,0,0,0
"Whittier","H","",,15,3,486033,486033,,,,8,0,6,0,0,0,2,0,2,0,0,0,"0",0,0,0,0,0,0,2,250,0,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Private",,,6,"PWS",8,0,0,0,0,2,0,2,0,2
"Whittier","S","",,15,2,,,476006,,,4,0,0,0,0,6,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,1,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Private",,,6,,4,0,0,0,0,0,0,0,0,0
"Whittier","H","",,15,1,486033,,,,,1,0,0.5,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Private",,,0.5,"PWS",1,0,0,0,0,0,0,0,0,0
"Whittier","H","",,15,2,476006,476006,,,,4,0,11,0,0,0,4,0,0,8,0,0,"0",0,0,0,2,0,0,3,220,0,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Private",,,11,"PWS",4,8,0,2,0,3,0,3,0,4
"Whittier","R","",,16,1,,476033,,,,2,0,0,2,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,2,"0",0,1,350,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Private",,,2,,2,0,0,2,0,0,1,1,0,0
"Whittier","B","SALTWATER ADDICTION",220218,17,1,476009,476009,,,,4,0,0,0,0,5,5,0,5,2,0,12,"12",0,0,0,0,0,0,0,0,4,"4",0,0,0,0,"0",0,0,4,"4",6,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Charter",,,5,"PWS",4,2,0,16,0,0,0,0,16,5
"Whittier","B+S","",,17,1,486033,486033,486033,,,3,0,0,0,0,6,0,0,0,0,1,0,"0",1,0,32,0,0,0,1,300,0,"0",0,0,0,0,"0",0,3,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,"TARGET WAS ROCKFISH & SALMON",2022,8,29,"Private",,,6,"PWS",3,1,3,0,1,1,0,2,0,0
"Whittier","H","FOOL'S GOLD",220204,17,1,476009,,,,,11,0,4,0,0,0,21,0,21,21,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,0,"0",0,4,"4",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Charter",,,4,"PWS",11,21,0,0,0,0,0,0,0,21
"Whittier","B+S","",,18,1,476032,,,,,3,0,4,0,0,0,6,0,0,2,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,1,"1",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Private",,,4,"PWS",3,2,0,0,0,0,0,0,0,6
"Whittier","H","SWEE' PEA",220275,18,1,476003,476003,,,,6,0,5,0,0,0,5,0,5,1,0,0,"0",0,0,0,1,1,0,0,0,0,"0",0,0,0,0,"0",0,0,6,"6",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Charter",,,5,"PWS",6,1,0,1,0,0,0,0,1,5
"Whittier","H","",,19,2,486033,486033,486033,,,6,0,4,0,0,0,0,0,0,0,1,0,"0",0,0,0,0,0,0,0,0,0,"0",8,0,30,0,"0",0,1,0,"0",0,0,"0",0,0,"0",1,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Private",,,4,"PWS",6,1,1,0,0,0,8,8,0,0
"Whittier","L","",,19,1,485932,485932,485932,,,5,0,0,0,6,0,1,0,1,0,0,16,"16",20,0,10,1,1,0,0,0,1,"1",8,0,40,4,"4",0,8,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Private",,,6,"PWS",5,0,8,18,20,0,8,28,18,1
"Whittier","H","",,19,5,486033,476033,,,,20,0,6,0,0,0,1,0,1,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,2,300,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Private",,,6,"PWS",20,0,0,0,0,0,2,2,0,1
"Whittier","B","CRAZY RAY",220146,20,1,476007,476007,,,,6,0,5,1,0,0,5,0,0,0,0,8,"0",0,0,0,1,0,0,0,0,0,"0",0,0,0,0,"0",0,0,3,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Charter",,,6,"PWS",6,0,0,9,0,0,0,0,0,5
"Whittier","H","ELAINE C",220280,20,1,476003,476003,,,,6,0,6,0,0,0,8,0,0,0,0,0,"0",0,0,0,5,0,0,0,0,1,"0",0,0,0,0,"0",0,0,3,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Charter",,,6,"PWS",6,0,0,6,0,0,0,0,0,8
"Whittier","H","STRAIT CRAZY",220153,20,1,476008,476008,,,,11,0,6,0,0,0,10,0,10,0,0,38,"38",0,0,0,0,0,0,0,0,2,"2",0,0,0,0,"0",0,0,7,"7",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Charter",,,6,"PWS",11,0,0,40,0,0,0,0,40,10
"Whittier","H","ICRAZY II",220150,20,1,476009,476009,,,,5,0,7,0,0,0,9,0,0,9,0,20,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,9,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,8,29,"Charter",,,7,"PWS",5,9,0,20,0,0,0,0,0,9
"Whittier","B+S","",,20,4,476036,476036,,,,8,0,6,0,0,0,1,0,1,0,0,0,"0",0,0,0,2,2,1,1,170,0,"0",0,0,0,0,"0",0,0,0,"0",1,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,"SURFACE RELEASED YELLOWEYE WAS CAUGHT AT 100 FT",2022,8,29,"Private",,,6,"PWS",8,0,0,2,0,2,0,2,2,1
"Valdez","B","",,15,1,466033,466033,466033,,,3,0,4,1,0,0,4,0,0,0,0,11,"0",40,0,10,1,0,0,0,0,0,"0",0,5,60,0,"0",0,6,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,22,"Private",,,5,"PWS",3,0,6,12,40,0,5,45,0,4
"Valdez","H","",,15,1,466033,466033,,,,3,0,4,0,0,0,1,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,"0",1,0,100,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,22,"Private",,,4,"PWS",3,1,0,0,0,0,1,1,0,1
"Valdez","B","",,16,1,466032,466032,,,,5,0,2.5,1,0,0,10,0,0,3,0,13,"0",0,0,0,2,0,0,0,0,3,"0",0,2,120,0,"0",0,0,3,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,22,"Private",,,3.5,"PWS",5,3,0,18,0,0,2,2,0,10
"Valdez","B","",,16,1,466100,466100,,,,3,0,0,0,0,10,3,0,0,0,0,0,"0",0,0,0,1,0,0,0,0,2,"0",0,2,126,0,"0",0,0,2,"0",2,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,22,"Private",,,10,"PWS",3,0,0,3,0,0,2,2,0,3
"Valdez","B","ARCTIC WARRIOR",221863,17,1,466004,466003,466003,,,6,0,4,2,0,0,6,0,0,0,1,13,"0",0,0,0,0,0,0,0,0,2,"0",1,0,20,0,"0",0,1,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,22,"Charter",,,6,"PWS",6,1,1,15,0,0,1,1,0,6
"Valdez","B+S","",,17,1,466033,466033,,,,3,0,0,0,0,10,0,0,0,0,0,0,"0",0,0,0,2,0,0,0,0,0,"0",0,0,0,0,"0",0,0,1,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,22,"Private",,,10,"PWS",3,0,0,2,0,0,0,0,0,0
"Valdez","B","ARCTIC WARRIOR",221863,19,1,466004,466003,466003,,,6,0,3,3,0,0,6,0,0,1,0,14,"0",0,0,0,0,0,0,0,0,1,"0",0,0,0,0,"0",3,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,27,"Charter",,,6,"PWS",6,1,3,15,0,0,0,0,0,6
"Valdez","B","ARCTIC WARRIOR",221863,19,1,466004,466003,466003,,,6,0,4,2,0,0,6,0,0,2,0,24,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",2,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,28,"Charter",,,6,"PWS",6,2,2,24,0,0,0,0,0,6
"Valdez","H","",,19,4,476035,,,,,8,0,2,0,0,0,4,0,0,1,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,3,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,22,"Private",,,2,"PWS",8,1,0,0,0,0,0,0,0,4
"Valdez","B","ARCTIC WARRIOR",221863,18,1,466004,466003,,,,6,0,4,2,0,0,8,0,0,2,0,8,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,6,5,"Charter",,,6,"PWS",6,2,0,8,0,0,0,0,0,8
"Valdez","B","",,19,1,466032,466032,,,,6,0,0,0,0,7,8,0,0,0,12,0,"0",0,0,0,0,0,0,0,0,1,"0",0,0,0,0,"0",0,0,4,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,22,"Private",,,7,"PWS",6,12,0,1,0,0,0,0,0,8
"Valdez","B+S","",,19,2,466032,466033,466033,,,6,0,0,0,0,8,1,0,0,0,0,0,"0",0,0,0,4,0,0,0,0,0,"0",0,1,150,0,"0",0,1,10,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,22,"Private",,,8,"PWS",6,0,1,4,0,0,1,1,0,1
"Valdez","B","",,19,1,466002,466002,,,,6,0,0,0,0,7,4,0,0,0,0,10,"0",0,0,0,4,0,0,0,0,1,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,22,"Private",,,7,"PWS",6,0,0,15,0,0,0,0,0,4
"Valdez","H","",,15,1,476035,,,,,7,0,0.5,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,1,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,27,"Private",,,0.5,"PWS",7,0,0,0,0,0,0,0,0,0
"Valdez","B","",,15,1,466033,466033,,,,3,0,7,7,0,0,0,0,0,0,0,0,"0",0,0,0,1,0,0,0,0,1,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,"DAY TWO FOOTER",2022,5,27,"Private",,,14,"PWS",3,0,0,2,0,0,0,0,0,0
"Valdez","B","",,16,1,466033,466033,,,,4,0,3,4,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,3,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,27,"Private",,,7,"PWS",4,0,0,3,0,0,0,0,0,0
"Valdez","H","ARCTIC WARRIOR",221863,17,1,466004,,466004,,,6,0,4,0,0,0,7,0,0,2,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,1,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,6,10,"Charter",,,4,"PWS",6,2,1,0,0,0,0,0,0,7
"Valdez","B","ARCTIC WARRIOR",221863,18,1,466004,466003,466003,,,6,0,5,1,0,0,6,0,0,1,0,16,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",1,1,0,"0",1,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,6,17,"Charter",,,6,"PWS",6,1,2,16,0,0,0,0,0,6
"Valdez","B","ARCTIC WARRIOR",221863,19,1,466004,466004,,,,6,0,0,0,0,6,7,0,0,0,0,6,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,6,24,"Charter",,,6,"PWS",6,0,0,6,0,0,0,0,0,7
"Valdez","H","ARCTIC WARRIOR",221863,19,1,466004,466004,,,,6,0,7,0,0,0,7,0,0,0,0,1,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,6,25,"Charter",,,7,"PWS",6,0,0,1,0,0,0,0,0,7
"Valdez","B","",,19,1,466001,466001,466001,,,5,0,0,0,0,12,5,0,0,8,0,7,"0",25,0,30,4,0,0,10,120,0,"0",0,5,150,0,"0",4,6,1,"0",20,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,27,"Private",,,12,"PWS",5,8,10,11,25,10,5,40,0,5
"Valdez","H","ARCTIC WARRIOR",221863,20,1,466004,466004,,,,6,0,7,0,0,0,6,0,0,2,0,3,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,7,2,"Charter",,,7,"PWS",6,2,0,3,0,0,0,0,0,6
"Valdez","H","ARCTIC WARRIOR",221863,19,1,466002,466002,466002,,,6,0,6,0,0,0,8,0,0,2,0,24,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,1,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,7,4,"Charter",,,6,"PWS",6,2,0,24,0,0,0,0,0,8
"Valdez","H","",,15,1,466003,,466003,,,4,0,4,0,0,0,8,0,0,7,0,0,"0",0,0,0,0,0,0,0,0,0,"0",0,0,0,0,"0",2,0,2,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,28,"Private",,,4,"PWS",4,7,2,0,0,0,0,0,0,8
"Valdez","B+S","",,15,1,466033,466033,,,,4,0,4,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,"0",1,0,70,0,"0",0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,28,"Private",,,4,"PWS",4,0,0,0,0,0,1,1,0,0
"Valdez","B","",,15,1,466100,466100,,,,2,0,0,0,0,6,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,2,"0",0,1,75,0,"0",0,0,1,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,0,"0",0,,2022,5,28,"Private",,,6,"PWS",2,0,0,2,0,0,1,1,0,0
