PORT,BOATNAME,LOGBOOK,HOUR,TRIP1OR2,NUMDAYS,TARGET,ADFGSTAT,INTLOC,CLIENTDAYS,CREWDAYS,BOATHRS,HAKEPT,HAVER,HACAS,HARELCIR,HARELOTH,PELKEPT,PELVER,P_KPT_CAS,PELREL,HOWPREL,PELDEPTH,YEKEPT,YEVER,YECAS,YEREL,HOWYEREL,YEDEPTH,NPKEPT,NPVER,NPCAS,NPREL,HOWNPREL,NPDEPTH,LCKEPT,LCVER,LCCAS,LCRELOVR,LCRELUND,CODKEPT,CODVER,CODCAS,CODREL,SABKEPT,SABVER,SABCAS,SABREL,POLKEPT,POLVER,POLCAS,POLREL,SSKKEPT,SSKVER,SSKCAS,SSKREL,SDFKEPT,SDFVER,SDFCAS,SDFREL,PSSKEPT,PSSVER,PSSCAS,PSSREL,PCAS,YEAR,MONTH,DAY,USER,SUBLOC,RESBAY,ANGLDAYS,HAREL,LCREL,TRFKEPT,TRFREL,TRFCAS
CCI,THE HUNTER,110394,15,1,1,H,525931,NA,5,0,4,10,N,10,5,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,6,,6,4,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,2,Charter,AnchorPt,,5,5,0,0,0,0
CCI,O'DEA,113589,15,1,1,H,525931,NA,4,0,3,8,N,0,8,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,2,,0,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,1,0,,NA,0,NA,2011,8,2,Charter,AnchorPt,,4,8,0,0,0,0
CCI,POLE BENDERS,110187,15,1,1,H,525931,NA,4,1,4,10,N,0,20,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,3,,0,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,2,Charter,AnchorPt,,5,20,0,0,0,0
CCI,HIGHLINER,112232,15,1,1,B+S,525931,NA,6,2,7,16,N,0,4,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,2,Charter,AnchorPt,,8,4,0,0,0,0
CCI,GAME FISHER,112433,15,1,1,H,525931,NA,4,0,3,8,N,0,6,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,1,,1,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,2,Charter,AnchorPt,,4,6,0,0,0,0
CCI,ALASKA SPIRIT,110222,15,1,1,H,525931,NA,6,0,4,12,N,12,42,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,2,,2,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,1,0,,NA,0,NA,2011,8,2,Charter,AnchorPt,,6,42,0,0,0,0
CCI,CALLIE ANN,113655,15,1,1,H,525931,NA,4,2,3,12,N,0,5,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,2,Charter,AnchorPt,,6,5,0,0,0,0
CCI,OTTER SEA,113650,16,1,1,B+S,525931,NA,4,1,6,10,N,0,0,0,1,N,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,2,Charter,AnchorPt,,5,0,0,1,0,0
CCI,GREATLANDER,113642,16,1,1,H,525931,NA,4,2,5,12,N,0,2,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,2,,1,1,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,10,0,,NA,0,NA,2011,8,2,Charter,AnchorPt,,6,2,0,0,0,0
CCI,BIG BUT,112086,16,1,1,H,525931,NA,6,0,4,7,N,4,0,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,4,,4,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,30,0,,NA,0,NA,2011,8,2,Charter,AnchorPt,,6,0,0,0,0,0
CCI,REEL QUICK,113621,16,1,1,H,525931,NA,6,0,4,12,N,0,4,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,10,,0,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,1,0,,NA,0,NA,2011,8,2,Charter,AnchorPt,,6,4,0,0,0,0
CCI,WOLVERINE,112447,16,1,1,H,525931,NA,6,0,5,12,N,12,8,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,3,,3,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,3,0,,NA,0,NA,2011,8,2,Charter,AnchorPt,,6,8,0,0,0,0
CCI,EASY GET,112503,16,1,1,H,525931,NA,4,1,6,10,N,0,20,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,10,,0,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,2,Charter,AnchorPt,,5,20,0,0,0,0
CCI,ORCA,113602,11,1,1,H,525931,NA,6,2,2,16,N,0,15,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,8,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,8,15,0,0,0,0
CCI,AFISHUNT II,112340,11,1,1,H,525931,NA,6,2,3,12,N,0,24,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,5,,5,3,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,8,24,0,0,0,0
CCI,TRUE GRIT,113657,11,1,1,H,525931,NA,4,2,5,12,N,0,15,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,2,,2,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,6,15,0,0,0,0
CCI,HARD EIGHT,112350,11,1,1,H,525931,NA,8,1,4,18,N,0,18,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,5,,5,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,9,18,0,0,0,0
CCI,NSC 2,112440,11,1,1,H,525931,NA,6,2,4,16,N,0,38,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,2,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,8,38,0,0,0,0
CCI,DISCOVER,113591,12,1,1,H,515938,NA,6,2,3,14,N,0,25,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,2,,2,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,8,25,0,0,0,0
CCI,EXCITER,112344,12,1,1,H,525931,NA,8,1,4,17,N,0,8,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,4,,4,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,9,8,0,0,0,0
CCI,DREAM CATCHER II,110280,12,1,1,H,525931,NA,6,1,3,14,N,0,7,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,4,,4,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,7,7,0,0,0,0
CCI,,NA,12,1,1,H,525931,NA,6,0,3,12,N,0,12,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,2,,0,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Private,DeepCr,,6,12,0,0,0,0
CCI,AK FISH HOOK,110351,12,1,1,H,525931,NA,5,1,3,12,N,0,15,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,2,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,1,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,6,15,0,0,0,0
CCI,VOYAGEUR,112452,12,1,1,H,525931,NA,8,0,5,16,N,0,68,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,8,,8,12,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,8,68,0,0,0,0
CCI,UNFORGIVEN,111363,12,1,1,H,525931,NA,6,2,4,12,N,0,50,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,5,,5,1,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,1,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,8,50,0,0,0,0
CCI,SOLO,112266,12,1,1,H,525931,NA,5,2,4,14,N,0,13,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,2,,NA,12,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,7,13,0,0,0,0
CCI,HERS TOO,110186,12,1,1,H,525931,NA,8,1,5,18,N,0,30,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,4,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,9,30,0,0,0,0
CCI,,NA,12,1,1,H,515938,NA,4,0,4,8,N,0,6,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Private,DeepCr,,4,6,0,0,0,0
CCI,HER'S,110191,12,1,1,H,525931,NA,6,1,5,14,N,0,32,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,1,,1,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,7,32,0,0,0,0
CCI,NSC 1,112438,12,1,1,H,525931,NA,6,2,4,15,N,0,8,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,6,,6,30,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,8,8,0,0,0,0
CCI,,NA,12,1,1,H,525931,NA,2,0,3,4,N,0,0,3,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,1,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Private,DeepCr,,2,3,0,0,0,0
CCI,,NA,13,1,1,H,525931,NA,4,0,2.5,8,N,0,7,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Private,DeepCr,,4,7,0,0,0,0
CCI,SARAH C,113628,13,1,1,H,525931,NA,6,0,5,12,N,0,12,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,2,,2,4,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,6,12,0,0,0,0
CCI,REEL TIME,113625,13,1,1,H,525931,NA,5,1,5.5,12,N,0,52,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,6,52,0,0,0,0
CCI,,NA,13,1,1,H,525931,NA,5,0,4,1,N,0,0,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Private,DeepCr,,5,0,0,0,0,0
CCI,NSC 3,112445,13,1,1,H,525931,NA,6,2,4,16,N,0,20,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,6,,4,2,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,8,20,0,0,0,0
CCI,CAPTURE,113599,14,1,1,H,525931,NA,6,0,6,9,N,0,4,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,12,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,6,4,0,0,0,0
CCI,KYRA KAY,112415,14,1,1,H,525931,NA,6,0,7,12,N,0,13,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,1,,0,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,6,13,0,0,0,0
CCI,,NA,14,1,1,H,525931,NA,4,0,4,8,N,0,10,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Private,DeepCr,,4,10,0,0,0,0
CCI,ARCTIC ENDURANCE,113652,14,1,1,H,525931,NA,6,1,5,14,N,0,26,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,1,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,15,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,7,26,0,0,0,0
CCI,THUNDERROD,112351,15,1,1,H,525931,NA,5,0,4,10,N,0,15,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,5,15,0,0,0,0
CCI,HOOKSETTER,112374,15,1,1,H,525931,NA,6,2,5,16,N,0,6,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,2,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,6,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,8,6,0,0,0,0
CCI,,NA,15,1,1,H,525931,NA,5,0,5,10,N,0,8,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,1,,0,1,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Private,DeepCr,,5,8,0,0,0,0
CCI,SHAY LYNN,112414,15,1,1,H,525931,NA,5,0,8,10,N,0,13,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,1,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,1,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,5,13,0,0,0,0
CCI,ARCTIC EXPEDITION,112227,15,1,1,H,525931,NA,6,1,7,14,N,0,15,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,5,,5,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,8,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,7,15,0,0,0,0
CCI,A M,110190,15,1,1,H,525931,NA,6,2,6,15,N,0,24,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,4,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,2,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,8,24,0,0,0,0
CCI,HIGHLINER,112232,15,1,1,B+S,525931,NA,3,2,9,10,N,0,2,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,10,,10,20,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,10,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,5,2,0,0,0,0
CCI,GHOST,112231,15,1,1,B+S,515902,NA,6,2,5,16,N,0,10,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,8,10,0,0,0,0
CCI,ARCTIC EXPLORERS,113653,15,1,1,H,525931,NA,6,1,5,14,N,0,8,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,1,,1,7,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,1,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,7,8,0,0,0,0
CCI,FUN HOG,110184,16,1,1,H,525931,NA,6,1,7,14,N,0,37,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,2,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,7,37,0,0,0,0
CCI,NSC 2,112440,16,2,1,H,525931,NA,6,0,2.5,12,N,0,40,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,6,40,0,0,0,0
CCI,RUBY TOO,110278,16,2,1,H,525931,NA,5,1,3,12,N,0,12,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,6,12,0,0,0,0
CCI,SHOOTER,112498,16,1,1,H,526002,NA,5,0,7,10,N,0,0,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,5,,2,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,7,0,,NA,0,NA,2011,8,6,Charter,DeepCr,,5,0,0,0,0,0
CCI,THUNDERROD,112351,15,1,1,H,525901,NA,5,0,5,10,N,0,18,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Charter,DeepCr,,5,18,0,0,0,0
CCI,FUN HOG,110184,15,1,1,H,525931,NA,3,2,7,9,N,0,1,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,4,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,2,0,,NA,0,NA,2011,8,11,Charter,DeepCr,,5,1,0,0,0,0
CCI,,NA,16,1,1,H,525931,NA,3,0,2,3,N,0,0,5,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,1,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Private,DeepCr,,3,5,0,0,0,0
CCI,NSC 2,112440,16,1,1,H,525931,NA,6,0,9,12,N,0,12,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,6,,6,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,1,0,,NA,0,NA,2011,8,11,Charter,DeepCr,,6,12,0,0,0,0
CCI,ARCTIC EXPLORERS,113653,16,1,1,H,525931,NA,6,1,6,14,N,0,0,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,30,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,2,0,,NA,0,NA,2011,8,11,Charter,DeepCr,,7,0,0,0,0,0
CCI,,NA,17,1,1,H,515938,NA,5,0,5,10,N,0,5,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,1,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,2,0,,NA,0,NA,2011,8,11,Private,DeepCr,,5,5,0,0,0,0
CCI,,NA,17,1,1,H,515939,NA,4,0,3,8,N,0,3,3,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Private,DeepCr,,4,6,0,0,0,0
CCI,,NA,18,1,1,H,525931,NA,2,0,3,4,N,0,3,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,4,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Private,DeepCr,,2,3,0,0,0,0
CCI,RUBY TOO,110278,18,2,1,H,525931,NA,4,2,5,12,N,0,26,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Charter,DeepCr,,6,26,0,0,0,0
CCI,,NA,18,1,1,H,515938,NA,2,0,5,4,N,4,1,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,6,0,,NA,0,NA,2011,8,11,Private,DeepCr,,2,1,0,0,0,0
CCI,DISCOVER,113596,18,2,1,H,515938,NA,6,1,3,14,N,0,15,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,1,,1,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Charter,DeepCr,,7,15,0,0,0,0
CCI,UNFORGIVEN,113666,18,2,1,H,525931,NA,6,0,3,12,N,0,5,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,3,,0,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Charter,DeepCr,,6,5,0,0,0,0
CCI,,NA,18,1,1,H,515939,NA,4,0,5,7,N,0,8,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Private,DeepCr,,4,8,0,0,0,0
CCI,,NA,18,1,1,H,525931,NA,2,0,2,4,N,0,2,0,NA,,NA,0,,0,0,,0,0,,0,0,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Private,DeepCr,,2,2,0,0,0,0
CCI,,NA,18,1,1,H,525931,NA,2,0,5,4,N,0,1,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Private,DeepCr,,2,1,0,0,0,0
CCI,VOYAGEUR,112452,18,2,1,H,525931,NA,8,2,5,20,N,0,43,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,6,,6,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Charter,DeepCr,,10,43,0,0,0,0
CCI,AFISHUNT II,112340,18,2,1,H,525931,NA,6,0,3,12,N,0,60,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,2,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Charter,DeepCr,,6,60,0,0,0,0
CCI,,NA,18,1,1,H,515938,NA,2,0,4,4,N,0,0,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Private,DeepCr,,2,0,0,0,0,0
CCI,ORCA,113602,18,2,1,H,525931,NA,6,0,3.5,12,N,0,6,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,4,,4,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Charter,DeepCr,,6,6,0,0,0,0
CCI,HARD EIGHT,112350,19,2,1,H,525931,NA,9,2,4,20,N,0,41,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,1,0,,NA,0,NA,2011,8,11,Charter,DeepCr,,11,41,0,0,0,0
CCI,,NA,19,1,1,H,515939,NA,3,0,5,6,N,0,0,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Private,DeepCr,,3,0,0,0,0,0
CCI,,NA,19,1,1,H,525931,NA,3,0,3,6,N,0,7,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Private,DeepCr,,3,7,0,0,0,0
CCI,,NA,19,1,1,H,525931,NA,4,0,3,8,N,0,25,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,6,0,,NA,0,NA,2011,8,11,Private,DeepCr,,4,25,0,0,0,0
CCI,,NA,19,1,1,H,525931,NA,4,0,4.5,5,N,0,15,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,1,0,,NA,0,NA,2011,8,11,Private,DeepCr,,4,15,0,0,0,0
CCI,,NA,19,1,1,B+S,515939,NA,4,0,4,8,N,0,12,0,NA,,NA,0,,0,0,,0,0,,0,NA,,NA,NA,,0,NA,,NA,0,0,0,,NA,0,NA,,NA,0,NA,,NA,0,0,,NA,0,0,,NA,0,0,,NA,0,NA,2011,8,11,Private,DeepCr,,4,12,0,0,0,0
