"","PORT","BOATNAME","LOGBOOK","HOUR","TRIP1OR2","NUMDAYS","TARGET","ADFGSTAT","INTLOC","CLIENTDAYS","CREWDAYS","BOATHRS","HAKEPT","GAFHAKEPT","HAVER","HACAS","HARELCIR","HARELOTH","PELKEPT","PELVER","PCAS","PELRSURF","PELRDRM","PELRVENT","PELDEPTH","YEKEPT","YEVER","YECAS","YERSURF","YERDRM","YERVENT","YEDEPTH","NPKEPT","NPVER","NPCAS","NPRSURF","NPRDRM","NPRVENT","NPDEPTH","LCKEPT","LCVER","LCCAS","LCRELOVR","LCRELUND","CODKEPT","CODVER","CODCAS","CODREL","SABKEPT","SABVER","SABCAS","SABREL","POLKEPT","POLVER","POLCAS","POLREL","SSKKEPT","SSKVER","SSKCAS","SSKREL","SDFKEPT","SDFVER","SDFCAS","SDFREL","PSSKEPT","PSSVER","PSSCAS","PSSREL","YEAR","MONTH","DAY","USER","SUBLOC","RESBAY","SFmgmtarea","ANGLDAYS","HAREL","LCREL","TRFKEPT","PELREL","YEREL","NPREL","TRFREL","TRFCAS","NONGAFHA"
"31","CCI","",NA,14,1,1,"B+S",515937,NA,1,0,5,2,0,"N",0,0,1,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2017,5,29,"Private","AnchorPt","","CI",1,1,0,0,0,0,0,0,0,2
"32","CCI","",NA,15,1,1,"H",515937,NA,4,0,4,5,0,"N",0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2017,5,29,"Private","AnchorPt","","CI",4,0,0,0,0,0,0,0,0,5
"33","CCI","",NA,15,1,1,"H",515938,NA,3,0,2.5,5,0,"N",5,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2017,5,29,"Private","AnchorPt","","CI",3,0,0,0,0,0,0,0,0,5
"34","CCI","",NA,15,1,1,"B+S",525931,NA,3,0,5,6,0,"N",0,4,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2017,5,29,"Private","AnchorPt","","CI",3,4,0,0,0,0,0,0,0,6
"35","CCI","",NA,15,1,1,"B+S",515938,NA,4,0,8,3,0,"N",0,1,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2017,5,29,"Private","AnchorPt","","CI",4,1,0,0,0,0,0,0,0,3
"36","CCI","",NA,16,1,1,"B+S",515938,NA,6,0,6,9,0,"N",0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2017,5,29,"Private","AnchorPt","","CI",6,0,0,0,0,0,0,0,0,9
"37","CCI","GAME FISHER",171199,16,1,1,"B+S",525931,NA,3,0,5,6,0,"N",6,3,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,2,"N",2,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2017,5,29,"Charter","AnchorPt","","CI",3,3,0,0,0,0,0,0,0,6
"38","CCI","",NA,17,1,1,"B+S",525931,NA,4,0,10,5,0,"N",5,15,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2017,5,29,"Private","AnchorPt","","CI",4,15,0,0,0,0,0,0,0,5
"39","CCI","",NA,13,1,1,"H",525931,NA,4,0,5,8,0,"N",8,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2017,6,11,"Private","AnchorPt","","CI",4,0,0,0,0,0,0,0,0,8
"40","CCI","INDEPENDENCE",171646,13,1,1,"B+S",525931,NA,4,0,4,8,0,"N",8,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,2017,6,11,"Charter","AnchorPt","","CI",4,0,0,0,0,0,0,0,0,8
