"YEAR","PORT","TARGET","BOATNAME","LOGBOOK","HOUR","NUMDAYS","ADFGSTATHAL","ADFGSTATRF","ADFGSTATLING","ADFGSTATCOMBI","INTLOC","CLIENTDAYS","CREWDAYS","HOURS_H","HOURS_R","HOURS_L","HOURS_COMBI","HAKEPT","GAFHAKEPT","HACAS","HARELCIR","HARELOTH","PELKEPT","PCAS","PELRSURF","PELRDRM","PELDEPTH","YEKEPT","YECAS","YERSURF","YERDRM","YEDEPTH","NPKEPT","NPCAS","NPRSURF","NPRDRM","NPDEPTH","LCKEPT","LCCAS","LCRELOVR","LCRELUND","CODKEPT","CODCAS","CODREL","SABKEPT","SABCAS","SABREL","POLKEPT","POLCAS","POLREL","SSKKEPT","SSKCAS","SSKREL","SDFKEPT","SDFCAS","SDFREL","PSSKEPT","PSSCAS","PSSREL","COMMENTS","MONTH","DAY","USER","SUBLOC","RESBAY","BOATHRS","HOUR_TOT","SFmgmtareaHAL","ANGLDAYS","HAREL","LCREL","TRFKEPT","PELREL","YEREL","NPREL","TRFREL","TRFCAS","NONGAFHA"
2024,"Kodiak","S",,,14,1,,,,525733,2,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,12,"Private",,,4,4,,1,0,0,0,0,0,0,0,0,2
2024,"Kodiak","B+S",,,15,1,,,,525733,2,5,0,0,0,0,6,0,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,12,"Private",,,6,6,,5,1,0,0,0,0,0,0,0,0
2024,"Kodiak","B+S","VALKYRIE",241843,16,1,,,,515730,2,2,0,0,0,0,8,0,0,0,3,0,7,0,100,0,50,0,0,0,0,,0,0,0,0,,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,12,"Charter",,,8,8,,2,3,0,7,100,0,0,100,0,0
2024,"Kodiak","H",,,16,1,,,,525733,2,2,0,0,0,0,9,2,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,12,"Private",,,9,9,,2,1,0,0,0,0,0,0,0,2
2024,"Kodiak","B+S",,,19,1,,,,525733,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,13,"Private",,,4,4,,2,0,0,0,0,0,0,0,0,0
2024,"Kodiak","S",,,20,1,,,,525733,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,13,"Private",,,4,4,,2,0,0,0,0,0,0,0,0,0
2024,"Kodiak","S",,,14,1,,,,525733,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,14,"Private",,,3,3,,1,0,0,0,0,0,0,0,0,0
2024,"Kodiak","H",,,15,1,,,,525733,1,4,0,0,0,0,3,2,0,0,0,0,0,0,2,0,90,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,14,"Private",,,3,3,,4,0,0,0,2,0,0,2,0,2
2024,"Kodiak","B","U-RASCAL",241881,16,1,,,,525733,3,9,0,0,0,0,5,9,0,0,0,0,24,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,14,"Charter",,,5,5,,9,0,0,24,0,0,0,0,0,9
2024,"Kodiak","H",,,18,1,,,,525733,2,2,0,0,0,0,8,2,0,0,1,0,0,0,0,3,130,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,14,"Private",,,8,8,,2,1,0,0,3,0,0,3,0,2
2024,"Kodiak","B",,,18,1,,,,525733,1,5,0,0,0,0,6,3,0,0,3,0,10,0,30,0,50,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,14,"Private",,,6,6,,5,3,0,10,30,0,0,30,0,3
2024,"Kodiak","H",,,18,1,,,,525733,1,4,0,0,0,0,6,3,0,0,0,0,9,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,14,"Private",,,6,6,,4,0,0,9,0,0,0,0,0,3
2024,"Kodiak","H",,,18,1,,,,525733,2,5,0,0,0,0,7,3,0,0,8,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,14,"Private",,,7,7,,5,8,0,0,0,0,0,0,0,3
2024,"Kodiak","S",,,18,1,,,,525733,2,4,0,0,0,0,9,0,0,0,2,0,5,0,2,0,70,0,0,0,0,,0,0,0,0,,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,14,"Private",,,9,9,,4,2,0,5,2,0,0,2,0,0
2024,"Kodiak","H",,,19,1,,,,525733,2,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,14,"Private",,,5,5,,2,0,0,0,0,0,0,0,0,1
2024,"Kodiak","H",,,16,1,,,,525733,2,8,0,0,0,0,5,14,0,0,3,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,19,"Private",,,5,5,,8,3,1,0,0,0,0,0,0,14
2024,"Kodiak","B+S",,,17,1,,,,525733,2,2,0,0,0,0,5,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,19,"Private",,,5,5,,2,0,0,0,0,0,0,0,0,2
2024,"Kodiak","S",,,17,1,,,,525733,2,2,0,0,0,0,4,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,19,"Private",,,4,4,,2,0,0,0,0,0,0,0,0,1
2024,"Kodiak","B+S","U-RASCAL",241881,16,1,,,,525731,3,6,0,0,0,0,4,3,0,0,0,0,13,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,19,"Charter",,,4,4,,6,0,0,13,0,0,0,0,0,3
2024,"Kodiak","H",,,17,1,,,,525733,2,2,0,0,0,0,3,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,20,"Private",,,3,3,,2,0,0,0,0,0,0,0,0,4
2024,"Kodiak","B",,,16,1,,,,525733,1,4,0,0,0,0,6,8,0,0,10,0,8,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,22,"Private",,,6,6,,4,10,0,8,0,0,0,0,0,8
2024,"Kodiak","H",,,16,1,,,,525733,2,6,0,0,0,0,7,12,0,0,6,0,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,22,"Private",,,7,7,,6,6,0,1,0,0,0,0,0,12
2024,"Kodiak","H",,,17,1,,,,525733,2,2,0,0,0,0,6,1,0,0,0,0,6,0,0,0,80,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,22,"Private",,,6,6,,2,0,0,6,0,0,0,0,0,1
2024,"Kodiak","B",,,18,1,,,,525733,2,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,22,"Private",,,3,3,,3,0,0,0,0,0,0,0,0,1
2024,"Kodiak","S",,,14,1,,,,525733,2,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,23,"Private",,,4,4,,3,0,0,0,0,0,0,0,0,0
2024,"Kodiak","B+S",,,15,1,,,,525733,1,3,0,0,0,0,5,1,0,0,0,0,1,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,23,"Private",,,5,5,,3,0,0,1,0,0,0,0,0,1
2024,"Kodiak","H",,,15,1,,,,525733,1,3,0,0,0,0,4,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,23,"Private",,,4,4,,3,0,0,0,0,0,0,0,0,2
2024,"Kodiak","S",,,15,1,,,,525733,1,4,0,0,0,0,4,1,0,0,0,0,0,0,0,5,100,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,23,"Private",,,4,4,,4,0,0,0,5,0,0,5,0,1
2024,"Kodiak","S",,,16,1,,,,525733,2,1,0,0,0,0,6,4,0,0,0,0,2,0,10,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,23,"Private",,,6,6,,1,0,0,2,10,0,0,10,0,4
2024,"Kodiak","H",,,16,1,,,,525733,2,3,0,0,0,0,6,5,0,0,4,0,0,0,0,0,,1,0,0,0,,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,23,"Private",,,6,6,,3,4,0,1,0,0,0,0,0,5
2024,"Kodiak","H",,,16,1,,,,525733,2,3,0,0,0,0,5,2,0,0,2,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,2,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,23,"Private",,,5,5,,3,2,2,0,0,0,0,0,0,2
2024,"Kodiak","S",,,16,1,,,,525733,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,23,"Private",,,3,3,,3,0,0,0,0,0,0,0,0,0
2024,"Kodiak","B+S",,,17,1,,,,525733,2,2,0,0,0,0,3,4,0,0,3,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,23,"Private",,,3,3,,2,3,0,0,0,0,0,0,0,4
2024,"Kodiak","H",,,17,1,,,,525733,2,4,0,0,0,0,3,2,0,0,0,0,8,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,23,"Private",,,3,3,,4,0,0,8,0,0,0,0,0,2
2024,"Kodiak","H",,,18,1,,,,525733,2,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,23,"Private",,,4,4,,3,0,0,0,0,0,0,0,0,0
2024,"Kodiak","H",,,14,1,,,,525733,,2,0,0,0,0,4,2,0,0,0,0,0,,0,0,,2,,0,0,,0,,0,0,,0,,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,6,24,"Private",,,4,4,,2,0,0,2,0,0,0,0,,2
2024,"Kodiak","H",,,15,1,,,,525733,,4,0,0,0,0,3,0,0,0,0,0,0,,10,0,0,0,,0,0,,0,,0,0,,0,,3,4,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,,6,24,"Private",,,3,3,,4,0,7,0,10,0,0,10,,0
2024,"Kodiak","H",,,15,1,,,,525733,,3,0,0,0,0,5,7,0,0,1,0,6,,0,7,100,0,,0,0,,0,,0,0,,0,,0,0,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,6,24,"Private",,,5,5,,3,1,0,6,7,0,0,7,,7
2024,"Kodiak","B+S",,,15,1,,,,525733,,3,0,0,0,0,7,1,0,0,1,0,6,,6,0,0,0,,0,0,,0,,0,0,,0,,0,0,9,,11,0,,0,0,,0,0,,0,0,,0,0,,0,,6,24,"Private",,,7,7,,3,1,0,6,6,0,0,6,,1
2024,"Kodiak","H",,,16,1,,,,525733,,3,0,0,0,0,5,1,0,0,0,0,0,,0,0,,1,,0,0,,0,,0,0,,0,,0,0,5,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,6,24,"Private",,,5,5,,3,0,0,1,0,0,0,0,,1
2024,"Kodiak","B",,,16,1,,,,525733,,4,0,0,0,0,4,0,0,0,0,0,8,,2,0,0,0,,0,0,,0,,0,0,,0,,0,0,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,6,24,"Private",,,4,4,,4,0,0,8,2,0,0,2,,0
2024,"Kodiak","B+S",,,16,1,,,,525733,,3,0,0,0,0,7,2,0,0,0,0,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,8,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,6,27,"Private",,,7,7,,3,0,0,0,0,0,0,0,,2
2024,"Kodiak","S",,,16,1,,,,525733,,2,0,0,0,0,9,0,0,0,0,0,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,0,,4,0,,0,0,,0,0,,0,0,,0,0,,0,,6,27,"Private",,,9,9,,2,0,0,0,0,0,0,0,,0
2024,"Kodiak","B",,,16,1,,,,525733,,1,0,0,0,0,2,0,0,0,0,0,3,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,6,27,"Private",,,2,2,,1,0,0,3,0,0,0,0,,0
2024,"Kodiak","B+S",,,20,1,,,,525733,,3,0,0,0,0,4,2,0,0,8,0,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,0,,25,0,,0,0,,0,0,,0,0,,0,0,,0,,6,27,"Private",,,4,4,,3,8,0,0,0,0,0,0,,2
2024,"Kodiak","S",,,14,1,,,,525733,,1,0,0,0,0,3,0,0,0,0,0,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,0,,5,0,,0,0,,0,0,,0,0,,0,0,,0,,6,28,"Private",,,3,3,,1,0,0,0,0,0,0,0,,0
2024,"Kodiak","S",,,16,1,,,,525733,,2,0,0,0,0,6,1,0,0,0,0,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,3,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,6,28,"Private",,,6,6,,2,0,0,0,0,0,0,0,,1
2024,"Kodiak","H",,,17,1,,,,525733,,5,0,0,0,0,5,4,0,0,2,0,10,,2,0,0,0,,0,0,,0,,0,0,,0,,0,0,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,6,28,"Private",,,5,5,,5,2,0,10,2,0,0,2,,4
2024,"Kodiak","H",,,17,1,,,,525733,,4,0,0,0,0,5,5,0,0,1,0,3,,0,1,200,4,,0,0,,0,,0,0,,0,,0,0,1,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,6,28,"Private",,,5,5,,4,1,0,7,1,0,0,1,,5
2024,"Kodiak","B+S",,,19,1,,,,525733,,1,0,0,0,0,4,2,0,0,1,0,0,,1,0,0,0,,0,0,,0,,0,0,,0,,0,0,0,,50,0,,0,0,,0,0,,0,0,,0,0,,0,,6,28,"Private",,,4,4,,1,1,0,0,1,0,0,1,,2
2024,"Kodiak","S",,,14,1,,,,525733,,2,0,0,0,0,3,0,0,0,0,0,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,,6,29,"Private",,,3,3,,2,0,0,0,0,0,0,0,,0
2024,"Kodiak","H",,,15,1,,,,525733,,4,0,0,0,0,5,4,0,0,0,0,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,2,,6,0,,0,0,,0,0,,0,0,,0,0,,0,,6,30,"Private",,,5,5,,4,0,0,0,0,0,0,0,,4
2024,"Kodiak","B+S",,,17,1,,,,525733,,3,0,0,0,0,4,0,0,0,1,0,5,,0,18,140,0,,0,0,,0,,0,0,,0,,1,7,2,,22,0,,0,0,,0,0,,0,0,,0,0,,0,,6,30,"Private",,,4,4,,3,1,8,5,18,0,0,18,,0
2024,"Kodiak","B+S",,,17,1,,,,525733,,2,0,0,0,0,3,0,0,0,0,0,3,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,2,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,6,30,"Private",,,3,3,,2,0,0,3,0,0,0,0,,0
2024,"Kodiak","B+S",,,17,1,,,,525733,,5,0,0,0,0,4,0,0,0,0,0,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,3,,10,0,,0,0,,0,0,,0,0,,0,0,,0,,6,30,"Private",,,4,4,,5,0,0,0,0,0,0,0,,0
2024,"Kodiak","H",,,17,1,,,,525733,,1,0,0,0,0,5,2,0,0,6,0,0,,80,0,20,0,,0,0,,0,,1,0,40,0,,0,0,0,,7,0,,0,0,,0,0,,0,0,,0,0,,0,,7,3,"Private",,,5,5,,1,6,0,0,80,0,1,81,,2
2024,"Kodiak","B",,,17,1,,,,525733,,3,0,0,0,0,9,5,0,0,12,0,6,,0,2,75,0,,0,0,,0,,0,0,,6,,7,13,0,,1,0,,0,0,,0,0,,0,0,,0,0,,0,,7,3,"Private",,,9,9,,3,12,20,6,2,0,0,2,,5
2024,"Kodiak","B+S",,,15,1,,,,525733,,3,0,0,0,0,7,0,0,0,0,0,0,,0,1,120,0,,0,0,,0,,0,0,,0,,0,0,0,,2,0,,0,0,,0,0,,0,0,,0,0,,0,,7,4,"Private",,,7,7,,3,0,0,0,1,0,0,1,,0
2024,"Kodiak","H",,,15,1,,,,525733,,1,0,0,0,0,5,3,0,0,0,0,0,,0,0,,0,,0,0,,0,,0,0,,0,,0,0,10,,6,0,,0,0,,0,0,,0,0,,0,0,,0,,7,4,"Private",,,5,5,,1,0,0,0,0,0,0,0,,3
2024,"Kodiak","H",,,15,1,,,,525733,,2,0,0,0,0,5,2,0,0,0,0,0,,0,2,100,0,,0,0,,0,,0,0,,4,,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,7,4,"Private",,,5,5,,2,0,0,0,2,0,0,2,,2
2024,"Kodiak","B","MISS ELLA",241798,16,1,,,,525732,,5,0,0,0,0,8,8,0,0,0,0,13,,0,0,,5,,0,0,,7,,0,0,,9,,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,,7,4,"Charter",,,8,8,,5,0,0,25,0,0,0,0,,8
