"YEAR","PORT","TARGET","BOATNAME","LOGBOOK","HOUR","NUMDAYS","ADFGSTATHAL","ADFGSTATRF","ADFGSTATLING","ADFGSTATCOMBI","INTLOC","CLIENTDAYS","CREWDAYS","HOURS_H","HOURS_R","HOURS_L","HOURS_COMBI","HAKEPT","GAFHAKEPT","HACAS","HARELCIR","HARELOTH","PELKEPT","PCAS","PELRSURF","PELRDRM","PELDEPTH","YEKEPT","YECAS","YERSURF","YERDRM","YEDEPTH","NPKEPT","NPCAS","NPRSURF","NPRDRM","NPDEPTH","LCKEPT","LCCAS","LCRELOVR","LCRELUND","CODKEPT","CODCAS","CODREL","SABKEPT","SABCAS","SABREL","POLKEPT","POLCAS","POLREL","SSKKEPT","SSKCAS","SSKREL","SDFKEPT","SDFCAS","SDFREL","PSSKEPT","PSSCAS","PSSREL","COMMENTS","MONTH","DAY","USER","SUBLOC","RESBAY","BOATHRS","HOUR_TOT","SFmgmtareaHAL","ANGLDAYS","HAREL","LCREL","TRFKEPT","PELREL","YEREL","NPREL","TRFREL","TRFCAS","NONGAFHA"
2024,"Kodiak","B",,,15,1,,,,525733,1,4,0,0,0,0,3,2,0,0,0,0,8,0,4,0,40,0,0,0,0,,0,0,0,0,,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,3,"Private",,,3,3,,4,0,1,8,4,0,0,4,0,2
2024,"Kodiak","B+S",,,15,1,,,,525733,2,2,0,0,0,0,9,0,0,0,0,0,3,0,2,1,90,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,4,"Private",,,9,9,,2,0,0,3,3,0,0,3,0,0
2024,"Kodiak","S",,,15,1,,,,525733,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,4,"Private",,,4,4,,1,0,0,0,0,0,0,0,0,0
2024,"Kodiak","S",,,15,1,,,,525733,2,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,4,"Private",,,5,5,,1,0,0,0,0,0,0,0,0,0
2024,"Kodiak","H",,,15,1,,,,525733,3,3,0,0,0,0,5,6,0,0,3,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,4,"Private",,,5,5,,3,3,0,0,0,0,0,0,0,6
2024,"Kodiak","B+S","VALKYRIE",241843,15,1,,,,525723,2,3,0,0,0,0,10,6,0,0,0,0,12,0,0,20,100,0,0,0,0,,0,0,0,0,,0,0,0,0,17,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,4,"Charter",,,10,10,,3,0,0,12,20,0,0,20,0,6
2024,"Kodiak","H",,,16,1,,,,525733,2,3,0,0,0,0,7,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,4,"Private",,,7,7,,3,0,0,0,0,0,0,0,0,1
2024,"Kodiak","B+S",,,16,1,,,,525733,2,1,0,0,0,0,6,0,0,0,1,0,0,0,3,0,100,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,4,"Private",,,6,6,,1,1,0,0,3,0,0,3,0,0
2024,"Kodiak","S",,,14,1,,,,525733,2,1,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,"Private",,,3,3,,1,0,0,4,3,0,0,3,0,0
2024,"Kodiak","S",,,15,1,,,,525733,2,1,0,0,0,0,5,0,0,0,2,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,"Private",,,5,5,,1,2,0,0,0,0,0,0,0,0
2024,"Kodiak","S",,,15,1,,,,525733,2,2,0,0,0,0,9,0,0,0,0,0,2,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,"Private",,,9,9,,2,0,0,2,0,0,0,0,0,0
2024,"Kodiak","S",,,15,1,,,,525733,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,"Private",,,4,4,,2,0,0,0,0,0,0,0,0,0
2024,"Kodiak","B+S",,,16,1,,,,525733,2,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,"Private",,,5,5,,3,0,0,0,0,0,0,0,0,1
2024,"Kodiak","B",,,16,1,,,,525733,2,4,0,0,0,0,5,1,0,1,7,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,15,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,"Private",,,5,5,,4,7,0,0,0,0,0,0,0,1
2024,"Kodiak","B",,,17,1,,,,525733,2,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,"Private",,,5,5,,3,0,0,0,0,0,0,0,0,1
2024,"Kodiak","B+S",,,18,1,,,,525733,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,30,0,0,0,0,,0,0,0,0,,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,"Private",,,2,2,,2,0,0,0,2,0,0,2,0,0
2024,"Kodiak","S",,,18,1,,,,525733,2,5,0,0,0,0,7,1,0,0,4,0,0,0,0,4,90,0,0,0,0,,0,0,0,0,,0,0,0,1,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5,"Private",,,7,7,,5,4,1,0,4,0,0,4,0,1
2024,"Kodiak","S",,,17,1,,,,525733,2,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,"Private",,,4,4,,1,0,0,0,0,0,0,0,0,1
2024,"Kodiak","S",,,17,1,,,,525733,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,"Private",,,1,1,,1,0,0,0,0,0,0,0,0,0
2024,"Kodiak","B",,,18,1,,,,525733,2,5,0,0,0,0,5,0,0,0,0,0,9,9,0,2,60,0,0,0,0,,0,0,0,0,,0,0,0,6,20,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,6,"Private",,,5,5,,5,0,6,9,2,0,0,2,9,0
2024,"Kodiak","S",,,18,1,,,,525733,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,11,"Private",,,1,1,,2,0,0,0,0,0,0,0,0,1
2024,"Kodiak","S",,,14,1,,,,525733,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,12,"Private",,,2,2,,2,0,0,0,0,0,0,0,0,0
2024,"Kodiak","S",,,14,1,,,,525733,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,12,"Private",,,4,4,,2,0,0,0,0,0,0,0,0,0
