"","PORT","BOATNAME","LOGBOOK","HOUR","TRIP1OR2","NUMDAYS","TARGET","ADFGSTAT","INTLOC","CLIENTDAYS","CREWDAYS","BOATHRS","HAKEPT","HAVER","HACAS","HARELCIR","HARELOTH","PELKEPT","PELVER","P_KPT_CAS","PELREL","PELDEPTH","NPKEPT","NPVER","NPCAS","NPREL","NPDEPTH","LCKEPT","LCVER","LCCAS","LCRELOVR","LCRELUND","CODKEPT","CODVER","CODCAS","CODREL","SABKEPT","SABVER","SABCAS","SABREL","POLKEPT","POLVER","POLCAS","POLREL","SSKKEPT","SSKVER","SSKCAS","SSKREL","SDFKEPT","SDFVER","SDFCAS","SDFREL","PSSKEPT","PSSVER","PSSCAS","PSSREL","PCAS","YEAR","MONTH","DAY","USER","SUBLOC","RESBAY","ANGLDAYS","HAREL","LCREL","TRFKEPT","TRFREL","TRFCAS"
"1","CCI","",NA,12,1,1,"B+S",525931,NA,2,0,2,1,"N",0,6,0,0,"N",NA,0,0,0,"N",0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,2010,5,23,"Private","AnchorPt","",2,6,0,0,0,0
"2","CCI","",NA,13,1,1,"H",525931,NA,3,0,5,6,"N",0,8,0,0,"N",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,12,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",3,8,0,0,0,NA
"3","CCI","",NA,13,1,1,"B+S",515937,NA,4,0,1.5,8,"N",0,5,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",4,5,0,0,0,NA
"4","CCI","",NA,13,1,1,"B+S",515937,NA,5,0,6,10,"N",0,4,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",5,4,0,0,0,NA
"5","CCI","",NA,14,1,1,"B+S",515939,NA,2,0,8,0,"N",0,4,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",2,4,0,0,0,NA
"6","CCI","",NA,14,1,1,"B+S",525931,NA,4,0,1,8,"N",0,1,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",4,1,0,0,0,NA
"7","CCI","",NA,14,1,1,"H",525931,NA,2,0,3,4,"N",0,14,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",2,14,0,0,0,NA
"8","CCI","SPARE CHANGE",101995,15,1,1,"B+S",525931,NA,5,0,4,10,"N",0,23,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,6,"",0,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Charter","AnchorPt","",5,23,0,0,0,NA
"9","CCI","",NA,15,1,1,"B+S",525931,NA,3,0,3,6,"N",0,2,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",3,2,0,0,0,NA
"10","CCI","",NA,15,1,1,"H",515939,NA,3,0,3,6,"N",0,2,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",3,2,0,0,0,NA
"11","CCI","",NA,15,1,1,"B+S",525931,NA,2,0,4,4,"N",0,6,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",2,6,0,0,0,NA
"12","CCI","",NA,15,1,1,"B+S",525931,NA,3,0,3,6,"N",0,4,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",3,4,0,0,0,NA
"13","CCI","CATCHER II",102252,15,1,1,"H",525931,NA,6,0,9,12,"N",0,43,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,2,"",NA,5,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Charter","AnchorPt","",6,43,0,0,0,NA
"14","CCI","",NA,15,1,1,"H",525931,NA,4,0,4,8,"N",0,10,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,1,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",4,10,0,0,0,NA
"15","CCI","",NA,16,1,1,"H",525931,NA,4,0,3,3,"N",0,0,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",4,0,0,0,0,NA
"16","CCI","",NA,16,1,1,"H",525931,NA,5,0,4,10,"N",0,10,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,2,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,1,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",5,10,0,0,0,NA
"17","CCI","",NA,16,1,1,"H",525931,NA,2,0,7,4,"N",0,0,10,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,8,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Private","AnchorPt","",2,10,0,0,0,NA
"18","CCI","ULTIMATE",100145,16,1,1,"B+S",525931,NA,5,0,4,10,"N",10,28,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,3,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Charter","AnchorPt","",5,28,0,0,0,NA
"19","CCI","MR FUNWYZER",102288,16,1,1,"H",525931,NA,4,0,7,8,"N",0,6,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Charter","AnchorPt","",4,6,0,0,0,NA
"20","CCI","BADGER",102363,16,1,1,"B+S",525931,NA,5,1,5,11,"N",0,8,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,3,"",NA,50,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Charter","AnchorPt","",6,8,0,0,0,NA
"21","CCI","ALASKA SPIRIT",100144,17,1,1,"B+S",525931,NA,6,2,4,15,"N",15,28,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,2,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,23,"Charter","AnchorPt","",8,28,0,0,0,NA
"22","CCI","",NA,12,1,1,"B+S",525931,NA,3,0,1.5,6,"N",0,6,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,1,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,24,"Private","AnchorPt","",3,6,0,0,0,NA
"23","CCI","",NA,12,1,1,"B+S",525931,NA,6,0,3,12,"N",0,30,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,1,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,24,"Private","AnchorPt","",6,30,0,0,0,NA
"24","CCI","",NA,12,1,1,"B+S",515939,NA,2,0,7,0,"N",0,0,2,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,24,"Private","AnchorPt","",2,2,0,0,0,NA
"25","CCI","",NA,13,1,1,"B+S",515937,NA,3,0,2,6,"N",0,5,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,1,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,24,"Private","AnchorPt","",3,5,0,0,0,NA
"26","CCI","SUNDAYS TEMPTATIONS",102271,13,1,1,"B+S",525931,NA,5,0,3,10,"N",0,2,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,20,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,24,"Charter","AnchorPt","",5,2,0,0,0,NA
"27","CCI","",NA,15,1,1,"B+S",515937,NA,5,0,5,1,"N",0,0,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,24,"Private","AnchorPt","",5,0,0,0,0,NA
"28","CCI","",NA,15,1,1,"B+S",525931,NA,2,0,4,4,"N",0,0,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,24,"Private","AnchorPt","",2,0,0,0,0,NA
"29","CCI","SKYWALKER",102295,15,1,1,"H",515938,NA,5,0,8,9,"N",9,10,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,1,"",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,24,"Charter","AnchorPt","",5,10,0,0,0,NA
"30","CCI","",NA,16,1,1,"B+S",525931,NA,6,0,3,6,"N",0,9,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,24,"Private","AnchorPt","",6,9,0,0,0,NA
"31","CCI","GAME FISHER",102286,16,1,1,"B+S",525931,NA,3,0,3,6,"N",6,8,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,24,"Charter","AnchorPt","",3,8,0,0,0,NA
"32","CCI","",NA,16,1,1,"H",515939,NA,4,0,6,8,"N",0,10,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,24,"Private","AnchorPt","",4,10,0,0,0,NA
"33","CCI","CATCHER II",102252,16,1,1,"B+S",525931,NA,3,1,7,8,"N",0,14,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,3,"",NA,37,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,24,"Charter","AnchorPt","",4,14,0,0,0,NA
"34","CCI","",NA,17,1,1,"B+S",525931,NA,4,0,4,8,"N",0,15,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,4,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,24,"Private","AnchorPt","",4,15,0,0,0,NA
"35","CCI","",NA,11,1,1,"B+S",515939,NA,3,0,3,0,"N",0,0,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Private","DeepCr","",3,0,0,0,0,NA
"36","CCI","",NA,12,1,1,"B+S",516002,NA,2,0,3,2,"N",0,0,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,2,"",0,6,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Private","DeepCr","",2,0,0,0,0,NA
"37","CCI","",NA,13,1,2,"H",525931,NA,8,0,8,14,"N",0,25,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,2,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Private","DeepCr","",8,25,0,0,0,NA
"38","CCI","",NA,13,1,1,"H",525931,NA,4,0,2,1,"N",0,0,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,2,"N",NA,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Private","DeepCr","",4,0,0,0,0,NA
"39","CCI","HERS TOO",100105,13,1,1,"H",525931,NA,6,2,4,16,"N",0,5,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,8,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Charter","DeepCr","",8,5,0,0,0,NA
"40","CCI","EXCITER",102268,13,1,1,"H",525931,NA,8,0,5,16,"N",0,33,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Charter","DeepCr","",8,33,0,0,0,NA
"41","CCI","",NA,13,1,1,"H",525931,NA,3,0,4,6,"N",0,2,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Private","DeepCr","",3,2,0,0,0,NA
"42","CCI","",NA,13,1,1,"H",525931,NA,2,0,4,2,"N",0,3,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,8,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Private","DeepCr","",2,3,0,0,0,NA
"43","CCI","",NA,13,1,1,"H",515938,NA,4,0,4,8,"N",0,20,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Private","DeepCr","",4,20,0,0,0,NA
"44","CCI","",NA,13,1,1,"B+S",515939,NA,4,0,2,8,"N",0,8,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,4,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Private","DeepCr","",4,8,0,0,0,NA
"45","CCI","NSC 3",103569,14,1,1,"B+S",525931,NA,6,0,4,12,"N",0,18,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Charter","DeepCr","",6,18,0,0,0,NA
"46","CCI","ORCA",102048,14,1,1,"B+S",525931,NA,6,2,3,16,"N",0,25,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,2,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Charter","DeepCr","",8,25,0,0,0,NA
"47","CCI","",NA,14,1,1,"B+S",525931,NA,5,0,2.5,5,"N",0,1,3,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Private","DeepCr","",5,4,0,0,0,NA
"48","CCI","ARCTIC ENDURANCE",102038,14,1,1,"B+S",525931,NA,6,0,4,12,"N",0,4,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,1,"",NA,19,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Charter","DeepCr","",6,4,0,0,0,NA
"49","CCI","NSC 2",103567,14,1,1,"B+S",525931,NA,6,0,2,12,"N",0,15,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Charter","DeepCr","",6,15,0,0,0,NA
"50","CCI","VOYAGEUR",102276,14,1,1,"H",525931,NA,8,0,5,14,"N",0,10,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,1,"",NA,5,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Charter","DeepCr","",8,10,0,0,0,NA
"51","CCI","",NA,14,1,1,"B+S",525931,NA,3,0,6,2,"N",0,7,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,7,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Private","DeepCr","",3,7,0,0,0,NA
"52","CCI","RIGHT ONE",102291,14,1,1,"B+S",525931,NA,4,0,5,8,"N",0,6,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,5,28,"Charter","DeepCr","",4,6,0,0,0,NA
"53","CCI","VOYAGEUR",102276,11,1,1,"H",525931,NA,4,2,3,10,"N",0,8,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,2,"",NA,6,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Charter","DeepCr","",6,8,0,0,0,NA
"54","CCI","",NA,11,1,1,"H",525931,NA,3,0,2,3,"N",0,0,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",3,0,0,0,0,NA
"55","CCI","",NA,11,1,1,"H",515938,NA,1,0,1.5,1,"N",0,0,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",1,0,0,0,0,NA
"56","CCI","",NA,11,1,1,"H",515938,NA,5,0,2,10,"N",0,45,15,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,4,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",5,60,0,0,0,NA
"57","CCI","",NA,11,1,1,"H",515938,NA,4,0,3,8,"N",0,4,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,4,"",0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",4,4,0,0,0,NA
"58","CCI","",NA,11,1,1,"H",515939,NA,3,0,1.5,6,"N",0,4,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",3,4,0,0,0,NA
"59","CCI","GOOD ETHICS",102049,11,1,1,"H",525931,NA,6,0,5.5,12,"N",0,3,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,1,"",0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Charter","DeepCr","",6,3,0,0,0,NA
"60","CCI","",NA,11,1,1,"B+S",515939,NA,4,0,4,6,"N",0,3,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",4,3,0,0,0,NA
"61","CCI","",NA,11,1,1,"H",515939,NA,2,0,2.5,4,"N",0,4,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,5,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",2,4,0,0,0,NA
"62","CCI","",NA,11,1,1,"H",515938,NA,3,0,3,2,"N",0,1,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",3,1,0,0,0,NA
"63","CCI","MISS SHIRLEY",103558,11,1,1,"B+S",525931,NA,4,0,3,8,"N",0,8,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Charter","DeepCr","",4,8,0,0,0,NA
"64","CCI","",NA,11,1,1,"H",525931,NA,4,0,2,8,"N",0,6,2,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,3,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",4,8,0,0,0,NA
"65","CCI","THE HUNTER",100153,11,1,1,"H",525931,NA,4,1,4,9,"N",0,3,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,1,"",NA,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Charter","DeepCr","",5,3,0,0,0,NA
"66","CCI","",NA,11,1,1,"H",515938,NA,3,0,3,6,"N",0,5,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",3,5,0,0,0,NA
"67","CCI","",NA,11,1,1,"H",525931,NA,4,0,3,8,"N",0,20,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",4,20,0,0,0,NA
"68","CCI","",NA,12,1,1,"B+S",515938,NA,2,0,3.5,4,"N",0,0,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",2,0,0,0,0,NA
"69","CCI","",NA,12,1,1,"H",515938,NA,3,0,4,6,"N",0,0,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,1,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",3,0,0,0,0,NA
"70","CCI","",NA,12,1,1,"H",515937,NA,5,0,1.5,10,"N",0,2,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,1,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",5,2,0,0,0,NA
"71","CCI","",NA,12,1,1,"H",515939,NA,4,0,2,5,"N",0,0,3,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",4,3,0,0,0,NA
"72","CCI","",NA,12,1,1,"H",525931,NA,3,0,3,6,"N",0,4,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",3,4,0,0,0,NA
"73","CCI","SHOOTER",102262,12,1,1,"H",525931,NA,2,0,2,4,"N",0,6,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,4,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Charter","DeepCr","",2,6,0,0,0,NA
"74","CCI","",NA,12,1,1,"H",525931,NA,5,0,5,10,"N",0,20,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",5,20,0,0,0,NA
"75","CCI","EXCITER",102068,12,1,1,"H",525931,NA,6,0,4,12,"N",0,13,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,8,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Charter","DeepCr","",6,13,0,0,0,NA
"76","CCI","",NA,12,1,1,"H",516002,NA,5,0,4,10,"N",0,4,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,15,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",5,4,0,0,0,NA
"77","CCI","DREAM CATCHER II",100141,12,1,1,"H",525931,NA,4,0,4,7,"N",0,0,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Charter","DeepCr","",4,0,0,0,0,NA
"78","CCI","",NA,12,1,1,"H",525931,NA,4,0,3,7,"N",0,3,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,10,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",4,3,0,0,0,NA
"79","CCI","",NA,12,1,1,"H",525931,NA,3,0,2.5,6,"N",0,6,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Private","DeepCr","",3,6,0,0,0,NA
"80","CCI","LATITUDE 60",103599,12,1,1,"H",525931,NA,4,0,4,8,"N",0,14,0,0,"",NA,0,0,0,"",NA,NA,0,0,"",NA,0,0,1,"",NA,2,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,NA,2010,6,4,"Charter","DeepCr","",4,14,0,0,0,NA
