"","PORT","BOATNAME","LOGBOOK","HOUR","TRIP1OR2","NUMDAYS","TARGET","ADFGSTAT","INTLOC","CLIENTDAYS","CREWDAYS","BOATHRS","HAKEPT","HAVER","HACAS","HARELCIR","HARELOTH","PELKEPT","PELVER","PELREL","PELDEPTH","NPKEPT","NPVER","NPREL","NPDEPTH","LCKEPT","LCVER","LCRELOVR","LCRELUND","CODKEPT","CODREL","SSKKEPT","SSKREL","SDFKEPT","SDFREL","PSSKEPT","PSSREL","YEAR","MONTH","DAY","USER","SUBLOC","RESBAY","ANGLDAYS","HAREL","LCREL","TRFKEPT","TRFREL"
"1","CCI","",NA,16,1,1,"S",515938,NA,3,0,6,1,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,17,"Private","DeepCr","",3,0,0,0,0
"2","CCI","",NA,16,1,1,"H",525931,NA,4,0,4,0,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,17,"Private","DeepCr","",4,0,0,0,0
"3","CCI","MARNIE KAY",71909,16,1,1,"B+S",525931,NA,2,0,4,4,"N",4,10,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,17,"Charter","DeepCr","",2,10,0,0,0
"4","CCI","CATCHER",71394,16,1,1,"B+S",525931,NA,2,0,9,4,"Y",0,1,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,1,0,0,0,0,0,0,2007,5,17,"Charter","DeepCr","",2,1,0,0,0
"5","CCI","",NA,11,1,1,"B+S",515939,NA,3,0,6,4,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,20,"Private","AnchorPt","",3,0,0,0,0
"6","CCI","",NA,12,1,1,"B+S",515936,NA,2,0,6,4,"N",0,6,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,6,0,0,0,0,0,0,2007,5,20,"Private","AnchorPt","",2,6,0,0,0
"7","CCI","VADER",71492,13,1,1,"B+S",525931,NA,6,0,8,12,"N",12,28,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,20,"Charter","AnchorPt","",6,28,0,0,0
"8","CCI","",NA,13,1,1,"H",515939,NA,3,0,6,3,"N",0,6,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,20,"Private","AnchorPt","",3,6,0,0,0
"9","CCI","CATCHER",71394,13,1,1,"B+S",525931,NA,4,0,7,8,"Y",0,15,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,4,0,0,0,0,0,0,0,2007,5,20,"Charter","AnchorPt","",4,15,0,0,0
"10","CCI","",NA,13,1,1,"H",515939,NA,3,0,6,3,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,20,"Private","AnchorPt","",3,0,0,0,0
"11","CCI","",NA,14,1,1,"B+S",515938,NA,3,0,5,0,"N",0,2,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,20,"Private","AnchorPt","",3,2,0,0,0
"12","CCI","",NA,14,1,1,"H",525931,NA,3,0,4,6,"N",0,2,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,20,"Private","AnchorPt","",3,2,0,0,0
"13","CCI","",NA,15,1,1,"B+S",525931,NA,5,0,4,3,"N",0,3,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,20,"Private","AnchorPt","",5,3,0,0,0
"14","CCI","",NA,16,1,1,"H",515939,NA,4,0,6,7,"N",0,2,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,20,"Private","AnchorPt","",4,2,0,0,0
"15","CCI","",NA,16,1,1,"B+S",515937,NA,5,0,2,10,"N",0,3,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,20,"Private","AnchorPt","",5,3,0,0,0
"16","CCI","",NA,16,1,1,"B+S",515939,NA,3,0,6,0,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,20,"Private","AnchorPt","",3,0,0,0,0
"17","CCI","DREAM CATCHER",71322,16,1,1,"H",525931,NA,5,0,6,10,"Y",0,30,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,7,2,0,0,0,0,0,0,2007,5,20,"Charter","AnchorPt","",5,30,0,0,0
"18","CCI","SANCTUARY",70571,17,1,1,"H",525931,NA,6,0,5,12,"N",0,12,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,4,6,0,0,0,0,0,0,2007,5,20,"Charter","AnchorPt","",6,12,0,0,0
"19","CCI","JUST FISH",70726,17,1,1,"B+S",525931,NA,4,0,4,8,"Y",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,1,5,0,0,0,0,0,0,2007,5,20,"Charter","AnchorPt","",4,0,0,0,0
"20","CCI","MARNIE KAY",71909,17,1,1,"B+S",525931,NA,5,0,4,10,"Y",0,6,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,1,0,0,0,0,0,0,2007,5,20,"Charter","AnchorPt","",5,6,0,0,0
"21","CCI","ALASKA SPIRIT",70847,17,1,1,"H",525931,NA,4,0,3,8,"N",8,8,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,2,20,0,0,0,0,0,0,2007,5,20,"Charter","AnchorPt","",4,8,0,0,0
"22","CCI","MARILYN J",71910,17,1,1,"B+S",525931,NA,4,0,3,8,"Y",0,30,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,1,0,0,0,0,0,0,2007,5,20,"Charter","AnchorPt","",4,30,0,0,0
"23","CCI","",NA,13,1,1,"B+S",515939,NA,3,0,3,6,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Private","DeepCr","",3,0,0,0,0
"24","CCI","",NA,13,1,1,"B",515939,NA,2,0,2,1,"N",0,1,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Private","DeepCr","",2,1,0,0,0
"25","CCI","HARD EIGHT",71361,13,1,1,"B+S",525931,NA,7,0,2,14,"N",0,21,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,5,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",7,21,0,0,0
"26","CCI","AFISHUNT II",71359,13,1,1,"B+S",525931,NA,6,0,3,12,"N",0,12,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,3,2,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,12,0,0,0
"27","CCI","MISS SHIRLEY",71488,13,1,1,"B+S",525931,NA,4,0,2,8,"N",0,3,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",4,3,0,0,0
"28","CCI","",NA,14,1,1,"B+S",515938,NA,2,0,6,2,"N",0,3,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Private","DeepCr","",2,3,0,0,0
"29","CCI","DREAM CATCHER II",71408,14,1,1,"B",525931,NA,4,0,4,8,"N",0,13,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,1,2,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",4,13,0,0,0
"30","CCI","JEDI",71417,14,1,1,"B+S",525931,NA,6,0,4,12,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,6,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,0,0,0,0
"31","CCI","BARN DOOR",71400,14,1,1,"B+S",525931,NA,4,0,3,8,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",4,0,0,0,0
"32","CCI","O FISHIAL",72001,14,1,1,"B+S",525931,NA,6,0,8,12,"N",12,30,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,3,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,30,0,0,0
"33","CCI","HURRICANE JANE",71329,14,1,1,"B+S",525931,NA,6,0,8,12,"N",0,18,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,18,0,0,0
"34","CCI","SEEKER",71497,14,1,1,"B+S",525931,NA,4,0,2,8,"N",0,6,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,1,0,1,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",4,6,1,0,0
"35","CCI","VIKING SPIRIT",71386,14,1,1,"B+S",525931,NA,5,0,3,10,"N",0,5,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",5,5,0,0,0
"36","CCI","ALASKA SPIRIT",71402,14,1,1,"B+S",525931,NA,6,0,2,12,"N",0,6,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,6,0,0,0
"37","CCI","HOOKSETTER",71423,14,1,1,"B+S",525931,NA,6,0,3,12,"N",0,8,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,8,0,0,0
"38","CCI","VOYAGEUR",71356,14,1,1,"B",525931,NA,7,0,3.5,14,"N",0,40,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,5,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",7,40,0,0,0
"39","CCI","GREATLANDER",71471,14,1,1,"B+S",525931,NA,6,0,4,12,"N",0,10,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,10,0,0,0
"40","CCI","GRAND SLAM",71483,14,1,1,"B+S",525931,NA,6,0,4,12,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,2,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,0,0,0,0
"41","CCI","FUN HOG",70562,14,1,1,"B",525931,NA,5,0,4,10,"N",0,12,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",5,12,0,0,0
"42","CCI","GLACIER BEAR",71476,14,1,1,"B+S",525931,NA,5,0,3,10,"N",0,3,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",5,3,0,0,0
"43","CCI","BIG BUT",70463,14,1,1,"B+S",525931,NA,6,0,3,12,"N",0,11,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,11,0,0,0
"44","CCI","ALL IN",71291,14,1,1,"B+S",525931,NA,6,0,3,12,"N",0,6,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,1,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,6,0,0,0
"45","CCI","BIG IRON",71514,14,1,1,"B+S",525931,NA,4,0,4,8,"Y",0,5,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",4,5,0,0,0
"46","CCI","LITTLE TESS",71421,15,1,1,"B+S",525931,NA,3,0,6,6,"Y",0,6,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",3,6,0,0,0
"47","CCI","AK3780N / NSC",71368,15,1,1,"B+S",525931,NA,6,0,4,12,"N",12,8,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,3,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,8,0,0,0
"48","CCI","CARNIVORE",72049,15,1,1,"B+S",525931,NA,3,0,7,6,"N",0,5,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",3,5,0,0,0
"49","CCI","INTIMIDATOR",71410,15,1,1,"B",515939,NA,5,0,5,8,"N",0,5,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,1,0,0,2007,5,25,"Charter","DeepCr","",5,5,0,0,0
"50","CCI","CALLIE ANN",71298,15,1,1,"B+S",525931,NA,5,0,5,10,"N",0,25,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,1,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",5,25,0,0,0
"51","CCI","ULTIMATE",70856,15,1,1,"B",525931,NA,6,0,4,12,"N",12,40,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,40,0,0,0
"52","CCI","",NA,15,1,1,"B+S",525931,NA,3,0,3,6,"N",0,10,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,2,0,0,0,0,0,0,2007,5,25,"Private","DeepCr","",3,10,0,0,0
"53","CCI","",NA,15,1,1,"B+S",515939,NA,3,0,3,4,"N",0,2,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Private","DeepCr","",3,2,0,0,0
"54","CCI","",NA,15,1,1,"B",525931,NA,5,0,4.5,4,"N",0,1,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Private","DeepCr","",5,1,0,0,0
"55","CCI","AK6254M / NO NAME",71363,15,1,1,"B+S",525931,NA,3,0,3,6,"Y",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",3,0,0,0,0
"56","CCI","ARCTIC ENDURANCE",72051,15,1,1,"B+S",525931,NA,6,0,4,12,"N",0,8,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,8,0,0,0
"57","CCI","SHOOTER",71494,16,1,1,"B+S",525931,NA,4,0,3,8,"N",0,1,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,1,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",4,1,0,0,0
"58","CCI","AK5686M / NSC",71366,16,1,1,"B+S",525931,NA,6,0,4,12,"N",0,3,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,3,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,3,0,0,0
"59","CCI","",NA,16,1,1,"B+S",515938,NA,5,0,2,0,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Private","DeepCr","",5,0,0,0,0
"60","CCI","",NA,16,1,1,"B+S",515939,NA,4,0,4,8,"N",0,4,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Private","DeepCr","",4,4,0,0,0
"61","CCI","HERS TOO",70587,16,1,1,"B+S",525931,NA,6,0,5,12,"Y",0,38,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,2,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,38,0,0,0
"62","CCI","JODI LYNN III",71445,16,1,1,"B+S",525931,NA,6,0,9,12,"N",0,20,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,12,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,20,0,0,0
"63","CCI","SALTY DOG",70427,16,1,1,"B+S",525931,NA,5,0,4,3,"Y",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",5,0,0,0,0
"64","CCI","CARRIE MAE",71833,16,1,1,"B+S",525931,NA,4,0,5,8,"Y",0,8,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",4,8,0,0,0
"65","CCI","",NA,16,1,1,"B+S",515938,NA,2,0,2,1,"N",0,1,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,1,0,0,2007,5,25,"Private","DeepCr","",2,1,0,0,0
"66","CCI","YODA",70581,16,1,1,"B",525931,NA,4,0,5,8,"Y",0,25,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,2,4,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",4,25,0,0,0
"67","CCI","WINDIGO",71396,16,1,1,"B+S",525931,NA,6,0,4.5,12,"N",0,16,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,16,0,0,0
"68","CCI","RED RYDER",71324,16,1,1,"B+S",525931,NA,6,0,5,12,"Y",0,28,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,28,0,0,0
"69","CCI","KYRA RAY",71451,16,1,1,"B+S",525931,NA,6,0,5,12,"N",0,6,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,6,0,0,0
"70","CCI","SOLO",70473,17,1,1,"B",525931,NA,6,0,6,12,"N",0,52,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,2,2,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,52,0,0,0
"71","CCI","ORCA",71512,17,1,1,"B+S",515938,NA,6,0,2.5,12,"N",0,8,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,8,0,0,0
"72","CCI","A M",70598,17,1,1,"B+S",525931,NA,5,0,6,10,"N",0,22,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,1,4,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",5,22,0,0,0
"73","CCI","",NA,17,1,1,"B+S",516002,NA,3,0,6,5,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Private","DeepCr","",3,0,0,0,0
"74","CCI","THUNDERROD",71395,17,1,1,"B+S",525931,NA,5,1,3,10,"Y",0,17,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,17,0,0,0
"75","CCI","",NA,17,1,1,"B+S",525931,NA,4,0,6,7,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Private","DeepCr","",4,0,0,0,0
"76","CCI","DISCOVER",71442,17,1,1,"B+S",525931,NA,6,0,1.5,12,"N",0,11,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,11,0,0,0
"77","CCI","GOOD ETHICS",71406,17,1,1,"B+S",525931,NA,6,0,5,12,"N",0,11,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,1,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",6,11,0,0,0
"78","CCI","TILT II",71439,17,1,1,"B+S",525931,NA,4,0,3.5,8,"Y",0,5,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,1,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",4,5,0,0,0
"79","CCI","ALASKAN PATRIOT",71328,17,1,1,"B+S",525931,NA,5,0,4,10,"N",0,25,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Charter","DeepCr","",5,25,0,0,0
"80","CCI","",NA,18,1,1,"B+S",515938,NA,4,0,6,7,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,25,"Private","DeepCr","",4,0,0,0,0
"81","CCI","",NA,10,1,1,"B+S",525931,NA,5,0,2.5,10,"N",0,20,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,25,0,0,0,0,0,0,2007,5,27,"Private","AnchorPt","",5,20,0,0,0
"82","CCI","",NA,11,1,1,"B",515937,NA,5,0,4,9,"N",0,25,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Private","AnchorPt","",5,25,0,0,0
"83","CCI","",NA,11,1,1,"B",525931,NA,4,0,3,7,"N",0,20,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Private","AnchorPt","",4,20,0,0,0
"84","CCI","",NA,12,1,1,"B+S",525931,NA,3,0,1,6,"N",0,8,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Private","AnchorPt","",3,8,0,0,0
"85","CCI","",NA,12,1,1,"B",525931,NA,4,0,5,8,"N",0,8,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,3,0,0,0,0,0,0,2007,5,27,"Private","AnchorPt","",4,8,0,0,0
"86","CCI","SKYWALKER",71388,12,1,1,"B",525931,NA,5,0,5,10,"Y",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,6,0,0,0,0,0,0,0,2007,5,27,"Charter","AnchorPt","",5,0,0,0,0
"87","CCI","CATCHER",71394,12,1,1,"B+S",525931,NA,5,0,8,10,"Y",0,42,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Charter","AnchorPt","",5,42,0,0,0
"88","CCI","",NA,12,1,1,"B",525931,NA,4,0,4.5,8,"N",0,8,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Private","AnchorPt","",4,8,0,0,0
"89","CCI","O FISHIAL",72001,12,1,1,"B+S",525931,NA,6,0,5,12,"N",12,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,2,2,0,0,0,0,0,0,2007,5,27,"Charter","AnchorPt","",6,0,0,0,0
"90","CCI","",NA,13,1,1,"B+S",515937,NA,3,0,8,6,"N",0,10,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Private","AnchorPt","",3,10,0,0,0
"91","CCI","",NA,13,1,1,"B",525931,NA,4,0,3,8,"N",0,10,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,2,2,0,0,0,0,0,0,2007,5,27,"Private","AnchorPt","",4,10,0,0,0
"92","CCI","",NA,13,1,1,"B",515937,NA,3,0,4,6,"N",0,3,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Private","AnchorPt","",3,3,0,0,0
"93","CCI","VADER",71492,13,1,1,"B+S",525931,NA,5,0,8,10,"N",10,18,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Charter","AnchorPt","",5,18,0,0,0
"94","CCI","PROFISHUNT",71501,14,1,1,"B+S",525931,NA,6,0,4,12,"N",12,9,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Charter","AnchorPt","",6,9,0,0,0
"95","CCI","",NA,14,1,1,"B+S",525931,NA,3,0,4,2,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Private","AnchorPt","",3,0,0,0,0
"96","CCI","GHOST",71517,14,1,1,"B+S",525931,NA,6,0,5,12,"N",0,17,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,2,0,0,0,0,0,0,2007,5,27,"Charter","AnchorPt","",6,17,0,0,0
"97","CCI","MR FUNWYZER",71354,14,1,1,"B+S",525931,NA,6,0,3,12,"N",0,4,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Charter","AnchorPt","",6,4,0,0,0
"98","CCI","",NA,14,1,1,"B",525931,NA,2,0,3.5,4,"N",0,6,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Private","AnchorPt","",2,6,0,0,0
"99","CCI","MARILYN J",71910,14,1,1,"B+S",525931,NA,3,0,4,6,"Y",0,20,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Charter","AnchorPt","",3,20,0,0,0
"100","CCI","MARNIE KAY",71909,15,1,1,"B+S",525931,NA,5,0,4,10,"N",0,0,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Charter","AnchorPt","",5,0,0,0,0
"101","CCI","",NA,15,1,1,"B",525931,NA,6,0,5,12,"N",0,3,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Private","AnchorPt","",6,3,0,0,0
"102","CCI","",NA,15,1,1,"B",515938,NA,5,0,4.5,10,"N",0,4,0,0,"N",0,NA,0,"N",0,NA,0,"N",0,0,0,0,0,0,0,0,0,0,2007,5,27,"Private","AnchorPt","",5,4,0,0,0
