"","PORT","TARGET","BOATNAME","LOGBOOK","HOUR","TRIP1OR2","NUMDAYS","ADFGSTATHAL","ADFGSTATRF","ADFGSTATLING","STATAREA_BOT","INTLOC","CLIENTDAYS","CREWDAYS","HOURS_H","HOURS_R","HOURS_L","HOURS_TOT","HAKEPT","GAFHAKEPT","HAVER","HACAS","HARELCIR","HARELOTH","PELKEPT","PELVER","PCAS","PELRSURF","PELRDRM","PELDEPTH","YEKEPT","YEVER","YECAS","YERSURF","YERDRM","YEDEPTH","NPKEPT","NPVER","NPCAS","NPRSURF","NPRDRM","NPDEPTH","LCKEPT","LCVER","LCCAS","LCRELOVR","LCRELUND","CODKEPT","CODVER","CODCAS","CODREL","SABKEPT","SABVER","SABCAS","SABREL","POLKEPT","POLVER","POLCAS","POLREL","SSKKEPT","SSKVER","SSKCAS","SSKREL","SDFKEPT","SDFVER","SDFCAS","SDFREL","PSSKEPT","PSSVER","PSSCAS","PSSREL","ADFGSTATOTH","YEAR","MONTH","DAY","USER","SUBLOC","RESBAY","SFmgmtareaHAL","ANGLDAYS","HAREL","LCREL","TRFKEPT","PELREL","YEREL","NPREL","TRFREL","TRFCAS","NONGAFHA"
"199","Kodiak","B","",NA,15,1,1,525733,525733,NA,NA,1,1,0,0.5,0.5,0,0,0,0,"N",0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,14,"Private","","","Kod",1,0,0,0,0,0,0,0,0,0
"200","Kodiak","B","",NA,15,1,1,525733,525733,NA,NA,2,2,0,1.5,1,0,0,1,0,"N",0,0,0,1,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,14,"Private","","","Kod",2,0,0,1,0,0,0,0,0,1
"201","Kodiak","S","",NA,16,1,1,525733,525733,NA,NA,2,3,0,0,0,0,6,1,0,"N",0,0,0,4,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,15,"Private","","","Kod",3,0,0,4,0,0,0,0,0,1
"202","Kodiak","S","",NA,16,1,1,NA,525733,NA,NA,2,2,0,0,0,0,8,0,0,"N",0,0,0,4,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,5,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,15,"Private","","","",2,0,5,4,0,0,0,0,0,0
"203","Kodiak","B","",NA,16,1,1,525733,525733,NA,NA,2,2,0,4.5,0.5,0,0,6,0,"N",0,4,0,1,"N",0,1,0,100,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,2,"N",0,4,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,15,"Private","","","Kod",2,4,0,1,1,0,0,1,0,6
"204","Kodiak","S","",NA,16,1,1,525733,525733,NA,NA,2,1,0,0,0,0,1.5,1,0,"N",0,0,0,0,"N",0,4,0,45,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,16,"Private","","","Kod",1,0,0,0,4,0,0,4,0,1
"205","Kodiak","B","REEL FUN",211662,14,1,1,525733,525733,NA,NA,3,6,0,2,1,0,0,10,0,"N",0,0,0,18,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,17,"Charter","","","Kod",6,0,0,18,0,0,0,0,0,10
"206","Kodiak","H","DEBRA KAY",211652,17,1,1,525731,NA,NA,NA,3,4,0,7,0,0,0,5,0,"N",0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,30,"N",0,10,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,17,"Charter","","","Kod",4,0,0,0,0,0,0,0,0,5
"207","Kodiak","H","U RASCAL",211631,17,1,1,525731,NA,NA,NA,3,8,0,5,0,0,0,16,0,"N",0,4,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,30,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,17,"Charter","","","Kod",8,4,0,0,0,0,0,0,0,16
"208","Kodiak","B","REEL FUN",211662,15,1,1,525731,525731,NA,NA,3,6,0,3,2,0,0,12,0,"N",0,3,0,18,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,18,"Charter","","","Kod",6,3,0,18,0,0,0,0,0,12
"209","Kodiak","B","SHEARWATER",211621,16,1,1,525731,525731,NA,NA,3,5,0,5,1,0,0,10,0,"N",0,2,0,15,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,25,"Charter","","","Kod",5,2,0,15,0,0,0,0,0,10
"210","Homer","S","",NA,15,1,1,515937,515937,NA,NA,4,2,0,0,0,0,4,2,0,"Y",0,0,0,0,"N",0,2,0,30,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,5,7,"Private","","","CI",2,0,0,0,2,0,0,2,0,2
"211","Homer","H","",NA,15,1,1,515932,515932,NA,NA,4,3,0,1,0,0,0,0,0,"N",0,0,0,0,"N",0,1,0,100,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,2,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,5,7,"Private","","","CI",3,0,0,0,1,0,0,1,0,0
"212","Homer","B+S","",NA,16,1,1,515907,NA,NA,NA,1,3,0,3.5,0,0,0,6,0,"N",0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,1,0,"N",0,0,NA,2021,5,7,"Private","","","CI",3,0,0,0,0,0,0,0,0,6
"213","Homer","H","",NA,18,1,1,515908,NA,NA,NA,5,2,0,0.5,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,5,7,"Private","","","CI",2,0,0,0,0,0,0,0,0,0
"214","Homer","B","HUNTRESS",211051,13,1,1,525901,525901,NA,NA,2,4,0,0,0,0,4,7,0,"N",0,3,0,18,"N",0,0,0,0,2,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,5,11,"Charter","","","CI",4,3,0,20,0,0,0,0,0,7
"215","Homer","H","",NA,13,1,1,515935,NA,NA,NA,2,2,0,3,0,0,0,1,0,"N",0,0,1,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,5,11,"Private","","","CI",2,1,0,0,0,0,0,0,0,1
"216","Homer","R","",NA,14,1,5,NA,515394,NA,NA,4,3,0,0,2,0,0,0,0,"N",0,0,0,3,"N",0,0,0,0,0,"N",0,0,0,0,3,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,5,11,"Private","","","",3,0,0,6,0,0,0,0,0,0
"217","Homer","S","",NA,14,1,1,515937,NA,NA,NA,4,2,0,0,0,0,4,0,0,"N",0,0,6,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,5,11,"Private","","","CI",2,6,0,0,0,0,0,0,0,0
"218","Homer","H","",NA,15,1,1,525902,525902,NA,NA,1,16,0,2,0,0,0,32,0,"N",0,3,0,0,"N",0,0,0,0,0,"N",0,0,0,0,1,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,5,11,"Private","","","CI",16,3,0,1,0,0,0,0,0,32
"219","Homer","H","ULTIMATE",211057,15,1,1,525931,NA,NA,NA,1,8,0,3,0,0,0,16,0,"N",0,1,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,10,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,5,11,"Charter","","","CI",8,1,0,0,0,0,0,0,0,16
"220","Homer","B+S","ARTEMIS",211082,16,1,1,515936,515936,NA,NA,3,2,1,3,0,0,0,4,0,"N",0,0,0,7,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,1,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,5,11,"Charter","","","CI",3,0,0,7,0,0,0,0,0,4
"221","Kodiak","H","",NA,16,1,1,525731,NA,NA,NA,2,6,0,7,0,0,0,9,0,"N",0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,25,"Private","","","Kod",6,0,0,0,0,0,0,0,0,9
"222","Kodiak","B","REEL FUN",211662,17,1,1,525731,525731,NA,NA,3,6,0,5,1,0,0,7,0,"N",0,2,0,18,"N",0,2,0,60,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,25,"Charter","","","Kod",6,2,0,18,2,0,0,2,0,7
"223","Seward","B+S","STRIKER",210051,19,1,1,475934,475934,NA,NA,1,6,0,3,0,0,0,7,0,"N",0,1,0,4,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,6,"Charter","","Out","PWS",6,1,0,4,0,0,0,0,0,7
"224","Seward","H","",NA,14,1,1,495932,NA,NA,NA,1,11,0,5,0,0,0,22,0,"N",11,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,3,"N",1,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,6,0,"N",0,0,NA,2021,6,8,"Private","","Out","NG",11,0,0,0,0,0,0,0,0,22
"225","Seward","B","FOUR ACES",212120,15,1,1,495932,495932,NA,NA,2,6,2,4.25,0.75,0,0,12,0,"N",12,4,0,32,"N",32,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,2,0,"N",0,0,NA,2021,6,8,"Charter","","Out","NG",8,4,0,32,0,0,0,0,32,12
"226","Seward","H","",NA,15,1,1,475932,NA,NA,NA,2,4,0,4,0,0,0,5,0,"Y",0,1,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,8,"Private","","Out","PWS",4,1,0,0,0,0,0,0,0,5
"227","Seward","B","ALASKAN SUMMER",210547,16,1,1,495931,495938,NA,NA,3,4,2,3,2,0,0,8,0,"N",0,0,0,3,"N",0,0,0,0,2,"N",0,0,0,0,4,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,1,"N",0,0,0,"N",0,0,0,"N",0,2,0,"N",0,0,NA,2021,6,8,"Charter","","Out","NG",6,0,0,9,0,0,0,0,0,8
"228","Seward","B+S","OVERTIME III",210123,16,1,1,NA,495938,NA,NA,3,2,0,0,4,0,0,0,0,"N",0,0,0,3,"Y",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,8,"Charter","","Out","",2,0,0,3,0,0,0,0,0,0
"229","Seward","B","TIA ROSE",212109,17,1,1,485935,485935,NA,NA,4,9,0,4.75,0.25,0,0,18,0,"N",18,2,0,33,"N",33,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,4,0,"N",0,0,NA,2021,6,8,"Charter","","Out","PWS",9,2,0,33,0,0,0,0,33,18
"230","Seward","H","",NA,17,1,1,495938,NA,NA,NA,4,6,0,7,0,0,0,2,0,"N",0,1,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,13,0,"N",0,0,NA,2021,6,8,"Private","","Out","NG",6,1,0,0,0,0,0,0,0,2
"231","Seward","H","",NA,17,1,1,475934,475934,NA,NA,4,9,0,4.5,0,0,0,7,0,"N",6,0,0,2,"N",2,0,0,0,0,"N",0,0,0,0,2,"N",2,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,8,"Private","","Out","PWS",9,0,0,4,0,0,0,0,4,7
"232","Kodiak","B","U RASCAL",211631,17,1,1,525731,525731,NA,NA,3,5,0,4,1,0,0,5,0,"N",0,2,0,10,"N",0,0,0,0,0,"N",0,0,0,0,4,"N",0,0,0,0,0,"N",0,0,0,10,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,25,"Charter","","","Kod",5,2,0,14,0,0,0,0,0,5
"233","Kodiak","B","",NA,14,1,1,525733,NA,NA,NA,2,4,0,0,0,0,4,2,0,"N",0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,10,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,26,"Private","","","Kod",4,0,0,0,0,0,0,0,0,2
"234","Kodiak","S","KODIAK OUTCAST ADVENTURES",211663,16,1,1,525732,525732,NA,NA,2,5,0,0,0,0,4,1,0,"N",0,1,0,4,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,1,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,26,"Charter","","","Kod",5,1,1,4,0,0,0,0,0,1
"235","Kodiak","B","",NA,16,1,1,525733,525733,NA,NA,2,4,0,4,1,0,0,4,0,"N",0,3,0,12,"N",0,6,0,40,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,26,"Private","","","Kod",4,3,0,12,6,0,0,6,0,4
"236","Kodiak","H","",NA,14,1,1,525733,NA,NA,NA,2,2,0,4,0,0,0,4,0,"Y",0,0,4,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,2,"Y",0,4,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,27,"Private","","","Kod",2,4,0,0,0,0,0,0,0,4
"237","Kodiak","B","MOON SHADOW",211630,15,1,1,525733,525733,NA,NA,3,5,0,2,1,0,0,10,0,"N",0,8,0,15,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,6,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,27,"Charter","","","Kod",5,8,0,15,0,0,0,0,0,10
"238","Kodiak","B+S","REEL FUN",211662,15,1,1,525733,525733,NA,NA,3,6,0,3,0.5,0,0,11,0,"Y",0,2,0,14,"Y",0,2,0,20,4,"Y",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,3,"Y",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,27,"Charter","","","Kod",6,2,0,18,2,0,0,2,0,11
"239","Kodiak","H","",NA,15,1,1,525731,NA,NA,NA,2,3,0,5,0,0,0,6,0,"N",0,0,3,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,1,2,"N",0,0,0,"N",0,0,0,"N",0,1,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,27,"Private","","","Kod",3,3,1,0,0,0,0,0,0,6
"240","Kodiak","B","",NA,15,1,1,525733,525733,NA,NA,2,4,0,4,1,0,0,4,0,"N",0,0,0,12,"N",0,6,0,40,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,2,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,27,"Private","","","Kod",4,0,0,12,6,0,0,6,0,4
"241","Valdez","B","",NA,19,1,2,466004,466004,NA,NA,NA,2,0,8,6,0,0,6,0,"Y",0,4,4,11,"Y",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,2,15,0,"N",0,1,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,13,"Private","","","PWS",2,8,17,11,0,0,0,0,0,6
"242","Valdez","B","",NA,19,1,1,466032,466032,NA,NA,NA,2,0,0,0,0,4,4,0,"Y",0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,1,"Y",0,0,0,0,0,"N",0,0,0,2,"Y",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,13,"Private","","","PWS",2,0,0,1,0,0,0,0,0,4
"243","Kodiak","B+S","",NA,15,1,1,525733,525733,NA,NA,2,2,0,3,1,0,0,2,0,"N",2,1,0,2,"N",2,6,0,50,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,27,"Private","","","Kod",2,1,0,2,6,0,0,6,2,2
"244","Kodiak","B+S","U RASCAL",211631,16,1,1,525731,NA,NA,NA,3,6,0,2,0,0,0,8,0,"N",0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,27,"Charter","","","Kod",6,0,0,0,0,0,0,0,0,8
"245","Kodiak","H","",NA,16,1,1,525733,NA,NA,NA,2,5,0,5,0,0,0,1,0,"N",0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,12,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,27,"Private","","","Kod",5,0,0,0,0,0,0,0,0,1
"246","Kodiak","S","",NA,16,1,1,525733,525733,NA,NA,2,3,0,0,0,0,3,1,0,"N",0,0,0,0,"N",0,1,0,80,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,27,"Private","","","Kod",3,0,0,0,1,0,0,1,0,1
"247","Kodiak","H","",NA,14,1,1,525733,NA,NA,NA,2,4,0,3,0,0,0,8,0,"N",0,6,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,8,"N",0,4,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,30,"Private","","","Kod",4,6,0,0,0,0,0,0,0,8
"248","Seward","B+S","CRACKERJACK",210039,18,1,1,475934,475934,NA,NA,1,6,0,3,0,0,0,8,0,"N",0,0,0,4,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,8,"Charter","","Out","PWS",6,0,0,4,0,0,0,0,0,8
"249","Seward","B","HARVESTER",211048,18,1,1,485935,485935,NA,NA,1,4,0,4.5,0.5,0,0,7,0,"N",0,3,0,14,"N",0,0,0,0,0,"N",0,0,0,0,2,"N",0,0,0,0,0,"N",0,1,1,5,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,3,0,"N",0,0,NA,2021,6,8,"Charter","","Out","PWS",4,3,2,16,0,0,0,0,0,7
"250","Seward","B","HELL ON REELS",210538,18,1,1,495932,495932,495932,NA,1,5,0,4.5,1.5,0,0,7,0,"N",0,2,0,20,"N",0,6,0,35,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,1,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,3,0,"N",0,0,NA,2021,6,8,"Charter","","Out","NG",5,2,1,20,6,0,0,6,0,7
"251","Seward","B+S","OUTER LIMITS",211199,18,1,1,475934,475934,NA,NA,1,12,1,5,0,0,0,23,0,"N",23,8,0,41,"N",41,0,2,110,1,"N",1,0,0,0,2,"N",2,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,2,0,"N",0,0,NA,2021,6,8,"Charter","","Out","PWS",13,8,0,44,2,0,0,2,44,23
"252","Seward","H","PROFISH N SEA",210054,18,1,1,475934,475934,475934,NA,1,6,0,4,0,0,0,12,0,"N",0,3,0,7,"N",0,0,0,0,1,"N",0,0,1,160,0,"N",0,0,0,0,0,"N",0,1,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,25,0,"N",0,0,NA,2021,6,8,"Charter","","Out","PWS",6,3,1,8,0,1,0,1,0,12
"253","Seward","H","STRIKER",210051,18,1,1,475932,475932,NA,NA,1,4,0,3,0,0,0,8,0,"N",0,0,2,1,"N",0,0,0,0,0,"N",0,0,0,0,2,"N",0,0,0,0,0,"N",0,0,0,1,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,8,"Charter","","Out","PWS",4,2,0,3,0,0,0,0,0,8
"254","Seward","B","OFFSHORE HUNTER",210067,19,1,1,475934,475934,475934,NA,2,9,0,0,0,0,6,18,0,"N",18,0,0,0,"N",0,0,0,0,8,"N",8,0,4,230,1,"N",1,0,1,230,0,"N",0,2,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,48,"N",0,0,0,"N",0,0,NA,2021,6,8,"Charter","","Out","PWS",9,0,2,9,0,4,1,5,9,18
"255","Seward","B","OUTER COAST",212051,19,1,1,475934,475934,NA,NA,2,6,0,4,1,0,0,12,0,"N",0,0,0,24,"N",0,1,0,100,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,8,"Charter","","Out","PWS",6,0,0,24,1,0,0,1,0,12
"256","Seward","B+S","TAIL WATCHER",210059,19,1,1,475934,475934,NA,NA,2,11,3,7,1,0,0,22,0,"N",22,0,0,33,"N",33,0,0,0,14,"N",14,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,1,"N",1,4,0,"N",0,0,NA,2021,6,8,"Charter","","Out","PWS",14,0,0,47,0,0,0,0,47,22
"257","Seward","B","",NA,20,1,1,485932,485932,485932,NA,3,5,0,5.5,0.25,0,0,2,0,"Y",0,0,0,2,"Y",0,12,0,30,0,"N",0,0,0,0,0,"N",0,0,3,120,0,"N",0,3,2,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,8,"Private","","Out","PWS",5,0,5,2,12,0,3,15,0,2
"258","Valdez","H","",NA,19,1,1,476035,476035,NA,NA,NA,3,0,8,0,0,0,1,0,"Y",0,1,0,0,"N",0,0,0,0,0,"N",0,0,0,0,2,"Y",0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,13,"Private","","","PWS",3,1,0,2,0,0,0,0,0,1
"259","Valdez","B","",NA,19,1,1,NA,466003,NA,NA,NA,4,0,0,0,0,4,0,0,"N",0,0,0,0,"N",0,0,0,0,4,"Y",0,0,2,150,0,"N",0,0,2,150,0,"N",0,0,0,1,"Y",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,13,"Private","","","",4,0,0,4,0,2,2,4,0,0
"260","Kodiak","B","",NA,15,1,1,525733,525733,NA,NA,2,4,0,4,1,0,0,8,0,"N",0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,2,"N",0,0,0,0,0,"N",0,0,0,1,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,30,"Private","","","Kod",4,0,0,2,0,0,0,0,0,8
"261","Kodiak","H","",NA,15,1,1,525733,NA,NA,NA,2,2,0,4,0,0,0,0,0,"N",0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,3,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,30,"Private","","","Kod",2,0,0,0,0,0,0,0,0,0
"262","Kodiak","B","MOON SHADOW",211630,16,1,1,NA,525733,NA,NA,3,6,0,0,0,0,4,0,0,"N",0,0,0,18,"Y",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,0,0,"N",0,0,0,7,"Y",0,0,1,"Y",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,0,"N",0,0,NA,2021,6,30,"Charter","","","",6,0,0,18,0,0,0,0,0,0
