"","PORT","BOATNAME","LOGBOOK","HOUR","TRIP1OR2","NUMDAYS","TARGET","ADFGSTAT","INTLOC","CLIENTDAYS","CREWDAYS","BOATHRS","HAKEPT","HAVER","HACAS","HARELCIR","HARELOTH","PELKEPT","PELVER","PCAS","PELRSURF","PELRDRM","PELRVENT","PELDEPTH","YEKEPT","YEVER","YECAS","YERSURF","YERDRM","YERVENT","YEDEPTH","NPKEPT","NPVER","NPCAS","NPRSURF","NPRDRM","NPRVENT","NPDEPTH","LCKEPT","LCVER","LCCAS","LCRELOVR","LCRELUND","CODKEPT","CODVER","CODCAS","CODREL","SABKEPT","SABVER","SABCAS","SABREL","POLKEPT","POLVER","POLCAS","POLREL","SSKKEPT","SSKVER","SSKCAS","SSKREL","SDFKEPT","SDFVER","SDFCAS","SDFREL","PSSKEPT","PSSVER","PSSCAS","PSSREL","YEAR","MONTH","DAY","USER","SUBLOC","RESBAY","ANGLDAYS","HAREL","LCREL","TRFKEPT","PELREL","YEREL","NPREL","TRFREL","TRFCAS"
"1","CCI","",NA,12,1,1,"H",515937,NA,3,0,3,5,"N",0,7,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,19,"Private","AnchorPt","",3,7,0,0,0,0,0,0,0
"2","CCI","",NA,13,1,1,"B+S",515938,NA,4,0,5,1,"N",0,0,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,19,"Private","AnchorPt","",4,0,0,0,0,0,0,0,0
"3","CCI","GAME FISHER",131834,14,1,1,"B+S",525931,NA,4,1,0.5,10,"N",10,2,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,19,"Charter","AnchorPt","",5,2,0,0,0,0,0,0,0
"4","CCI","POLE BENDERS",130123,14,1,1,"B+S",525931,NA,5,2,4,14,"N",0,32,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,19,"Charter","AnchorPt","",7,32,0,0,0,0,0,0,0
"5","CCI","ALASKA SPIRIT",130152,14,1,1,"B+S",525931,NA,6,2,3,16,"N",16,27,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,12,"N",12,6,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,19,"Charter","AnchorPt","",8,27,0,0,0,0,0,0,0
"6","CCI","HIGHLINER",131850,15,1,1,"B+S",525931,NA,6,2,3,16,"N",0,45,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,1,0,"",NA,0,2013,5,19,"Charter","AnchorPt","",8,45,0,0,0,0,0,0,0
"7","CCI","GREATLANDER",131993,15,1,1,"B+S",525931,NA,5,2,3,14,"N",0,5,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,1,0,11,"N",2,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,19,"Charter","AnchorPt","",7,5,1,0,0,0,0,0,0
"8","CCI","SANCTUARY",130277,16,1,1,"H",525931,NA,6,2,6,16,"N",0,23,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,19,"Charter","AnchorPt","",8,23,0,0,0,0,0,0,0
"9","CCI","",NA,16,1,1,"B+S",525931,NA,4,0,5,8,"N",0,15,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,19,"Private","AnchorPt","",4,15,0,0,0,0,0,0,0
"10","CCI","O FISHIAL",131621,16,1,1,"H",525931,NA,6,0,4,12,"N",12,12,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,3,"N",3,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,2,0,"",NA,0,2013,5,19,"Charter","AnchorPt","",6,12,0,0,0,0,0,0,0
"11","CCI","",NA,12,1,1,"H",525931,NA,5,0,5,10,"N",0,0,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,27,"Private","AnchorPt","",5,0,0,0,0,0,0,0,0
"12","CCI","",NA,13,1,1,"B+S",525931,NA,4,0,5,2,"N",0,0,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,27,"Private","AnchorPt","",4,0,0,0,0,0,0,0,0
"13","CCI","FISH MAGNET",131844,14,1,1,"B+S",515938,NA,6,1,4,9,"N",9,1,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,27,"Charter","AnchorPt","",7,1,0,0,0,0,0,0,0
"14","CCI","",NA,15,1,1,"B+S",525931,NA,4,0,3,5,"N",0,8,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,27,"Private","AnchorPt","",4,8,0,0,0,0,0,0,0
"15","CCI","O FISHIAL",131621,15,1,1,"B+S",525931,NA,6,1,3.5,14,"N",14,30,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,4,"N",4,9,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,27,"Charter","AnchorPt","",7,30,0,0,0,0,0,0,0
"16","CCI","GAME FISHER",131834,15,1,1,"B+S",525931,NA,5,1,1,10,"N",10,4,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,2,"N",1,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,27,"Charter","AnchorPt","",6,4,0,0,0,0,0,0,0
"17","CCI","INDEPENDENCE",131581,15,1,1,"B+S",525931,NA,3,1,2,8,"N",8,4,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,2,"N",2,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,27,"Charter","AnchorPt","",4,4,0,0,0,0,0,0,0
"18","CCI","",NA,15,1,1,"H",525931,NA,7,0,3,14,"N",14,12,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,3,"N",0,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,27,"Private","AnchorPt","",7,12,0,0,0,0,0,0,0
"19","CCI","",NA,16,1,1,"H",525931,NA,9,0,3.5,2,"N",0,0,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,3,"N",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,5,27,"Private","AnchorPt","",9,0,0,0,0,0,0,0,0
"20","CCI","",NA,12,1,1,"H",515939,NA,5,0,3,10,"N",0,12,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,9,"Private","AnchorPt","",5,12,0,0,0,0,0,0,0
"21","CCI","",NA,12,1,1,"H",515938,NA,3,0,2,6,"N",0,3,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,9,"Private","AnchorPt","",3,3,0,0,0,0,0,0,0
"22","CCI","GHOST",131991,13,1,1,"H",525931,NA,5,2,4,12,"N",0,18,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,9,"Charter","AnchorPt","",7,18,0,0,0,0,0,0,0
"23","CCI","",NA,13,1,1,"H",515939,NA,3,0,4,6,"N",0,4,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,2,"N",0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,9,"Private","AnchorPt","",3,4,0,0,0,0,0,0,0
"24","CCI","EASY GET",131842,13,1,1,"H",525931,NA,2,2,5,8,"N",8,31,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,1,"N",1,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,9,"Charter","AnchorPt","",4,31,0,0,0,0,0,0,0
"25","CCI","",NA,14,1,1,"B+S",515938,NA,3,0,2,6,"N",0,15,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,9,"Private","AnchorPt","",3,15,0,0,0,0,0,0,0
"26","CCI","",NA,14,1,1,"B+S",525931,NA,7,0,4,8,"N",0,10,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,3,"N",0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,9,"Private","AnchorPt","",7,10,0,0,0,0,0,0,0
"27","CCI","INDEPENDENCE",131581,14,1,1,"H",525931,NA,5,1,4,12,"N",12,3,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,9,"Charter","AnchorPt","",6,3,0,0,0,0,0,0,0
"28","CCI","ULTIMATE",130155,15,1,1,"H",525931,NA,5,0,6,10,"N",10,13,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,12,"N",12,0,0,"",NA,0,0,"",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,9,"Charter","AnchorPt","",5,13,0,0,0,0,0,0,0
"29","CCI","",NA,12,1,1,"H",515938,NA,4,0,5,4,"N",0,0,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",4,0,0,0,0,0,0,0,0
"30","CCI","",NA,12,1,1,"H",525931,NA,2,0,4,4,"N",0,12,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",2,12,0,0,0,0,0,0,0
"31","CCI","EASY GET",131842,12,1,1,"H",525931,NA,4,2,4,12,"N",12,45,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,15,"N",15,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Charter","AnchorPt","",6,45,0,0,0,0,0,0,0
"32","CCI","",NA,12,1,1,"H",525931,NA,3,0,3.5,6,"N",0,4,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",3,4,0,0,0,0,0,0,0
"33","CCI","",NA,12,1,1,"H",525931,NA,3,0,5,6,"N",0,12,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",3,12,0,0,0,0,0,0,0
"34","CCI","LIBERTY",131879,12,1,1,"H",525931,NA,5,0,4,10,"N",10,61,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Charter","AnchorPt","",5,61,0,0,0,0,0,0,0
"35","CCI","",NA,12,1,1,"H",515937,NA,4,0,4,8,"N",8,25,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",4,25,0,0,0,0,0,0,0
"36","CCI","",NA,13,1,1,"H",525931,NA,4,0,3.5,8,"N",0,20,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",4,20,0,0,0,0,0,0,0
"37","CCI","GAME FISHER",131834,13,1,1,"H",525931,NA,5,1,4,12,"N",12,7,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,1,"N",1,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Charter","AnchorPt","",6,7,0,0,0,0,0,0,0
"38","CCI","",NA,13,1,1,"B+S",525931,NA,5,0,4.5,10,"N",0,40,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,1,0,"",NA,0,2013,6,16,"Private","AnchorPt","",5,40,0,0,0,0,0,0,0
"39","CCI","",NA,13,1,1,"H",525931,NA,3,0,3,6,"N",0,4,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",3,4,0,0,0,0,0,0,0
"40","CCI","",NA,14,1,1,"H",515938,NA,3,0,5,6,"N",0,2,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",3,2,0,0,0,0,0,0,0
"41","CCI","",NA,14,1,1,"H",525931,NA,3,0,6,6,"N",6,8,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",3,8,0,0,0,0,0,0,0
"42","CCI","",NA,14,1,1,"B+S",525931,NA,3,0,5,6,"N",0,6,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",3,6,0,0,0,0,0,0,0
"43","CCI","",NA,14,1,1,"H",525931,NA,4,0,4,8,"N",0,4,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",4,4,0,0,0,0,0,0,0
"44","CCI","",NA,14,1,1,"H",515936,NA,2,0,5,4,"N",0,2,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",2,2,0,0,0,0,0,0,0
"45","CCI","",NA,14,1,1,"H",525931,NA,4,0,3,8,"N",7,10,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",4,10,0,0,0,0,0,0,0
"46","CCI","",NA,14,1,1,"H",515936,NA,7,0,3,10,"N",0,8,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",7,8,0,0,0,0,0,0,0
"47","CCI","",NA,14,1,1,"H",525931,NA,3,0,5,6,"N",0,7,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,1,"Y",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",3,7,0,0,0,0,0,0,0
"48","CCI","",NA,15,1,1,"H",525931,NA,6,0,5,11,"N",0,9,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",6,9,0,0,0,0,0,0,0
"49","CCI","",NA,15,1,1,"H",525931,NA,5,0,8,6,"N",0,2,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,3,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",5,2,0,0,0,0,0,0,0
"50","CCI","",NA,15,1,1,"H",515938,NA,4,0,8,8,"N",0,30,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",4,30,0,0,0,0,0,0,0
"51","CCI","POLE BENDERS",130123,16,1,1,"H",525931,NA,6,2,7,11,"N",0,15,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,2,"N",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Charter","AnchorPt","",8,15,0,0,0,0,0,0,0
"52","CCI","HIGHLINER",131850,16,1,1,"H",525931,NA,5,3,7,10,"N",4,2,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Charter","AnchorPt","",8,2,0,0,0,0,0,0,0
"53","CCI","",NA,16,1,1,"H",525931,NA,5,0,7,10,"N",0,0,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,2,"N",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,20,0,"",NA,0,2013,6,16,"Private","AnchorPt","",5,0,0,0,0,0,0,0,0
"54","CCI","GHOST",131991,16,1,1,"H",525931,NA,6,1,10,11,"N",0,7,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,2,"N",0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,10,0,"",NA,0,2013,6,16,"Charter","AnchorPt","",7,7,0,0,0,0,0,0,0
"55","CCI","",NA,16,1,1,"H",525931,NA,2,0,7,4,"N",0,27,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",2,27,0,0,0,0,0,0,0
"56","CCI","",NA,17,1,1,"H",515938,NA,4,0,2,8,"N",0,3,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",4,3,0,0,0,0,0,0,0
"57","CCI","SANCTUARY",130277,17,1,1,"H",525931,NA,6,2,8,16,"N",0,38,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,1,"N",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Charter","AnchorPt","",8,38,0,0,0,0,0,0,0
"58","CCI","",NA,17,1,1,"H",525931,NA,6,0,6,13,"N",0,6,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,1,"N",NA,1,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",6,6,0,0,0,0,0,0,0
"59","CCI","",NA,17,1,1,"H",525931,NA,5,0,3,10,"N",0,3,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",5,3,0,0,0,0,0,0,0
"60","CCI","GAME FISHER",131834,17,2,1,"H",525931,NA,6,1,3,14,"N",14,17,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Charter","AnchorPt","",7,17,0,0,0,0,0,0,0
"61","CCI","WOLVERINE",131848,17,1,1,"H",525931,NA,6,1,7,14,"N",14,23,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,3,"N",3,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Charter","AnchorPt","",7,23,0,0,0,0,0,0,0
"62","CCI","",NA,17,1,1,"H",525931,NA,4,0,6,8,"N",0,3,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,6,16,"Private","AnchorPt","",4,3,0,0,0,0,0,0,0
"63","CCI","EASY GET",131842,13,1,1,"H",525931,NA,4,2,4,12,"N",12,30,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,2,"N",2,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,7,2,"Charter","AnchorPt","",6,30,0,0,0,0,0,0,0
"64","CCI","",NA,13,1,1,"H",525931,NA,6,0,5,12,"N",0,1,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,7,2,"Private","AnchorPt","",6,1,0,0,0,0,0,0,0
"65","CCI","",NA,13,1,1,"H",525931,NA,3,0,3,6,"N",1,0,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,7,2,"Private","AnchorPt","",3,0,0,0,0,0,0,0,0
"66","CCI","",NA,14,1,1,"H",525931,NA,3,0,4.5,6,"N",6,15,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,7,2,"Private","AnchorPt","",3,15,0,0,0,0,0,0,0
"67","CCI","ULTIMATE",130155,14,1,1,"H",525931,NA,5,2,4,14,"N",14,9,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,1,"N",1,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,7,2,"Charter","AnchorPt","",7,9,0,0,0,0,0,0,0
"68","CCI","TNT",131847,15,1,1,"H",525931,NA,5,2,3,14,"N",0,14,0,0,"",NA,0,0,0,NA,0,"",0,0,0,0,NA,0,"",NA,0,0,0,NA,0,"",NA,0,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,0,"",NA,0,2013,7,2,"Charter","AnchorPt","",7,14,0,0,0,0,0,0,0
